1003,2692,8838045.9,4117120.0,5114883,-144455,7811944,9328188,false,8459239,7369226,-8254693.0
1004,483,3688171.2,5037168.0,-4382923,8578659,-7268296,5141077,false,-7244755,8751195,-9984021.0
1005,1592,4396262.4,-4846576.0,233213,5882692,3709739,6373774,true,6114508,-6878761,-6128508.0
1006,1865,-4459757.5,8754096.0,9513442,-7508058,-3021262,-5475954,true,1078334,5385747,-1069079.5
1007,497,305565.6,-2233456.0,9369410,-2777504,9265998,3082785,false,-1131041,5731814,1601709.6
1008,3481,3682485.6,926720.0,-1967796,-8148680,2677168,8947248,false,-8677798,-4976738,6119152.0
1009,862,-6276284.7,-2021824.0,-105783,-153641,4098790,3415398,true,121276,-4893478,-9937317.0
1010,795,-3273816.7,-2288528.0,6817646,3602783,2004808,169454,true,-1476641,510904,-6377531.5
1011,1396,-2488373.5,9135024.0,3440309,-4370638,5414591,-9235105,true,9003915,3730414,9336483.0
1012,62,-6641253.0,8071968.0,2717632,-3880863,931308,-1783221,true,-4582198,-2628569,-5960096.5
1013,3632,-871144.6,-6096064.0,-5617361,-1280081,9554278,-5377675,true,2192170,7907341,4209745.5
1014,3027,-9622184.8,6207120.0,-8858060,-3021823,-8929451,-8167646,false,3806433,-3361830,-6694419.5
1015,3499,1257059.4,5301680.0,7364303,6532065,-10102467,7631952,true,2667066,7042120,6584714.0
1016,3357,-6455002.5,-1052944.0,-9191381,-6229608,-3243154,-1845928,false,8036060,4060107,6815593.0
1017,2221,2782881.9,-8847664.0,9663973,-1085469,-1135023,-8900363,true,-1918232,2071275,-6241677.0
1018,1083,-1926028.7,-7790672.0,8743565,6298962,-6468127,-853956,false,8904759,-442052,-5434202.0
1019,1863,4494172.0,-2977248.0,-2063291,-3737844,-6576367,7392156,false,5637590,-4662894,-2606642.8
1020,3412,-372367.0,-2765296.0,-1513777,-7872575,-3101607,3817344,false,9043101,6965910,-1967721.4
1021,1958,-7379905.1,-4912752.0,4457872,-6240711,6108465,-799537,true,-326976,-3555873,9613004.0
1022,1207,-4151570.8,-1994192.0,-7766206,9020329,-3403101,9341598,false,2420499,-6917838,-6434156.0
1023,2746,-3748796.4,1721568.0,10116207,-8879898,-4475097,-9040238,true,-2191477,-3695943,-8488165.0
1024,1024,1689127.9,-6219248.0,10144544,4397535,6161927,6735967,false,9765223,-1079612,2859045.8
1025,448,2312235.2,2871424.0,-3537505,-7839734,-7523098,-2039545,true,-2320130,-1011729,-2784029.5
1026,1596,7689060.9,-6696304.0,-1295611,-367820,4656296,-2136968,false,-3541368,-5365021,-1.015476E7
1027,202,9571586.2,-2992368.0,7102908,5990509,6219744,562689,true,4225124,807245,9805644.0
1028,2749,-9114688.2,-7393184.0,-4756965,-4845099,7360023,-6466503,true,688481,8147548,-2574887.0
1029,2976,5314433.0,8943008.0,-6690452,7900231,-7361861,-7166980,false,-1535124,6697332,7730876.5
1030,508,2883876.8,4045024.0,8680016,-8501653,-833688,8152293,false,8282944,-4502600,323009.38
1031,2966,-6308787.9,3653568.0,1686286,-3117589,-8896423,-4587427,false,-5852250,7875608,-1548127.2
1032,1361,8654090.8,8412464.0,4508755,8216012,4841682,1146986,true,742987,1201207,-3864524.2
1033,3226,-10189071.1,-5322848.0,1008309,3609672,6818206,-667881,true,6734374,-6314659,-4865896.0
1034,2854,-90960.7,5137088.0,8910230,-7544227,-1213692,9226465,true,3520389,6154100,2713390.2
1035,2553,6622822.5,-614672.0,-75607,-5774537,-1087337,8330596,true,8342574,5614371,-4822783.5
1036,92,-2709961.5,5513104.0,7202934,3901537,7775594,-7797913,true,-5294684,8323368,-8773143.0
1037,2454,10240681.5,1657536.0,-584857,-4276638,2347577,534646,false,-6654149,-8718675,4571120.5
1038,1579,-2979061.3,7721856.0,-9417114,-2095880,-739057,5688655,false,-2080648,-7496377,-7471439.5
1039,1335,-8125828.8,3928224.0,-678890,2578010,-3910176,7994281,true,4276612,-1170700,1187073.2
1040,3723,1792017.0,-93328.0,5314387,6255523,-4717401,-3011806,false,-8831207,7496859,-3317425.0
1041,3274,5625884.7,10105952.0,594562,5386981,-9267442,8543396,false,629258,7485921,8537420.0
1042,2852,-6702166.8,4759136.0,-8832473,-8944352,774704,6711654,true,5558777,7186994,8655239.0
1043,3150,-9209254.7,8928448.0,-5955996,7094486,1855501,-8062964,true,-2815886,-7623015,9115923.0
1044,391,-8078211.5,9662992.0,-2300010,-6157092,-4575054,1091496,false,74610,-4699792,-3572161.0
1045,263,-5145485.3,8903664.0,-4155822,10294602,-5435633,9409764,false,7095367,3180347,2000080.5
1046,2734,-4956848.2,7781536.0,1666292,7944541,8969894,-9040521,false,-6129824,-9825389,2695741.0
