2143,-1.6725161E7,3476872#oszhYbEZ0qEHHRHRbJFVwzi,-1.8583914E7,false,-4861370,-18353262,1.487781026E7,18225760,-21093679
2144,2737639.8,541079#pCPKjC8d8WpnLsQJxKZrlpb,5389886.5,true,3553527,8076275,1.968058043E7,19263377,3378888
2145,-2814063.0,5010307#1CJOYWtUcpOOdUsqHzXy3HO,2.0758542E7,false,3097232,7263948,-7166392.8,8146609,4625205
2146,1.6619119E7,16698486#B2V4O79kmLaOPgoXivo2JlM,9552871.0,true,19932012,-21144539,-403409.6,-9445419,12615202
2147,642984.7,15190277#TSRWCgN4V1NaiyIkNG5ZQlP,-1.0275002E7,true,-9903207,-18302,1.041092864E7,-10092838,20443660
2148,-3853641.8,7526945#QA276rbGJ8yn2dNEY2P6VQh,1.1028244E7,true,7502429,-19791528,351033.54,16784963,-16471138
2149,1.2100815E7,14153338#85JAKEG3hOXwTi1Eccvj0SM,1.3717203E7,true,20275917,2824943,1.581956376E7,-15231346,-1623467
2150,-887052.4,9691559#FoRAZM2EZh5rFAFXPIFGmpk,-6268772.5,false,10117771,18042764,1.681176926E7,-14022348,-9461345
2151,2.1341984E7,1298645#hzafVHpWJ8m1qSe5QrVf2iD,-3171061.2,false,13371322,-1144311,1.496976728E7,-6839129,9539615
2152,-1.9072686E7,2861719#k4bXSaLDTZA7VLahOzKfsWL,-2.1477028E7,false,2767329,-17159148,-2813664.08,-19906468,-280169
2153,4297122.5,8018324#wJ7DzhNT4YVCn7Rd4DawDAn,-1.1398415E7,true,8489058,-9516541,-1.332882582E7,21289265,-17974767
2154,-2.101828E7,9007253#3akkhwGRJaASPwBF96VP7pR,-1.1928589E7,true,-5076232,-9487408,-1.668429536E7,5813374,-2915531
2155,-1.6316908E7,11165941#1G9y3FmtgLpWTxg7BBZoD45,1.6516838E7,false,12180323,8212766,-2.145005859E7,9468977,-14999524
2156,-1.2733021E7,9830720#bot2UQ3NKFfZB4LYXhMKSFG,-1.4000894E7,false,-4538083,11766208,1.896555468E7,20469406,20673424
