1,9,9,2056,2,1,1,11,977,2005,-34276.14,378660#sdxdl0CBrqaJf8PAWq48eqaxqWiLI0,212107,561626,-432289,512.060,107078,-150926,-739559
1,9,10,1202,2,3,2,3,124,1484,-411791.22,198474#kyaQX4Wqtxv3SFZ9CbfX01q7EkveJy,857025,878321,293187,-329.690,-778791,714653,-725218
1,9,11,864,1,2,2,3,659,2361,191753.48,73710#gUESnAnyewtuKD4XOt1gIDjQZdnBTU,-846972,-351698,606001,351.560,-816685,817698,-500478
1,9,12,2013,2,2,5,6,306,2713,539728.56,769488#TTQzAcyawpdHwQVmFB4qgMbmYozOcx,705191,405920,-226323,-1036.100,-819901,-874067,321941
1,9,13,132,1,2,5,10,304,1983,716668.2,150066#WYxvMdCsYcFNkBEgJQsA0iCKkqB6Lf,-610077,-1124621,-227547,1183.770,689411,-3451,985939
1,9,14,1623,1,5,11,6,636,1829,-843666.0,112531#Op0uO9X4qtZoEiwfglbFYkiXUeLfjC,861246,1149315,809576,-73.390,966692,581156,657225
1,9,15,731,1,3,10,2,1018,537,-1164723.0,1277479#jVWXEScwoX3a4qOAmIYFz9ChzSU6rK,-387046,928862,1349394,-112.900,978104,-246652,468235
1,9,16,2091,1,6,4,10,1006,2102,-788529.2,1407923#gQJv97La6327FsoCFp503v6EGBvvQS,-1318608,1069243,-212508,273.940,-1274629,1092639,290415
1,9,17,280,2,1,7,6,1060,145,478.83,810094#0XEl5mhJUqIIpWDGpRwWoxmtpy4F6z,-168249,849326,-781513,476.590,-684511,-13543,1497778
1,9,18,2173,1,5,11,4,1260,2193,601681.56,96061#K9KRNCfN2pqLy2gQo2YNEZK6ZGE4rG,1525555,1156741,-1528591,82.560,-28126,-968182,732708
1,9,19,356,1,3,11,11,1206,3552,369703.38,1433721#RbK010XWTXRar8uj6VkYkx00EjlcU7,-825575,1333047,1127419,413.560,1055429,108006,-1087704
1,9,20,341,1,3,5,1,405,1947,809962.1,1349318#c3dBsVRW8nCnFjKd2UcLb42zeq74My,-1419334,-1264642,542743,-242.990,762132,268098,714874
1,9,21,95,1,1,7,9,519,1628,1215707.6,445724#fjdSpC4GWK3PMFDy19dqoHavx7RDco,1349158,321802,1695456,-1144.040,-572331,-1540377,-1506383
1,9,22,1828,1,1,2,6,1172,73,-200181.67,1647870#w927EKbIkRveC8koUKy42Y7pVOQQfm,1696161,-1029460,1146954,1079.380,1640283,846757,922110
1,9,23,98,1,5,5,3,62,1907,2031585.6,2021293#qXfvbm36EhNny4Tl1ol08hdxbcwoaD,48040,360222,16434,529.040,-1336741,896154,-358155
1,9,24,2057,1,6,1,3,1310,2189,1767651.8,1860310#zEzKCgNqAaomUz7aY0ExnTjBqOWMr8,-1242740,-1886185,1401480,1862.430,1940620,-1444494,-1442398
1,9,25,636,1,4,5,10,1269,1726,-1087309.6,1428949#Dhty59nC7xabfhrsaN1SSsTSocEnV5,707820,-435306,1667474,538.150,572303,-550256,-958936
1,9,26,1139,2,6,11,1,14,2618,-668871.25,2053722#0PPrGvvbhPjQ6SRukQtOqCLmHsJ2A2,-403486,1412093,-1630419,1833.910,-689523,626743,-903735
1,9,27,2024,1,5,2,4,844,3591,-1911476.9,1700370#Eth9bAZmqCeCOncosSZFkAX4o2o9EK,2139917,769748,-1505221,-757.920,-677919,-352411,-1809187
1,9,28,1845,2,2,10,4,1034,3545,2434298.0,1310363#ANRh6HQBUZxaqWfH1RO4EDKaVGzE93,-263795,350302,-708079,1160.150,-1266740,852678,-1369073
1,9,29,477,2,4,11,8,1111,1737,-10928.78,288055#UhOGwWK3nfni06QDSNcd2cUIPzpPKm,344446,2149540,225986,952.810,1116983,1444533,-127813
1,9,30,767,1,5,5,3,436,2121,-486916.88,2532445#1aRoTo9IP8s70qUp5UTPT8mppD3tjl,1138836,-2026697,-142981,-384.310,917901,-1736003,-772249
1,9,31,487,1,6,8,5,717,1940,-2790798.2,1406965#V7GOlfox480MSHDH9VXlIfnO3uMth6,2149222,-812125,-2219407,-47.051,-301869,-995341,-1559812
1,9,32,1148,1,3,9,2,176,3352,-1600806.6,2446565#FNbTRlw27518IlEaKTCRfLZHhr4U9m,344045,-523852,-2258990,-1233.680,667641,-2860398,-2157178
1,9,33,512,2,3,11,7,1118,1674,407367.78,263290#97eyui7kVUOvEwrN1nqlRL9A1QgdDM,-1364304,-791083,1358459,654.330,-1186645,1718345,-1284290
1,9,34,150,2,4,6,8,504,90,687869.25,2612372#UYQCyMc5jNFmD695e4TilbcYgV6Orb,-2470496,2404716,2761109,-521.230,-1324991,2525398,1954728
1,9,35,898,1,1,4,2,264,663,1417982.6,466493#AWws7HFlOamCUuDC48DjeylazpN4Yx,-2079943,-1651437,2480974,443.100,-1047168,2056818,1529789
1,9,36,2229,2,5,5,8,1062,671,2089460.1,1550210#volizhNKTDj9WsxUPoAm84l1qwt3KC,-1567629,-1271393,3224279,-1651.890,1446012,-2347504,-1767295
1,9,37,1535,2,5,5,11,504,1006,-1059128.5,712014#iInUL9CtolUHjd2agdh9UngwQKOLDB,-3252675,-2313887,2538055,2402.600,-645082,2324132,2430901
1,9,38,896,2,1,10,3,530,2367,-1916043.2,1846587#wbDV9ojEsE3G9IaOKI4zPa18Wbm0te,-171031,-1686918,1165717,-1876.230,2318878,1747241,-1050200
1,10,1,1687,2,4,1,2,643,1860,84484.24,85435#wGYxlwnkMzuj3YSa7sk3ooqyzxZcr1,43410,-24884,95698,-36.700,-30044,-62244,74778
1,10,2,1550,2,5,4,5,648,2576,-134048.27,186408#Wwo5rieCOt9fleCg5sh8AXhLfL3Qze,-183832,45374,148149,-467.550,-89705,-50170,24251
1,10,3,1501,1,2,11,4,227,1409,31670.56,224885#kK6dwevnCDEQ2pPkVuNEh0a0WG2xeR,185595,130919,-204019,269.890,74861,-182063,-92611
1,10,4,2409,1,4,4,6,297,912,214345.73,252265#lE7LolVFR0aa4bG1k98n21cTUz5tXM,-231321,-202015,310371,598.450,-39924,-129063,-13194
1,10,5,1203,2,2,2,8,1052,3379,445200.53,268456#NFkb3QS3JgCbcaPXkk6lMapnlOeuL5,6003,-157367,255629,536.170,-126710,294184,-232554
1,10,6,1221,1,3,8,2,290,226,-303944.53,241272#YMAxkrBRh4lfSq9PHmTGjGm2nshbi6,-22596,499843,189225,594.930,446597,-517797,33599
1,10,7,2238,2,1,11,2,598,3462,679607.25,298289#od1GfmnHNtxvsp45ZFpdmJSvFQawxf,-93410,-594502,1474,-626.060,-429849,-516755,-183366
1,10,8,232,2,2,2,8,1201,52,-33908.14,374032#XTKKCCrh04x2nhOm0Jx5RvNo1dDCZH,209377,554706,-426873,508.220,105870,-149095,-730438
1,10,9,1202,2,3,2,3,124,1484,-411791.22,198474#kyaQX4Wqtxv3SFZ9CbfX01q7EkveJy,857025,878321,293187,-329.690,-778791,714653,-725218
1,10,10,1404,2,6,7,7,1098,2493,193689.48,74452#7wPYz6LMtEk9MtnyvLrXzNzjmXK5YC,-855515,-355319,612220,351.160,-825031,826000,-505630
1,10,11,843,1,6,4,1,1267,1155,549744.56,783660#sdxdl0CBrqaJf8PAWq48eqaxqWiLI0,718358,413406,-230594,-1050.060,-835113,-890408,327783
1,10,12,1648,1,1,6,1,753,3580,735148.2,153760#CNcgGf6GimgMzmDxJhhQuF9qt8m8vF,-625489,-1153496,-233352,1202.310,707178,-3778,1011234
1,10,13,49,2,3,10,8,696,3607,-870482.0,115850#KYK92dtIqDtEwj63JoTUCvJBkCd0s3,888381,1185593,835467,-87.550,997660,599720,677778
1,10,14,39,2,6,9,10,876,2566,-1207683.0,1324450#aLovEsMhdeMWT5Mrh8mpaNPHNhd49W,-401210,963308,1399392,-133.150,1014335,-256092,485741
1,10,15,1059,1,3,9,5,114,1508,-821457.2,1466257#JlsVGaUGdpVNylbYCaetQuvRJW8KV9,-1373430,1113569,-221215,304.660,-1327480,1138035,302469
1,10,16,917,2,4,10,9,1304,2973,814.83,847129#u89HfGQv39CnAHUSHCMNwZR2Dm8iCF,-175702,888546,-817248,477.290,-716257,-13844,1566390
1,10,17,1715,1,3,3,4,636,169,631633.56,100495#wUVjZX2m6WDrOQfft5yoDPMiVreoOG,1601074,1213386,-1603994,84.640,-29843,-1016366,769126
1,10,18,1945,2,4,6,2,47,3238,389287.38,1509108#rriQAQi7f1LGy2JvNaeXRMcMOysVc1,-868821,1402797,1187196,446.230,1110722,114202,-1145099
1,10,19,591,1,6,5,1,1167,1910,854922.1,1423854#CmLxjbHtVYT5kPEqwqcbf7EhKGkrYR,-1498690,-1335219,573002,-275.490,804068,283188,754176
1,10,20,2129,1,5,6,9,866,2104,1286283.6,471613#1SoGnuDX3VokKkLeuMuBXdTV50OGHX,1427996,340027,1794712,-1202.120,-605472,-1630412,-1594390
1,10,21,1100,1,1,4,6,636,3069,-212469.67,1747598#wRPoWpUVwAt47Tbh91RyUt7Aq5iIyH,1799230,-1091318,1216298,1144.420,1739876,898471,978463
1,10,22,2002,2,1,5,6,592,432,2159505.8,2147806#lwItVUYTCMok7p95lYiyhYY4bqWOih,50771,382298,17924,551.010,-1420188,951807,-380164
1,10,23,2288,1,1,7,5,1270,18,1882115.8,1980598#wRPoWpUVwAt47Tbh91RyUt7Aq5iIyH,-1323747,-2008944,1492472,1956.370,2066858,-1538616,-1536335
1,10,24,408,2,1,3,8,949,2302,-1159549.6,1523812#zr2SLaYUbb4GRT0tk9vcIXG9Hxoc04,754494,-464258,1779154,567.250,609986,-586511,-1022375
1,10,25,1113,2,4,10,5,202,850,-715207.25,2193726#U6ch5hxKzbbHLW1hDePw5f5R5wuwWO,-430999,1508226,-1741834,1937.590,-736510,669431,-965120
1,10,26,1259,2,5,1,2,668,84,-2045300.9,1819212#zCgNeSaCs2nO2DTH7qjEd8geNYKk64,2289026,823554,-1610367,-816.570,-724874,-376917,-1935266
1,10,27,2447,1,5,11,3,1159,2746,2607962.0,1403416#xRti0RLk3SCGC2FflDouNph4Vk601V,-282702,374795,-758851,1278.230,-1356558,913509,-1467179
1,10,28,897,2,5,1,2,244,1610,-11232.78,308961#KwY0WQv0QIrPxFi58qdCkhvDXYJUmd,370017,2306281,242141,1053.130,1198405,1549973,-137195
1,10,29,1867,1,1,7,9,126,2519,-522436.88,2719608#sQ2wf4SJD95JOibSaRCaHhgIyE1eaN,1222909,-2176395,-152876,-429.910,986549,-1864843,-829379
1,10,30,298,2,6,10,2,264,2549,-3000126.2,1512774#JqmGrG03YPeToaLdg8NiwmkJ9oLyrt,2310710,-872502,-2386530,-45.980,-324459,-1070941,-1677103
1,10,31,1354,1,5,4,2,110,3658,-1723654.6,2632729#hPcsQyVNQXDunRSAqcqmEqoJTZmLhZ,370849,-563465,-2431583,-1314.860,718530,-3078682,-2322502
1,10,32,663,2,6,1,6,227,805,438647.78,283059#C8Mcq2FxISpTYfiH7i3ihMtU3nya2l,-1470637,-852755,1463100,686.760,-1278895,1851354,-1383517
1,10,33,2280,2,4,4,10,228,3288,741245.25,2816575#GgldIPiyKdDK59quDK1bv8u7HGrHna,-2664500,2593519,2978182,-565.870,-1429363,2724094,2108622
1,10,34,1423,2,5,2,10,1033,1642,1531182.6,503115#9LRCw8zusMnXmwd7AhQgub3qHEH5PY,-2245507,-1781947,2678210,487.600,-1130420,2219468,1650955
1,10,35,1427,2,1,1,7,960,2822,2257524.0,1674385#jlHXSkk1NHezSVTtahud9ZueoCjdpM,-1692764,-1373575,3482449,-1777.210,1562254,-2535094,-1909476
1,10,36,1603,2,2,6,1,598,1986,-1144232.5,769725#aPQQFgm9QxBgkRKdgibPMYPTjNfihT,-3516306,-2501983,2744617,2591.330,-697212,2513164,2627526
