2,10,21,764,2,5,5,4,608,2116,4127505.8,4094160#yr62iCkZ9faobqlpxdpzlQCR4mrykR,92787,721922,40842,889.010,-2703990,1808007,-718758
2,10,22,853,1,4,9,10,670,1013,3599075.8,3784922#mVTYnoUC1fhU2Z2XwiAlEgGIVNBDFK,-2538853,-3850325,2857354,3365.470,3960430,-2950446,-2945393
2,10,23,338,2,3,3,8,1169,3294,-2219069.8,2915129#u89HfGQv39CnAHUSHCMNwZR2Dm8iCF,1439050,-888886,3417125,994.050,1162670,-1118251,-1952803
2,10,24,433,1,6,8,8,895,133,-1381287.2,4206281#NghUUiJyM29kfpA3IAVm0tH44rcVRN,-826500,2890130,-3343411,3427.990,-1411941,1283071,-1847543
2,10,25,259,2,5,5,11,548,1004,-3934581.0,3496980#pd8jpobka4eQwde1VWQHDCLxlJ6JSu,4394100,1583171,-3094781,-1644.570,-1387761,-722877,-3715194
2,10,26,184,1,3,9,2,364,340,5019962.0,2695808#21ACz0pQk6iuBNfSdkAZFH5fI52rUp,-545299,714980,-1464021,2918.230,-2604020,1758384,-2829769
2,10,27,2267,2,1,6,8,1004,860,-15392.78,595039#NbkIMa9k3RBtNjWceEFDgSOpzLL1BY,719936,4451164,463200,2425.930,2312606,2992843,-265588
2,10,28,2017,1,1,1,2,1301,442,-1001956.9,5246297#RlvcalZ4hW1OIOwzspbxwG1yv38qFP,2357898,-4197309,-286456,-1045.510,1913297,-3604183,-1600642
2,10,29,228,2,2,11,9,924,1967,-5791166.5,2923568#QoZMiXhSKjgpl2O5VhFfeDS6AzUaQC,4463882,-1677522,-4614840,-31.700,-625657,-2078941,-3240996
2,10,30,1174,1,3,1,7,1182,2608,-3343014.5,5086706#pVj3LX39oUlverNBVotqucQrHvNuAy,724164,-1085639,-4706683,-2384.960,1389334,-5956062,-4501780
2,10,31,2313,2,6,4,3,607,2113,846647.8,540918#NGLwyGcz66eXp40GUrU7UVbZz5g0jb,-2857588,-1657172,2827983,1109.760,-2482165,3586254,-2677789
2,10,32,2230,1,6,8,1,348,1723,1430685.2,5454198#9Sa5yxAvZCbLVtBtOsfU4AmyMIudKJ,-5170391,5032227,5782036,-1142.470,-2777500,5290584,4096413
2,10,33,1773,2,1,3,9,1232,10,2980142.5,971880#24o5m3Yn8Vem7TY4VKsxnzr0ZVXC1B,-4364726,-3452472,5202831,1057.200,-2196039,4301388,3201873
2,10,34,2367,2,1,1,7,490,1733,4390644.0,3250458#8ikfi2hFfFRO5rjnj5TyAicLX87Emj,-3281024,-2670502,6759213,-3367.810,3037627,-4916044,-3714085
