1,3,11,11,3238,801494#BgzZuPlsp6qfiqJZ,-692215,-3265818.15,2564049,-562163,-1714375,2815996.7,28567.060,344614,2664370,3409776.0,false,-2932021,958772,-1582610.35,-1589747,2163381#vkMgI6RRy0Z0xwT8ec
1,4,1,1,1143,20348#6ae2IfYF58ETxGLK,-6693,-21117.93,-45192,26300,21810,-5748.3,32476.540,9694,15072,28992.0,true,-11899,-2167,-27410.4,-4834,28718#KxzWRsSdSHcleS0rfR
1,4,1,2,2204,69465#72KmxAjI7T7vxBqW,38958,-26423.22,70628,-5384,23841,-32982.4,10563.260,-67593,22144,44736.0,true,-34636,30045,64428.19,15547,41515#DC2JnQgSw0MD62cRoc
1,4,1,3,1211,90421#V0KYSxEkUhlHZTne,-19985,75451.27,-56623,-120769,-69717,13573.0,67488.470,54474,79861,14864.0,false,47092,-3453,-65743.47,30494,25129#GM77XIjwRlcrZ2uzJ2
1,4,1,4,721,82693#bhdoasFgDu4R8dkY,-108277,-111787.88,90261,-59168,-22768,92044.0,-126205.140,69031,-81427,-134992.0,false,-142347,100293,-32883.56,-17325,5223#8WkhVdOl3sEnFYy2QR
1,4,1,5,3161,167006#CCSDHdJDFp60TLiu,141721,-152174.6,27484,-1241,123007,43876.6,175966.080,-143619,-175788,-32992.0,false,179343,-24391,35217.88,150561,125256#zEqiRB5IHHQ0PLs55J
1,4,1,6,2575,232448#hlmHjmMd5I8oICIP,-75015,-156115.05,-230072,-143558,-39420,139240.9,4805.870,-230316,-76451,79232.0,true,17079,-134701,136594.06,183016,112682#UFAPIju6mdPELFHItP
1,4,1,7,3532,268071#3CYDmp0a8aJDTq8n,143984,5770.95,182799,41546,-147004,-254167.2,-65549.970,235688,92162,2000.0,false,-77420,37607,172721.61,-78901,106914#d8Ieqgsiim4beVAWgl
1,4,1,8,958,121762#cJuS0XIe9NgmkdNc,-117449,-283494.69,-276286,-3094,195556,200813.3,129975.480,-196080,-2479,-6608.0,true,75042,-121905,-298553.49,-266073,156533#OBtA2mv0lDrf1yosXb
1,4,1,9,3657,36083#HMNzNgPiBGQT94vM,361367,-16969.93,-332770,-39769,-311707,224461.8,-133713.740,-220660,84206,-229920.0,false,273123,337906,316851.13,168187,283929#kO535Y4iqJ3xxkvkLU
1,4,1,10,2142,316772#7tkOBBc753cNdtnd,-199609,40367.36,130705,166016,-8492,299252.2,-197062.190,-85703,315799,-251440.0,true,-171826,-164954,398527.3,-336556,108854#n3HHxbuOYGxU2IS3uN
1,4,1,11,1208,168215#PbmdJvb3iox6Nu6g,198026,65172.48,-411202,-194576,-38346,-235925.7,-186984.310,-332843,345622,101040.0,false,77462,118444,-327681.33,-108183,367840#tTnmSZH2XTiTBMEbHW
1,4,2,1,2204,69465#72KmxAjI7T7vxBqW,38958,-26423.22,70628,-5384,23841,-32982.4,10563.260,-67593,22144,44736.0,true,-34636,30045,64428.19,15547,41515#DC2JnQgSw0MD62cRoc
1,4,2,2,3535,118570#Rn8Aj1rgin53GQAG,-24813,97979.27,-78155,-158841,-95979,20464.3,91024.470,73734,107849,18832.0,false,61862,-1725,-89039.47,39306,31284#r0j4QR7rOJrTYLmq7W
1,4,2,3,449,120416#lLqJh9x4pG1GQd4u,-160353,-171179.88,135765,-90911,-29924,135205.2,-189190.660,99359,-120501,-204752.0,false,-209595,147505,-51827.56,-29361,5475#qqhVEgdNPFsyynF7zJ
1,4,2,4,3423,264529#O8sYzSD8psJ0BAfj,221758,-240878.6,45022,-5345,192085,73722.7,284448.240,-235272,-279594,-49312.0,false,289635,-41562,58641.88,242605,199625#sfeWNgtbwc4JdH1T9Q
1,4,2,5,3203,382351#TzTU2NB7Yw3OWb8y,-120351,-261331.05,-381376,-240519,-67552,233794.0,7172.910,-383340,-120851,132992.0,true,33439,-224509,229010.06,304515,186682#UFAPIju6mdPELFHItP
1,4,2,6,3573,459134#NKEa9fEfxblPqHhy,251669,9610.95,311389,75316,-247434,-435309.6,-115112.770,404151,156692,2960.0,true,-126175,61947,291441.61,-141420,178698#svf5GUNJwiioVjgHgn
1,4,2,7,2622,210163#tCEFAqnumdYN9YNM,-208092,-492006.69,-482758,-10104,335692,347386.6,228900.120,-335688,-7147,-9296.0,false,131873,-216423,-525113.49,-471841,270879#3apzFQNSi3R6qGT6hp
1,4,2,8,1746,60740#15ESjbQlBZT4GMY2,636159,-31305.93,-585330,-76875,-557029,404681.5,-237277.620,-397158,154251,-404640.0,true,492277,607042,556979.13,303962,504725#n0ULRr4Jb21KAJPsPy
1,4,2,9,603,564148#I0SpiRhRj0oxKaIB,-367129,76719.36,239121,295299,-12396,534772.5,-355567.790,-150967,574915,-457264.0,true,-302305,-293018,712895.3,-603902,189462#4xdZMf9OdZerctpmc9
1,4,2,10,2957,299259#e2D17pXfzldi9GMX,357794,125652.48,-753594,-349576,-71709,-435505.0,-345531.910,-612581,623007,183120.0,true,144719,217077,-600129.33,-192110,664651#o1tVyezj3xVxVvafSL
1,4,2,11,2828,313513#K7zYdAPRYnmFmhg2,127545,283648.92,-119668,309565,233867,-629179.9,795424.490,-829899,-2037,603344.0,false,-835405,-316805,764350.5,110194,371029#RW5NCY3WZV7urSZRkN
1,4,3,1,1211,90421#V0KYSxEkUhlHZTne,-19985,75451.27,-56623,-120769,-69717,13573.0,67488.470,54474,79861,14864.0,false,47092,-3453,-65743.47,30494,25129#GM77XIjwRlcrZ2uzJ2
1,4,3,2,449,120416#lLqJh9x4pG1GQd4u,-160353,-171179.88,135765,-90911,-29924,135205.2,-189190.660,99359,-120501,-204752.0,false,-209595,147505,-51827.56,-29361,5475#qqhVEgdNPFsyynF7zJ
1,4,3,3,1025,297036#3nLM52QdMbuQmhdF,248437,-270446.6,50868,-6713,215111,83671.3,320608.960,-265823,-314196,-54752.0,false,326399,-47285,66449.88,273286,224415#6IBrADAyLXpM6Ydkbh
1,4,3,4,1653,457302#9qdl5fieBm4j7oBw,-143019,-313939.05,-457028,-288999,-81618,281070.6,8356.430,-459852,-143051,159872.0,false,41619,-269413,275218.06,365265,223682#UFAPIju6mdPELFHItP
1,4,3,5,2852,573772#7tkOBBc753cNdtnd,316280,11914.95,388543,95577,-307692,-543995.1,-144850.450,505228,195410,3536.0,false,-155428,76551,362673.61,-178932,221769#rlYOAf4cXveq8t5wr9
1,4,3,6,1246,269096#kvvhBiZ0XlslnsOY,-268521,-631014.69,-620406,-14778,429116,445102.1,294849.880,-428760,-10259,-11088.0,true,169760,-279435,-676153.49,-609020,347109#4GaschXa92EKqTr0H5
1,4,3,7,381,78351#TzTU2NB7Yw3OWb8y,832439,-41545.93,-765730,-103379,-732259,533409.9,-311251.820,-523228,204283,-529440.0,true,648815,799282,728499.13,400945,662437#TbiEwwfay1NCmfllUh
