1,3607,-10625.2,16608.0,-16002,2800,-6834,1752,true,-4679,4988,1646.36
2,3676,-24078.4,10816.0,3642,18009,16530,4786,false,6359,-25418,-19665.96
3,2804,35885.9,21120.0,12383,-4725,26164,31928,false,24239,21226,-30692.83
4,765,12401.2,13168.0,-12423,44029,-26126,24667,false,-30755,43385,-48021.17
5,848,30042.4,-14576.0,2713,38942,15839,36744,true,34008,-41261,-32507.77
6,2297,-19177.5,50096.0,57442,-44268,-8552,-33454,true,-1535,41247,-13079.55
7,1089,10735.6,-9456.0,62410,-13864,70288,21585,false,-1041,30814,1709.63
8,2477,36525.6,-1280.0,-21796,-62240,14478,66478,false,-62298,-42738,39151.79
9,1910,-50044.7,-21824.0,216,-4371,44130,24218,true,5276,-51978,-81317.29
10,2971,-35326.7,-32528.0,65646,28653,27068,-1415,true,-18641,11904,-57531.34
11,840,-29043.5,95024.0,34309,-55168,50241,-109945,true,102795,33414,104482.63
12,1448,-75623.0,103968.0,25632,-53713,14788,-29791,true,-44698,-32759,-72096.54
13,404,-7754.6,-80064.0,-72361,-15111,123498,-71755,true,27170,95341,49745.29
14,743,-131334.8,95120.0,-120060,-50283,-116901,-117026,false,59433,-46580,-86419.53
15,2733,24099.4,85680.0,104803,88925,-155667,106292,true,47066,111120,104714.18
16,2937,-96962.5,-12944.0,-135381,-98058,-48684,-33248,false,125560,64607,111592.91
17,333,50561.9,-143664.0,155723,-14189,-9823,-151573,true,-33232,27275,-97676.98
18,1491,-42498.7,-142672.0,151565,106772,-118257,-15626,false,157759,-13402,-90201.84
19,2047,75412.0,-49248.0,-30291,-73454,-125357,136446,false,95590,-82894,-46642.85
20,2580,-1477.0,-45296.0,-31777,-152175,-56877,68554,false,186101,130410,-31721.41
21,550,-148545.1,-96752.0,84372,-128421,130785,-12137,true,3023,-81373,205003.92
22,715,-93140.8,-42192.0,-160206,193429,-82731,203688,false,52999,-152338,-146156.1
23,38,-83706.4,41568.0,234957,-207758,-95767,-207088,true,-41477,-87943,-200164.81
24,2536,32807.9,-139248.0,232014,110565,151507,161787,false,219723,-26612,75045.86
25,3496,62035.2,71424.0,-89005,-194904,-174448,-47465,true,-57130,-23729,-64029.4
26,1004,198910.9,-168304.0,-36861,-5200,122756,-48318,false,-96368,-145021,-266759.62
27,3314,247146.2,-80368.0,186408,164999,168724,8889,true,107624,17245,253644.2
28,1525,-244268.2,-209184.0,-121465,-132559,199293,-180333,true,14981,218548,-78887.1
29,3278,149993.0,255008.0,-196452,223611,-205511,-195190,false,-49624,179082,210876.36
30,628,79316.8,109024.0,254016,-248643,-23288,235253,false,248944,-122600,19009.36
31,2026,-191997.9,101568.0,46286,-87789,-262553,-145287,false,-170250,239608,-44127.31
32,3553,277930.8,268464.0,142755,253972,148752,32456,true,26987,30207,-120524.33
33,712,-333621.1,-170848.0,38809,114882,217036,-13071,true,215534,-196159,-161895.92
34,1466,-3250.7,161088.0,296230,-257217,-44132,294895,true,120389,193730,89390.2
35,3693,230672.5,-22672.0,-6107,-189327,-41257,282036,true,275574,182871,-166783.48
36,708,-87401.5,185104.0,252184,142727,266104,-266413,true,-189684,294868,-309143.44
37,2562,368231.5,57536.0,-22607,-147098,78597,16786,false,-241149,-318675,171120.3
38,2507,-115051.3,281856.0,-353114,-71810,-28247,198755,false,-66648,-275377,-271439.38
39,2407,-296958.8,152224.0,-18390,99410,-140836,294261,true,152612,-51700,51073.28
40,2621,69097.0,2672.0,199387,234133,-177371,-110536,false,-348707,294859,-133424.9
41,2610,227164.7,393952.0,30062,214321,-372852,336006,false,20258,290991,345419.62
42,1024,-264186.8,183136.0,-351973,-363292,22674,275764,true,230777,288994,351238.72
43,3542,-370964.7,368448.0,-249566,287696,79321,-330044,true,-106886,-314015,379922.72
44,431,-347611.5,414992.0,-93510,-268352,-183404,37406,false,11610,-205292,-148160.94
45,971,-228925.3,391664.0,-180822,438442,-230063,408864,false,310617,127597,80080.53
