502,452,-4459903.4,1746816.0,1880142,2757874,2462555,2050246,true,-532140,-4380918,-4147666.0
503,2748,4436965.9,2069120.0,2563633,-74590,3919054,4680058,true,4241739,3695226,-4142692.8
504,2488,1850286.2,2525168.0,-2197673,4311344,-3647211,2582872,false,-3637755,4397290,-5016021.0
505,1220,2213152.4,-2430576.0,117963,2960817,1862789,3205259,true,3074258,-3460011,-3080507.8
506,217,-2239467.5,4402096.0,4785442,-3776163,-1514907,-2754704,true,538399,2713497,-541079.56
507,793,158150.6,-1121456.0,4715910,-1395684,4668143,1552185,false,-566041,2881314,801709.6
508,2979,1859505.6,462720.0,-994796,-4105460,1345823,4506863,false,-4370048,-2509738,3079151.8
509,1386,-3163164.7,-1021824.0,-52783,-79006,2071460,1719808,false,63276,-2472728,-5009317.5
510,19,-1654571.7,-1160528.0,3441646,1815718,1015938,84019,true,-747641,261404,-3217531.2
511,2982,-1258708.5,4615024.0,1737309,-2212903,2732416,-4672525,true,4553355,1881914,4720482.5
512,2619,-3358438.0,4087968.0,1371632,-1967288,473048,-906506,false,-2313448,-1330664,-3016096.5
513,154,-439449.6,-3088064.0,-2844861,-647596,4838888,-2724715,false,1109670,4001341,2129745.2
514,1885,-4876759.8,3151120.0,-4489060,-1536053,-4523176,-4142336,false,1932933,-1704205,-3390419.5
515,1252,640579.4,2693680.0,3734553,3310495,-5129067,3869122,false,1357066,3576620,3344714.2
516,1283,-3275982.5,-532944.0,-4663381,-3163833,-1645919,-939588,false,4080810,2062357,3463593.0
517,3141,1416721.9,-4495664.0,4909848,-549829,-572423,-4525968,true,-975732,1049275,-3169677.0
518,3151,-984263.7,-3966672.0,4447565,3202867,-3293192,-434791,false,4531259,-227727,-2762201.8
519,91,2284792.0,-1513248.0,-1046791,-1905649,-3350862,3764301,true,2866590,-2372894,-1326642.9
520,1132,-186922.0,-1405296.0,-772777,-4012375,-1579242,1942949,false,4614601,3548160,-999721.44
521,3118,-3764225.1,-2504752.0,2271122,-3184566,3119625,-405837,false,-161976,-1818623,4909004.0
522,2825,-2122355.8,-1018192.0,-3963206,4606879,-1742916,4772643,true,1236749,-3535088,-3290156.0
523,3256,-1916251.4,881568.0,5175582,-4543828,-2285432,-4623663,true,-1116477,-1891943,-4344165.0
524,1780,860967.9,-3179248.0,5188279,2254050,3156717,3448877,false,4992473,-553112,1467045.9
525,108,1187135.2,1471424.0,-1813255,-4017319,-3848773,-1043505,true,-1188630,-517729,-1424029.4
526,3164,3943985.9,-3432304.0,-666236,-186510,2389526,-1092643,true,-1818868,-2755021,-5210759.5
527,3622,4909366.2,-1536368.0,3644658,3077754,3194234,285789,false,2166374,412245,5029644.0
528,273,-4679478.2,-3801184.0,-2439215,-2488829,3779658,-3323418,false,351731,4183048,-1326887.1
529,3127,2732213.0,4599008.0,-3443452,4061921,-3783686,-3681085,true,-792374,3438207,3970876.2
530,2432,1481596.8,2077024.0,4467016,-4375148,-428488,4193773,false,4265944,-2312600,171009.36
531,632,-3250392.9,1877568.0,866286,-1602689,-4579488,-2366357,true,-3011250,4057608,-796127.3
532,2457,4466010.8,4340464.0,2325755,4234992,2495217,589721,true,384987,615707,-1992524.4
533,105,-5261346.1,-2746848.0,523559,1862277,3517621,-340476,false,3474954,-3255409,-2513896.0
534,2160,-47105.7,2649088.0,4603230,-3900722,-628912,4760680,true,1820389,3173915,1401390.2
535,3123,3426747.5,-318672.0,-40857,-2981932,-564297,4306316,false,4309074,2898621,-2494783.5
536,400,-1398681.5,2849104.0,3727559,2022132,4020849,-4032163,true,-2742184,4309118,-4541143.5
537,644,5304456.5,857536.0,-303732,-2211868,1213087,275716,true,-3447649,-4518675,2371120.2
538,179,-1547056.3,4001856.0,-4885114,-1083845,-383652,2943705,false,-1073648,-3885877,-3871439.5
539,1871,-4211393.8,2040224.0,-348640,1338710,-2025506,4144271,true,2214612,-611200,619073.25
540,3172,930557.0,-45328.0,2756887,3244828,-2447386,-1561171,false,-4589957,3895859,-1725424.9
541,1078,2926524.7,5249952.0,312312,2800651,-4820147,4439701,true,324758,3888456,4441419.5
542,74,-3483176.8,2471136.0,-4592223,-4653822,398689,3493709,false,2894777,3737994,4503238.5
543,3346,-4790109.7,4648448.0,-3102781,3691091,967411,-4196504,true,-1461386,-3968515,4747922.5
