1170,368,-428000.5,-3173296.0,-1736077,-9030635,-3558316,4379663,false,10371651,7991235,-2258121.5
1171,3474,-8464609.1,-5635152.0,5113897,-7157554,7005117,-917647,true,-376476,-4077048,1.1024204E7
1172,3704,-4760335.3,-2286992.0,-8907106,10344364,-3901157,10712284,false,2775624,-7932663,-7377356.0
1173,2593,-4298559.9,1973568.0,11598394,-10180719,-5131996,-10365210,false,-2513977,-4237143,-9731365.0
1174,3034,1937575.9,-7131248.0,11631424,5040580,7063490,7722094,false,11197048,-1237562,3276645.8
1175,2414,2649765.2,3291424.0,-4054780,-8986458,-8625395,-2338357,false,-2659580,-1159929,-3192029.5
1176,2244,8812583.4,-7675504.0,-1484423,-422213,5336327,-2450265,true,-4058118,-6148021,-1.163796E7
1177,2904,10970252.2,-3429168.0,8140383,6864335,7127397,645759,false,4842749,925745,1.1238444E7
1178,3119,-10445251.2,-8470784.0,-5452290,-5551980,8434132,-7409429,true,789506,9336898,-2949287.0
1179,3303,6089099.0,10246208.0,-7664552,9051724,-8435313,-8212748,true,-1757949,7675070,8858876.0
1180,1422,3304560.8,4635424.0,9943916,-9739605,-955248,9339849,false,9488044,-5159600,368609.38
1181,2175,-7226306.4,4186368.0,1932286,-3572059,-10191503,-5253748,true,-6704550,9021008,-1773727.2
1182,1405,9910514.8,9634064.0,5163655,9410318,5545622,1314166,true,850387,1376857,-4426124.5
1183,1925,-11667388.6,-6095648.0,1153734,4133891,7808382,-766102,false,7712200,-7232434,-5571496.0
1184,3435,-104117.2,5883488.0,10202330,-8637278,-1389126,10566201,true,4030389,7048155,3106990.2
1185,518,7581645.0,-703472.0,-86032,-6612318,-1244249,9537880,true,9552624,6429096,-5521183.5
1186,2982,-3103345.5,6312304.0,8245547,4465358,8902018,-8927638,false,-6060434,9527643,-1.0042743E7
1187,2997,11721549.0,1897536.0,-669194,-4896069,2687924,612325,false,-7616099,-9978675,5231120.5
1188,135,-3408662.8,8837856.0,-10776714,-2399491,-845678,6512140,true,-2382748,-8579527,-8551439.0
