2,2,6,4,2910,357497#a6asTQU1SSlnbXHl,-359165,-839526.69,-826878,-21788,569252,591675.4,393774.520,-568368,-14927,-13776.0,false,226591,-373953,-902713.49,-814789,461455#7fEyJT9LZ8o3L5EkA0
2,2,6,5,1652,110052#jr40nViMDPuyQalJ,1185743,-59977.93,-1090450,-151087,-1047673,765121.1,-444405.380,-750154,294342,-754080.0,false,930585,1145314,1037235.13,575514,946318#Y7P0zJ7Hq8h61rlNBn
2,2,6,6,870,1120743#VbniS9MKGvFlbrHE,-744049,158511.36,483057,586188,-21180,1064693.2,-712205.390,-297811,1157925,-920368.0,true,-595884,-581162,1420223.3,-1205432,370830#ckSLq3Ii9SYAA03LZd
2,2,6,7,1019,619589#6ZVcvGGiKXydA3EZ,748338,273492.48,-1590550,-728465,-153263,-923365.6,-733092.710,-1296385,1301057,383760.0,true,309125,458181,-1266113.33,-397262,1390188#JeGBvStu0q400Ls3io
2,2,6,8,1652,672320#RambJGQlPawy1CuA,268621,623104.92,-254504,672730,508791,-1369564.2,1729332.010,-1809007,-15687,1305552.0,true,-1820857,-679973,1672894.5,239872,803085#NECqXq5g3g2Sm0DiXH
2,2,6,9,2615,995208#TUJk1YZwWzS6BK5X,-111812,-17059.04,1843568,1535549,1902297,-446358.3,1753141.730,-31943,13490,-1898624.0,false,-1486337,122766,708980.9,-1129387,1427868#N79EtEP0A47ePPh83m
2,2,6,10,2812,564627#HjQ5oEJM6gsAAs4q,-314036,1634943.6,-1762150,-2335186,2069841,-1072559.8,339257.420,2042489,863783,384688.0,false,2114378,-710364,1625757.02,-780918,774889#FrSE2Eme41snjUNQkR
2,2,6,11,3679,2334413#kP1qZD9zeeqvrNEv,1985476,-916746.29,785075,1818813,-1571302,-108751.4,2048696.980,-987855,2508542,-2285056.0,false,262891,1363945,-72785.95,-28601,2293650#zYhJdfMxiOKbaHERmD
2,2,7,1,1800,269924#m82gKLKTRsrBAe4I,-86349,-182419.05,-267898,-167798,-46453,162879.2,5397.630,-268572,-87551,92672.0,false,21169,-157153,159698.06,213391,131182#ew6bFSJnVmVtg4Cvce
2,2,7,2,607,535559#huRGBbj2P5KcEpfg,294743,11146.95,362825,88823,-287606,-507766.6,-134937.890,471536,182504,3344.0,false,-145677,71683,338929.61,-166428,207412#1h4UzVAZ7riUtpI6sp
2,2,7,3,2078,313296#yACovwGVbYE6aEBH,-313843,-735270.69,-723642,-18283,499184,518388.7,344312.200,-498564,-12593,-12432.0,true,198176,-326694,-789433.49,-711904,404282#rBczwt5hVnPEGBSuGy
2,2,7,4,2198,103007#COkpmyRGmeTuoOJ5,1107231,-55881.93,-1018290,-140485,-977581,713629.7,-414815.700,-699726,274329,-704160.0,true,867969,1068418,968627.13,536721,883234#wYBvFcWyBzUHG1vwzs
2,2,7,5,2927,1089821#rJX9yxm751W9NDOg,-723109,153967.36,469505,570028,-20692,1035253.2,-692392.190,-289653,1125536,-894640.0,false,-579574,-565154,1380927.3,-1172014,360754#osrADheWS98f3dYF16
2,2,7,6,1019,619589#6ZVcvGGiKXydA3EZ,748338,273492.48,-1590550,-728465,-153263,-923365.6,-733092.710,-1296385,1301057,383760.0,true,309125,458181,-1266113.33,-397262,1390188#JeGBvStu0q400Ls3io
2,2,7,7,3184,686120#20ynjuDlNYTXhDd4,274047,636160.92,-259690,686698,519365,-1398040.5,1765251.530,-1846665,-16212,1332560.0,false,-1858759,-693941,1707838.5,244859,819702#wU1LPi1vZYo0Glbph3
2,2,7,8,2249,1031805#GYuC4QgGbqIWNI55,-116256,-17827.04,1912137,1592682,1972841,-462980.2,1818233.890,-32780,13698,-1968896.0,false,-1541257,127086,734964.9,-1171176,1480629#zsebuJlGU9LeU5G7KE
2,2,7,9,1608,592734#KtaACUsm96vYD8XK,-329678,1716927.6,-1849816,-2452424,2173335,-1126478.3,356290.220,2145097,906953,404272.0,false,2219756,-745628,1706973.02,-820202,813525#fGrvBXqzR5Sfr68xMe
