1717,1464776#VTV4FOjvBH,-3881278.07,7220641,-5813038.3500,2019-12-11 21:14:24.000,552.9,-13.17,6278415,2672550,559.620,4028708,5717473,15925953#moyHTtURJx759CC7UWllIfGI7C6T7LsaGJ5aB,-16291394,-8615782,8924868.14,-14973051,12255579.1700
1718,14105557#0TYneMX6Mi,-1.072057216E7,-16502739,-16995530.6800,2018-01-07 21:25:41.000,-82.8,-555.41,2764997,-6485778,547.750,-5944931,12169125,1567609#SzaoDhXzvdZSqZaysABk7ICLAORQrTkCrUocr,-12669609,1521317,5776555.76,3589508,10531528.7500
1719,7548648#lff8gp4R39,-6957070.7,16777282,-1094155.9300,2019-05-27 22:50:59.000,-87.1,-361.66,14583511,-6502756,471.430,12080040,8807965,9204070#ZTq15w2U8CFHqfUgujSMe9fgsdqNA5GsbNLxJ,-8181282,3081426,3172790.95,-13630877,2640825.4000
1720,2856643#9nsFM6pYbW,3228109.43,14275080,-4409307.6200,2016-09-09 06:14:14.000,116.3,255.85,-14065126,461691,598.290,-17013775,7724213,179352#bkgF8rLzIsXzrzGPQnnzl2HcbWfRl0V5v3jY5,-12946548,-17008033,-4985470.56,-425996,-8820365.8700
1721,1753430#WkzAJ29pD8,1.696845259E7,-4804733,6399983.7000,2018-01-24 09:39:41.000,571.7,-352.09,5205681,5630124,652.130,-2067872,-323787,108320#WydjJjcK6KHdSOFTLLGfS5un47uOwqqfTNhPl,2509794,-10721652,1.623825074E7,1032584,-15057677.6200
1722,8273017#4e4sZOAoWE,1.173176305E7,8399488,16005982.9100,2017-01-06 16:27:20.000,244.9,541.20,-11402638,8445447,56.270,-15346324,8203445,12883369#UYCxPMhmmUplHoAltVMPx3XwH0UGO5rR3Iz6v,-1356308,14725343,9756626.23,5542407,-11842643.7800
1723,2328165#fqwQcJFYQ5,-1.554813082E7,-11954722,11298528.3400,2018-07-13 23:32:39.000,-358.2,-486.70,4128645,528989,-61.830,-9424488,-13932602,4541614#FTuk5GTvTgCSuHt6bZpqL3C947XYTdQhpBc47,10807767,1323558,526419.89,5695148,-5486640.6300
1724,6812013#WwcBMvPqoK,-1.514011127E7,-7986015,-13609707.0600,2018-04-05 17:18:19.000,622.3,525.28,13462694,-10960470,159.982,2055779,-7460414,8102212#qdOaD2CdcnWEY2k0D8vzVrmx1FAOcDtvh3THf,-14338128,-11505900,-1.686241479E7,14529151,10574768.9800
1725,8831542#PofELM7hVp,-1.550396566E7,-7134871,-12241396.0900,2015-12-22 18:04:46.000,-331.1,662.68,-11895708,10106678,483.000,-4153233,-17009175,15811057#BR7hIrKG6hS0VjEKaqfyXzCIn6zN4accalnQe,10935028,684398,1689823.19,-4006011,12538225.7700
1726,10795771#uqqYE4XR6V,-8827234.61,-15159341,5175828.2200,2020-02-13 03:59:29.000,-370.1,-93.61,13027984,-5941130,-332.280,-5709144,-15844810,14410901#rBHmI9zKhr8PkvTjn6ASEjsW64kXj3YAO2zAC,16886576,7064978,-1733045.81,13129759,-11043823.8300
1727,8348542#PofELM7hVp,-1.631250648E7,-7126459,11935561.9900,2016-11-20 22:21:31.000,67.3,610.73,8242282,13925920,-89.050,-15282177,5560881,4253628#IkwmOS0kiSwPFJSw0Q5AVbvN75A293LanbDy4,-5264259,-13255719,-1.603332669E7,9816511,12890913.0900
1728,8552172#ksWuu8rC8S,3182356.8,-15535258,-6611351.4500,2019-01-30 03:57:04.000,-355.6,389.26,8564510,7085980,286.410,11963167,6650739,5636958#oi75RO0ekIEMKasougFXpcE47mvulBMe5Pta1,3518866,-15674527,9188789.41,11979728,6098367.7300
1729,4378893#rc34KRYU9R,-2595981.09,-16904756,-6329598.9100,2015-12-28 07:55:49.000,-486.3,-299.34,-9670066,-15823898,608.160,-9875319,8588990,14904415#FxVlWGBHb0p5l69CLFVeW99ktE5IVuWJIHedt,6662102,10219267,1.345469981E7,-13137820,9794485.0600
1730,9076501#lQlMXfbESI,1.591753522E7,-4883947,15653311.2600,2015-06-29 11:18:41.000,124.2,218.53,15002772,2853458,65.720,-4544639,-6079232,2609946#ntVon73ZG1DLUJRZwfAQVhaFpgZV1kUnlwaEf,-12973983,-8263523,-5599101.76,9282834,-12949050.7200
1731,10548226#24LA5EMp9j,-1186156.95,1291725,11008903.4500,2015-11-04 17:26:18.000,-342.9,507.30,-12107450,9702347,-14.283,4333052,6582109,2699227#e5EUVTVM6tOZ5U30NSFMUl47GMXoorcY3IAGh,1147656,-5112397,-8050488.85,-8787634,11357472.6000
1732,14282176#YX76F9El0P,5152174.45,16339035,-9476775.8700,2017-08-03 08:03:56.000,-335.3,308.00,4612000,3000352,-205.630,7300913,-14302668,5072824#EH1s7XoyD2DBJqnwwfJj9ysClc7GXcZdTCEE4,6412099,13151989,-1.205749602E7,5204704,13262949.2800
1733,15759846#Nyq8WjOlju,1.357710465E7,-1941822,-48225.2500,2017-10-18 05:39:19.000,18.2,-12.99,-13491368,1893390,-187.530,-10400442,14597639,11126785#Ocyn7736UQfyj77OJfMfi5DcxYKIxEeLLRXGQ,5616927,-5596256,-1.545137978E7,4014797,10357049.3800
1734,15848206#gWLfZpmZ0H,3018360.75,-14857267,-15553044.9800,2016-08-14 12:31:42.000,-378.8,-492.38,-5631232,400971,652.900,-15649483,-1163293,15953991#4jqVpHZucmq69oLKreQ07HQRR51f50aJds7jP,-7872008,-6159176,-5958081.23,-1720617,-7984488.1100
1735,9721315#HbreQtqAPz,-1.186155682E7,6208535,-2960994.7700,2016-08-21 04:24:04.000,-186.9,216.54,2108083,-16422963,-538.280,4654389,3525211,6351802#LpvkLpBjTu2SWEG4aHkMjBwCaAGgy2tnJybP1,5637377,13566826,-7421268.13,13560053,16915236.5500
1736,17279777#uikLOO9dL0,1.696827756E7,8488478,8074470.6700,2019-10-25 20:55:12.000,-175.7,-334.65,-7233562,16568666,-396.350,14529180,-3049014,781098#4JLkQ1nHva02MqQKChaLkiy3IGmoNlzTu4AgP,15196257,-13018126,-1.683939378E7,-13692696,-2348738.2600
1737,14975241#FYtu6TaSEs,1.589071059E7,7704319,1415902.1700,2015-06-10 06:53:50.000,219.9,642.14,886969,15586618,329.440,-768153,1191092,13458303#UQvGY5E33VPSLnyy2g0IzddWP338QGMyI7HxI,12657653,-9735094,-5373048.11,-4223898,-11570369.1200
