2003,1737753#0EBBIHWx85,9911343.7,-18605954,-19370204.2500,2018-04-26 07:39:16.000,-213.4,-194.20,-10452183,-8403532,-157.790,18699513,3122422,4274061#wwFNnSCewh9U7TQKyZg2ls0t7DO0e4bNX5qMS,-8061070,11593498,-5610242.07,-3046966,-16998938.5900
2004,7076422#5XTnnmZMy4,-4165593.5,8156673,-5000620.4700,2018-09-15 23:55:08.000,-572.4,-635.50,-2852425,11812120,-631.460,1298352,-19593696,18751220#OigQM7jHsF9jZuHZ44l16dRTbSCHHBPhWHvL2,-5185730,13980662,1.805456037E7,-7817777,-19825673.0100
2005,880620#owApun7HMy,9139406.24,-2235583,9240464.2300,2020-01-18 13:55:10.000,-228.7,-196.15,15270324,19960205,-164.490,-1622820,-7066172,19240652#N9W4qb51Z2AMfWyyRofqhT3GS9IjLGwe0Wn02,12053649,3465809,1.267791646E7,5732223,-10691032.2500
2006,4219688#B6egNXeZ4k,1.605630086E7,16434591,9624707.9600,2018-09-27 09:24:33.000,170.7,-603.97,-3627020,-8132279,648.540,-13579686,11688987,14847170#VDGEUZmUV8M1c7XZJ1Ftng4duTodsSeoCk0Wb,-17769123,737171,1.749764304E7,-16362618,1636611.7700
2007,4178633#LacqMiE6SO,7137212.82,-1857279,3218029.2900,2018-02-26 16:22:31.000,742.6,699.99,18416402,9803658,412.690,7246427,172454,9748883#7kJglo4w9yaMshg8CVN5PmqaqJA6TdMjvOhxu,4836167,8089025,-6637888.16,-7496409,-13082280.7600
2008,14002237#SMBWQCuWDe,-1.407375234E7,13110580,-5613076.0100,2019-02-06 21:22:23.000,-416.0,508.66,-14376510,14640567,349.150,-16412228,-1058066,6586863#ra44hgJU0QkOmoh2cEcoN7Ty67hZcRvyjechL,-3976579,1342633,-1.603806388E7,-18887649,12707079.7100
2009,14447973#hfI5ksgwEh,1.912644469E7,13669743,16294934.2900,2019-03-26 17:55:50.000,740.0,346.14,-3997533,7896747,20.414,5944318,11382221,2614983#z7VW0KYN26ZS3trO4YnGQCvuoodHmbA1sDqTY,-18450333,-10517928,1.092419954E7,-7891054,18205236.1400
2010,11844207#gD7LT3PjEg,-6568607.46,8097032,6201234.4900,2018-06-21 16:48:29.000,-58.1,-648.23,-17502444,16130009,-111.960,-12631517,7676389,13576137#BKdHiTiceFfWIZpePoZx5Uz5ljfLATKvcZAic,-11677012,14331882,1.440158844E7,-7353692,17136700.3500
2011,9548758#12ow1LPzab,-1.525357755E7,-5646113,11554253.4200,2019-09-27 05:53:54.000,507.1,135.03,173163,13276388,-392.690,15919414,-7007408,3607205#YfXp7iRsWzsEAHVFlRCHeW2lQAGgW9OKLeo0g,1572057,4012766,-9165778.45,-16936598,5300029.1500
2012,9079502#sGYsjoPfMb,6022600.66,-19197638,-6907976.3100,2020-01-09 22:38:19.000,-162.4,224.00,17888352,-14040077,-629.860,16782884,2264030,13463917#cFikvgg08vlKmbpabC2RJdNlWWVhYu9D6cMUk,-6513704,-7758592,-1.718725665E7,14480306,1062224.1100
2013,15738659#x4iVZYbEBQ,8782870.53,-13175598,2762160.3900,2020-01-17 18:20:30.000,-395.2,23.89,-17416121,-11160654,445.740,13360379,-2084242,1163823#ryXkSXIu5GifFxajJzloHCdZrv8nmiBeej3si,-19745589,-5868094,-1.739534846E7,4710702,-17691032.2700
2014,16197767#eGbOmvPumF,1964937.06,3742184,13658876.3500,2019-07-01 13:28:41.000,-92.0,767.93,19014723,-9289433,-427.720,-13263948,6994418,6907657#I98rX5nvIvsk2MJ2LT9mxhsNAukcYVwRHZQ21,-8549420,2502009,-1.903881143E7,11550699,-13009025.1900
2015,17631622#4NQueE8FoP,-8259688.84,-7395701,-13763556.5800,2020-01-01 06:55:44.000,568.6,-31.40,43594,6937702,-180.110,16918038,10542093,8058015#MpYWLWb8Z5OibfIUfWO9d8PJuWNjaDgfhpZhK,12816253,-10287977,6392405.74,-8369520,8798247.5400
2016,15225887#GK6Yj9Qamk,-7648271.1,-5513071,-10601218.6600,2020-03-05 02:17:34.000,-571.9,-157.79,918451,16161764,-241.020,9248683,-7879929,17938453#mCpKiaM3Jo5R1Oj3wj4swUuNeJFpCUfc8p8Dc,8460490,17882211,7654373.27,13589425,-8760454.1400
2017,1720070#rwK3CihqRT,-4558078.07,8480560,-6828916.3500,2020-01-30 10:17:28.000,657.9,-19.17,7376265,3141000,658.620,4733858,6715048,18708237#SJ3lG1T1etIRzjpdmpnO3YA62mGXPzJIawFzP,-19138727,-10119796,1.048486814E7,-17589231,14397459.1700
2018,16568506#IOc2YpHY7n,-1.259257216E7,-19385589,-19964108.6800,2019-03-02 05:24:38.000,-100.8,-645.41,3247922,-7618428,646.750,-6983381,14295675,1841200#do5xqcf2YO4hsgia2pt2K5fM8Tag0fVi6ZvcG,-14881959,1787003,6784555.76,4216643,12371875.7500
2019,8864526#BMjoP0vNEZ,-8171470.7,19706419,-1286404.9300,2019-10-28 15:53:33.000,-99.1,-421.66,17128861,-7638106,549.430,14189865,10344715,10809190#xscqx0zWRojLYNaX5KB10dJ9Ki0DIANrl1Yqr,-9607527,3620340,3724790.95,-16010408,3101784.4000
2020,3353299#vHA1he2yij,3789709.43,16764099,-5177307.6200,2018-07-16 15:45:31.000,131.0,303.85,-16519126,541800,697.290,-19979986,9072413,209532#9lg8r7CpIoMwZDL03cFtRLM1DjCIy3ns47cKi,-15205815,-19973746,-5854270.56,-501179,-10359518.8700
2021,2058293#XzhpYQuR9r,1.992525259E7,-5641640,7516061.7000,2019-03-12 05:40:06.000,667.7,-412.09,6112572,6610374,766.130,-2428022,-378537,125783#Bs9c5OQ0OKDFMF0Qbt1fD5jyooPV3ESTOEdwl,2947380,-12592191,1.907025074E7,1211597,-17683913.6200
