1,1,1,1,1,12,42,7,72,1330,1551,2015-01-27 15:57:16.000,-4397,3692,-3001.84,-4215.3,-3849,16200.000
1,1,1,2,1,9,32,5,137,148,13800,2016-10-30 10:01:54.000,-663,16530,13944.66,25018.6,-7774,-34.000
1,1,1,3,2,4,25,7,140,1128,4291,2005-08-05 09:08:31.000,15961,16880,-8818.27,-19321.2,25945,-31996.000
1,1,1,4,3,9,41,5,41,1683,13257,2016-12-29 06:36:00.000,1858,-30054,31069.79,-3618.3,-25787,49088.000
1,1,1,5,2,10,36,8,138,2624,-34524,2017-05-03 08:07:28.000,19963,13568,17071.59,51395.9,12094,-34528.000
1,1,1,6,3,8,17,5,65,562,23113,2019-12-25 10:13:35.000,-13677,-35683,33123.57,29400.0,50262,-50892.000
1,1,1,7,3,10,33,5,85,2258,5329,2006-03-14 04:16:45.000,-29368,-21797,-12536.56,-8737.4,52855,69854.000
1,1,1,8,2,8,40,6,14,347,-27103,2008-06-16 13:44:21.000,-65690,-6644,-3135.13,-34808.2,50560,68716.000
1,1,1,9,3,1,29,4,87,103,28557,2005-12-16 04:33:14.000,55987,-59867,23119.35,32336.7,167,-52608.000
1,1,1,10,1,10,43,1,19,820,-83451,2002-12-05 00:38:22.000,77003,-47050,65922.72,96304.2,46512,36736.000
1,1,1,11,3,12,46,2,150,1130,-22585,2002-07-12 21:57:02.000,84653,-41909,-17493.09,-88196.7,31493,59192.000
1,1,2,1,1,9,32,5,137,148,13800,2016-10-30 10:01:54.000,-663,16530,13944.66,25018.6,-7774,-34.000
1,1,2,2,2,6,47,3,54,328,8035,2005-08-09 01:31:30.000,22462,21615,-13730.27,-26501.1,31932,-41664.000
1,1,2,3,3,10,27,7,142,164,17432,2016-12-30 21:27:32.000,7787,-40743,43869.79,-3287.0,-39241,69016.000
1,1,2,4,2,11,27,2,152,1439,-54145,2017-05-05 12:13:47.000,28003,23652,26767.59,80456.6,23858,-60352.000
1,1,2,5,3,8,14,7,21,1034,35105,2019-12-25 15:36:35.000,-17281,-65639,60643.57,51186.3,87516,-87156.000
1,1,2,6,2,9,9,3,64,1891,5736,2006-03-31 21:04:55.000,-55845,-39236,-22696.56,-10766.9,93045,117624.000
1,1,2,7,3,2,52,4,2,1412,-49864,2008-07-04 09:32:41.000,-122016,-12734,-11103.13,-55999.0,83286,115501.000
1,1,2,8,2,8,18,7,88,1007,54370,2006-01-10 10:20:46.000,97194,-108897,46975.35,55184.0,-638,-92032.000
1,1,2,9,2,6,36,5,125,156,-143894,2003-01-09 00:52:14.000,133624,-81921,117378.72,171506.1,84713,64576.000
1,1,2,10,2,12,51,1,57,962,-43315,2002-08-22 05:37:05.000,150492,-71100,-32037.09,-165419.9,54475,114848.000
1,1,2,11,2,12,44,6,92,1752,158136,2011-06-22 17:01:29.000,-54446,176644,212798.5,175771.3,-122188,147584.000
1,1,3,1,2,4,25,7,140,1128,4291,2005-08-05 09:08:31.000,15961,16880,-8818.27,-19321.2,25945,-31996.000
1,1,3,2,3,10,27,7,142,164,17432,2016-12-30 21:27:32.000,7787,-40743,43869.79,-3287.0,-39241,69016.000
1,1,3,3,1,8,41,8,1,1044,-60685,2017-05-06 05:35:54.000,30682,27014,29999.59,90143.5,27779,-68960.000
1,1,3,4,3,8,13,8,77,1270,41102,2019-12-25 18:18:05.000,-19083,-80617,74403.57,62079.4,106144,-105288.000
1,1,3,5,2,6,37,2,51,1125,5980,2006-04-11 11:57:49.000,-71731,-49699,-28792.56,-11984.6,117159,146286.000
1,1,3,6,3,10,42,8,46,2122,-65038,2008-07-16 06:44:55.000,-159566,-16794,-16415.13,-70126.3,105103,146691.000
1,1,3,7,2,1,32,8,111,97,72808,2006-01-28 11:03:18.000,126627,-143918,64015.35,71503.4,-1214,-120192.000
1,1,3,8,2,3,44,6,49,1700,-189226,2003-02-04 07:02:38.000,176089,-108074,155970.72,227907.6,113363,85456.000
1,1,3,9,1,4,25,2,54,1134,-59438,2002-09-22 14:14:55.000,201701,-93804,-43349.09,-225482.4,72351,158136.000
1,1,3,10,1,12,1,6,17,1200,213396,2011-07-10 13:10:18.000,-75481,243120,288190.5,239655.3,-167777,198400.000
1,1,3,11,2,5,34,4,118,2446,306138,2013-11-13 12:37:05.000,135850,44335,57237.67,-102331.9,306794,-213228.000
1,1,4,1,3,9,41,5,41,1683,13257,2016-12-29 06:36:00.000,1858,-30054,31069.79,-3618.3,-25787,49088.000
1,1,4,2,2,11,27,2,152,1439,-54145,2017-05-05 12:13:47.000,28003,23652,26767.59,80456.6,23858,-60352.000
1,1,4,3,3,8,13,8,77,1270,41102,2019-12-25 18:18:05.000,-19083,-80617,74403.57,62079.4,106144,-105288.000
1,1,4,4,3,1,11,2,47,2686,6061,2006-04-15 00:55:27.000,-77026,-53187,-30824.56,-12390.5,125197,155840.000
1,1,4,5,3,8,10,2,146,2477,-72625,2008-07-22 05:21:02.000,-178341,-18824,-19071.13,-77189.9,116012,162286.000
1,1,4,6,2,4,20,7,156,95,83871,2006-02-08 06:40:48.000,144287,-164931,74239.35,81295.1,-1560,-137088.000
1,1,4,7,1,1,14,4,102,6,-219448,2003-02-21 19:09:34.000,204400,-125510,181698.72,265508.5,132464,99376.000
1,1,4,8,2,12,22,5,141,1646,-70954,2002-10-14 23:50:30.000,238278,-110021,-51429.09,-268384.2,85119,189056.000
1,1,4,9,2,6,35,6,155,2148,254840,2011-07-23 22:16:54.000,-91258,292978,344734.5,287568.3,-201969,236512.000
1,1,4,10,2,12,32,4,70,91,369769,2013-11-24 22:34:42.000,162637,54014,67765.67,-125028.3,372586,-258672.000
1,1,4,11,2,3,22,6,148,1838,380985,2019-08-22 21:47:57.000,-423687,-242553,396280.47,-377349.2,27838,351776.000
1,1,5,1,2,10,36,8,138,2624,-34524,2017-05-03 08:07:28.000,19963,13568,17071.59,51395.9,12094,-34528.000
1,1,5,2,3,8,14,7,21,1034,35105,2019-12-25 15:36:35.000,-17281,-65639,60643.57,51186.3,87516,-87156.000
1,1,5,3,2,6,37,2,51,1125,5980,2006-04-11 11:57:49.000,-71731,-49699,-28792.56,-11984.6,117159,146286.000
1,1,5,4,3,8,10,2,146,2477,-72625,2008-07-22 05:21:02.000,-178341,-18824,-19071.13,-77189.9,116012,162286.000
1,1,5,5,3,5,33,4,67,1003,87558,2006-02-11 21:13:19.000,150174,-171935,77647.35,84559.0,-1675,-142720.000
1,1,5,6,2,12,52,7,128,521,-234558,2003-03-02 13:13:02.000,218555,-134227,194562.72,284309.0,142014,106336.000
