1431,8720821#TmVqcJaV5w,-979756.95,1069032,9101986.4500,2013-07-02 22:06:46.000,-282.9,414.30,-10009775,8020847,-13.383,3583202,5440309,2232475#oFLuM3xucwIVGt9M7N47aB4GCTkHiSgdxXaJj,948342,-4225075,-6653688.85,-7265128,9389136.6000
1432,11808898#thqTHDrVBg,4259374.45,13508610,-7835391.8700,2016-03-07 19:11:37.000,-275.3,254.00,3811600,2480977,-175.630,6036113,-11826018,4194625#3yO40glC4gdNID54BmWymSApFtejAaqhtPTpN,5303140,10872199,-9969496.02,4302172,10965114.2800
1433,13032387#GTsWCfe2jL,1.122510465E7,-1604742,-39192.2500,2016-07-01 15:45:48.000,21.2,-14.85,-11155793,1565790,-157.530,-8599992,12071939,9202294#ijzzOcJusnwC1AdG62N11jDVX7hgL4YwEnEsd,4643409,-4627562,-1.277777978E7,3320159,8562713.3800
1434,13106986#R1O2MzPXOY,2495160.75,-12288085,-12862308.9800,2014-09-08 05:33:27.000,-318.8,-402.38,-4655632,330771,538.900,-12940633,-961693,13194579#PBUvJxWLsxXimHNUInDhqbb1jMv4Pj2thcqq9,-6509387,-5092742,-4926081.23,-1423686,-6603066.1100
1435,8041915#jfmkPRxSXj,-9811956.82,5134199,-2448570.7700,2014-09-17 05:18:20.000,-156.9,174.54,1743133,-13581663,-448.280,3849639,2914786,5253745#VcbEbpTiLSabW9QR2vQXzPluIJYBhs9BNkeDW,4661006,11220928,-6139668.13,11214431,13989066.5500
1436,14294531#FYTYVCXGf4,1.403547756E7,7021961,6678168.6700,2019-08-10 04:05:08.000,-151.7,-274.65,-5982262,13706216,-336.350,12017280,-2522064,647655#pl4eIZIH1eX0u5PpE6Px3TCEJ1nLT2P7YGiEm,12571155,-10770061,-1.393059378E7,-11325189,-1943456.2600
1437,12390045#Akcodoizw1,1.314511059E7,6375271,1170892.1700,2012-11-08 05:20:23.000,174.9,534.14,732244,12893668,278.440,-636903,985517,11134839#rdUNWCcV4ZCouroUBt8cLoG1Kw0bnBShZ2VA0,10471073,-8053576,-4446648.11,-3492669,-9573092.1200
1438,1744661#tB2JTbdwzF,6105576.84,9597703,1538658.5800,2017-01-03 21:42:26.000,-266.6,171.58,2479135,755329,503.710,-1791375,1394798,9319651#JmxVSREbDG1s6cFM6nsSILhBZm3wh3KFoCE9e,-13361024,2347280,7116759.68,13443279,13636530.5100
1439,2682326#2FhJ9Wt1V9,8850146.05,14272184,3297591.2400,2019-01-28 20:38:20.000,-465.4,-166.63,11702088,3534143,480.590,-13985186,10327087,692319#Apz3ZDfhXyialxCSiWj9eiKeeBtQTuu0Gawii,-14254475,-1131209,6488832.09,11621840,-7071443.5400
1440,2418153#zrzpkAJXpy,3230984.02,5824493,6484569.0400,2014-03-12 02:08:57.000,-307.7,-147.06,12804462,-8780078,-476.400,-229576,-2083311,722803#J4kqPOPHe4TbyGv0liZFKH9SonHcFUfuAorQG,9941148,14064985,4676536.2,10035183,5000332.9600
1441,4976456#K2rphyIqdi,5664845.19,2091501,-4263098.3500,2014-01-22 16:57:04.000,-410.5,297.90,993099,-6937760,-51.440,3069415,611858,5295848#mtNdlNP5Ny35luQRnewOUsR4RVfIX63pN2aZx,1334670,-5973691,5023300.88,-7779840,12296708.3900
1442,7278630#6KWtdyykPc,2488144.48,8767755,3715595.2200,2019-06-05 13:04:57.000,292.5,454.93,-784952,8796195,150.320,-4709496,10342010,1794668#p800kUBLP6LqtArVI0T8LFg3AJwM4is7OIFDq,1583954,4215306,7013418.5,-3404613,-12885741.8200
1443,7147569#9QR17omLg0,-1.031073434E7,13244090,-3537026.0600,2016-11-08 21:27:44.000,-109.3,507.13,8988016,-9163893,-480.990,540803,-7580517,2531261#E1PonPGUTCJW6hRhKyFmbqXzchTEEeo9KVUua,-5447487,238193,-8936367.7,-8698805,-11806358.4500
1444,7244498#IReakpO8oH,1.115753246E7,13971224,-3708291.7400,2015-06-30 19:05:07.000,-299.3,310.19,-14078464,1866127,-159.710,1909890,8538436,2883913#y6Fw8uY6MGic2rH2xe20068fk7jZYFisqlHwK,9193107,-3766041,-7593077.34,12941443,2237414.1100
1445,12160841#kG3yHXfLrH,-1788200.62,-7179708,3035738.6800,2017-01-31 05:40:31.000,-406.0,-143.79,4945546,-208391,212.820,1935478,6162689,12155428#f7E1JSCVNaWREL0DSKnShnqnhzdpJG85KmHpl,-11632002,4499603,7631288.41,-1320985,7093228.7400
1446,8542908#dNWkcpZLjQ,-1.387164945E7,4913131,-3791984.0700,2019-06-24 18:47:50.000,-442.5,-309.11,8273990,-1403436,441.940,-12366734,10715480,11341171#JPKD3sxaJXPaY5oybzKN2KQtauWvvA3fSwlUM,9998096,41398,-1.132804512E7,13972189,-6455204.5900
1447,12079075#kB0e9skwd9,-1.162333561E7,11182495,12129435.8800,2013-04-28 04:23:38.000,333.6,234.21,3017112,-5691148,379.530,6525404,11374873,6610825#SbvSpxntaweAnYvLoY1EKJ8onjG97DUvKh1Mn,2737576,8363309,1.336430217E7,-8954517,-11455886.8100
1448,2786070#rwK3CihqRT,-1.428648343E7,1179240,-11585859.7400,2017-05-16 22:22:31.000,295.3,-154.91,8104836,8257662,-163.780,-3184746,12283210,10568554#9Ln9aC0CB7zJO2rvBN6DV1j6xaTGF18Qpd6Vz,-926683,-8121728,-685731.06,-8934790,-2560865.2800
1449,8235905#KMUHrpn0nt,-3098277.31,13506034,-12441761.4100,2014-07-19 22:10:25.000,146.4,-151.32,8978548,1357924,103.193,-3544839,3564717,9092460#eL7jJofth8O3P65l7cvb5FAv2dAkTb0HxgaNG,9566455,6351969,-7881660.02,-11204299,-6581148.2100
1450,11756581#cl8WCK1ARJ,-3651406.32,7710421,-8617460.8000,2013-09-15 08:46:39.000,-435.2,499.33,5555357,9280319,175.700,10246904,-7691424,6381773#b2DLmd9zfbpJTDUfT1e7awWXkl20R3hSgawIu,6043906,-11992375,-6209098.29,-10072787,4262348.7600
1451,5828127#iRY1H5F0rk,3301531.86,9606591,-2645814.3600,2018-08-02 02:15:55.000,424.1,592.33,-216366,-11498810,178.920,13350798,8631906,7318032#UQV2TSPd30JNK9XzfczVmzLSdryog5O8lJ2vv,-13871548,-9281832,-1.019765867E7,8082684,-3297755.9300
1452,12684855#WoIT6SZFo8,333160.01,-6612551,-14470378.8200,2018-01-30 19:00:26.000,232.8,208.47,-2758946,13288025,159.934,-2884149,-13206916,3706099#6CTHeN0NvvvD5USVkoVT0NjPr97CrrEpVIRhD,8903698,10640108,-1.375806009E7,-13774394,7125131.0500
1453,1262129#Ywm4k3zYzN,7192143.7,-13497835,-14051236.7500,2014-09-13 13:30:00.000,-158.4,-144.70,-7583658,-6093944,-113.790,13567463,2265522,3100702#p9duiYX8GQSsU72fvXsZl8OCwgWsLZzJ1L2AU,-5848882,8411638,-4070242.07,-2211753,-12330181.0900
1454,5135439#FCySCpZsEK,-3021593.5,5920676,-3626802.9700,2015-10-31 00:03:19.000,-407.4,-470.50,-2071288,8567587,-466.460,940302,-14217171,13605266#7ukUY3XT0OkNdo23v2dEv9THXALtCQuPM3WEe,-3761345,10144940,1.310016037E7,-5674328,-14384666.0100
1455,639110#bNKqba5j5B,6631406.24,-1622933,6703523.2300,2019-09-30 16:59:26.000,-173.7,-141.15,11080974,14483030,-109.490,-1179179,-5128522,13963281#2uMc0iXZXcJE4ZXPEddeo8uFOTEnjRfgUCLbc,8747687,2512549,9201916.46,4161143,-7756903.2500
1456,3064853#aCrdbB7m2Y,1.165630086E7,11930075,6983365.9600,2015-11-26 01:33:34.000,135.5,-438.97,-2632070,-5903954,461.540,-9857149,8484346,10778770#vacd8Z3GLTLcg65YESc74uG1ZIrpmziOeZUjG,-12894902,535574,1.270164304E7,-11873832,1185430.2700
1457,3035898#thqTHDrVBg,5183612.82,-1347924,2334008.7900,2014-03-06 07:11:44.000,539.1,496.49,13368777,7119284,302.690,5262165,127354,7077549#3975jhUwRCmpCDlCoYtRH1AOjdA1O2UDMUI1X,3513593,5870748,-4816288.16,-5441977,-9496242.2600
1458,10168187#Eo3gbzQKqI,-1.021935234E7,9521726,-4076733.5100,2016-12-13 15:11:03.000,-306.0,382.16,-10437207,10632717,255.650,-11917491,-768766,4784551#L7s6OePaIjg2u4m7HLgr7v4SdNr4Sw6hcXsYZ,-2887524,975756,-1.164686388E7,-13714899,9226410.2100
1459,10494238#JEwIgWstHa,1.389044469E7,9926982,11835319.7900,2017-05-01 08:44:24.000,547.5,252.64,-2901521,5732222,11.614,4314464,8268396,1899752#pNjRvbswEcdGgafVqqWnANzShD7bGAGV60L5l,-13397054,-7636143,7932199.54,-5730593,13223787.1400
1460,8605494#SAEuUMzFvN,-4773407.46,5880565,4504016.9900,2015-01-25 16:10:49.000,-52.6,-483.23,-12713814,11714059,-84.460,-9177792,5578139,9863439#nqiSDBkhJ60IWuh4eNerERxEr3WJtqrFYsKGC,-8479224,10410189,1.045918844E7,-5340257,12447785.3500
1461,6939382#eRnXUla576,-1.108237755E7,-4103550,8396598.9200,2018-10-26 14:12:45.000,375.1,86.08,124350,9645013,-282.690,11565202,-5090520,2620918#Md1HRnYC2TVXZzawxLjSE1oX8Zx3MIpyzoOV2,1141841,2913564,-6657778.45,-12304509,3849442.6500
1462,6599217#TQNIwwPxDq,4377000.66,-13949098,-5021426.8100,2019-09-02 05:13:27.000,-112.9,163.50,12996239,-10201352,-464.860,12193822,1645830,9784148#d72q56mPJbKjNEjutYKMaUdsOGQpybpVLGFGy,-4733943,-5638111,-1.248805665E7,10521433,771004.6100
1463,11440068#0k1c82hsDC,6380470.53,-9574973,2008632.8900,2019-09-25 02:23:00.000,-285.2,14.54,-12655871,-8111317,313.740,9711541,-1514992,846715#QoH0yctempMIfELvfX6OmZfUsmUIeYiywT0zu,-14353048,-4267077,-1.264334846E7,3423493,-12859282.2700
1464,11776708#RXtwNZRKuH,1428137.06,2721467,9928451.8500,2018-02-02 12:38:23.000,-70.0,558.93,13823361,-6755033,-317.720,-9642638,5084339,5021272#SFHspS5b639FjyeJawOHJCZg2Yt2Glqhw60iF,-6216535,1816126,-1.383801143E7,8396845,-9454386.1900
1465,12821443#LpGJ5zpHxe,-6006888.84,-5377311,-10006715.5800,2019-08-05 20:07:50.000,403.6,-20.40,32731,5043502,-125.110,12299930,7665665,5859054#56h4p5XjVFzrIfeo7ssJ229MJwZISPNNMI0Gb,9316878,-7481382,4650005.74,-6086393,6396430.5400
1466,11072738#map0OKbtNN,-5562671.1,-4009239,-7710506.6600,2020-02-13 04:23:52.000,-406.9,-102.79,669543,11753514,-186.020,6725970,-5731079,13045846#hG2MD3JhlDjsujyAY0oYOTfYZDZ5bLyUyLcWl,6153746,13006153,5568773.27,9883541,-6367745.1400
1467,1252031#zO7jqJrjaw,-3317278.07,6170709,-4966473.3500,2019-10-31 14:21:50.000,465.4,-8.17,5363540,2282175,477.120,3441083,4886161,13607383#CZ3gipn0DA1SBZEhp3omiAA574USRhSr2ra4E,-13918616,-7362437,7624868.14,-12792901,10470679.1700
1468,12053100#e5X466pHRC,-9160572.16,-14100364,-14521715.6800,2017-01-24 06:46:34.000,-67.8,-480.41,2362560,-5541903,465.250,-5079556,10397000,1339617#xyymhi8t9UOcFFpeYmrK53YmceDu6yaEJ8ncp,-10825984,1299912,4936555.76,3066896,8997906.2500
1469,6452083#2hH19NuP4l,-5945070.7,14336335,-933948.4300,2019-01-19 20:38:51.000,-77.1,-311.66,12462386,-5556631,406.430,10321853,7527340,7866470#6MYEQnZOlLTZ6nCxCnTKVKYbhqQeCPu2HYD3J,-6992744,2632331,2712790.95,-11647935,2256692.9000
1470,2442763#tAQH9gHkxb,2760109.43,12200898,-3769307.6200,2015-02-24 10:18:10.000,104.1,215.85,-12020126,394934,515.790,-14541932,6600713,154202#w08fNOkGvKupL8u4PM3r3Jp2G3sqo8SQmcCn7,-11063825,-14536605,-4261470.56,-363343,-7537738.3700
1471,1499378#BSnm79U1u9,1.450445259E7,-4107310,5469918.7000,2017-02-15 04:59:20.000,491.7,-302.09,4449939,4813249,557.130,-1767747,-278162,93768#Nog9oEbNHEXIkipVJ4zxVZHLAWh0VTkh61KOz,2145139,-9162870,1.387825074E7,883407,-12869147.6200
1472,7073359#zar1dYDrfG,1.002776305E7,7180423,13682300.4100,2015-08-13 10:29:52.000,214.9,466.20,-9747763,7220635,50.020,-13117949,7011070,11013584#PJv3qw8A1GRxwYz6voYjYrLq1Z2gjjVpIp9uc,-1160038,12586683,8340626.23,4738105,-10123876.2800
1473,1990500#TK6JJKtdGY,-1.329213082E7,-10221567,9660460.8400,2017-10-17 18:52:52.000,-308.2,-411.70,3528895,453489,-59.330,-8057488,-11911227,3882884#OtsEVDOpd4IloeHUn0nnvn5xlQkwYxHfsHovz,9241007,1132668,450419.89,4868058,-4691003.1300
1474,5824775#InFuYeWk4I,-1.294411127E7,-6829355,-11635647.0600,2017-05-27 05:00:07.000,529.8,445.28,11509257,-9370720,139.232,1756529,-6378164,6927942#GzjpsfaBdzCZpC9JtkWgAMtLnjO8DR2ooOO3T,-12258593,-9838035,-1.441841479E7,12422159,9040268.9800
1475,7551882#1PfTUq2aTN,-1.325596566E7,-6101146,-10468511.0900,2014-02-07 05:32:41.000,-281.1,567.68,-10172021,8640678,410.500,-3550108,-14544550,13520442#DpQzUlrTADbgxSLQBUPmYWkffc76Nj3dHTOVH,9350330,586261,1445823.19,-3424049,10719863.2700
