2,2,6,4,3,4,44,5,69,1662,-218364,2003-07-28 17:02:01.000,706468,-317600,-154853.1,-817527.3,248548,584832.000
2,2,6,5,3,6,34,6,64,1800,835067,2012-01-27 05:49:29.000,-312129,990978,1136350.5,958350.3,-680655,770080.000
2,2,6,6,3,8,10,4,122,2071,1315140,2014-05-13 12:50:46.000,560615,197822,224181.67,-462232.7,1350065,-933840.000
2,2,6,7,2,7,13,6,46,2266,1469028,2019-09-10 00:22:15.000,-1600492,-906066,1493432.5,-1416165.4,83726,1325920.000
2,2,6,8,3,10,11,8,136,1308,-1474258,2014-07-03 15:10:31.000,515791,-1321538,-629304.2,-187873.0,-1448365,-1703248.000
2,2,6,9,1,2,6,3,46,1073,726150,2010-05-08 02:55:46.000,-1647490,84933,-2132783.8,10971.6,-1391729,-301744.000
2,2,6,10,1,8,47,7,141,439,91609,2007-12-12 22:13:36.000,940750,2143644,906688.3,-474432.7,-63382,1715248.000
2,2,6,11,1,4,36,6,3,2026,-2146536,2018-12-07 07:00:33.000,1836687,1346500,149920.77,1085753.7,154,-1491864.000
2,2,7,1,3,8,21,3,112,1001,98621,2006-02-22 16:50:50.000,167834,-192948,87871.35,94350.7,-2021,-159616.000
2,2,7,2,3,11,16,6,5,1767,-430998,2003-06-24 07:58:05.000,402573,-247558,361794.72,528715.3,266168,196816.000
2,2,7,3,3,4,20,1,141,978,-190725,2003-06-04 22:48:37.000,618682,-278679,-135461.1,-714562.9,217905,510624.000
2,2,7,4,1,6,24,6,140,2352,779807,2012-01-09 09:40:40.000,-291094,924502,1060958.5,894466.3,-635066,719264.000
2,2,7,5,2,4,19,4,60,1471,1278780,2014-05-07 00:17:50.000,545308,192291,218165.67,-449263.3,1312470,-907872.000
2,2,7,6,2,7,13,6,46,2266,1469028,2019-09-10 00:22:15.000,-1600492,-906066,1493432.5,-1416165.4,83726,1325920.000
2,2,7,7,3,8,39,8,119,795,-1505155,2014-07-10 05:47:40.000,526399,-1348882,-642296.2,-191809.1,-1478513,-1738688.000
2,2,7,8,1,2,42,3,30,153,752702,2010-05-31 10:03:29.000,-1708796,87888,-2212143.8,11085.4,-1443533,-312944.000
2,2,7,9,1,8,6,4,69,2647,95804,2008-01-26 05:58:12.000,987706,2250432,952384.3,-498137.1,-66309,1801456.000
2,2,7,10,2,12,6,6,7,2266,-2276813,2018-12-13 13:03:36.000,1947753,1428552,158880.77,1151918.5,157,-1582312.000
2,2,7,11,3,4,39,6,139,522,-2937799,2009-04-27 02:33:50.000,-1321136,-96964,2093745.1,1663784.5,-250443,1551496.000
2,2,8,1,3,11,37,2,155,1036,-249669,2003-03-11 07:16:30.000,232710,-142945,207426.72,303109.5,151565,113296.000
2,2,8,2,1,8,33,5,105,1654,-144659,2003-03-07 08:26:15.000,472373,-213811,-103141.09,-542955.7,166833,386944.000
2,2,8,3,3,6,4,6,135,732,669288,2011-12-04 17:23:02.000,-249023,791549,910174.5,766698.3,-543887,617632.000
2,2,8,4,3,4,46,4,30,2395,1169698,2014-04-17 10:39:04.000,499387,175698,200117.67,-410355.1,1199684,-829968.000
2,2,8,5,2,11,17,6,118,2502,1398832,2019-09-08 20:20:02.000,-1524569,-863259,1422648.5,-1349145.0,80120,1263072.000
2,2,8,6,3,10,11,8,136,1308,-1474258,2014-07-03 15:10:31.000,515791,-1321538,-629304.2,-187873.0,-1448365,-1703248.000
2,2,8,7,1,2,42,3,30,153,752702,2010-05-31 10:03:29.000,-1708796,87888,-2212143.8,11085.4,-1443533,-312944.000
2,2,8,8,3,12,10,3,45,2475,97202,2008-02-10 00:33:03.000,1003358,2286028,967616.3,-506038.6,-67284,1830192.000
2,2,8,9,1,4,44,6,87,2386,-2341952,2018-12-16 16:05:08.000,2003286,1469578,163360.77,1185000.9,158,-1627536.000
2,2,8,10,3,10,14,8,49,840,-3052417,2009-06-07 19:21:55.000,-1372829,-101039,2175153.0,1728572.2,-260170,1612288.000
2,2,8,11,1,12,31,7,26,737,-1164680,2015-11-24 17:02:26.000,-3509541,2010339,-1940595.8,-1386942.1,-3738,2896576.000
2,2,9,1,3,4,30,1,117,966,-80167,2002-11-01 21:54:58.000,267540,-122995,-57893.09,-302705.7,95333,213792.000
2,2,9,2,3,6,27,6,49,2388,503509,2011-10-12 04:56:35.000,-185917,592121,683998.5,575046.3,-407120,465184.000
2,2,9,3,3,8,38,4,32,2119,987896,2014-03-15 19:54:26.000,422853,148042,170037.67,-345508.1,1011707,-700128.000
2,2,9,4,2,7,25,6,106,250,1258439,2019-09-06 12:15:36.000,-1372723,-777644,1281080.5,-1215104.2,72909,1137376.000
2,2,9,5,3,4,34,8,29,123,-1381566,2014-06-13 19:19:01.000,483966,-1239504,-590328.2,-176064.5,-1357920,-1596928.000
2,2,9,6,1,2,6,3,46,1073,726150,2010-05-08 02:55:46.000,-1647490,84933,-2132783.8,10971.6,-1391729,-301744.000
2,2,9,7,1,8,6,4,69,2647,95804,2008-01-26 05:58:12.000,987706,2250432,952384.3,-498137.1,-66309,1801456.000
2,2,9,8,1,4,44,6,87,2386,-2341952,2018-12-16 16:05:08.000,2003286,1469578,163360.77,1185000.9,158,-1627536.000
2,2,9,9,2,8,41,3,19,946,-3090623,2009-06-21 16:57:56.000,-1390059,-102397,2202289.0,1750168.1,-263412,1632552.000
2,2,9,10,3,8,1,3,122,989,-1190957,2015-12-06 03:33:58.000,-3589375,2056080,-1984883.8,-1418467.8,-3882,2962560.000
2,2,9,11,1,9,12,4,107,2354,-2166525,2006-02-15 06:20:27.000,-2404864,315673,2165952.0,370651.7,1332142,1979888.000
2,2,10,1,1,6,40,6,39,1872,282470,2011-08-01 20:21:19.000,-101776,326216,382430.5,319510.3,-224764,261920.000
2,2,10,2,2,4,48,4,66,643,733373,2014-01-29 04:03:58.000,315705,109325,127925.67,-254722.3,748539,-518352.000
2,2,10,3,2,7,37,6,10,958,1047850,2019-09-03 00:08:58.000,-1144955,-649223,1068728.5,-1014043.0,62092,948832.000
2,2,10,4,3,2,2,8,112,2688,-1227080,2014-05-11 18:13:12.000,430925,-1102780,-525368.2,-156383.7,-1207178,-1419728.000
2,2,10,5,1,2,40,3,78,189,673046,2010-03-22 12:40:20.000,-1524877,79022,-1974063.8,10744.1,-1288120,-279344.000
2,2,10,6,1,8,47,7,141,439,91609,2007-12-12 22:13:36.000,940750,2143644,906688.3,-474432.7,-63382,1715248.000
2,2,10,7,2,12,6,6,7,2266,-2276813,2018-12-13 13:03:36.000,1947753,1428552,158880.77,1151918.5,157,-1582312.000
2,2,10,8,3,10,14,8,49,840,-3052417,2009-06-07 19:21:55.000,-1372829,-101039,2175153.0,1728572.2,-260170,1612288.000
2,2,10,9,3,8,1,3,122,989,-1190957,2015-12-06 03:33:58.000,-3589375,2056080,-1984883.8,-1418467.8,-3882,2962560.000
2,2,10,10,3,11,37,4,23,1068,-2188421,2006-03-06 17:49:05.000,-2429087,318897,2187904.0,374334.9,1345635,1999936.000
2,2,10,11,2,5,35,7,49,1682,-1494164,2014-09-01 11:41:39.000,-3378126,-3894630,-2492871.5,-266337.5,-886511,-110144.000
2,2,11,1,3,4,23,4,132,691,406129,2013-12-01 11:07:38.000,177944,59545,73781.67,-137997.7,410181,-284640.000
2,2,11,2,2,11,53,6,142,1902,767065,2019-08-29 08:00:07.000,-841263,-477993,785592.5,-745961.4,47669,697440.000
2,2,11,3,3,4,20,8,71,831,-1010800,2014-03-26 11:53:02.000,356668,-911368,-434424.2,-128830.6,-996140,-1171648.000
2,2,11,4,1,2,38,3,126,225,593391,2010-01-11 15:17:12.000,-1340959,70155,-1735983.8,10402.8,-1132706,-245744.000
2,2,11,5,3,12,27,4,105,1299,84618,2007-09-30 01:19:17.000,862490,1965663,830528.3,-434925.3,-58504,1571568.000
2,2,11,6,1,4,36,6,3,2026,-2146536,2018-12-07 07:00:33.000,1836687,1346500,149920.77,1085753.7,154,-1491864.000
