736,0.502,-1550490.8,-3524520,5429720#NhWtbOPkKEdYkl5DlHzTf,-7029219.670,-2675933
737,0.513,-1506597.3,-1367496,4985652#eEgS2Nd0TkmKE139FV4y1,-1297274.790,-315648
738,-0.420,2423763.1,-4587992,5538514#g4y4hdT2RNepxjiFQlUc4,6479621.640,4992703
739,0.514,6824511.7,6237229,6424758#SWuVYdkEvHEtig7iEXxnf,-1150519.650,-5253446
740,0.495,223150.1,2706565,4060281#KI5YG4cXyvCoZ5wAAlHME,-6350971.050,-6269892
741,0.466,-1374895.9,-1849449,1034689#CXrpjQ0i7UAvhlyv6dAdl,6378772.000,4953859
742,0.576,-3958526.4,7192486,1262014#CsFO1AGgRy5gJLUPCmbGf,-1044023.480,6766792
743,0.447,3321171.9,1190160,2127457#PutzTSUPfYu4HKcaeljJp,-2256879.410,6376241
744,0.537,1005568.7,-5653731,5178008#Jrn6UYwLOshZtwT97Scl2,-1471638.640,5734986
745,0.579,7105133.5,-5883584,4253233#B5Q7FxzLqW8n4NmS1SbTB,5295425.570,-3236616
746,-0.612,4571549.9,-7003133,6418413#y0d2lXOYcBlWtWIeKmdHB,-7432097.550,6138219
747,-0.510,-881539.4,-5407216,2102853#NOsZF8gQRJJlqod8TL0N8,6393945.620,1416914
748,0.609,-4411922.3,7462057,4891235#YPWJDNgverJqhtUSfcvGo,6060014.900,7100727
749,-0.493,791829.1,3883152,3988878#oElGl1wWQjdP6R9m24BJg,1042420.120,-137290
750,-0.474,5190464.5,-5060455,3573485#95yPH0mURMiNIEt14uxR5,-2323098.620,-5501637
751,0.574,4808981.4,-6490076,5892581#eZRZXwjAeW6pDwZcXlNjL,-5281248.860,4523074
752,0.483,6316392.3,6307956,5144567#k4OgJYN2Qb9En9pJyRedI,-2064532.490,973115
753,-0.557,-1685944.7,781508,1259775#zQ4L3ozWt8VO2jmsHVtAx,-4015955.110,-3138674
754,-0.557,2170409.2,-4996689,1039732#HnoXZAbwqW95YKulbWHwl,149027.290,-6378176
755,-0.558,-467018.3,-5922682,1988794#L4tegyPS7bfSWHzGU4vat,3043418.730,5844310
