308,3,5,19,1267,57,722,2896760,-0.138,false,2947142#ez8JrBIcKL0shqAD,-102032.8,-2857218.8
309,3,8,14,797,654,555,-531544,-0.545,false,295558#kebIKl3GDwNXCCoE,83600.0,-2902884.0
310,3,10,6,465,1186,982,-280973,1.056,true,22407#5IbI03lVEctRQSV7,122816.4,1633563.5
311,1,2,10,1399,687,997,-1084667,1.217,false,2102957#PWO9XP08kmtzmuhz,100511.0,-814286.25
312,3,4,15,322,858,1125,-802814,0.422,true,202583#2FPyOTE0eNickaz0,-41461.0,-3110025.8
313,2,9,24,434,290,141,1114410,-0.286,false,2244374#z1GDsmGDSBGBOpPX,45004.2,-1093125.1
314,2,6,32,2365,1759,56,1045037,-0.514,true,652238#Z3K7piEUNhrjfFhO,102651.0,754912.44
315,3,1,29,1028,2251,847,2112883,-0.331,false,1370792#8d0MxvaJ8M97z7Yf,-92801.0,-1622104.6
316,3,5,18,16,36,957,691299,-0.166,false,1467714#H6K6sDAOfCuRR60r,-61276.6,1176610.1
317,3,4,19,2453,535,698,23237,0.434,true,1543105#OiQFTjKverGlYay6,30493.1,1409363.4
318,1,3,2,234,1218,881,-430692,-0.654,true,1134767#SJkJDwHCSUVyvay3,-77439.2,1024026.9
319,2,3,5,1708,735,554,-1739685,0.242,false,2437466#IfrhBa4HNGXh6vOy,99665.0,2570465.8
320,2,10,5,54,1506,391,210316,-0.220,true,1783694#UZG6iqHPUJf1wGMf,102986.1,-935858.94
321,3,6,34,2399,902,416,-327357,0.308,true,2045565#vr0lwJ2vee294XR5,-19578.6,757352.5
322,3,10,45,1469,577,79,202691,-0.714,false,2141545#ajiSjFtIE9GIQ8zw,17852.5,-208332.45
323,3,2,34,470,1563,997,1062127,0.123,false,2218296#w7mgza7lREbLj7D4,119829.6,-1086444.8
324,2,9,24,1816,1183,491,1590764,-0.011,false,2938229#dGM0UZmB2DXFFo0y,-20968.7,-344463.06
325,3,6,5,2167,118,841,-537040,0.034,false,2848803#ACpozwoSCuh8bT8I,-59044.7,-2343353.0
326,3,10,40,1904,2195,1173,537775,-0.376,false,1504301#7m7EqFUAsmsUcXPv,62091.7,2068510.6
327,3,5,37,1251,1854,1080,-2716510,-0.671,true,1403148#u53sJvi7j9z6VQHX,-85291.2,1243214.8
328,1,7,36,180,517,10,-2634724,-0.956,false,1930195#Z6OmxQw6uOlMG1WM,45354.2,-2087267.2
329,3,11,13,1857,69,885,830612,0.051,true,50991#JzIIUDnbI3ylCx6J,-84750.7,433311.94
330,2,9,34,2327,328,1047,-100655,-0.317,false,2599334#Ij1pDfXbzO68jzIr,-71195.0,-2100595.2
331,2,1,34,1043,2251,854,91991,-0.693,false,2506835#GnoRx5c2FZPqeQgc,-9091.3,-522248.28
332,3,6,40,2022,861,687,-1197094,0.251,false,1088037#t4vAQlfPfAy0PFCy,-81982.2,-2062454.0
333,3,1,27,976,2396,1070,-3102549,0.599,true,1383962#5IHfZimLDyh5i5uS,-5868.0,-1659448.5
334,3,10,22,586,929,507,-280569,0.468,true,282152#geK8qb0BiK3rCnjU,-78878.7,-16985.2
335,1,4,30,1433,1396,1031,1011663,0.470,false,2303880#m3gwLOwYFUNpC9xh,-110663.3,2881935.2
336,1,10,23,1779,2324,883,-3180270,0.790,false,1427735#e2t8W6N8CuZ6qMEF,113726.4,-1484998.2
337,1,6,36,1773,2123,488,3115650,-1.061,false,1469065#s1YArM9jPf1iBwyo,-59865.6,-1823603.6
338,1,7,33,2068,315,95,-492072,-0.055,false,757926#EualL2FvANYx0Vtp,54219.3,-2111551.2
339,1,7,30,1120,1649,738,3177197,-0.023,true,298754#ReF90zyXoW5X64Ip,-67700.1,342320.53
340,3,4,39,1903,1944,1033,487230,0.308,true,2415841#uf0JDZBUiYiGAnKT,19161.8,-3321565.5
341,1,7,11,2431,1870,375,-2798115,-0.772,true,2131032#H3ayZPG4v9dbUiUT,-991.2,-603419.8
342,2,4,15,2445,540,66,-2944518,0.344,true,2712816#dng91ZL7K7ODupMl,101028.9,-260541.66
343,3,10,40,1755,476,383,-2913248,-1.329,false,2601073#IiwCBvanVWQjxQyB,-5550.9,1672072.1
344,1,11,10,892,981,1144,-1617424,0.026,true,278357#pFNNrSiHqyZ8e2jh,-86190.5,-1158838.4
345,3,3,10,1978,1549,500,826328,0.248,true,1474883#sxDwridltgJ7VdzR,88369.4,1505837.1
346,3,5,8,2435,1432,164,-2605100,0.764,true,2987072#7RaPIJMQaHiQimrJ,-28369.9,2630937.0
347,2,3,18,701,322,124,878812,1.141,false,460312#wFPeF91zKbJSn1cW,-75158.5,-2103168.0
348,2,10,44,1786,1942,783,1846184,0.443,true,1645412#uOOD9elzix5EVNHv,-52414.2,948193.1
349,3,4,8,183,1829,1,-1738561,-0.379,true,1893570#icrS4xRzjAJ0gv4U,-25422.0,3130850.2
350,1,3,27,274,2356,466,-1061604,-0.740,false,2229229#dGM0UZmB2DXFFo0y,-39393.1,3041047.8
351,3,6,3,1701,869,772,-1296047,1.091,false,23443#38GLXhcIUXU13UK8,-67884.3,-3109208.5
352,1,7,16,1440,1271,1147,1891124,-0.552,false,2651393#mb7riGIkJXkUR6Xk,-121634.3,515094.2
353,3,3,9,952,1384,954,-1264115,0.170,true,2272029#nkB9CsK7DjPjtI6E,110755.0,-1998406.8
354,2,11,4,1701,120,593,-2432639,-0.454,true,1451219#ZqCgiDBsAAeuvssb,114019.4,3350747.8
355,2,3,21,1735,197,770,-583024,0.197,true,1032318#X6dcoL8pGRHmyOrV,32597.8,-1544830.4
356,2,3,11,64,1643,1171,3111572,0.721,true,1205201#mp3my4iLo00r0AC3,-67721.3,2485764.0
357,1,6,29,123,1545,887,-1509000,0.299,false,2067719#mjhUCte0NCDBzzV1,-94970.2,3058604.8
358,1,10,1,84,118,908,3366935,-0.188,true,3424614#20cqbFrMyVaHC1yA,-118225.8,-3322018.8
359,3,1,29,1502,45,558,-617408,-0.645,true,342827#TVBgjMIEKyoEAqCS,96311.0,-3371684.0
360,3,5,31,2322,1802,807,-325623,1.186,true,24551#3tcAIqJc9XPQNLqA,141019.4,1896763.5
361,2,5,32,1304,686,53,-1257526,1.342,false,2440990#jw4fJki0WqJ1ei6J,116685.5,-946286.25
362,2,4,20,1982,675,582,-931533,0.424,true,233710#cQBi90BJAsiHJERR,-47617.0,-3608425.8
363,3,3,7,1694,1555,1002,1293847,-0.386,false,2602802#hp8NnhzswYdzlW3r,53290.2,-1268325.1
364,1,4,2,1265,1358,450,1212012,-0.564,false,755919#hj1WriwVycJD8rVz,119997.5,874912.44
365,2,10,36,598,941,1141,2448395,-0.336,false,1587033#E91IsFEaN4Ahb1H3,-106998.5,-1878904.6
366,3,9,11,621,285,409,801624,-0.216,true,1698569#Xqn8UFEIqFzkJr7D,-72381.1,1362210.1
367,1,8,44,1528,2118,616,27587,0.534,false,1785970#xqEV3xufewDSiJSt,34499.6,1632563.4
368,1,2,17,1284,1989,634,-498155,-0.804,false,1313003#B3EkLhTOIDR1rIBL,-90380.2,1184026.9
369,1,11,35,1393,1064,356,-2011673,0.327,false,2818239#L1spZMJ2kf9RqczU,115132.5,2972865.8
370,2,10,35,2199,41,649,242719,-0.192,false,2061589#9WEnxanKPukVf247,118147.1,-1080658.9
371,2,4,7,2083,1037,320,-378557,0.328,true,2363907#mEimyHVyW8t3jYjP,-21953.1,874952.5
372,1,9,32,1892,729,112,234204,-0.814,true,2473717#UOYevbeeLKDWhzlb,20693.5,-241132.45
373,2,2,9,30,114,371,1226840,0.173,true,2561359#qsxaK4mY4bjkk59B,137147.1,-1253644.8
374,2,8,39,1577,1769,230,1834989,0.048,true,3391284#SIJPuWDE7PsU0zUM,-24590.7,-396463.06
375,3,2,32,1806,2048,96,-618590,0.070,true,3285705#aS8TRhcQks0E3ERq,-67386.2,-2702553.0
376,2,8,40,459,305,79,619650,-0.426,false,1733672#BRBuAUkxUaL37IUs,71602.2,2386910.5
377,3,2,42,1173,1133,126,-3132260,-0.821,true,1616461#lOUnH8SNwhd6HCkv,-97077.7,1432014.8
378,1,11,11,200,1656,138,-3037261,-1.056,true,2224148#u53sJvi7j9z6VQHX,52488.2,-2404867.2
379,3,2,33,22,1485,304,957375,0.001,false,57295#IhuozcYuY2gKjFjp,-96450.7,498111.94
380,3,7,4,1112,451,213,-116394,-0.367,true,2993153#PIFyKoD3FLGIahiN,-81524.5,-2418995.2
381,3,6,14,2513,927,723,105516,-0.843,false,2884815#9Tu7ZgtkpKqudoyl,-10540.3,-601448.25
382,3,6,35,1142,1283,833,-1375969,0.289,false,1250985#pcfMqrsIQCzHVbgU,-93751.7,-2374454.0
383,3,7,27,111,1804,985,-3567324,0.637,false,1591520#hiaKyNLEhATvQAZw,-7958.5,-1909848.5
384,3,1,32,911,1809,535,-321719,0.568,true,324383#nR5tDCsUDXDENAFi,-91307.2,-20985.2
385,2,3,30,2243,1867,935,1162026,0.585,true,2646314#RNtRjtu5mOaRQ3dG,-126544.8,3311535.2
386,1,5,33,1807,2214,707,-3653120,0.860,true,1639744#PIid83Pt4DDSJFGp,131919.9,-1706598.2
387,1,9,1,1728,1150,588,3579175,-1.211,false,1686093#nX2nt1kHhr9E5CWi,-67351.6,-2094803.6
388,2,10,38,1479,293,432,-564885,-0.054,true,869247#HTFvDpLvXzvYJs63,61335.8,-2423551.2
389,1,5,5,640,903,385,3644422,-0.020,false,341650#WFCaSBkKU8j2MBLT,-77718.1,393520.53
390,1,7,7,2413,994,1124,557630,0.293,true,2770022#WWqD0ABK34Ma5oy1,22427.3,-3811165.5
391,1,7,8,1601,2198,804,-3209771,-0.872,true,2443029#nkB9CsK7DjPjtI6E,-131.2,-690619.8
