3,7,36,1743,2661947.88,-981744,5415352#IL4rUohqEViNOxrF,-5913407,-5151184.00,4669519
3,7,37,1482,2785739.99,-437492,282918#Yi5POROpyfKqYvOM,3717253,-1081846.00,-4805919
3,7,38,1835,-5497160.33,7039244,5591379#PcXTp56QY406puXf,4679487,3931018.00,1551034
3,7,39,1541,2743074.51,-2439081,6185735#j4KR0Veoi1c5MLIh,2508756,3397276.50,549653
3,7,40,31,222854.06,5852789,4813940#82zgsoirLGLnDulu,-7112034,6927864.00,3585024
3,7,41,1097,6595380.38,-3815921,1314976#Xv7mdp1Jebimr0mU,2294632,-4156102.00,4440366
3,7,42,948,-7341074.16,-5644824,8529966#SQH7dOZmrEqFUI2X,-2640395,-7303522.00,-3494887
3,7,43,1678,-5813273.74,2506320,8392096#ypUK0zQUCKII7aoy,-3494243,7228662.86,6285838
3,7,44,1247,-8123707.23,8811631,5106913#UZMexaiKMEZLzBLL,-1302225,-2014504.00,-9043044
3,7,45,9,-7128077.24,4089663,5702225#5Uxk05gRGLeLX9gb,3697164,-5407798.75,5598572
3,8,1,1301,-94557.43,58379,158774#2KEDGQ6aNUIBrAgH,-166844,61168.00,-135275
3,8,2,1900,309337.13,-427203,437909#SYWZpBVj644P3hFh,-346303,-454696.00,-298860
3,8,3,1631,-50837.46,-641932,147167#23Oib4QGBERyZQ0n,-505529,-649382.00,-215077
3,8,4,1401,-845267.72,-405356,514356#emorHoCrWlUnShPk,293928,-327888.00,-861400
3,8,5,858,-744285.16,-72381,680009#DBNmfYxziyIshRDZ,-714937,826048.00,-685153
3,8,6,1650,-1363412.71,-383243,555672#W1Sr4KPjrDIqhhoY,125158,-350004.00,1082269
3,8,7,452,1013193.49,1408176,905184#M0E50rlWeXs8Nqkc,756144,-1460944.00,49122
3,8,8,309,781869.1,466976,737605#RloDXi1XsObG1xNN,-782675,137479.04,-1494147
3,8,9,1591,74809.57,-604689,552476#y1JxBfL7mJ1EW9pf,-1918261,1215260.00,-626053
3,8,10,1269,-1608346.01,-1503105,2236142#pBjB1CGeRWwSzo04,-2393433,2074524.00,-1405247
3,8,11,112,-407403.45,761118,1468665#8kf9qv5f9CRPXa7L,-459875,-2060496.00,-2632798
3,8,12,1719,1460482.83,2292471,181827#HiM4nAGqn1pcLK0e,1627397,-2558364.48,-1391419
3,8,13,1896,-211408.27,-1958251,578165#EX8tTGrjyvQisJjH,2135975,1661956.00,-1108651
3,8,14,1443,2195818.06,-3003619,1637296#RSJlfj7LNo00xcSM,2907393,-1085840.00,2962156
3,8,15,801,423279.16,-2645293,2040500#74X7GdaT8U5yoGTe,156721,1146448.00,-2256673
3,8,16,631,3151169.54,-917131,2604791#XqGkYyKGwHLHEkg0,1072638,871214.08,2623816
3,8,17,83,668976.88,-3371630,515708#QNzucdShM3kPIJhj,2375491,1619808.00,2634356
3,8,18,1294,2198101.39,2077200,654522#Unj1632JRr4CgpMX,-1524284,581376.00,924868
3,8,19,2196,-2199296.37,-4307949,759104#IsWq3rzYrFgqebxh,2566772,3980628.00,-757008
3,8,20,2062,-4301177.59,-3609407,1122379#PcXTp56QY406puXf,-4007694,4665001.60,-2581193
3,8,21,1515,202727.55,3384392,3953031#LDBJU8PI13mEqnlo,-159887,2079648.00,-3755768
3,8,22,1483,-3000081.98,-3030064,3569721#Mk77yI0GdPE9KwRd,5129683,-4917288.00,-2693752
3,8,23,1179,588668.89,-491821,5440785#gTQSUNhameFJAu1X,4485155,3973424.00,-1160838
3,8,24,409,-9108.49,-2222638,2217333#RYI8OYN1Oy714xHn,-2330925,4072864.00,-112825
3,8,25,630,-888028.24,-3019864,4310486#ghq0Q4Fz1gt0gina,-3561955,-1935848.00,-2672286
3,8,26,1901,-3851600.96,3682658,4717314#zFt0FeCFh8Aqu3TG,3564655,-1054584.00,-3198970
3,8,27,1758,4992734.83,233746,4322787#GWDyLy78zkaP7tg1,3069814,1167094.00,-6272221
3,8,28,1862,4614496.61,-2369447,2393666#fpqXAhxK4REbtyXD,-640881,3634888.00,-3733670
3,8,29,915,-1820248.98,-1932345,6887099#J94OTz7OQyNudOwc,-1610856,4772304.00,2661303
3,8,30,595,-5261559.98,5386745,1134090#xtnTCjfAcNbdy2uA,3739338,4865656.00,-1720404
3,8,31,654,-4680104.25,7083296,7126930#v4rEz3oNNnMAZdUx,2602970,-2574833.00,-7138982
3,8,32,1609,-5514391.75,-737052,6251286#8xQjDgeANZy3RgTA,-4419961,2099904.00,675980
3,8,33,1966,7708941.28,-3320124,6734061#uDO0I0yIWC9O8P6N,2240976,6996964.00,4506135
3,8,34,498,5775332.01,1454717,94135#qQqAnSLQxA3xdru6,-7230120,2514680.00,-2620642
3,8,35,495,2957627.88,-1090356,6016643#kuvEvvCEVqt3P0rf,-6570910,-5723728.00,5187631
3,8,36,1693,3097547.99,-487190,314023#xypqYvrmuWRUx3f7,4132515,-1203472.00,-5343144
3,8,37,1235,-6117800.33,7832189,6221360#Khi5LtzwKpHuJOAz,5207461,4374808.00,1726174
3,8,38,354,3054066.51,-2715803,6888126#KSnfOoVDuOJETmPG,2793604,3782064.00,612485
3,8,39,2452,247430.06,6522629,5363292#iwwVCEY9bEWfSbN4,-7924764,7720536.00,3995472
3,8,40,2370,7354116.38,-4253848,1465044#BbUD4IVMpPVZ5FV3,2559410,-4634272.00,4950810
3,8,41,1980,-8189714.16,-6297420,9515991#0kxL2oz9xh5SN9DN,-2946019,-8148184.00,-3899623
3,8,42,1423,-6490313.74,2798692,9367899#9VX82T5sKovSHxVx,-3900273,8068832.96,7016703
3,8,43,140,-9074107.23,9840655,5702885#Lc4SW5JJwe9lcQpe,-1453588,-2250160.00,-10101066
3,8,44,2228,-7964573.24,4569460,6371764#SgwZ5KSQ4cPCC7Eu,4130525,-6043912.00,6257252
3,8,45,1730,-5634384.19,2001885,5218414#dvKECSU2K32wW69P,3489583,-3524704.00,9185116
3,9,1,971,170233.13,-238287,248013#rt4g1Hio5ckj8A7k,-196852,-255017.50,-169414
3,9,2,305,-36725.46,-482139,110654#6lI5OK05Fxnkt2gp,-377811,-486324.50,-162103
3,9,3,1461,-714467.72,-342056,434633#bexCvn7J1Z6iQ78Z,246621,-276760.50,-727165
