2150,1,2,27,979,1582,760,-6470604,-4.340,false,13655233#wOpRym5EsN8bqtIa,-273231.1,1.8679448E7
2151,3,11,3,2001,1832,862,-7942547,6.311,false,103525#AxuyAKRIDeHesPsM,-466656.3,-1.9006808E7
2152,1,2,16,1626,776,429,11552948,-2.352,false,16170995#oTFJhZaQ7ltHnWmW,-759068.3,3164694.2
2153,3,11,9,187,484,727,-7669415,0.980,true,13855425#6VFCrNV6hy00HWff,649639.0,-1.2222407E7
2154,2,2,4,1044,1875,463,-14773313,-2.254,true,8822417#u18woH5mmO7NjjDU,726469.4,2.0371548E7
2155,2,7,21,1165,1781,528,-3584524,2.717,true,6244002#14bKCu4ENvobHecB,158957.8,-9407230.0
2156,2,9,11,1594,1274,3,18826022,2.197,true,7252535#7OyyYGOqzZLZgW7a,-421475.3,1.5071364E7
2157,1,6,20,2493,78,136,-9118500,2.819,false,12452837#raHJsaZwiLtvOuNt,-553088.2,1.8437804E7
2158,1,3,28,609,2314,536,20293235,-1.988,true,20613624#oio3KXZyTq8EMnIh,-701173.8,-2.0054818E7
2159,3,2,29,1532,2151,666,-3708512,-4.245,true,2044493#qB06aD6VT9VCWSfG,553907.0,-2.0248484E7
2160,3,5,31,729,2351,412,-1933023,5.866,true,101753#XUdxCYIxTBy75Y2l,796327.4,1.1371964E7
2161,2,10,32,419,668,300,-7480450,5.842,false,14610178#Y1zF9kKWmHGU3ERW,698967.5,-5698286.0
2162,2,4,20,902,1296,1129,-5565399,0.496,true,1354282#N6OjJV3OHjDcDrUk,-269233.0,-2.1550826E7
2163,3,7,7,1424,1456,111,7753597,-3.986,false,15506210#ZvkJ3nxuxezCUr5d,351586.2,-7575525.0
2164,1,5,2,2225,1358,462,7223112,-2.364,false,4488417#u18woH5mmO7NjjDU,744471.5,5194912.5
2165,2,4,45,328,1841,1096,14526845,-0.516,false,9371691#Yy0asG10v1eBb7OV,-618108.5,-1.1123705E7
2166,3,10,2,2121,2040,758,4773324,-2.016,true,10009367#HV06BEgxEsTyCAUD,-472143.1,8043810.0
2167,1,9,44,1183,1434,26,184187,4.134,false,10529110#OrVI1T53bDukGxCX,178733.6,9667763.0
2168,1,10,17,1059,909,1172,-2926805,-6.204,false,7729499#VdkL9nVBZMksWQkh,-556256.2,6944027.0
2169,1,6,35,193,893,332,-11803223,3.387,false,16526085#rmNBBQrTEnCfQ1Sd,671962.5,1.7459266E7
2170,2,10,35,834,167,507,1409227,0.815,false,12065809#G1jEFpwmRWiDFQVz,663943.1,-6293459.0
2171,2,9,43,829,1091,407,-2221757,1.048,true,13824219#ZqCgiDBsAAeuvssb,-107435.1,5108552.5
2172,1,6,32,1892,1395,119,1368654,-4.414,true,14431891#TOanQNZiO62Hbln7,122969.5,-1421932.5
2173,2,2,9,1935,816,292,7156490,1.973,true,14911609#1NRbCSpfHCa5AQdU,760577.1,-7272844.5
2174,2,5,39,578,1220,282,10627089,2.208,true,19701264#V0a6DZffezPxV8HP,-154982.7,-2268463.0
2175,3,1,32,1467,1841,439,-3554390,1.366,true,19014159#u9kylxZD9bEInuLX,-367680.2,-1.5633753E7
2176,2,2,40,1674,1952,849,3567150,-2.226,false,9991046#ZW4KRwZ9uMVLaJU1,413980.2,1.3849311E7
2177,3,4,42,918,1628,31,-18099260,-6.221,true,9295729#65wM8HW47TUOHFeM,-521391.7,8228814.5
2178,1,5,11,920,1809,4,-17528611,-4.656,true,12806474#azeLz93ckMzzKgCi,309312.2,-1.3838467E7
2179,3,8,33,2407,1998,646,5520825,-1.799,false,284239#L1spZMJ2kf9RqczU,-517650.7,2830912.0
2180,3,1,4,467,73,895,-682998,-2.167,true,17170637#FTY2zikztZhi3ZKN,-453386.5,-1.3881395E7
2181,3,6,14,2198,1323,731,592416,-6.243,false,16492113#O2AFJ0stL96tiB9b,-62704.3,-3452648.2
2182,3,6,35,2417,2057,202,-7815469,1.657,false,7117131#Z4lHuJiSi4ZnS77R,-517453.7,-1.3606454E7
2183,3,10,27,1926,2119,287,-20299224,1.987,false,9063626#wmV9pE6mGgoICpW7,-83216.5,-1.0924248E7
2184,3,11,5,2471,2250,362,-1803119,4.168,true,1844699#k7UZRVPkQawc9nuH,-538733.2,-164985.2
2185,2,11,30,983,2002,1022,6575076,4.725,true,14973956#D9O8QoXU34euABHu,-698278.8,1.8777136E7
2186,1,1,33,262,657,258,-20675720,3.380,true,9272050#1touW87fNvnWId8v,786885.9,-9684198.0
2187,1,3,1,108,2149,645,20266075,-6.611,false,9499119#QnVYcaSHW90l5nWo,-336847.6,-1.1858004E7
2188,2,8,38,555,1904,772,-3186135,-0.031,true,4876785#7qwM1pXNwOquQVeL,317529.8,-1.3655551E7
2189,1,10,5,1105,480,668,20464522,0.069,false,1885888#J9dJpl0b4ejRY9tV,-438366.1,2236720.5
2190,1,5,7,493,436,857,3092030,-0.247,true,15520520#hiaKyNLEhATvQAZw,139985.3,-2.1436766E7
2191,1,7,8,2141,1991,913,-18029387,-4.472,true,13674939#zDzabLaK4WqochCR,30828.7,-3829819.8
2192,2,6,35,2091,1539,440,-18826879,2.749,true,17362985#pcfMqrsIQCzHVbgU,619935.4,-1651741.6
2193,2,5,18,492,994,836,-18630663,-6.879,true,16586259#pYk1bL5wVnZftE4L,-29933.9,1.0670472E7
2194,1,3,20,188,897,1134,-10287449,1.784,false,1728461#lOUnH8SNwhd6HCkv,-547432.5,-7345238.5
2195,1,2,35,648,811,231,5249900,2.653,true,9365540#m84hvQphztKN2AYF,570867.9,9527437.0
2196,1,7,6,2440,2374,1025,-16535137,3.354,false,18925655#ADWhMxoHC8DseLAC,-207801.4,1.6690937E7
2197,3,2,43,1531,1679,271,5611574,6.691,false,2864498#A29cmOCbTwrh6rZf,-511333.0,-1.3321568E7
2198,1,2,44,1171,199,693,11663672,2.478,true,10342891#TOanQNZiO62Hbln7,-370281.2,5980193.0
2199,1,11,5,2323,632,978,-10948324,-2.229,false,11921329#moGzg6qa82IQ6GuL,-177880.5,1.973645E7
2200,2,9,39,1069,2228,965,-6620854,-4.440,true,13972622#n7nMEzcQXfWuPXsH,-279726.6,1.9113848E7
2201,3,9,18,2291,591,274,-8127172,6.456,false,105750#vdKab1VvsfsmZNRU,-477733.3,-1.9448408E7
2202,3,4,36,927,1363,81,11821332,-2.402,false,16546540#m84hvQphztKN2AYF,-776774.8,3238294.2
2203,3,10,19,1222,726,163,-7847340,1.003,true,14177186#32HChZr3ZCKxgYy3,664608.0,-1.2506407E7
2204,1,10,39,1659,2124,525,-15116110,-2.304,true,9027172#IhKufpBHlAxdYGm4,743481.9,2.0844348E7
2205,3,1,16,445,90,653,-3667899,2.787,false,6388771#fxJC5ETqUPYKV8s9,162467.8,-9625630.0
2206,3,11,41,369,1464,823,19262534,2.238,false,7420517#ntpVoDsnVecoBRaS,-431301.8,1.5420964E7
2207,2,11,36,306,905,476,-9329875,2.889,false,12741313#51FHXw0upeTUC3Uh,-565813.7,1.8865004E7
