295,0.260,2807597.5,-2333961,1688030#e7Ea0NDC7IoGPr6yczjCK,2093639.570,-1284691
296,-0.297,1809697.4,-2773745,2547999#nA0b7fQUiD2QhvdNxhjxR,-2945107.050,2440632
297,-0.195,-345449.9,-2149513,841890#zXOxZCMK240cJv7DGSKrp,2544672.620,564398
298,0.289,-1761080.3,2975273,1949171#7ayFxkfmdLV72sZzdsr0T,2414218.400,2827423
299,-0.178,311719.6,1546590,1597227#oVXEXMABA4tQAgqJHDbkQ,411385.120,-52875
300,-0.159,2077144.0,-2020345,1430846#zphncVl832JKTCag4aVWL,-923454.620,-2201328
301,0.254,1923342.9,-2597441,2361769#1UdW4pzT7qgG3G5Rm0qiG,-2116938.860,1815352
302,0.164,2535793.8,2533981,2066482#dtJoKrfTPMH38gq4gMZAF,-827729.990,394078
303,-0.242,-681243.2,310115,510638#OZT60Pyx7g7tH1hBCcHOf,-1614552.610,-1262799
304,-0.242,876411.7,-2016861,420910#5MO82eHH5dCLaApnIryFQ,62235.790,-2567882
305,-0.243,-185133.8,-2397251,804470#jpPmsVKOUfZtEgXxZhPg1,1223506.230,2355379
306,-0.304,86271.3,1980283,1290235#YPWJDNgverJqhtUSfcvGo,612041.770,721433
307,-0.254,1522062.9,511721,2948899#krEXzT1N6NhA8W8Ipjg8U,-1256975.240,753211
308,0.217,-2720146.6,-1372489,636073#l047WxXQ81Go30q93JVPj,1639203.010,2058472
309,0.306,-2816546.5,-2834859,922371#sD0b5B4eMoJBatMIdN1pr,2825866.860,642954
310,0.243,-3084827.6,-828567,670253#KUKPOkF5kVBLbnXDW4e2y,2288560.040,-2533971
311,0.210,-1533284.4,2840516,2750808#7KS5QjacPmEDgTtARcTfb,342350.210,-418719
312,-0.205,894583.1,-1941788,2983842#6ISblfFoiGGchcit72zmH,2198417.090,2818994
313,0.182,1985315.0,2433720,3078885#hkdNVix1MjycUobQ3mQcs,-1497520.350,-1826471
314,0.192,-2868045.9,34717,1225567#k4OgJYN2Qb9En9pJyRedI,-1066357.930,529804
315,0.214,-610992.5,-2386843,2644789#5NH0XSJV8LL7YiWfWwCLm,-54766.120,2436619
316,0.280,1519447.6,-2914813,1199779#vaMPS67NytjQeuUDur8RV,-2774012.830,-2026574
317,0.145,603464.7,-989223,257448#w9kJD8fgIusuHjuPrYktE,2153417.170,2175953
318,0.223,1988655.0,-1069518,321266#lLNufnw5PDeaIAYjdLsE7,-438438.830,2321298
319,0.247,2165982.0,2830193,1520301#PhjJ0SJf5vIcEjMqkmsDc,-1567594.680,2959484
320,0.242,2650743.6,-312674,2010146#4PFrmTLGgOBJUl5F7Akbg,-703792.850,2083798
321,0.265,-2570987.7,-943131,2016796#u7njHta4zYUqs6sM6ZxHX,2958789.920,-669071
322,-0.194,-2354005.3,-841851,2341302#k1TvamQs1d6ysAEWC5cxF,1520059.870,2235322
323,-0.256,1080515.6,2953141,897292#SxjcDxvoL4vxnyEkRXJnj,1568563.300,-1543575
324,-0.207,988681.9,2385248,1048634#TWW2P5d6fFnmvGJTDA0BJ,-2749781.770,-1406845
325,0.275,-1091963.4,-2963324,2647880#W5pokaINeFqEXQUSbuyHz,823795.670,-172981
326,0.151,3154799.6,-1955428,3254756#Kt20Mjb4ZnS40owVqvcGm,-1853181.070,-1749701
327,-0.219,-2913726.7,-1057800,2165367#0VdzReBnVL2DHT6z6usAn,1769296.300,-2243900
328,0.172,3131769.7,-2911563,2926185#ivsi9DHghbxlFkI1rdoB6,238432.720,1273267
329,-0.162,-2256964.9,829229,3209800#TA9OVIMLVKGWUfJxeiK6r,910992.470,-1591700
330,-0.311,-494441.2,-2775415,2605388#Z0t1w6Nu5KJ4zA4b6aiLh,-71921.600,-312730
