2,6,21,1939,1279381.39,1208385,385505#5hDJirGPpFtUH6hq,-886042,339816.00,540838
2,6,22,1152,-1274624.37,-2496093,443385#8jG3hfCl0NsQwEUr,1487485,2305908.00,-434640
2,6,23,163,-2470073.59,-2077775,647172#iCtiS4PgIdIxVoBo,-2305702,2678221.12,-1487753
2,6,24,1684,119783.55,1937624,2262795#H3q36Y41obO2W3UQ,-92758,1184544.00,-2142302
2,6,25,244,-1701393.98,-1723168,2032408#gF0CorWfZ3FeXMWc,2916177,-2791302.00,-1534258
2,6,26,1644,335228.89,-275581,3077639#HzuzMmK1ZSsUTUUw,2537855,2243504.00,-653478
2,6,27,2104,-9108.49,-1247902,1250311#bPZ7m3yjAusiydiC,-1311254,2292106.00,-60127
2,6,28,999,-499420.24,-1691284,2415953#hfcAagQGGwqvS6Oh,-1996070,-1081364.48,-1497486
2,6,29,1682,-2147024.96,2052878,2633669#jUEVKTqfjozurSBe,1987133,-591870.00,-1781986
2,6,30,2376,2776286.83,133810,2402653#qJNdSFWrwOpc8k3k,1708784,647902.00,-3484165
2,6,31,557,2550496.61,-1308647,1329269#rI7pi1JNsQR1AwEn,-358038,2010088.00,-2065520
2,6,32,1344,-1006552.98,-1066857,3803506#ilYoqnBEHwV9T4AY,-886115,2630112.00,1466655
2,6,33,1315,-2897655.98,2964197,625248#1Aik4CAghBFxdUpk,2056864,2677846.00,-944100
2,6,34,465,-2567336.25,3885271,3910063#8BUvKkLVG0f6Xb2b,1430763,-1416137.00,-3910946
2,6,35,1612,-3014359.75,-400884,3422143#XoEOtc27ebtFeGFE,-2417426,1145340.00,366869
2,6,36,301,4201101.28,-1812534,3674806#WhZwFgOtOzmqvJ9c,1224865,3817624.00,2455215
2,6,37,1353,3144548.01,794789,52906#aEpsYvu9BlYFC4KY,-3931246,1369478.00,-1426894
2,6,38,768,1605947.88,-593844,3267886#lTXCfSRUWotbTt6M,-3565184,-3106384.00,2819119
2,6,39,2482,1678283.99,-260975,172445#7YwLDpqz11eTPgdU,2242355,-649864.00,-2897844
2,6,40,2096,-3304232.33,4237505,3365446#unLsdGZL0MVlWQQd,2813978,2362960.00,932206
2,6,41,564,1649586.51,-1466093,3716038#7Lq8NweqJeZI4ezQ,1507191,2044314.00,328725
2,6,42,430,136838.06,3508349,2891207#bjmilyjYuPQXKzNO,-4267478,4153512.00,2148456
2,6,43,1959,3951300.38,-2289814,792011#Es3RmeeX8FJPuVDK,1371919,-2489752.00,2661546
2,6,44,1989,-4395794.16,-3379932,5107880#RQVLUescyQDs1iT7,-1579701,-4372048.00,-2090215
2,6,45,1618,-3472649.74,1495546,5018606#MmSUQIejuG3lU4XI,-2090540,4324074.80,3759132
2,7,1,800,-78007.34,60875,136395#EoMrNZs6h97tmjZD,118243,13774.00,-12823
2,7,2,740,-267240.36,116621,80824#VecnmTFUNKFOnqAY,-207065,-207285.56,101920
2,7,3,608,-164253.43,108716,275668#VanGsk3scjAjlHSi,-284912,104872.00,-241965
2,7,4,2133,362329.13,-499171,510250#o3PTIaurIJYBaq7w,-403237,-530764.00,-348173
2,7,5,1202,-49269.46,-624177,143110#KbpWZY3KQknREz3e,-491338,-631264.50,-209191
2,7,6,1956,-740627.72,-354716,450577#C6ILJ6G5xfpEjy7Q,256083,-286986.00,-754012
2,7,7,1692,-606301.16,-58716,555835#sKRwLl6IYlbTw16V,-583767,676404.00,-559335
2,7,8,499,-1059796.71,-297723,433349#JV0y7QhUp4sXo9hP,98960,-271532.00,839853
2,7,9,1490,761865.49,1056846,679922#qrSoxZz7jHESSoPZ,567990,-1097812.00,38307
2,7,10,1869,572205.1,340824,540099#J94OTz7OQyNudOwc,-573346,100097.80,-1090018
2,7,11,1628,54969.57,-428485,395454#vk6ILCz31ea6snU0,-1368518,869021.00,-445416
2,7,12,861,-1127962.01,-1050009,1565484#cWqrRxT40JnWAJuD,-1675737,1453074.00,-983867
2,7,13,283,-280139.45,525584,1014776#0HpoDNsipoiWUmUd,-316099,-1417944.00,-1815832
2,7,14,539,992386.83,1559530,124352#IL4rUohqEViNOxrF,1110624,-1740465.16,-945679
2,7,15,1633,-142864.27,-1316977,392177#d7TunYhbFmCawOrt,1437205,1119775.00,-747979
2,7,16,2030,1466474.06,-2004075,1094194#Ak1KNBK4vKwEe4cF,1938067,-722624.00,1975059
2,7,17,107,278831.16,-1749691,1351493#TxMAEeHMbMBwpGvS,103626,757024.00,-1490147
2,7,18,2221,2067713.54,-600067,1710136#sIBwXokQLa6ysIB9,703141,573142.24,1718692
2,7,19,1759,432688.88,-2201088,337465#uBCD6uGg0gJZWpjI,1546854,1055784.00,1716468
2,7,20,374,1422293.39,1343534,427352#IL4rUohqEViNOxrF,-985324,377392.00,600576
2,7,21,1632,-1419104.37,-2779195,492716#FYot0rDa94aQJDE0,1656123,2567583.00,-485010
2,7,22,2300,-2757305.59,-2318031,721714#KtBfmYG9VkFP79p2,-2572681,2989872.96,-1659273
2,7,23,226,132839.55,2165356,2528850#2gT3f43t44f87ao2,-103325,1325440.00,-2396273
2,7,24,1507,-1906449.98,-1929520,2275142#pBjB1CGeRWwSzo04,3265678,-3126984.00,-1717336
2,7,25,2183,375356.89,-309819,3451804#VYX7HtiFMLmxfji6,2846178,2517408.00,-733810
2,7,26,829,-9108.49,-1402622,1403806#WhZwFgOtOzmqvJ9c,-1473107,2574766.00,-68492
2,7,27,1401,-561244.24,-1902649,2717356#emorHoCrWlUnShPk,-2245188,-1217305.04,-1684386
2,7,28,2268,-2418768.96,2312698,2965844#QjM4QP2gEh2mGFrl,2238622,-665636.00,-2007882
2,7,29,1890,3130302.83,149772,2709341#zL95XXYveHjj26OQ,1926170,730828.50,-3929480
2,7,30,1577,2880736.61,-1478375,1499572#iR2jhgeCnkHWLbry,-403293,2270056.00,-2332424
2,7,31,1389,-1136952.98,-1205557,4297672#W1Sr4KPjrDIqhhoY,-1002259,2973412.00,1658105
2,7,32,730,-3277047.98,3353001,706914#Lkl9aCao7eff9Alt,2326891,3028976.00,-1068692
2,7,33,1446,-2906888.25,4399240,4427059#nxujzHsUqVAufR8u,1619153,-1602356.00,-4429738
2,7,34,1291,-3416663.75,-454980,3877407#cnuMGyiEe4MqYN4x,-2739673,1298948.00,416611
2,7,35,1203,4766253.28,-2055424,4167686#6JTk601WQlit8nWs,1388572,4329851.00,2785641
2,7,36,316,3568868.01,901229,59556#UpbZ87vSVdOHglHw,-4463322,1554188.00,-1619434
2,7,37,1477,1824187.88,-674010,3711696#oVsATl7ot3bQQOJ5,-4050484,-3528976.00,3201535
2,7,38,306,1907659.99,-297535,195326#Y06aere61mttY7wJ,2547836,-739336.00,-3293044
2,7,39,1994,-3759368.33,4818998,3827432#HBbAtnBrIwnGfxj3,3201159,2688406.00,1060642
2,7,40,868,1876978.51,-1668427,4229614#6cSy6kV2W4yw38cd,1715467,2325664.00,374667
2,7,41,2142,154758.06,3996774,3291776#0HpoDNsipoiWUmUd,-4860094,4731502.00,2447741
2,7,42,1272,4503108.38,-2608306,901152#CvfF2qlX2DEzuU5F,1564485,-2837512.00,3032778
2,7,43,998,-5011474.16,-3853384,5823231#uH64l5DTWiQCjUrC,-1801428,-4984842.00,-2383847
2,7,44,1023,-3962697.74,1707168,5724901#LFH45tG0fFPk5tZF,-2384429,4932197.92,4288140
2,7,45,458,-5536507.23,6010399,3484544#3Owj0XNig3pDnf8V,-890181,-1372996.00,-6162873
2,8,1,707,-154344.36,68021,49021#WhIlagOr4AYidDj0,-122492,-117732.32,54472
2,8,2,993,-125533.43,80751,210727#O166YCBe6zEfxvKa,-219319,80592.00,-182693
2,8,3,1900,309337.13,-427203,437909#SYWZpBVj644P3hFh,-346303,-454696.00,-298860
2,8,4,2450,-44565.46,-570913,130939#gzEMwrJUy40UdH5w,-448766,-576912.00,-191533
2,8,5,451,-705747.72,-337836,429318#KWr4pXDLUU7M0xoV,243468,-273352.00,-718216
2,8,6,846,-593757.16,-57474,544546#UdQQon3wnWtaglTv,-571843,662800.00,-547897
2,8,7,499,-1059796.71,-297723,433349#JV0y7QhUp4sXo9hP,98960,-271532.00,839853
2,8,8,837,773833.49,1073576,690648#nRS9gH2uqUQNbVGt,576950,-1115104.00,38822
2,8,9,774,588333.1,350528,555292#iwwVCEY9bEWfSbN4,-589449,102973.28,-1121105
2,8,10,1052,56889.57,-445537,410649#GR6WG3qeHnrAqCjF,-1421719,902528.00,-462897
2,8,11,2033,-1181338.01,-1100353,1640002#LXC3r4aDaJXPehrp,-1755481,1522124.00,-1030687
