615,3,11,23,983,1600,249,4125958,-0.361,false,2668235#DzJNPMWfXDBKFOx6,-177986.0,-3162904.8
616,3,7,24,1111,1530,31,1353249,-0.466,true,2852847#twtewxIFUMKtmSa7,-127903.6,2290210.2
617,3,6,34,1973,421,206,49337,1.034,false,3000295#IhuozcYuY2gKjFjp,54532.1,2748563.5
618,1,8,2,1464,1038,577,-835467,-1.554,false,2204183#2BPPHkCgjSRdOMiU,-155085.2,1984026.9
619,2,4,5,2353,306,550,-3371610,0.752,false,4722107#hXaH1CK0K9cEjWcf,192470.0,4984866.0
620,2,10,5,249,2328,761,404734,-0.052,true,3451064#T9D2t8UVYjSMRkUt,193952.1,-1804658.9
621,3,5,10,500,1712,1021,-634557,0.428,false,3955617#71zp7gaiVnrCJnkC,-33825.6,1462952.5
622,3,4,15,1469,1489,277,391766,-1.314,false,4134574#0ZP0UB0rKfJVph6f,34898.5,-405132.44
623,3,2,19,365,78,787,2050402,0.423,true,4276671#LWu1XsKUWxB3xbhw,223734.6,-2089644.8
624,2,3,24,382,2293,106,3056114,0.348,false,5656559#HXms5HnN3Ueb3Nba,-42700.7,-656463.06
625,3,4,35,2533,2086,1095,-1026340,0.250,false,5470212#fMVA9c9kmkcth1Jv,-109093.7,-4498553.0
626,3,9,40,839,467,514,1029025,-0.676,true,2880530#iERQlMzSjTXxZAML,119154.7,3978910.5
627,3,9,22,786,2337,80,-5211010,-1.571,true,2683026#wpC1czHSBTg9mZbZ,-156010.2,2376014.8
628,1,6,21,300,142,775,-5049949,-1.556,false,3693916#Ocf9k0IPT3mnP3IV,88158.2,-3992867.2
629,3,1,43,987,1356,942,1591187,-0.249,true,88815#9Tu7ZgtkpKqudoyl,-154950.7,822111.94
630,2,8,34,107,1066,767,-195089,-0.617,true,4962248#UKk5zAiLmAy9ToL2,-133172.0,-4010995.2
631,2,1,4,2258,1516,68,173141,-1.593,true,4774718#RDQqutenwAvz1BQO,-17785.3,-997448.25
632,3,6,10,1812,990,385,-2270344,0.479,true,2065728#FYV4bYBMtwkYkffm,-152599.2,-3934454.0
633,3,7,27,856,1247,560,-5891199,0.824,true,2629313#51FHXw0upeTUC3Uh,-18411.0,-3161848.5
634,3,8,40,1,1403,675,-527469,1.068,false,535538#rnJHpwSerCUWUQgd,-153449.7,-40985.2
635,1,9,30,1223,1819,455,1913838,1.160,false,4358487#vQRpvjHJXVhZUPny,-205952.3,5459535.0
636,1,2,38,1944,1664,1005,-6017370,1.210,false,2699786#qWWkgyHpSNT58jne,222887.4,-2814598.2
637,1,5,6,1503,1088,1088,5896800,-1.961,true,2771236#dcmg8NF22enP57az,-104781.6,-3450803.8
638,1,3,18,1069,183,939,-928947,-0.051,false,1425849#VT5p71uQ25wNgqA1,96918.3,-3983551.2
639,1,6,15,775,1979,982,5980547,-0.008,true,556127#LMXI3BYSAjQAn0Jf,-127808.1,649520.5
640,3,11,24,2428,1050,398,909630,0.218,true,4540924#RIpu7qVLmX0V7bJA,38754.8,-6259165.5
641,1,7,41,2521,1435,590,-5268051,-1.372,true,4003017#lLtbLzAmBgmaYk5N,4168.7,-1126619.8
642,2,7,45,1908,702,382,-5520036,0.734,false,5088519#bSSU9LG6Pbyoja9H,185175.9,-486141.66
643,3,8,40,591,560,1031,-5462018,-2.229,true,4868941#anR6hmiIqfAHi1XW,-9504.9,3131272.2
644,1,10,25,1600,1422,536,-3023374,0.311,false,513509#lQh1CfQSD1jrSd4I,-160986.5,-2162038.2
645,3,9,25,118,1819,999,1543664,0.638,true,2754449#Zc2VdvJCdkhe1v2O,166612.4,2806637.2
646,3,8,38,860,91,942,-4864025,1.184,false,5571707#jq4yaWONp8brE1CJ,-57466.9,4910937.0
647,2,9,33,356,607,84,1646287,2.041,true,850180#y3nXh0W7FMxkbKBu,-145889.5,-3922368.0
648,2,9,44,316,880,928,3438209,0.773,true,3055814#UgGW3bSJOVmbZCdH,-103960.2,1764193.1
649,3,9,38,393,1505,1117,-3232036,-0.679,false,3519693#omWua0Vuyv30eMnW,-50145.0,5823650.0
