1316,3,8,32,808,351,-5314155.730,3829500,-3651501,-3921511.2,true
1317,3,3,13,1647,1258,6750912.460,3551323,-9048824,1644995.8,false
1318,1,11,5,504,285,5406578.660,1840761,-2433769,1.0673448E7,true
1319,2,1,6,731,1482,1933771.240,11802618,6409146,-1.0146437E7,false
1320,1,8,40,2319,777,3349298.250,-1836999,-3135977,4295323.5,false
1321,2,3,25,1777,1315,-578828.310,-12674611,-1234991,4292463.0,false
1322,1,10,40,1,1427,9261800.730,-2036467,-6245390,1.1020439E7,false
1323,1,5,9,373,395,11721633.050,4653329,7903496,7840826.5,false
1324,3,7,10,627,2193,-9565322.640,12116092,572193,852602.06,true
1325,3,6,6,661,790,6806923.070,-2491563,-3479283,1.0148903E7,true
1326,2,1,42,262,103,-10832720.240,-3008490,-13236493,-1.2245669E7,true
1327,1,1,5,1104,1734,5899041.810,-4426217,966593,1.1440175E7,false
1328,3,2,26,2180,2490,-7786136.720,-10005271,-10810140,3906544.5,true
1329,1,7,36,688,2437,11807988.670,4596810,-4832633,-4874385.5,false
1330,2,1,10,241,1928,-4336927.150,-9720177,6485724,1806774.9,false
1331,3,11,29,1077,692,7666613.670,-5228004,-12298522,1.0984526E7,false
1332,1,9,30,987,505,-4195190.200,2853850,2735499,1.0186642E7,true
1333,3,9,21,520,63,5764370.820,-8669988,11922110,5395065.5,true
1334,3,5,36,740,1520,-11798335.050,10669255,8214410,306320.3,false
1335,3,1,45,3,1504,-6011242.700,2403712,2021964,-9723559.0,true
1336,2,10,15,2344,879,3022705.770,-3555827,-1073580,-8367283.5,true
1337,2,6,7,2322,733,5036482.310,-4253364,-2603634,1.3160873E7,true
1338,3,2,45,1025,451,7078220.160,6133243,-5004303,-1130623.8,false
1339,3,3,34,445,489,3693387.050,892588,-10369899,85267.3,true
1340,2,5,39,990,895,-5084719.580,11654035,-8553791,2203657.5,false
1341,2,10,24,1203,1813,-8598239.530,-10549789,-4077494,-4619821.0,true
1342,2,5,21,392,459,12898522.750,7719947,-311361,-4892498.0,false
1343,2,6,7,1293,1806,-3396403.590,10172133,-13167878,-7855485.0,true
1344,2,9,39,975,1105,10992538.300,13047429,-10270615,-9248404.0,true
1345,3,9,18,868,370,2000758.790,-9910283,-6411910,885976.0,false
1346,1,2,19,645,1122,8647106.450,-12678921,8786384,-3424774.5,false
1347,1,8,24,1797,1553,4434493.170,-13445925,-9882373,629331.6,true
1348,2,7,9,1231,197,994276.300,-10324557,4077526,4078403.8,true
1349,1,7,41,1135,1273,-4883731.190,10252578,13091237,7109037.5,true
1350,2,8,39,2235,610,6005452.940,-7977457,971224,-2180413.0,true
1351,1,6,12,62,652,5824888.440,9144279,-12457129,1.2369223E7,true
1352,2,8,26,462,1140,-8246139.780,-794045,-10778889,4544264.0,true
1353,3,9,30,643,1924,10933859.740,-2373604,-1453151,-555105.75,false
1354,3,8,39,454,466,-11471230.130,-3627535,5021919,6090690.0,false
1355,2,7,3,393,2426,11199955.170,12682272,-10656329,3319048.8,true
1356,3,7,32,1090,1067,-671993.370,-12067982,13163032,7360891.5,true
