922,3,9,30,1469,2401,475,580841,-1.914,false,6127603#724bJeAtqHPXR8Dh,51944.5,-601932.44
923,3,2,4,260,996,577,3038677,0.723,false,6335046#ZW4KRwZ9uMVLaJU1,327639.6,-3092844.8
924,2,8,24,1483,1000,902,4521464,0.708,false,8374889#i8XQ5HB9H9c3C2MF,-64432.7,-968463.06
925,3,2,20,364,1651,168,-1515640,0.466,false,8091621#iPTZdJFS2scv5c77,-159142.7,-6653753.0
926,3,8,40,2309,1142,1036,1520275,-0.976,false,4256759#Rw5GNbD2eCKbq3kM,176217.7,5889310.5
927,3,2,7,321,417,261,-7705510,-2.471,true,3962904#6glZiht3ziITjvgg,-226729.2,3508814.8
928,1,5,6,420,2170,359,-7465174,-2.156,false,5457637#FTY2zikztZhi3ZKN,130962.2,-5898467.0
929,3,2,28,117,240,999,2351762,-0.549,true,126639#eeCDUMz1crmpte27,-225150.7,1210911.9
930,2,7,34,422,1804,487,-289523,-0.917,false,7325162#aiyQdq0FMtQxLeqC,-195149.0,-5921395.5
931,2,1,19,938,781,463,254291,-2.493,false,7042601#ASKp0G65Jmrwj7Vm,-26479.3,-1472648.2
932,3,6,25,1602,1119,83,-3343594,0.707,false,3043419#yCvbTWXdKQh4xixd,-223216.2,-5806454.0
933,3,2,27,736,98,50,-8679849,1.049,true,3874664#L1aFJx8WHub0Uze1,-30954.0,-4664248.5
934,3,6,13,1951,1877,843,-774369,1.668,true,788924#RIpu7qVLmX0V7bJA,-228020.7,-64985.2
935,1,3,30,1013,2242,1060,2816013,1.850,false,6413094#twbKifLMc7508duR,-301241.3,8037135.0
936,1,5,8,2109,1004,1127,-8854470,1.630,false,3971837#raHJsaZwiLtvOuNt,332048.4,-4144198.2
937,1,4,21,1233,53,507,8677950,-2.861,false,4073407#5IbI03lVEctRQSV7,-149697.6,-5078003.5
938,1,10,3,70,51,602,-1365822,-0.047,false,2093772#xXYG0f7knxCdqSUW,139617.3,-5855551.0
939,1,5,45,430,2309,45,8783897,0.006,true,813500#4ursuvb8HIATx7hx,-187916.1,956720.5
