1229,3,3,13,1782,1527,1056,3112337,-0.849,true,164463#iLGDI3adHwmOow3I,-295350.7,1599711.9
1230,2,6,34,737,139,207,-383957,-1.217,true,9688076#tDnpN0o5IDMOSL4C,-257126.0,-7831795.5
1231,2,1,34,2153,46,858,335441,-3.393,true,9310484#5j8hoCfR5VbS5Bn4,-35173.3,-1947848.2
1232,3,6,40,1392,1248,962,-4416844,0.935,true,4021110#OrVI1T53bDukGxCX,-293833.2,-7678454.0
1233,3,8,27,616,1352,721,-11468499,1.274,true,5120015#O1n1HUFMkxUbN5qo,-43497.0,-6166648.5
1234,3,4,31,1366,2351,1011,-1021269,2.268,false,1042310#M2tJC83B8R4HuRxO,-302591.7,-88985.2
1235,1,8,30,803,262,484,3718188,2.540,false,8467701#aMA0lDdkXJTk1H5T,-396530.3,1.0614735E7
1236,1,8,23,2274,344,68,-11691570,2.050,false,5243888#J9dJpl0b4ejRY9tV,441209.4,-5473798.0
1237,1,3,36,963,1421,1107,11459100,-3.761,true,5375578#PwDdri7AlMGRQcVf,-194613.6,-6705203.5
1238,1,6,33,1606,2322,265,-1802697,-0.043,false,2761695#W9iDyiGqKMMBhXAJ,182316.3,-7727551.0
1239,1,4,30,85,236,289,11587247,0.021,true,1070873#xmp6KCoZsAsAYAyq,-248024.1,1263920.5
1240,3,3,39,943,1665,309,1754430,0.038,true,8791090#VlAaIvtepmErkFKJ,77940.8,-1.2134365E7
1241,1,7,11,166,565,1020,-10207923,-2.572,true,7746987#kC0clnFMwpihV5qu,14488.7,-2173019.8
1242,2,2,15,834,1026,1014,-10671072,1.514,false,9839925#JT3nlkIvBMKqAUkI,353469.9,-937341.6
1243,3,4,40,798,728,1146,-10559558,-4.029,true,9404677#V2FptSKnnqrhvPn1,-17412.9,6049672.0
1244,1,8,10,481,2304,501,-5835274,0.881,false,983813#yUkXjBAC84mRCNu9,-310578.5,-4168438.2
1245,3,10,10,1468,2359,816,2978336,1.418,true,5313581#Y8CSQAv78mzzbVzZ,323098.4,5408237.0
1246,3,3,8,245,2215,136,-9381875,2.024,false,10740977#IA5BwOTeTCLMd4Wv,-115660.9,9470937.0
1247,2,10,18,2201,1177,4,3181237,3.841,true,1629916#Ocf9k0IPT3mnP3IV,-287351.5,-7560768.0
1248,2,7,44,2446,1159,37,6622259,1.433,true,5876618#XHUUhdcNotQy1BVB,-207052.2,3396193.2
1249,3,8,8,813,857,987,-6218986,-1.279,false,6771939#zDzabLaK4WqochCR,-99591.0,1.120925E7
1250,1,8,27,1894,1969,613,-3766104,-2.540,false,7942231#29BzY8We4vjaUcj2,-156312.1,1.0860248E7
1251,3,3,3,1851,149,817,-4619297,3.701,true,63484#5j8hoCfR5VbS5Bn4,-267270.3,-1.1058008E7
1252,1,10,16,1533,2225,788,6722036,-1.452,false,9411194#JMObBQuQJs6OQkk2,-440351.3,1839894.2
1253,3,7,9,1837,934,250,-4466765,0.575,false,8063727#YLlklJdWLbZtHxRH,380197.0,-7110406.5
