883,0.618,3954718.8,4652550,1737960#lDDtGpaLOxw5S4EB8h5vw,6015715.680,6018688
884,0.630,-7416185.3,-7611337,5387502#3uYDBgMH3qE7FoWzjjLEo,-4879494.210,7554564
885,0.548,869799.1,3843925,5334280#UmEhTUT0WvLmQE48cVjNU,4536936.820,-3683269
886,0.609,-1868024.3,-4243367,6535148#m5wun2fUQSvu9evHX1ctv,-8463287.170,-3222516
887,0.619,-1812858.3,-1646061,5998758#SWuVYdkEvHEtig7iEXxnf,-1560554.790,-379303
888,-0.525,2916834.1,-5520694,6663051#7Y42yehzYi48mSmGqSPk7,7797092.640,6005539
889,0.621,8210220.7,7503735,7727538#wf8z54uVbN0gxx9cgsRkn,-1384644.150,-6318212
890,0.601,268784.6,3255520,4881724#KkiaAoHwFFMY0qT2EgcMs,-7636597.050,-7540044
891,0.572,-1653790.9,-2222874,1242382#5LYJB9zGhRLfoD2mBxfCV,7671263.500,5955660
892,0.683,-4757421.9,8647664,1515638#OZT60Pyx7g7tH1hBCcHOf,-1253699.480,8133522
893,0.554,3991845.9,1430330,2555203#4mrWtLzajv09PFI5pc8sN,-2710618.910,7665125
894,0.643,1209732.2,-6795566,6220100#mr38YtpVQ5ELjlAZXZSK9,-1769834.140,6892696
895,0.686,8537645.5,-7066791,5108300#MirVdtpefHBPXpIJBzJJy,6362687.570,-3887257
896,-0.717,5492167.4,-8412929,7708551#lY7wuksx2gX1OHo5qi07H,-8927761.050,7370748
897,-0.615,-1060235.9,-6493117,2523174#7vbQEwcAqHkSNVihAN2dT,7677036.620,1701086
898,0.715,-5295536.3,8957651,5871923#wxydFsFZIW0el3b4Z4qgw,7275280.400,8525161
899,-0.598,951865.6,4662006,4786095#Pjpfm4v8V3DjVaMazD0VT,1252765.120,-165429
900,-0.579,6228238.0,-6073825,4287698#lGsBmKbIJlolDzZLXbNPn,-2789646.620,-6601740
901,0.680,5770860.9,-7787621,7069519#M1QVeu57PymPBXmBR24wR,-6336018.860,5425648
