589,0.408,5438802.7,4970724,5121978#C0S8ulxzCSBF5rVjnXhiO,-916395.150,-4188680
590,0.388,177515.6,2157610,3238837#IizZXY6TfH0reXnSbEMjG,-5065345.050,-4999740
591,0.359,-1096000.9,-1476024,826996#diXX0CtlwEyCtRbNiNlLI,5086280.500,3952059
592,0.470,-3159630.9,5737307,1008389#pyhAieGaPNw43DrjENDkP,-834347.480,5400063
593,0.341,2650497.9,949991,1699711#Flj8EVXQ0uVkMGiNIz0NL,-1803139.910,5087357
594,0.430,801405.2,-4511897,4135916#joCLMgQRc48gJfbDbiRFa,-1173443.140,4577275
595,0.473,5672621.5,-4700376,3398165#MTw6GGXKygNO1r5Md9ycr,4228163.570,-2585974
596,-0.507,3650932.4,-5593337,5128275#25iDZTz11G7QMSs5wqgql,-5936434.050,4905690
597,-0.405,-702842.9,-4321315,1682532#x4axwythanSJI7bJTjLep,5110854.620,1132742
598,0.502,-3528308.3,5966462,3910547#3Z2pCaGht6Zpx4sr4zt7s,4844749.400,5676292
599,-0.388,631792.6,3104298,3191661#uVZCPQ2uQgjUBtCXL96QO,832075.120,-109152
600,-0.369,4152691.0,-4047085,2859272#lQ9OymZyrN7LNoC5qfqA2,-1856550.620,-4401534
601,0.467,3847101.9,-5192531,4715644#6dSmUYHSdjkwg2cZSfxbC,-4226478.860,3620500
602,0.377,5056192.8,5049964,4118539#rHZBAEikLoyWWFdwFsH5e,-1652264.990,780103
603,-0.452,-1351044.2,624377,1010063#0hYZJQe0MaoE6BtWgZPO0,-3215487.610,-2513382
604,-0.452,1739076.7,-4003413,833458#hXJzl0JRiu8s4Y2DLhBYQ,120096.790,-5108078
605,-0.453,-373056.8,-4747538,1594019#U3oy9v3Wr19CO8XUHWAg4,2436781.230,4681333
606,-0.514,177894.3,3927565,2545840#1C9mabOI5IFYFnSPBAoMl,1211222.770,1428005
607,-0.464,3003261.9,1014170,5824438#JHH6JYo8j6lrauyQO1Coc,-2481098.240,1497274
608,0.430,-5374819.6,-2702272,1251526#cDQtvEqmLjVViDyAboJyZ,3233757.010,4072429
609,0.519,-5547125.5,-5587443,1810890#zXOxZCMK240cJv7DGSKrp,5577418.860,1274220
610,0.456,-6073796.6,-1630596,1316768#By7YnGerkDERjHEJhSkyh,4498114.040,-4980963
611,0.423,-3004028.4,5579606,5401827#XZ0W1oTgPf5EsCBCYMeJA,664685.210,-814866
612,-0.415,1760953.1,-3808727,5851353#sEcHp2khmq4bBrrgIr2Ia,4319054.090,5526416
613,0.395,3888965.0,4764768,6020313#YOCFE2z3MOTZnCK5h1wq8,-2932666.350,-3584597
614,0.405,-5607051.9,70114,2393113#5H6WwMnl4P2UpvE5YfvtW,-2082184.930,1042399
615,0.427,-1201791.5,-4653058,5157688#YUfIcBcCHjYSc34j9mLmG,-115354.120,4757704
616,0.493,2953942.6,-5673151,2333320#sYeK8okc6xQQl8dKYDZ5t,-5402216.830,-3955142
617,0.358,1178231.7,-1925511,492888#6WaNdnRAcMqrVYOa8VjKx,4198598.170,4241675
618,0.436,3866859.0,-2072154,621254#1N8zDsdPpwESbEOY1WFti,-844095.830,4505517
619,0.460,4212072.0,5496845,2942574#yIbcVlxH1GSudJSEsZGGH,-3049753.680,5734463
620,0.455,5139156.6,-601637,3894137#Nd7b4VfsIWR06d7Px1AMo,-1368484.850,4030822
621,0.478,-4970861.7,-1828713,3897277#GWnGyvK6zIjN5KU9IFNW9,5715945.920,-1289015
622,-0.404,-4549948.3,-1619526,4517679#1u8Omrclq4m2DBray8MGv,2939065.870,4312366
623,-0.466,2083835.6,5688568,1724671#815V2P00fOhH3Lr5OafMh,3021214.300,-2974875
624,-0.417,1905289.9,4599647,2018135#HoPxSjUMyYZ3SMcXJplae,-5291516.770,-2710597
625,0.488,-2105369.4,-5702399,5091722#JCxXb3s1gp4ygEzZX7SRD,1592308.670,-334174
626,0.364,6049244.6,-3753583,6242063#0hYZJQe0MaoE6BtWgZPO0,-3561870.070,-3352223
627,-0.429,-5577735.7,-2019804,4146864#E0kAiSYgZkNkbHn1BLOUC,3392326.300,-4298111
628,0.385,5999028.7,-5583045,5595588#YVSfBU4hVPZ98LhSyss1t,453457.720,2440537
629,-0.372,-4320475.9,1589009,6132514#g4y4hdT2RNepxjiFQlUc4,1746129.470,-3041552
