1759,1552,735,false,8167573,-4210989,-5536494.5,6069839,-15226117
1760,167,111,false,15847183,12358125,-8108370.0,-12935852,1244216
1761,665,738,false,-9918995,-13628132,-9919353.0,1484311,7541662
1762,433,1193,false,7011775,8485413,7477425.5,10154734,2442191
1763,793,490,false,193223,-15068511,1.6633632E7,11151206,9608667
1764,2710,1502,true,4081975,13469426,8785092.0,14525073,-13313842
1765,1925,35,true,-15323743,-877481,5477898.0,-6936875,-15607437
1766,1192,21,true,-8513133,-14432343,-8585307.0,-7945817,-6611947
1767,998,1194,true,6831098,16760069,4404762.5,-6805376,11504698
1768,1601,1272,false,-7551632,6769147,1.4888654E7,-1331391,13661958
1769,2637,778,false,-16026733,1261632,278615.22,4820186,14049820
1770,930,23,true,10475236,15648157,-1.593526E7,-13826587,15220714
1771,1025,973,false,13763197,-3630630,-1.1821042E7,-3429323,-9931986
1772,2001,531,true,10531028,-15448978,1.5390649E7,15447932,-1934011
1773,1932,917,true,5678276,13154631,-2079485.5,-4279177,8864973
1774,696,1105,false,-2126498,-13527668,-1.1101351E7,-12299676,-10954483
1775,1614,1018,false,-4346705,-116025,-1.6159295E7,16389694,9864905
1776,232,1465,false,-11006092,-1909746,-80343.59,16222134,12896768
1777,2214,126,true,-5930339,-6141673,-9439535.0,-14980267,-17735224
1778,2101,1333,false,-15643694,10236134,-7784806.0,-10366125,5194986
1779,2339,1154,true,-268657,-1564801,-1.1564229E7,-725246,-16461963
1780,2748,104,false,8302328,-2324153,-855067.7,493072,-326771
1781,616,620,true,-1733761,-6695918,4499803.0,1272151,-1202620
1782,2191,49,true,-9783684,73657,5560264.0,1883069,14057191
1783,1339,298,true,13384245,10413494,9302876.0,11505463,-5533890
1784,473,445,false,-2621807,9071009,7956941.0,3387614,-9775706
1785,2712,1081,true,-9490882,15707657,5193026.0,-14507456,-1775800
1786,2688,606,true,-4193039,7242555,1.306757E7,11105648,-602972
1787,38,346,true,15274229,4274399,1.0806852E7,3474418,10344778
1788,884,44,true,-6184003,13635009,-1.2181374E7,16236839,-12701237
1789,73,469,false,-16035965,13119246,-1.3446069E7,-13408498,-15763621
1790,289,725,true,13227292,1943576,1.4088726E7,16158090,-13623089
1791,942,559,false,1715732,2567034,-1.4785884E7,15511854,-8044608
1792,264,613,false,-10143935,13307999,-111.82,-4311626,15740922
1793,1366,678,false,-4548075,-11003589,-583096.9,-3217837,-11202646
1794,2134,1202,true,-2927148,-4722938,5509887.0,10289549,-4140358
1795,1756,871,true,-10588109,9020961,-1990701.5,4335292,8047005
1796,919,1351,true,-12895736,-9944430,5377705.0,11248845,-16922840
1797,1037,1138,true,14930865,-13433580,-3615911.5,-10147208,-13886383
