303,-1611988,2066966#GA1XOSZi2G5x,-851048,false,563459#XNUuIEAIWKj1VpdNgqN06,-0.036,2683172.2300,-418914.3400,-2264542,-978041,-2305126.8,342296.000,672887,-0.232,1511444,1555717
304,-2479010,2471045#OVmBe7vbB4Ql,-1473941,true,118863#XkMhQPF5qjaqWhhSo1sFi,-0.504,-1772838.7900,1241016.6200,1332173,1901376,1174628.5,416096.000,-1964453,-0.302,-1125112,-348259
305,72792,284591#FVJUvBCgHV8E,-2499943,false,2519889#iWwq7KPimNAog1RCFUAVH,1.895,-578711.5300,1206144.2500,-1279885,-190652,1071647.2,498787.000,2940645,-0.233,-58237,2963209
306,-1543921,1378733#SYcr0X8OgFYv,2292759,false,1754420#i708aKRF5Ss9pbOQ9osnH,0.185,-211097.2500,-1954525.1100,1551817,-1506388,1655829.6,-409208.000,-2967745,-0.224,1404893,2623462
307,1622761,1624032#6NZaGYEoWrI4,-2138065,true,1222362#nE45Wkk8EHD0hMiNalc6p,-0.317,1303454.8600,90318.1800,-1977244,2666879,-2056999.9,981480.000,-2703206,-0.118,2423623,2775387
308,-792572,2145232#RNPJ1McrF5Ht,2287619,true,2784832#DYtZs4djjSTyMdaF0rpBV,0.147,-2701185.6700,1167842.9700,-2846054,721466,-1454206.5,-1071032.000,742506,-0.177,1578236,-2436582
309,-207130,2896678#YelrOn9gdYTq,663491,false,2793824#XFUAnCQWqGk1wM6JZDLGD,0.131,-1035084.1900,229981.2400,1888440,1563360,-2932995.8,1065764.000,162134,0.166,626670,1831392
310,-2638715,1491101#Id0V9sLD40O5,-1421927,true,2873692#yQy5DQqO2hvf0aSa7T8Ev,1.973,-1379486.1700,-2215811.9400,-825727,2318872,-1444818.6,2776928.000,-2297533,-0.247,-830638,190109
311,419989,1817460#q1cYusQXTeAz,-2797320,false,1693822#Lf9xEwFifOkpMyjReaq4z,-0.511,116550.7700,1650565.7400,-1229689,455203,-2491307.2,346168.000,-1968564,-0.227,-2831254,371206
312,-206159,2153625#81Vd5GwOnWyX,-1893812,false,1802752#cHY3qEpe81Ia7WCkRAjvg,1.844,2090623.8300,2413412.4400,1982224,-591301,1388164.2,-933472.000,2899784,-0.288,899991,-647522
