1058,-2732402,7354334#9x36NyfsRI8G,7841556,false,9562567#oqe6rwCVLL9rf1YteIqnN,0.605,-9258098.1700,3991105.4700,-9778769,2500091,-5006206.5,-3670532.000,2544756,-0.702,5435013,-8382582
1059,-709840,9917676#AYEnSukArRdQ,2266616,true,9571192#w3tvM4YzwPozVKok9qBmI,-0.619,-3562021.6900,782236.2400,6469065,5362860,-1.0036996E7,3636764.000,534884,0.691,2166728,6292767
1060,-9043438,5075373#plx3h6z13nTT,-4848677,true,9815580#f0EIrvTHmj3NVypjscWkr,5.948,-4729316.1700,-7591061.9400,-2836477,7947622,-4924818.5,9496928.000,-7836868,-0.772,-2841095,667484
1061,1419956,6189158#pS7DgByzAKhf,-9562320,true,5773477#6MX3sFmnwg1NrrqbNmROl,-1.261,376035.7700,5651695.7400,-4181217,1529203,-8479307.0,1204168.000,-6718449,-0.752,-9663499,1256956
1062,-691574,7317105#XZ9a942N7XGB,-6453812,true,6135682#40l0KLi7yudKooIhbdiyv,6.494,7128396.3300,8198192.4400,6742849,-2027551,4724164.0,-3153472.000,9862034,-0.813,3077203,-2192147
1063,-10533546,9269131#lDdte49FNBpv,420427,false,7580538#IKZaaZ01VRiHcRUNbpRX6,-2.081,9619943.6200,-3888268.5800,2175251,-3273604,-3607979.0,8918440.000,-3294148,0.724,7003516,9126507
1064,4035812,1303290#5RXAPeNNXexY,-4910590,true,2574290#4XuQMxyxHmgLNMk9nL9Va,-2.328,246901.5500,4462798.8100,-10077272,1867813,3957304.0,9470736.000,-4322236,0.734,720220,4801507
1065,2520433,7181736#JaBLtD0F0N0H,-5899972,true,395614#xWHB76Fz0BOw9wgB2ZFT4,3.954,4790605.8600,-2646750.2700,-6474606,5916258,-1.0064648E7,3211568.000,8542237,-0.729,-7998506,-9332570
1066,3738690,756562#dl48mj6xoyZD,-10429329,true,2197224#wq1RnjyfjRF3qkrDZ9ENe,0.030,5796435.2200,1876567.2400,9349444,-5354594,4005361.0,-7271600.000,-2037567,0.831,203598,-5374058
1067,2739146,6641472#IIMvExM0L8LQ,-303908,false,2499600#fy0jOYNomGJYIoFTF0CHd,-2.334,1961240.8500,-7114099.4400,2510773,-2707462,1377515.4,6046992.000,8723991,-0.743,3500961,3571262
1068,4752315,2678227#YcS4mVnAzEjb,4855246,false,4929889#iWwq7KPimNAog1RCFUAVH,-3.106,-9125314.5200,-7133554.1900,-9422815,-329959,-2570793.2,8091664.000,-3807671,0.657,-5981479,3064449
1069,1043876,6282246#ZXtU8zIulQbg,1065009,true,6614189#zunRN9w0AYEvXwGetrbJn,5.681,-7253896.0200,6137091.6900,-10176949,8142895,5924197.5,8690280.000,-10247059,0.658,7713019,9917841
1070,727791,2490296#kkHaVYTRl2lB,-1319864,true,6476575#PIRvei1PfnI5Evb4H3AWl,6.862,10027436.0900,-5676433.3500,-1094933,1560812,-1086760.2,6489360.000,1886951,-0.759,9397530,-9096194
1071,-2803330,1008949#YTGsPCxe7hnp,-2261140,true,877870#wQKcnbla7Af2pKqkqiSQA,5.476,-5997419.4600,3846172.0300,-2762269,-6866627,516625.12,1356560.000,-5064542,-0.769,5163227,131883
1072,3164451,2218229#pe7fiO5ZLGsT,-7691416,true,5987219#AKvlYyU8tOXtIvdLaYNDn,5.522,-5818567.9400,-3891430.5700,4678436,-8468370,9004376.0,-10428096.000,6183863,0.782,-3774388,-1325887
1073,7607797,1432990#T4jYFV0Ws1B7,4756715,false,6824428#bgNKo5BOVL6o7mcyL7MV8,3.968,1730922.6600,-3084369.1700,-10488474,9081954,4518790.0,8652306.000,-3308416,-0.728,-8589368,-1707339
1074,-6778316,859264#lFDd7XVb7QE0,-6843238,true,9968969#rMthXhI1CHvwqMHCpe999,-0.244,-5513124.7900,-3097940.1200,943383,2918168,-4541231.5,280216.000,6666824,0.661,-2112318,7395461
1075,-2963351,4430052#WSIMb87ClqB8,5916742,false,9747018#VsrOaKQzh9KqTpAyJU71k,4.230,-8724916.5800,7176886.6300,7582642,6959600,4017202.8,8509696.000,5737775,-0.672,5515310,-6086921
1076,4579034,1294052#WSIMb87ClqB8,-2489241,true,6949039#kYgNBQtUgpYUKcq0Rnxwb,-3.904,-1342354.7800,2936031.5500,-8620774,6720256,-7680994.0,-820768.000,-3658380,-0.660,-5677458,-6037605
1077,9175248,1172997#dsNrhv9z4as2,-10438513,true,4924023#S9xr0H0uNIZnaF1tuFRcW,0.939,7776363.3300,-6398459.1300,-6780768,-5028196,-4763418.5,6059048.000,9569677,0.755,4880691,-4100485
1078,-10693998,1081473#8DpvB7LPoMys,-8757967,false,628996#LfJ6ivYOz1nXmaJNYgXVw,-5.790,-8218156.9500,7969812.0100,3357950,9027488,-7156783.0,9688454.000,6619687,-0.784,9243354,-8315193
1079,-3357495,3106131#lDdte49FNBpv,-1636008,false,3938675#60b5sAKMmK0SFkvY9E5HF,-4.416,2341801.6400,9554541.0400,-6440452,5221240,-7744485.0,-116976.000,-4392416,0.754,1317122,7269347
1080,-10480600,8443942#jWPk5oflJbPo,-4001735,true,2819110#FrEbyTuHAXpa0z3YTXVqQ,2.150,-4786500.4500,10487119.7500,383383,10756195,-338058.25,-5526328.000,-933463,-0.806,9941301,-2483094
1081,-8839870,4860035#sTG3P4Rgl3Uz,5441274,true,8259127#8cPXIk2TuOgQf0bBOH6vd,-3.103,527080.8600,2516659.7300,-1997122,2834419,1.0396253E7,-4307976.000,397719,-0.776,2343701,7949155
1082,7251936,5466780#N1VtqueNAC4a,-805881,true,9560563#cDiPEVnZuQZGdwJrIzExt,-1.165,1370407.5000,-7474411.0700,2191959,2755397,-9743178.0,8340692.000,-5006617,0.837,-1976162,-2080155
1083,-4902347,3802357#897aXVWdQeUb,4111572,true,6679197#ImR6Qhwk4MiKYBtzajT2E,-5.255,1425974.6200,3789739.2600,10078734,-8855691,6654479.0,-2939013.000,-1153922,0.785,-9491289,327370
1084,-10199628,8658030#JTIUNqQ2W08O,-1770615,true,4923611#ABzDX9mfeC9yjbzltEnHI,0.251,-10144282.6100,-6816720.2900,-501319,-911344,-8993670.0,-5095760.000,-2133215,-0.808,7266127,4342590
1085,-2782984,6450424#JeOjsLzjTn3H,-6541341,false,5687690#3bUAt4M8hzV1yoAKPDWTs,-6.467,2745496.0200,-3551307.7900,7482658,-4244829,2086220.2,10854412.000,6722576,-0.731,4406846,1235390
1086,-617697,8197629#hZI06HYU1XBW,-9442152,true,2904700#rboZKVvg9cQpfNiQA3K3f,-1.086,-1735485.5800,-8736021.4100,7434647,-8693926,806051.94,10419774.320,-2342028,-0.661,7935851,10349596
1087,-10524441,4676412#q1I2aOdHMXrv,9325735,true,8118157#q1Rv42t8yJu3Hi9reb2ef,-1.177,8251356.2600,4419682.7800,10728411,-7123678,-9625912.0,-1427776.000,-10811697,0.832,2509738,8428172
1088,-6932608,1975969#mHw6CrrP3fEx,-9144970,true,9086926#gO9Jj6cMtVEevReT5fqrY,1.649,4624328.0300,-8127134.7200,-5484668,-8569660,5686947.5,-5033808.000,10097465,0.840,-5469402,1774361
1089,3790417,5578589#15wRr2ckKSEf,-6559743,false,10388947#7GBHGay96kOrLu9Q0kjsH,-2.198,2268321.8500,-45122.2300,3891081,1269309,3621339.2,5345528.000,-1589253,-0.792,-3408820,2697289
1090,442818,2867865#vGy8WSGpE5vA,7304756,true,8103823#U7QC75Vm80FSNGrg7JD8w,-2.480,1770156.8000,10888755.1300,5860885,-779724,370459.78,4599864.000,-4026471,-0.783,-7745847,-3761184
1091,5968806,183769#TGynz6JdyDt7,-9027749,true,8036218#pk8VlHuBQhEcnVgt9A0Nm,3.182,2106630.6100,-9851901.6000,-6849959,-8863385,-4023009.5,-9434600.000,3535529,-0.666,9917044,4406333
1092,-6205144,7667106#onP623JGEiWG,-8672783,true,1124416#4VqVXLv0orFwuKS3EyxvS,-4.268,-462677.1800,-1572589.8000,-6960761,10426306,4550794.5,-9985488.000,-113376,0.845,5871754,-10762040
1093,-9511040,8673442#rTYd3t0wjAcT,-5426143,true,8109815#Wq0EShzvonR6W3gQY7LjM,4.631,1683303.3800,6872419.0600,-7194106,-8581539,4986749.0,-5593232.000,5892939,0.850,-1489203,4105970
1094,-7204046,1470200#bfchLM1eOj5t,-10776604,true,6548289#Ie0luftERWSxnGZNq3l7u,3.682,-4224143.7700,-3541991.4500,-7190716,-1031561,-8212102.0,3976352.000,-3639406,0.675,-4749663,10719207
1095,-2060031,4273514#SfCpeZNudENB,-5288429,true,10701180#TiuyoTIAQvEPggh8fQjnT,-6.410,7587956.8400,-1217394.9400,-3503450,4969595,-1670617.5,229960.250,-8746040,0.836,2504812,9436249
1096,7975529,10509697#37lW1ML5Bgiq,10634677,false,2292533#2BUSRhyW2nvGl0CrvZgNw,5.628,10121636.9700,7472468.3700,-3386617,3631304,1.0643501E7,-2751856.000,4772550,-0.857,-1113551,-10741669
1097,-9280894,8821457#yE4jLKuHXfMc,-9566562,true,7982587#GPC3E2GlACSKz4E2f4nvM,4.626,-7332239.5500,9775573.2700,-7721262,7277235,1254025.6,-4210616.000,-6286140,0.677,10523576,-5534500
1098,-822150,4302030#JTIUNqQ2W08O,-978212,false,8670024#wyCNmbe6z5qqvLcmhDgu6,-0.949,-1966995.6900,-5793128.3900,-2581246,-9200787,9118191.0,4107392.000,-5622694,0.708,-785998,-10962758
1099,-211777,6735137#pFDyfTiUcOos,-7331955,false,6070291#vnHmdkFbgdJn8opEanNDa,-3.247,7409680.6400,-10433676.2200,432175,2610896,-1231650.8,-8200605.500,6941726,0.852,-8445501,6231899
1100,-8037837,9236513#IkC0TifDEIL3,7652882,false,8907343#1agYxb5IUphU4h8LwFN2c,2.110,-8098199.9800,-2875122.6900,-11002095,3079989,2918340.2,7569408.000,5340699,0.804,5900979,-7290837
1101,10613488,6706662#4ux6Kb4iHYUb,1981331,false,5577313#lIPCjYBOHqwb2DG8OfvwT,1.956,958883.0800,-8472342.8400,-3525325,-7208057,1305271.1,8928606.000,-7583347,0.788,-1149429,-1977619
1102,5916784,2858533#3XROcJ0oOB1I,-2410654,true,6795017#x7wPi3hG3NI56MjZrrJjP,5.028,-7337463.4900,-4574072.7600,4777901,-6101010,-6891472.5,8178864.000,2886310,0.711,5639033,-752427
1103,-5848388,7507054#LHTzBcvdglKa,-3077048,false,2050187#6hctFVf81eZUsHoAzJ48h,0.923,9746092.2300,-1534370.3400,-8265742,-3554841,-8385127.0,1270296.000,2458087,-0.792,5477348,5684517
1104,-9021346,8961989#6iJuJ3Yj28Gx,-5369141,true,409255#AouNcO3NwhG9av5vIomov,-1.304,-6415654.7900,4510336.6200,4826573,6898120,4246628.5,1536096.000,-7146853,-0.862,-4105336,-1260659
1105,265264,1008055#9Qp4C4uacdkM,-9078343,false,9112537#X77hLuiFs72d8sI19fSty,5.895,-2109135.5300,4384912.2500,-4641885,-674252,3862047.2,1781187.000,10633045,-0.793,-199877,10759209
1106,-5590625,4969405#crxLqGdp95Cp,8268759,false,6326532#7R7ARopUtHoZ1Opewk3Jv,-0.374,-776361.2500,-7062669.1100,5607417,-5429588,5995029.5,-1468408.000,-10716545,-0.784,5098429,9478662
1107,5844633,5855608#Ekhbnu26XB2r,-7698065,true,4387762#pK5GPRcq3HBSA1CF9wYtb,-1.117,4682174.8600,341406.1800,-7130044,9627223,-7394600.0,3535080.000,-9746406,-0.678,8716455,9983387
1108,-2861724,7701608#Ekhbnu26XB2r,8211819,true,10014416#4VqVXLv0orFwuKS3EyxvS,0.635,-9695225.6700,4179322.9700,-10240950,2618666,-5243006.5,-3843832.000,2664906,-0.737,5692132,-8778982
1109,-743354,10385742#tfpMHDXDkiFa,2373491,false,10023016#Cp00nNqS6e7dqv9eq2CWg,-0.669,-3730484.1900,819053.2400,6774440,5616160,-1.0510596E7,3808164.000,559734,0.726,2269398,6590192
1110,-9470419,5314325#0urxEG6s5CgV,-5077127,true,10278372#T94S7K5xZ0rlszWVHCsfO,6.213,-4952638.1700,-7949411.9400,-2970527,8322872,-5156818.5,9944928.000,-8206157,-0.807,-2975126,699309
1111,1486621,6480604#bDhnTUbRMqBv,-10013320,false,6045454#N1znwu3ywIyQjlx01wo0u,-1.311,393334.7700,5918437.7400,-4377985,1600803,-8878507.0,1261368.000,-7035108,-0.787,-10118982,1316006
1112,-723935,7661337#xyQa1foxQA5g,-6757812,false,6424544#G4wuCIeoOe1IqObrnzljc,6.804,7464247.8300,8583844.4400,7060224,-2123301,4946564.0,-3301472.000,10326184,-0.848,3222351,-2295122
