1886,2633133#QfdPnMOXpLD,-13967248,-16236986,-17865055.1,16969317#kJIbRSQwsugRxJ,-9394702,7699119,-8862499,15616740.98,-16153762,-1935206,-2852920,935265#USDEbO6Sfa7IXrwLPsw
1887,8715505#8Vaz45S1YbN,-7906190,-5360545,-17992590.1,13726463#sZNnuCOhpY06M4,2303546,-13757139,14413110,868908.17,13603300,-5834770,4063006,9019640#WIxj32xGCWRATU1dQpz
1888,8614443#L7lWCIgTsP0,-7924406,-9273186,13715864.7,3225177#naAcXltB7HpPE0,-4782252,-6735006,-12403019,-4552058.56,16687035,-15344900,-7816470,2636335#DKSX79MNoDpsnUlXpwH
1889,3597909#aqNAWwwcMlE,2923456,-8760694,-8791937.0,12213561#QFGJclxj5bo47N,18768635,-9482811,-15924691,-732110.77,-1517505,-5771005,-9136613,4288564#r2BZNtQHRHrQ4gdkQYt
1890,16503964#3eMUzGpW9DC,7094575,11725626,-8497031.4,17724585#nKBH9XJPuSsqbf,11517447,-960893,18790405,-7316353.41,13662934,-9256151,17181374,15820891#9lkp7VqEH42knaE3Oyx
1891,12359997#ivWNZmDLWNF,-16711875,-10008599,13955263.2,11682185#htkq00rHDvduHd,-1536589,-14067617,-4088689,18273592.90,17132577,8898867,-18814471,13098826#hCR8LpSQMcVY3oR4503
1892,3039761#98pFAAu6ErX,-12145221,16840024,4549239.1,8396188#PI175g9PyAkk2w,17918628,-11263959,5209559,3985080.22,18128811,8092961,18321161,13744933#XkkzwWceNbLgfze6q37
1893,5764539#f2eMisVdLiD,-12853391,17050588,-7048748.4,17589707#L9hHZJj3ApZZgm,13130169,-13614267,11482903,1339877.05,-16528093,5237892,-5809103,1046550#eeUEiKniPqKV6NOCme1
1894,9786378#yiP7YzWXpQp,16895174,-12852915,-12419559.0,8435843#OZ7cG5QaX7bKMe,-12406883,-16183920,-5733951,-14653995.54,6096928,17947168,8514792,15060864#XXSJTrjuypwyPRbQDwh
1895,5517222#gg6PqunMufx,225214,-13527328,-6058815.9,13891616#dAOpNQ1TGTF79h,16298338,-1611821,13480466,-17022516.23,9698268,-15903896,18421621,9821587#9hjrxRvnOJPuhkw05vB
1896,15966882#DPFgrcf8P7E,3117771,-8078041,13472034.8,3301153#IhLyqzhRmMLbtd,7745499,10381573,-91794,-15709671.34,16936685,-3121643,11512530,2605396#IYZGCyUjjp3CG0mbbIZ
1897,6291114#sfwcTBArzSs,11311126,-11382557,-15475685.6,5935504#qV94SSMfgGFg0X,9391547,-16487692,12196516,-2575116.68,-8670941,396281,-15295918,10511092#V4Chq5FwJdOQyHqLi3u
1898,15018933#l6ZktEJD7x6,8440574,-16255354,15012377.5,9656509#mOQSfOLRcIC02X,-4950633,-11445638,8203285,6945990.00,-15608678,14009825,-2277022,15340231#LBLxyYr7AizIh3uL03I
1899,14198852#575FZDwP2GP,3181014,16700820,16768170.5,6730466#R8IvHaQcDsop8y,16290837,6953141,3609993,-3212672.21,9615520,18672870,-8351712,6605919#C2CQbfVmoQtZZ9q7zff
1900,8018720#L7U6GEGxZ6P,3238932,-9112829,-5713494.4,1151956#SUsfkNkeqFdZ3F,8252126,-6867437,-5697245,-3709053.42,-15132715,-6041528,-3156345,2122217#UETIkikb9XgvTMyNbFl
1901,10055928#DVq7n3cZOdm,-13385946,4173549,-6343936.3,6237993#NOFVHZ9HBTuCL4,-16460211,13073803,-1493511,5994831.33,-2249739,-14272829,640904,17444793#cYevIHKOJXc7EoUo2pR
1902,16984128#4tJq3HUvhMT,1361794,18803824,-12881309.7,14788011#kciNgk1jWsjK2d,18022095,-1705609,-17290681,17975666.76,17322824,-16036150,2107739,6390011#qNVUQFzcWzHoagZiHuw
1903,1951081#SpINQL3vbDF,-6129879,14675192,10546574.7,9851119#aFqOIoJG3mcTVh,909109,-14659693,-186346,13614598.20,10386525,4786470,-11158748,7493180#2eewkyl6bSxZzB4dEb0
1904,14144110#SbQi21FAKLE,2624974,-18728285,-17164156.5,581122#0uewXuTj8VukcW,8219165,-4224915,-6259029,-3238298.61,-11423984,5116603,14730889,1765228#gOOZQExkFqZ6HXjjf3H
1905,18999818#0jva7djdybU,-17321146,-10340151,13509605.4,7843568#YVghdHosjOwVOE,13542045,-15424185,2519806,10665394.69,15541346,-9225854,-9316561,18673663#GBhvx9SxjumsPxpIQx2
1906,9621589#RQ4ZrC4N3Kh,-10147665,-5143939,10540056.5,10465585#nKBH9XJPuSsqbf,-16856376,-19039600,-4262892,8447987.76,5073661,8362869,1385192,17374752#krOzPQj9XqtJPtscMrT
1907,13100466#i5eShrGCHBZ,16349175,-5522151,4704227.3,15642592#1kfwGP1jul47EC,-7713872,-2033012,11526917,-6220849.49,11191042,-4200555,-7823917,3459198#Ynp9m06D3QWRGNRyM2r
1908,17795103#imfymp8s0dV,12089200,526468,9331200.9,11632195#TOngB12al4kdIK,-14564116,-6809672,10340878,-4858363.63,-7100661,-5187808,1816315,9697538#Jsb9m0UJRN5FHMvCp8H
1909,16973157#MmU1F6jtLuu,4937352,-1821031,-11439958.0,11193147#fKcrtnBfWWPBbB,-3369185,7260924,-6940962,14893337.41,11235197,12596540,10345676,15902496#BgXDgxPF33JlDScs68p
1910,9887809#tfS7s2Gf3Fz,-16657030,2771776,-12923022.2,2095315#bu9tNXflLrgSH6,17522779,15070131,-13401152,258231.07,9983626,5580445,-16670996,6777452#dWkspdQcUmuxR6N8jF1
1911,2746938#ZtjxfwDn1Jw,10216529,-4247600,5540803.6,4113473#5DFFeCuShmWUDm,-2757314,11549317,-18801886,1421870.02,-11944343,-9905633,2342104,10277626#4Y6ehUrzUyYbnySVbix
1912,2585811#YmM1Bear32u,-6192524,3545412,-7563937.4,11826387#dG3rNusR6LivBz,-6890014,18474131,-18051388,1098420.58,-14581172,7456193,-16200694,9044232#aePxZzqC76ld96pL7tz
1913,18419978#Hl1Dx7ahirh,14400207,-7775309,6532380.2,3064340#ZcYpyNpRe87dt7,-12625840,-16349219,15366013,3751503.52,-1761421,-3685190,-10404622,6739836#tVnujfL4sag7sVlneS3
1914,3758110#SbQi21FAKLE,-10312448,18630217,13097178.9,4010675#0SG4lT2ywcICdH,-8809088,7838105,18334632,7643520.10,-16799895,-5662627,18068641,12004948#CpcVStLGjDigMGWJsG3
1915,18950968#BASfTUSE8mn,13511873,3737084,9061102.9,3094690#VlQdSu9h28o3hl,2487992,-15376825,-2186780,13787256.37,4351968,11308789,3256450,12284374#ZLjtn7vflrfi4pxJTsG
1916,13018859#REZkrvlth8a,-8282702,13304508,16533134.5,14557362#zcR1G3uZwvMdBP,5664367,15814454,10434707,2745179.14,-7966776,-3351782,6021885,15344745#PvEW0XEs2ycodmQzXmg
1917,5009674#krvGCaeps4p,14541854,-879430,-15336563.6,18374074#ILc17ARujHvBS0,1862095,6763827,-5319287,6481495.07,-4352888,13471851,13812279,11534819#bnRS72PVqwRzHPeVR5p
1918,12393611#NmrYmJVM3Dw,14418465,7228315,-11697918.3,4755761#GfiGarbGuivDZf,-7867762,11458115,-14306262,2531816.29,-14564691,-8498047,-17776374,12323748#9LQCXm3qTYI3BsKM5Zq
1919,17706499#sgZSxQL4CXJ,-11843059,-13973206,-16938175.8,6733866#l5oNGNgDUtOQ8p,-7034550,109775,3303146,16375115.04,-10279928,6422908,14035455,8578100#yDbcoadS9EK3VZbEO22
1920,4091754#4ffE8hh6fX0,-16298495,12921213,879926.9,17080900#n7J4bjYeWPjvvK,18461001,7337635,493858,-12645637.18,-14785211,-10411677,-1175212,13986526#WCI5TSDSL31oJHEtauW
1921,18122942#sZmTax9LYUN,12564144,-15510401,-8963418.2,9474258#YO9fvXni2tvwvq,5600355,-4575547,-11417466,10125579.27,-3998327,-3221588,7954760,19149893#a6MH4eJuMyAYVvN6KQz
1922,5001009#p4O4NUJPeip,8758666,18975428,6523998.5,1866389#FEQgxJmTT5So5W,-886424,2001692,-771148,-2190714.27,-10480606,8131089,1470510,13939786#p08CcxaeJztPC1hZspB
1923,9836853#CmlamqN4ZRe,-3748884,-9096287,-12250415.1,2924535#XXH5sz6QDryF7D,8412942,-3772529,-6991222,-11127550.17,-151914,13231441,9821829,15112140#Msdmel0cnwPY7uK3KvW
1924,17821048#mSS0jgreXCp,17271116,12687488,8666902.5,4932726#tDBc5fpm2vOnFZ,15446641,18409489,12134074,-17341192.87,1499334,3376666,10268425,12942236#4OaCM5MzYPgTDb8KpfA
1925,16536623#bRMajCa430q,5381155,16192061,-10924440.2,10623491#1KJKXMoU4dQDyW,16765084,-8464194,-7073908,10519277.19,10506119,13545890,-2233436,3459739#PqF6n3SEEsQWAdLNXEJ
1926,344898#zfOlFPZlj93,14408894,9545771,-14005675.6,7895530#0wGXnb4Xww78Qe,13645376,12169378,2928173,-16265359.46,14176563,15217601,-14911270,16713903#YNKcqTLwUJkIgn7BfvW
1927,6277954#SE0Ns8f2jxT,9425966,-887546,6206104.2,2384534#AKcHXquoBFVLZG,11532029,-9939825,-16713187,-2425395.36,7566480,17448193,-929309,2518468#LHyp1e64hQTRV1ckssw
1928,7498626#1dSJpdjC86c,8770871,12266731,-1442997.7,18233280#G1tsbrXPQzYnzH,-904324,14230027,597637,12654919.11,-14612737,8455817,-2358998,10690170#mEssYEwPGV7sbs1B49X
1929,1636528#0EOCPzYaJD8,-16906496,-7634358,771143.4,5587012#F3bJErFC0zKVaJ,9205348,-2229726,-1946287,5120096.46,-5291224,17151341,-6966234,12531962#bxZBiGeMXuAp6wl1q1q
1930,12422296#1lcmuOVYtM2,-8396023,-7674237,12327211.1,5951184#cjMofPpQQJi0WF,-11964348,-6921756,-3916864,-17055892.64,-4129893,-1983846,2343056,11822001#PtKZx0Rctzp1gJujILR
1931,7295778#cGOHwbW7OL7,2532608,16282173,4169297.3,5792864#xqXX93M6geptWG,14747658,16188191,-18682241,-6286016.16,4721982,9253435,-18451963,11060430#xOtyzfkFCW5atH2kRdU
1932,2998650#KdZjdpu8gHB,-5859571,11211955,15869838.4,17080100#qyhJvWLC9ofQDX,1758520,2906867,6485491,-1565732.85,17219063,-9668761,-5663819,1311307#JrS1aY7HuS8UhHFKCuI
1933,9692897#7OoByiyRio7,8954742,-11939032,-14308822.1,1777558#YfzkN66oY6PSrF,13009040,559117,-18009536,-8889387.17,-18044907,10300714,7415903,14096021#uVQr0KThqBDBkQFU3Av
1934,16437889#twwvl6ZOaJL,1709967,-3863236,17366950.1,8500332#k4OFFQJW7jSdzS,6052804,8462664,3533587,1798419.96,11706682,9046865,-13573878,15573711#JNhllEhKr5VzHYfDwvD
1935,17109290#YTC0OzY4mOW,-8618809,-11676062,4849118.2,7746476#0zfQZQ0pxzNG93,14348202,17790372,-17318876,17947743.27,-11124094,11361894,-12052121,10866041#OghUrGJcsBgetTXHrkE
1936,2702883#1Efl0rNcDAr,-14337543,-16667255,-18338593.1,17419100#qyhJvWLC9ofQDX,-9643752,7903475,-9097361,16030829.48,-16581949,-1986324,-2928754,960028#mlxo2QHMLWouWCVmbLr
1937,8946278#m9fPplgXPFO,-8115815,-5502563,-18469364.1,14090126#mJvi3qlL9jwwxj,2364771,-14121698,14795048,892052.17,13963512,-5989245,4170406,9258448#0c8ghyISyGulTsWGoun
1938,8842324#rx1uOnA17d6,-8134337,-9518536,14079261.2,3310544#824JXGkmkNSCwz,-4908839,-6913319,-12731644,-4672634.56,17129035,-15751434,-8023370,2705889#I8pWCBQ1Ce8jjevbPZa
1939,3693070#dTs6uGFedVw,3000931,-8992528,-9024403.0,12536654#E2UW8xWmWxHi5a,19265379,-9733830,-16346191,-751730.77,-1557442,-5923580,-9378488,4401975#9HZIjgTd08Jwg9IjLOo
1940,16940455#gcEkUpbYesv,7282216,12035976,-8721840.4,18193340#ZcYpyNpRe87dt7,11822041,-986217,19287261,-7510019.91,14024472,-9501151,17636124,16239230#smESEZhJHK06Ekuk8Co
1941,12686687#OiJqPFMey8A,-17153775,-10273349,14324363.7,11990881#yJyukte9HVrjro,-1577439,-14439459,-4196902,18756748.90,17585390,9134042,-19311683,13444996#hRfUcGx1MQtkPVL4aWs
1942,3120009#p4O4NUJPeip,-12466371,17285049,4669334.6,8617902#OxzeBQmeCwIfFC,18391953,-11561456,5347422,4090456.22,18607939,8307036,18805336,14108080#DLOkODrOXoSR4cTAyif
1943,5916641#X3VsLawkroA,-13192666,17501156,-7234986.4,18054234#AF29l8GxsaH9Ff,13477019,-13973930,11786378,1375352.05,-16964618,5376435,-5962715,1074113#yi6nct89TrKPjdJOB55
1944,10044477#L8W3PYHj9Tf,17341405,-13192015,-12747619.5,8658402#CbQlIrYz1iGU12,-12734433,-16611372,-5885564,-15040970.04,6258034,18421127,8739429,15458393#fFqh9nnTBVSokEqWPnP
1945,5662784#ETaP9T0wOD7,231064,-13884133,-6218552.4,14257964#16xvZDCLGIwXTn,16728513,-1654605,13836016,-17471850.73,9954293,-16323458,18907730,10080538#Jsb9m0UJRN5FHMvCp8H
1946,16387746#Syfl4Dk2Qt1,3199946,-8291241,13827380.8,3388064#E1KrkzQl1xuLVN,7949999,10655255,-94332,-16123913.84,17383210,-3204006,11816305,2673900#krNzdamQhw4knTe4TWn
1947,6456690#89QCPnzb0NA,11609251,-11682482,-15883365.1,6091918#yaXeMWG1toSy6s,9639097,-16922133,12517929,-2643024.68,-8899406,406912,-15698893,10788116#FU1lhJM0Vde7U4bzoD0
1948,15414383#e8ZMwMwA0nf,8663162,-16683692,15407764.0,9910840#x91HMotUdtAjmq,-5081295,-11746934,8419540,7128961.00,-16019668,14379050,-2337197,15744224#apvzmaNElbZGy0OV2w9
1949,14572464#4sW1MPewflN,3264851,17140701,17209482.5,6907569#VHwxYzZu5Hff53,16719937,7136330,3704918,-3297147.71,9868825,19164357,-8571812,6779612#VfoEOr3JmaiWbH0deWR
1950,8229484#S1Wi1FPMYYi,3324157,-9352779,-5863722.4,1182209#Fz1Pd6kTQPx1Xt,8469251,-7047902,-5847151,-3806466.92,-15531040,-6200596,-3239595,2178064#r470VocoPYRP5SkfGyT
1951,10320306#S41tHWTGWpX,-13737846,4283299,-6510986.8,6401885#3aPNHR6sQWvglp,-16893042,13417488,-1532661,6152394.83,-2308989,-14648117,657817,17903615#cikI5d1t5DjOe4bqdsN
1952,17430576#GdyenhD7ckt,1397569,19298274,-13220085.7,15176505#4OcXv442f6QHJJ,18495845,-1750418,-17744981,18448309.76,17778074,-16457875,2163352,6557881#6GQotyhqFUrDwelIFnV
