2,6,4,1,294260.1,-11536.5,-462633.63,398620,-342594,-450457,-324326,-293479,248575,-86857,136222,17.218,-322276
2,6,4,2,-461286.72,37470.7,361942.67,74511,547763,-924782,-200619,-452139,65917,929652,-465275,-13.020,-128430
2,6,4,3,366141.3,-16554.7,539739.97,1391771,1241968,-418147,-1089007,567399,636598,782253,1339473,-34.050,-424570
2,6,4,4,1308737.4,51926.0,1086335.77,-649175,1731306,66637,-897677,94563,-859871,-757916,1185499,6.510,-1473695
2,6,4,5,1813691.0,23828.3,992131.49,-1861760,152997,1909838,-2378837,-1737336,-919589,1792261,-1046463,53.850,2014390
2,6,4,6,421640.88,97854.8,350205.26,-760064,2571371,2565184,-2489270,-2416604,-1740658,-845916,1979099,-61.330,1922500
2,6,4,7,-556248.9,-42329.3,2013205.05,-3114303,167543,1021000,-513589,-2113884,1242823,-89246,1504146,-135.940,2217494
2,6,4,8,1569139.6,97847.4,59464.91,-3382678,1816745,3656683,-2403309,544505,3413407,2375428,187637,-138.620,3808127
2,6,4,9,-2780134.8,99844.0,-3258956.97,-3615358,-3164001,-3481378,338858,-878447,-29007,-4292482,-2405651,-82.100,-718267
2,6,4,10,1972278.2,-34796.8,2881325.3,-738594,1807097,3909528,-2826540,-3582080,1212421,-3203728,-3446153,148.810,2109875
2,6,4,11,777134.75,-29896.3,1021497.55,-1053819,2636722,2513602,2958018,2561238,-1725841,-207023,-4490234,208.080,-3614075
2,6,4,12,239345.31,187166.3,1376397.37,1593394,-4016315,1852316,-2084137,-3940501,5141942,-5571668,4495815,-228.220,1498422
2,6,5,1,-287334.72,24054.2,229462.67,43929,339359,-581414,-124554,-285522,38838,584528,-290819,-20.580,-78082
2,6,5,2,304701.3,-13131.4,450651.97,1159727,1035832,-349750,-906430,472311,529582,653149,1115674,-31.650,-354811
2,6,5,3,1227329.4,49299.0,1018559.77,-608861,1622535,62529,-841894,88239,-806291,-711026,1111261,3.270,-1381038
2,6,5,4,1813691.0,23828.3,992131.49,-1861760,152997,1909838,-2378837,-1737336,-919589,1792261,-1046463,53.850,2014390
2,6,5,5,439304.88,101861.9,364413.26,-791633,2678911,2671746,-2592596,-2517674,-1813036,-880980,2061161,-64.930,2002274
2,6,5,6,-595416.9,-44796.8,2157589.05,-3337239,178883,1093517,-549613,-2265024,1331731,-96245,1611534,-143.140,2375424
2,6,5,7,1715443.6,106700.2,65224.91,-3699235,1986401,3998969,-2627969,595654,3733024,2597819,205444,-153.020,4166056
2,6,5,8,-3088102.8,110170.7,-3621452.97,-4017550,-3515733,-3867170,376082,-975959,-32745,-4769443,-2672075,-86.900,-798597
2,6,5,9,2219958.2,-38180.2,3240365.3,-830124,2032727,4398908,-3178755,-4030610,1365099,-3604611,-3877883,170.410,2374403
2,6,5,10,881966.75,-33946.3,1162041.55,-1198251,2995696,2855133,3360997,2909574,-1961173,-234496,-5101496,237.600,-4107707
2,6,5,11,274289.3,213428.0,1577997.37,1826116,-4602509,2121435,-2388931,-4516342,5892356,-6383053,5151477,-261.820,1718290
2,6,5,12,6770558.5,20190.4,5758626.27,-1254228,-2981664,-374663,3129062,-192297,1871218,3604384,-1101900,236.230,-869689
2,6,6,1,181821.31,-6284.6,272475.97,695639,623560,-212957,-541277,282135,315550,394943,668078,-26.850,-215294
2,6,6,2,983105.4,41418.3,815231.77,-487919,1296222,50207,-674545,69267,-645551,-570358,888547,-6.450,-1103067
2,6,6,3,1632059.0,20728.0,892291.49,-1675856,138183,1719645,-2141795,-1563786,-826838,1612414,-941091,45.210,1813754
