185,862,-59766.02,true,-0.080,1584194,90947.2,778680.57,794.6000,-1609759,591437,138311
186,717,1611899.12,false,-0.153,519385,81073.2,-1461319.21,-1289.0100,-1029345,1643683,-867645
187,454,315560.32,false,-0.090,151016,84704.9,261244.65,517.5300,844854,1211169,1362623
188,362,-721820.86,true,0.164,1253264,-90555.9,-250582.09,-547.2900,570406,-608077,-1534939
189,984,-405934.73,false,0.087,97562,-39912.5,1096362.62,-579.0500,543382,-1296542,242482
190,269,582088.34,true,0.127,-418910,116015.3,-1182858.99,-1488.2100,561775,-1763080,-1606216
191,1257,-902626.39,false,0.088,1076429,-91302.5,1301749.58,-983.5800,1094701,-1553441,-1444728
192,212,594183.94,true,0.039,72911,-9170.3,1280945.57,-768.6100,-1337542,-1562423,801350
193,1223,1219013.18,false,0.172,1449869,59456.4,-819049.05,-214.2200,672937,1185122,-1013424
194,559,-1709904.21,false,0.121,189390,-61641.7,-1115079.8,-374.9552,-186130,-904894,27017
195,777,-817267.7,false,0.101,956252,-4681.1,630716.75,-379.0700,1619482,-716229,1120435
196,226,1021203.19,false,0.145,-392358,-34936.6,1469973.62,-1083.5800,1472965,-1181764,-1235684
197,411,1542494.85,false,0.154,-952011,-111069.8,1139847.27,-817.6900,-1971357,993726,149599
198,143,1161773.42,false,-0.051,-1708865,-22082.7,-887087.65,-669.7000,-820286,222636,-843141
199,621,546348.43,true,-0.149,-30745,98493.2,266832.79,346.5100,-1217839,501466,107742
200,1028,-1905147.11,true,0.187,-928730,-114966.5,-1171685.24,-689.9100,86084,1141003,-527854
201,669,1419687.36,true,-0.038,-284163,-63335.4,630416.72,608.5900,-343530,365311,260333
202,660,-1750716.83,true,0.085,-151966,78069.1,1682949.79,1222.4800,910292,-1798320,-166178
203,879,-1154912.75,false,0.105,221734,-28070.4,-1077988.8,409.2500,-416055,-1122751,609577
204,929,-1404062.92,true,0.096,1833222,-11434.7,-487250.27,976.9700,-1809953,607793,-270061
205,1280,493431.12,true,-0.192,1143376,83261.2,-1901856.53,-617.6700,1418328,968752,-536953
206,1274,-36396.21,true,-0.055,1169925,-2633.7,1985931.2,1203.1200,1285299,1729465,-1900270
207,98,1906810.15,true,0.137,-1598049,-4263.1,1101271.27,992.3500,161041,637093,365824
208,617,470499.06,false,-0.051,1372391,-4111.3,-988079.58,601.9900,518462,-322735,-2011021
