1289,920,-2729134.73,false,0.714,711912,-298533.5,7467562.62,-1349.0500,3717267,-8894649,1662032
1290,1219,3908488.34,true,0.754,-2853617,780382.3,-7976458.99,-7846.2100,3804289,-12028280,-10860241
1291,766,-6112226.39,true,0.715,7239179,-649486.5,8746549.58,-3909.5800,7393752,-10522698,-9800328
1292,1284,4008583.94,false,0.666,523361,-104969.3,8637745.57,-3672.6100,-8991188,-10568673,5340500
1293,1167,8135813.18,true,0.799,9687769,346886.4,-5430249.05,-3272.2200,4561954,7896497,-6739474
1294,73,-1.138990421E7,true,0.748,1305120,-407987.7,-7415879.8,-375.8352,-1294853,-6091548,218967
1295,1133,-5463667.7,false,0.728,6324252,-75719.1,4168316.75,-1369.0700,10728263,-4719679,7445985
1296,247,6741203.19,false,0.772,-2641033,-187660.6,9689173.62,-5923.5800,9757780,-7824114,-8220134
1297,119,1.013129485E7,false,0.781,-6309561,-764304.8,7493447.27,-4183.6900,-12945749,6504451,986006
1298,491,7620973.42,true,-0.601,-11240915,-106848.7,-5779887.65,-6719.7000,-5430562,1514036,-5477441
1299,417,3591148.43,false,-0.699,-247995,665763.2,1692432.79,2029.5100,-7928994,3307016,753442
1300,38,-1.234194711E7,true,0.814,-6049230,-716314.5,-7595685.24,-2944.9100,520199,7438503,-3393354
1301,47,9163687.36,true,-0.588,-1856063,-361347.4,4132816.72,1851.5900,-2264845,2378311,1712883
1302,1278,-1.128991683E7,false,0.712,-1005390,549111.1,1.088774979E7,5281.4800,5919340,-11589420,-1117678
1303,671,-7402912.75,false,0.732,1399834,-209009.4,-6868388.8,79.2500,-2632489,-7155151,3962476
1304,840,-8954462.92,false,0.723,11762372,-78534.7,-3162450.27,5607.9700,-11551311,3837943,-1724261
1305,96,3168631.12,true,-0.742,7317676,509225.2,-1.209225653E7,-3092.6700,8978639,6127752,-3410219
1306,1292,-282796.21,true,-0.605,7458075,-44312.7,1.25811312E7,7198.1200,8195719,11009065,-12060420
1307,966,1.204441015E7,true,0.764,-10118374,-215.1,6909271.27,7196.3500,1010175,3994843,2348024
1308,1299,3004899.06,false,-0.601,8667866,-30016.3,-6180079.58,1921.9900,3291166,-2040385,-12676203
1309,856,1.287398193E7,false,0.726,1979724,-485205.8,-4902915.86,-4223.2100,-6637619,5630985,-2518254
1310,742,-1220122.16,true,-0.745,-6340675,-498157.6,-3144442.76,-1703.7400,-2406233,-2897060,647251
1311,1166,1149147.04,false,-0.596,3739324,645448.6,-1419476.56,-7576.3300,13000083,-6510607,2700287
1312,1132,7308183.21,true,0.737,-5888387,770134.6,1.105384708E7,2090.7300,-6158664,-3331688,-734244
1313,184,-7811177.67,false,-0.578,-8754715,669393.9,-1.018855748E7,-1190.7800,11986294,-10860980,-2481611
1314,685,-1.150649721E7,false,0.718,-5065263,-19266.8,-5524785.33,-1930.7200,-11047463,1692530,10602325
1315,976,9914500.1,true,-0.747,7798308,53207.4,-8418384.03,-7601.1600,-7725475,1521690,-3444909
1316,432,-1.045155555E7,true,-0.645,-4449647,-416891.6,5322040.79,-6087.5700,7388330,4682110,11130499
1317,756,-1365642.09,false,-0.595,2168284,766355.1,-3288719.41,1101.9000,-6122005,4892555,4644557
1318,38,-9587893.97,false,-0.617,4116894,-70454.9,6268215.58,-1163.6500,-8282916,699347,10524286
1319,391,7996417.94,true,0.701,-3776943,740357.5,-6970518.68,-70.3500,-4867944,-6752264,-6476642
1320,503,7527945.59,false,0.822,-11725229,509079.9,-2724845.93,6635.2400,-1124406,12298041,5566305
1321,399,5434203.52,true,-0.625,11101995,-762703.3,-9464438.24,-6004.7200,9316678,1465046,-7992960
1322,48,3757130.57,true,-0.671,11127823,502458.6,2580199.99,3504.4900,-10827699,-2356330,5351288
1323,353,-315531.55,false,-0.711,5993695,734191.1,-5139608.11,4915.2500,4216559,-11983077,-1577784
1324,222,7813302.16,true,0.794,8846003,187458.9,-9216079.89,-2197.7000,-3260631,8694558,-12224831
1325,1199,-3446699.16,true,-0.610,7507772,336614.4,-6488308.34,7912.9600,1765341,6863072,12595427
1326,896,8717413.46,false,0.777,-2578488,-416366.2,-7757518.06,116.6600,554886,-4202202,-10402018
1327,434,7521872.84,false,-0.654,4903085,48172.7,6366528.53,-7623.2700,-2289598,3937309,-3167701
1328,1281,4874933.86,false,-0.613,-1366796,-520204.6,-2650492.84,1094.8800,7009094,9115084,1645287
1329,1271,-1.276369427E7,true,0.717,5656180,324123.4,4761062.84,6403.3800,3321358,-12552500,8003087
1330,334,55469.49,false,0.708,-3687170,247656.9,-3813522.98,2992.9500,9684938,-7763910,10889227
1331,342,7495155.03,false,-0.605,13208445,575602.3,5267529.64,2034.2400,4531649,1491345,-1662810
1332,917,7535326.56,true,-0.706,-2895593,-758153.8,7530519.47,-3216.6800,-6486384,668329,-422258
1333,1263,-1729033.56,true,-0.629,-13250284,454646.6,4834766.12,273.4520,-9947067,-1394492,9481482
1334,516,7324657.24,true,0.710,2680006,351022.5,4455416.89,2060.7300,-5824950,11892349,-9140057
1335,311,-482966.02,true,-0.655,11478219,702298.7,5599480.57,2749.6000,-11557455,4222562,961136
1336,509,1.158469912E7,false,-0.728,3745135,580506.7,-1.045891921E7,-6245.5100,-7364373,11776908,-6285582
1337,425,2265960.32,false,-0.665,1120466,609058.9,1862044.65,5554.5300,6072950,8699969,9777599
1338,1103,-5137820.86,true,0.819,8903639,-695156.9,-1832982.09,-5354.2900,4040301,-4369727,-10914339
1339,1156,-2834734.73,false,0.743,739837,-310289.0,7757162.62,-1384.0500,3861535,-9240018,1726557
1340,1083,4059688.34,false,0.782,-2964285,810580.8,-8285258.99,-8135.2100,3951676,-12494880,-11280879
1341,1222,-6349026.39,true,0.744,7519304,-674858.5,9084949.58,-4042.5800,7680073,-10930391,-10180128
1342,1273,4163783.94,true,0.694,543836,-109323.8,8972145.57,-3804.6100,-9339081,-10978048,5546825
1343,1045,8450213.18,true,0.827,10062219,359951.4,-5639849.05,-3411.2200,4738728,8201560,-6999749
1344,469,-1.182990421E7,true,0.777,1355835,-423730.7,-7702279.8,-375.8752,-1345250,-6327305,227692
1345,313,-5674867.7,true,0.756,6568252,-78948.1,4329116.75,-1414.0700,11142298,-4901654,7733510
1346,129,7001203.19,true,0.801,-2743245,-194602.6,1.006277362E7,-6143.5800,10134362,-8126039,-8537609
1347,703,1.052169485E7,true,0.809,-6553086,-793997.3,7782247.27,-4336.6900,-13444585,6754938,1024024
1348,686,7914573.42,false,-0.626,-11674190,-110701.7,-6002287.65,-6994.7000,-5640120,1572736,-5688091
1349,1005,3729548.43,false,-0.724,-257870,691548.2,1757232.79,2106.0100,-8234047,3434541,782792
1350,650,-1.281634711E7,true,0.842,-6281980,-743648.5,-7887685.24,-3047.4100,539931,7724753,-3523604
1351,1273,9515687.36,false,-0.613,-1927513,-374893.4,4292016.72,1908.0900,-2352177,2469811,1778908
1352,888,-1.172351683E7,true,0.740,-1044182,570522.1,1.130614979E7,5465.9800,6147024,-12034470,-1160928
1353,781,-7686912.75,false,0.761,1453384,-217233.9,-7131588.8,64.2500,-2733236,-7429351,4114881
1354,717,-9297662.92,false,0.751,12213697,-81584.7,-3284050.27,5818.4700,-11994100,3984768,-1790361
1355,1177,3290231.12,true,-0.767,7598326,528587.2,-1.255545653E7,-3205.1700,9322289,6362252,-3540822
1356,815,-293996.21,true,-0.630,7743900,-46207.2,1.30627312E7,7470.6200,8509829,11430865,-12522245
1357,886,1.250521015E7,true,0.793,-10505661,-31.1,7173271.27,7478.3500,1048772,4147468,2438124
1358,673,3120099.06,true,-0.626,8999478,-31193.8,-6416079.58,1981.9900,3417198,-2118460,-13160984
1359,1212,1.336598193E7,false,0.754,2055233,-503716.8,-5090115.86,-4392.7100,-6891482,5846135,-2614404
