1,2,10,1,-94054.71,9147.0,82262.67,9949,107799,-199894,-40036,-100392,8749,201056,-96979,-28.980,-22140
1,2,10,2,99901.31,-1720.2,153691.97,386247,348712,-121761,-297841,155351,172862,222805,369680,-23.650,-122282
1,2,10,3,413249.38,23029.8,340799.77,-205721,534825,21453,-284063,24999,-270491,-242132,368881,-29.130,-454467
1,2,10,4,602811.0,3159.5,326531.49,-622400,54237,641886,-798557,-580336,-301249,593279,-343983,-3.750,676811
1,2,10,5,144904.88,35075.9,127613.26,-265483,886575,895708,-870496,-833174,-606736,-296584,693461,-4.930,672696
1,2,10,6,-203736.88,-20122.4,713749.05,-1107879,65483,368352,-189373,-753624,442651,-26257,537654,-71.140,796132
1,2,10,7,577523.56,37845.4,20424.91,-1237125,666851,1336740,-880610,197832,1247114,868113,66950,-41.020,1382170
1,2,10,8,-1034982.8,41325.9,-1204812.97,-1336270,-1170853,-1295224,127922,-325879,-7826,-1589705,-895915,-54.900,-263064
1,2,10,9,733878.25,-17879.8,1086125.3,-280944,678947,1462629,-1065465,-1339430,449035,-1199317,-1287503,40.810,787232
1,2,10,10,299566.75,-11446.3,381241.55,-395851,1001396,957737,1122225,974374,-653773,-81868,-1705596,73.600,-1365307
1,2,10,11,91249.31,75866.4,521997.37,607096,-1531969,711763,-792391,-1500032,1961616,-2132939,1717057,-85.820,566599
1,2,10,12,2254718.2,6515.2,1918626.27,-412908,-992544,-128322,1046822,-67017,628201,1196833,-373740,92.230,-287905
1,2,11,1,53821.31,847.3,86875.97,212214,194110,-70464,-160908,84035,92600,125978,201831,-21.850,-69963
1,2,11,2,304705.38,19527.3,250431.77,-151969,389797,15977,-209686,16567,-199051,-179613,269897,-33.450,-330925
1,2,11,3,496859.03,1351.0,268291.49,-513956,45595,530940,-660282,-479099,-247145,488368,-282516,-8.790,559773
1,2,11,4,127240.88,31068.8,113405.26,-233914,779035,789146,-767170,-732104,-534358,-261520,611399,-1.330,592922
1,2,11,5,-187416.88,-19094.3,653589.05,-1014989,60758,338137,-174363,-690649,405606,-23340,492909,-68.140,730329
1,2,11,6,545011.56,35878.1,19144.91,-1166779,629149,1260677,-830685,186466,1176088,818693,62993,-37.820,1302630
1,2,11,7,-996486.8,40035.1,-1159500.97,-1285996,-1126887,-1247000,123269,-313690,-7359,-1530085,-862612,-54.300,-253023
1,2,11,8,717366.25,-17654.2,1062189.3,-274842,663905,1430004,-1041984,-1309528,438857,-1172592,-1258721,39.370,769596
1,2,11,9,296654.75,-11333.8,377337.55,-391839,991424,948250,1111032,964698,-647236,-81105,-1688617,72.780,-1351595
1,2,11,10,91249.31,75866.4,521997.37,607096,-1531969,711763,-792391,-1500032,1961616,-2132939,1717057,-85.820,566599
1,2,11,11,2273534.2,6572.2,1934626.27,-416414,-1000832,-129348,1055498,-67539,633380,1206865,-376774,92.830,-290329
1,2,11,12,1127867.4,94451.4,1092773.0,-57381,-37686,-2485095,-808751,45713,1501975,-254899,1622925,53.640,-2453840
1,2,12,1,169025.38,15149.1,137471.77,-84779,208512,9131,-116714,6027,-109751,-101464,146167,-38.850,-176496
1,2,12,2,360635.03,-974.2,193411.49,-374528,34485,388295,-482501,-348936,-177582,353483,-203487,-15.270,409295
1,2,12,3,103688.88,25725.9,94461.26,-191822,635648,647062,-629402,-597344,-437854,-214768,501983,3.470,486555
1,2,12,4,-164568.88,-17654.9,569365.05,-884943,54143,295836,-153349,-602484,353743,-19258,430266,-63.940,638203
1,2,12,5,496243.56,32927.2,17224.91,-1061260,572597,1146581,-755798,169417,1069549,744563,57058,-33.020,1183321
1,2,12,6,-932326.8,37883.7,-1083980.97,-1202206,-1053609,-1166627,115514,-293375,-6580,-1430718,-807107,-53.300,-236288
1,2,12,7,684342.25,-17203.1,1014317.3,-262638,633821,1364753,-995022,-1249724,418500,-1119141,-1201157,36.490,734326
1,2,12,8,287918.75,-10996.3,365625.55,-379803,961510,919789,1077450,935670,-627625,-78816,-1637678,70.320,-1310459
1,2,12,9,89585.31,74615.9,512397.37,596014,-1504055,698948,-777877,-1472611,1925882,-2094302,1685835,-84.220,556129
1,2,12,10,2254718.2,6515.2,1918626.27,-412908,-992544,-128322,1046822,-67017,628201,1196833,-373740,92.230,-287905
1,2,12,11,1127867.4,94451.4,1092773.0,-57381,-37686,-2485095,-808751,45713,1501975,-254899,1622925,53.640,-2453840
1,2,12,12,719045.06,109914.5,-1945282.33,-104035,126007,-1972734,673024,-2148941,-1761158,357228,-2327261,156.410,-2726357
1,3,1,1,-8274.02,3138.0,16905.47,-22029,-4843,8569,5845,103,18816,22211,-6654,-8.782,-30794
1,3,1,2,-28465.58,8130.9,-36556.32,-18621,-24252,5385,-39137,52895,-8068,-59034,25143,1.580,10227
1,3,1,3,-12474.76,4872.5,-59932.82,2434,-65989,-56957,-77736,71970,16684,8208,-60827,50.330,74238
1,3,1,4,-25898.56,-284.4,99841.51,10660,-86343,29876,-120542,-29949,111195,96850,102450,-13.820,28442
1,3,1,5,7958.62,-2303.7,61915.79,32246,43109,61711,-55107,-41044,110011,-82782,-24728,3.570,-106900
1,3,1,6,-13675.57,168.7,-107254.5,27877,116820,54030,16838,-92020,-93061,-38436,5742,-16.590,-164570
1,3,1,7,-159560.34,-6176.2,151806.07,124002,97967,16978,134136,161281,104001,130274,-23337,-1.130,-34892
1,3,1,8,142964.08,-3709.1,-230313.63,201388,-175488,-225974,-160418,-148627,123823,-38613,63706,16.714,-161032
1,3,1,9,-127878.71,11755.8,108022.67,15895,148322,-266660,-54827,-132789,14015,268164,-130901,-27.510,-31930
1,3,1,10,74301.31,-293.8,116571.97,289562,262822,-93262,-221767,115731,128272,169012,276431,-22.650,-93216
1,3,1,11,230081.38,17119.3,188303.77,-115015,290090,12211,-158551,10770,-149936,-136631,201846,-36.420,-245989
1,3,1,12,269819.03,-2524.3,143491.49,-281576,27078,293199,-363980,-262161,-131206,263559,-150801,-19.590,308977
1,3,2,1,-28465.58,8130.9,-36556.32,-18621,-24252,5385,-39137,52895,-8068,-59034,25143,1.580,10227
1,3,2,2,-16314.76,5336.2,-77212.82,1702,-86463,-73406,-105745,96709,19576,12055,-80439,50.960,95791
1,3,2,3,-35690.56,-1450.7,154369.51,18762,-125898,44784,-180272,-41768,170202,149749,156842,-12.980,47404
1,3,2,4,18470.62,1534.5,100651.79,50305,63258,99806,-84240,-71516,179948,-138111,-44528,0.870,-168667
1,3,2,5,-27883.57,1947.6,-173878.5,41569,190408,88647,25856,-156730,-153698,-62292,4518,-14.310,-268309
1,3,2,6,-274040.34,-9463.3,263886.07,213905,163832,35144,232557,276796,177508,220989,-41378,-0.980,-59442
1,3,2,7,256436.08,-9579.6,-404553.63,349312,-300817,-394336,-283349,-257266,217387,-74796,118093,17.092,-281965
1,3,2,8,-229350.7,19582.1,185302.67,33735,269891,-466958,-99198,-229983,29811,469486,-232667,-23.100,-61300
1,3,2,9,135741.31,-3717.1,205659.97,521606,468958,-161659,-404344,210819,235288,298116,500229,-25.050,-162975
1,3,2,10,413249.38,23029.8,340799.77,-205721,534825,21453,-284063,24999,-270491,-242132,368881,-29.130,-454467
1,3,2,11,496859.03,1351.0,268291.49,-513956,45595,530940,-660282,-479099,-247145,488368,-282516,-8.790,559773
1,3,2,12,103688.88,25725.9,94461.26,-191822,635648,647062,-629402,-597344,-437854,-214768,501983,3.470,486555
1,3,3,1,-12474.76,4872.5,-59932.82,2434,-65989,-56957,-77736,71970,16684,8208,-60827,50.330,74238
1,3,3,2,-35690.56,-1450.7,154369.51,18762,-125898,44784,-180272,-41768,170202,149749,156842,-12.980,47404
1,3,3,3,21974.62,2813.9,113563.79,56324,69974,112505,-93951,-81673,203261,-156554,-51128,-0.030,-189257
1,3,3,4,-34987.57,2837.0,-207190.5,48415,227202,105955,30365,-189085,-184016,-74220,3906,-13.170,-320178
1,3,3,5,-342728.34,-11435.6,331134.07,267846,203351,46044,291610,346105,221613,275417,-52203,-0.890,-74172
1,3,3,6,332084.1,-13493.3,-520713.63,447928,-384370,-506577,-365303,-329692,279763,-98919,154352,17.344,-362588
1,3,3,7,-301830.72,25172.3,240502.67,46477,356726,-610028,-130892,-299406,41094,613288,-305357,-19.950,-82278
1,3,3,8,181821.31,-6284.6,272475.97,695639,623560,-212957,-541277,282135,315550,394943,668078,-26.850,-215294
1,3,3,9,555713.4,27627.0,459407.77,-276271,725174,28642,-381684,36066,-364256,-324189,498798,-23.460,-616617
1,3,3,10,678491.0,4451.3,368131.49,-699860,60409,721133,-897324,-652649,-339896,668215,-387888,-0.150,760410
1,3,3,11,143432.88,34742.0,126429.26,-262853,877613,886828,-861886,-824751,-600704,-293662,686623,-4.630,666048
1,3,3,12,-184152.88,-18888.7,641557.05,-996411,59813,332094,-171361,-678054,398197,-22757,483960,-67.540,717168
1,3,4,1,-25898.56,-284.4,99841.51,10660,-86343,29876,-120542,-29949,111195,96850,102450,-13.820,28442
1,3,4,2,18470.62,1534.5,100651.79,50305,63258,99806,-84240,-71516,179948,-138111,-44528,0.870,-168667
1,3,4,3,-34987.57,2837.0,-207190.5,48415,227202,105955,30365,-189085,-184016,-74220,3906,-13.170,-320178
1,3,4,4,-365624.34,-12093.0,353550.07,285827,216524,49677,311294,369208,236314,293560,-55811,-0.860,-79082
1,3,4,5,369908.1,-15450.1,-578793.63,497236,-426147,-562698,-406280,-365905,310951,-110980,172481,17.470,-402899
1,3,4,6,-345318.72,28526.4,273622.67,54123,408827,-695870,-149909,-341061,47864,699569,-348971,-18.060,-94865
1,3,4,7,212541.31,-7996.3,317019.97,811661,726628,-247155,-632565,329679,369058,459495,779977,-28.050,-250173
1,3,4,8,657473.4,30910.6,544127.77,-326663,861138,33776,-451413,43971,-431231,-382800,591595,-19.410,-732438
1,3,4,9,814715.0,6776.6,443011.49,-839288,71520,863777,-1075106,-782811,-409459,803101,-466917,6.330,910888
1,3,4,10,174344.88,41754.5,151293.26,-318098,1065808,1073312,-1042706,-1001624,-727366,-355023,830231,-10.930,805654
1,3,4,11,-223320.88,-21356.1,785941.05,-1219347,71153,404610,-207385,-829194,487105,-29756,591348,-74.740,875097
1,3,4,12,593779.56,38829.0,21064.91,-1272298,685702,1374772,-905572,203516,1282627,892823,68929,-42.620,1421939
1,3,5,1,7958.62,-2303.7,61915.79,32246,43109,61711,-55107,-41044,110011,-82782,-24728,3.570,-106900
1,3,5,2,-27883.57,1947.6,-173878.5,41569,190408,88647,25856,-156730,-153698,-62292,4518,-14.310,-268309
1,3,5,3,-342728.34,-11435.6,331134.07,267846,203351,46044,291610,346105,221613,275417,-52203,-0.890,-74172
1,3,5,4,369908.1,-15450.1,-578793.63,497236,-426147,-562698,-406280,-365905,310951,-110980,172481,17.470,-402899
