1989,136,2,6,42,-13304743
1990,44,1,2,38,10315460
1991,51,1,4,8,-17076964
1992,81,1,5,42,-9314608
1993,129,1,5,27,12691117
1994,95,2,2,11,7987112
1995,137,1,1,39,12245190
1996,152,1,2,37,475751
1997,72,2,5,8,2247258
1998,94,2,2,21,10382730
1999,103,2,7,31,15138016
2000,65,2,5,33,-2072245
2001,51,1,5,14,-13408028
2002,22,1,5,36,-9017809
2003,86,1,9,41,216197
2004,59,2,7,24,13528526
2005,123,1,8,40,-13776434
2006,17,1,4,4,5975863
2007,107,2,3,18,-16215182
2008,64,2,7,11,-10296801
2009,80,2,2,8,15648076
2010,26,1,1,6,657744
2011,113,1,4,35,-945529
2012,103,2,5,9,-13323579
2013,88,1,3,24,-3578849
2014,110,2,1,23,-10740221
2015,143,1,8,1,17377383
2016,131,1,3,21,19696479
2017,167,1,3,42,5644944
2018,20,1,9,42,15943771
2019,34,2,7,17,-4150561
2020,92,2,1,9,-7302749
2021,102,2,7,41,-575697
2022,10,2,9,17,2099732
2023,150,2,2,3,19635723
2024,142,1,9,41,-17820754
2025,49,1,8,34,-12794470
2026,132,1,6,28,20249663
2027,121,1,4,31,-7530256
2028,90,1,4,2,18578044
2029,137,1,7,12,18446876
2030,111,2,7,32,7866777
2031,83,1,2,33,-11988974
2032,47,2,7,14,-17262605
2033,65,2,3,6,18048596
2034,149,1,6,32,3166456
2035,49,1,1,33,3136802
2036,135,2,7,12,7733373
2037,6,1,3,37,16212795
2038,152,2,1,16,14215225
2039,119,1,6,3,-13639412
2040,4,2,3,6,10574749
2041,85,1,3,14,-17505734
2042,73,1,6,23,-9548164
2043,89,2,5,25,13009728
2044,35,2,8,1,8187362
2045,168,2,4,16,12552097
2046,49,1,2,4,487888
2047,92,1,3,13,2303746
2048,76,1,9,31,10642731
2049,98,2,2,35,15516728
2050,164,2,8,40,-2124161
2051,81,2,5,8,-13743020
2052,76,1,5,2,-9243140
2053,43,2,8,40,221750
2054,91,2,4,5,13865835
2055,149,1,3,18,-14120180
2056,27,2,9,35,6124670
2057,76,2,9,24,-16618993
2058,149,2,4,19,-10553316
2059,11,1,4,5,16037557
2060,92,2,3,19,674200
2061,92,1,5,37,-968822
2062,106,2,4,6,-13654523
2063,92,1,9,22,-3667808
2064,107,2,1,31,-11006976
2065,43,1,9,41,17808589
2066,24,2,8,17,20185170
2067,165,2,4,32,5784763
2068,72,1,2,24,16338963
2069,33,1,8,41,-4253159
2070,144,2,7,8,-7483678
2071,77,2,5,26,-590037
2072,97,2,1,41,2151776
2073,7,2,1,35,20120997
2074,29,2,7,6,-18260814
2075,154,1,8,21,-13110565
2076,149,1,5,32,20749644
2077,170,1,7,35,-7715847
2078,141,1,7,1,19035984
2079,69,2,7,31,18901653
2080,89,2,8,31,8060410
2081,9,2,6,27,-12284030
2082,51,2,6,16,-17687547
2083,143,1,1,15,18492625
2084,11,2,4,17,3244381
2085,15,1,1,7,3213923
2086,39,1,8,10,7923045
2087,4,2,7,2,16610569
2088,71,2,8,23,14564070
2089,102,2,6,6,-13974080
2090,140,1,4,16,10834039
2091,120,1,1,20,-17934503
2092,65,2,7,3,-9781720
2093,49,1,5,23,13328338
2094,151,2,5,33,8387613
2095,23,1,7,34,12859005
2096,122,1,2,13,500026
2097,111,2,1,18,2360234
2098,58,1,6,42,10902731
2099,93,2,6,40,15895440
2100,87,2,2,5,-2176076
2101,111,1,5,2,-14078012
2102,129,1,5,10,-9468470
2103,176,1,7,39,227303
2104,123,2,1,28,14203144
2105,175,1,7,38,-14463926
2106,37,2,5,24,6273477
2107,45,2,6,30,-17022804
2108,58,2,9,28,-10809831
2109,118,2,6,2,16427039
2110,158,1,5,31,690655
2111,70,1,6,39,-992115
2112,109,2,3,3,-13985467
2113,95,2,5,20,-3756767
2114,104,2,1,38,-11273731
2115,120,1,1,38,18239795
2116,93,2,5,13,20673861
2117,163,1,5,22,5924583
2118,124,1,4,6,16734155
2119,31,2,1,23,-4355756
2120,20,2,4,8,-7664608
2121,53,2,3,11,-604377
2122,8,2,2,23,2203819
2123,40,2,8,25,20606271
2124,91,1,6,13,-18700874
2125,83,1,8,8,-13426660
2126,166,1,4,37,21249626
2127,44,2,9,39,-7901437
2128,16,2,1,42,19493924
2129,1,2,8,9,19356430
2130,66,2,9,30,8254043
2131,111,1,1,21,-12579086
2132,55,1,5,18,-18112488
2133,44,2,9,24,18936653
2134,49,1,2,1,3322307
2135,158,1,9,23,3291043
2136,119,2,9,7,8112716
2137,1,1,2,10,17008343
2138,166,1,6,30,14912914
2139,85,1,6,9,-14308749
2140,100,2,5,26,11093328
2141,154,1,9,26,-18363273
2142,57,2,8,26,-10015276
2143,9,2,5,21,13646949
2144,91,2,2,23,8587863
2145,54,2,1,11,13165912
2146,19,1,2,22,512163
2147,131,1,8,23,2416722
2148,40,2,4,10,11162732
2149,88,2,1,2,16274152
2150,10,2,5,12,-2227992
2151,141,2,5,38,-14413004
2152,7,1,5,18,-9693801
2153,133,2,6,38,232856
2154,155,2,7,9,14540453
2155,25,1,2,16,-14807672
2156,47,1,1,13,6422284
2157,14,2,3,36,-17426615
2158,143,2,6,36,-11066346
2159,49,1,8,41,16816520
2160,48,2,7,2,707111
2161,49,1,7,41,-1015408
2162,112,2,2,42,-14316411
2163,99,2,2,18,-3845726
2164,101,2,1,4,-11540486
2165,20,1,2,36,18671001
2166,162,1,1,9,21162552
2167,161,2,6,12,6064402
2168,176,1,6,30,17129347
2169,30,1,2,5,-4458354
2170,72,2,1,7,-7845537
2171,28,2,1,38,-618717
2172,95,2,3,5,2255863
2173,73,2,7,15,21091545
2174,154,2,4,20,-19140934
2175,12,1,8,37,-13742755
2176,7,1,3,41,21749607
2177,93,2,3,1,-8087028
2178,67,2,4,41,19951864
2179,109,1,8,28,19811207
2180,44,2,1,29,8447676
2181,37,2,5,15,-12874142
2182,59,1,4,20,-18537430
2183,122,1,7,33,19380682
2184,87,2,9,28,3400232
2185,124,1,9,39,3368164
2186,23,1,1,5,8302388
2187,175,2,6,17,17406117
2188,85,1,4,37,15261759
2189,68,2,6,12,-14643417
2190,60,1,6,36,11352618
2191,13,1,7,32,-18792042
2192,49,1,9,6,-10248832
2193,145,1,5,19,13965559
2194,31,2,8,13,8788114
2195,85,1,4,29,13472820
2196,92,1,2,31,524301
2197,150,2,6,28,2473210
2198,22,2,1,21,11422732
2199,83,2,5,7,16652864
2200,109,2,8,19,-2279907
2201,171,1,5,32,-14747996
2202,60,1,5,26,-9919131
2203,90,1,5,37,238409
2204,11,2,4,32,14877762
