733,5198418#vOk5rUszE,-734685,-1902137,5384641.440,-514365,-6603085,-218661
734,5606157#aOFVzHDM8,3507391,-2539172,1140357.160,5832435,-6103060,-6127192
735,2485016#vavmKmxNa,2873655,7254566,6561889.800,2950365,6115306,-3486819
736,5525062#BcLr7CwVU,5944118,1627826,2406992.480,2661455,3292129,3684390
737,2841114#3bwgYnd5v,-1530855,3093484,-170416.780,2470859,5383553,3894418
738,973461#0HDZxDmwZ,7157153,-2654452,-306074.840,-6503915,5807652,4932797
739,6786350#aogaxoNv8,-1247533,14262,1663658.250,744974,7285711,4039981
740,5542737#6u8DGmRS0,6745828,-7241972,2866449.400,6021705,-3903925,1243262
741,1807475#u1ed34qke,-4680603,-6711375,-776684.000,-274945,2145868,1634731
742,4556079#5asLveNER,-4168440,-2429533,-2928824.680,-3929916,-3634266,1966659
743,4708358#ugg5OW1a9,-3280052,-3469140,-401802.910,7320523,-1036505,1986661
744,3666976#dgeXt04yM,2396860,-219537,-3770648.240,-7099742,7124824,-5293062
745,5660745#STzxA67Ru,-2587607,6241162,-4185683.300,-3502094,-7117834,5659223
746,101179#pEri3kkH4,-4495096,5282267,2954203.020,-2935420,4209424,-4411528
747,2824179#pEri3kkH4,2690891,111335,-5668620.250,-231734,6916193,-3694452
748,3868261#pL8awIDAQ,-1814465,-1214010,-5612955.640,-193048,6369675,7182447
749,1749568#zNWgZOaKO,518256,-5169358,-1225968.910,-5964204,4347238,-3606905
750,2604760#5UDbhvthL,7398927,-1216358,3501668.500,6061933,-330384,-3982052
751,1214433#SI2noyMxb,-5535869,4296610,4463038.870,7445227,4566701,-3428357
752,3469504#fgvg7DajP,5269663,-1944567,-2451829.120,-4581129,-2292485,-3709932
753,6905397#DO2KLTqLW,-6894413,-3233828,-2998070.610,-1871766,-7489523,5064552
754,3265345#X1h1Yqg1a,5772030,4906462,6519614.000,-6979406,-7403292,-3264857
755,343043#FpA2mpajG,-4544156,3993449,2713587.000,5843824,1570765,-3120573
756,4626310#E59AaXTne,-5835753,-327653,1040769.680,-6949776,4457474,-779094
757,981596#cplGEskab,-7517704,707743,-3124817.220,-6278391,-6498946,-195551
758,6960785#v1uRIxuA1,-1073120,-2918808,-3800218.440,6915819,-5930082,-2617545
759,2396124#Vdf6CAF7g,-6822058,351257,5559805.830,-3479149,4347151,-2055258
760,6668029#ldKpG0NF1,2897154,3791582,2388331.200,2340854,2496360,-3117023
761,80188#5lpoau1Sm,2523264,6942567,2172468.660,904404,-4860235,-5651305
762,53469#auZEP6i2U,-1236064,2499816,4161956.660,7421025,-755741,5281228
763,5496713#GSVl9HPzl,-1633862,-6156823,-6330625.340,4409801,3300411,-6999943
764,6082321#aVOjFuIAW,-6312469,-2863795,4011721.840,-5655067,509414,-5906059
765,1678955#KFu4itDTo,3359711,-6014899,1997887.200,-6942681,3483277,-1049956
766,6463826#Hd8sS2tNL,-5929652,1273013,-747507.000,195329,1505085,1073968
767,1194902#W2Vn1PRkD,-6473593,-3256677,-4763048.030,-1008305,-3846327,-1361847
768,4635538#LB3Za8pic,-2767721,-6009600,2509024.000,5294376,-4012488,-7357468
769,3072006#9xwLIhzzm,-3119861,-6816817,4765108.500,6193938,6222124,-6159897
770,4658704#lDL0Wbhf2,-5519990,6078539,7033431.900,4961005,4823824,2215869
771,6679659#wfOxFv655,844972,-2815150,-1960081.590,5119900,-7015407,-2944333
772,4777521#En8me65Ij,5406893,953882,-2238177.540,-2658549,4091869,-4712313
773,5548875#JwpkpQuF4,-3144359,4795794,2529880.250,-4671628,-2006225,-150285
774,3975101#hTKpcw5Fa,2208111,5977801,-5011820.000,5040887,3713219,4350660
775,6844298#lfbQeuowa,5057905,412035,-5094772.750,-4496019,-5991515,5937985
776,2731900#SxM6CONfk,1325709,2221880,1747793.120,1668514,4560364,-5505914
777,1518619#PJuqP2M0Z,-7256543,7644831,6291320.300,-5629055,-6424597,-2343524
778,368269#nRU2Qii6v,7328868,-7278018,-4556385.840,-2857338,5580488,-2599707
779,5921613#CsZ3rpa7z,5776725,-849156,-4815196.260,2196405,3303642,-5840447
780,5568640#jYKeOsOOt,-3514744,1135507,-4504619.800,-5114432,-4787537,-7683028
781,4028731#0rVpyww81,-6254751,2431823,384197.860,-1136094,-2571227,-7695285
782,392015#4EaAWJI3E,6719551,-3167575,-422117.080,4129357,4149048,6215165
783,5552484#gUgVIgl1J,-785085,-2032187,5751825.440,-549890,-7053537,-232936
784,5987493#DTfyszk5Y,3746304,-2712472,1218244.160,6230285,-6518684,-6544417
785,2653887#5Lpkz2eFB,3069271,7748066,7007823.800,3150515,6531230,-3723669
786,5900274#nqIHj4msY,6347818,1737751,2570226.480,2841605,3515280,3934065
787,3033428#SkvdjySrL,-1634330,3302709,-181788.280,2638865,5748472,4158856
788,1039147#ptJG9QUUB,7641528,-2834152,-326833.840,-6944940,6200647,5266647
789,7245102#C8ZN5lFwU,-1332308,15012,1775895.750,795070,7778061,4313709
790,5917178#2JiTAHcsB,7201653,-7731697,3060214.900,6428805,-4168187,1327137
791,1929401#g0NBQxpJP,-4996091,-7163575,-828484.000,-293695,2289997,1744981
792,4862672#XtB66knGn,-4449240,-2593683,-3126151.680,-4195366,-3878950,2099559
793,5024904#QRQ7zaEpm,-3500402,-3702140,-428221.410,7813498,-1105891,2120286
794,3913364#ZmNFJ7h56,2558110,-234425,-4024271.240,-7577217,7604105,-5649150
795,6040166#IpFP4Ba0i,-2761719,6659975,-4466800.300,-3736619,-7595320,6039123
796,107907#YdNq58SG3,-4796421,5636967,3152496.520,-3132220,4490975,-4706678
797,3012783#tLTbryEbl,2871391,119185,-6048657.750,-247259,7379076,-3941302
798,4126474#ShiGv1HYI,-1935777,-1294885,-5987702.140,-205798,6794836,7662572
799,1866220#bO487cQQ8,552918,-5515033,-1307748.410,-6362829,4637992,-3847893
800,2778069#ewnkATPA1,7892852,-1297236,3735440.000,6465983,-352422,-4247902
801,1294915#XRT6TQ0Xe,-5904869,4582629,4760007.370,7941227,4870602,-3657107
802,3699751#LWQsxGMbQ,5620163,-2073330,-2614507.120,-4885329,-2444657,-3956070
803,7363534#LBsGNaoxQ,-7351863,-3448278,-3196889.110,-1996716,-7986879,5401226
804,3481412#MY8tYKKZb,6154380,5232412,6951764.000,-7442156,-7894638,-3481544
805,365627#GgWl86Xo5,-4844506,4257999,2893517.000,6230324,1675135,-3327023
806,4931940#PtLYbWVWU,-6221853,-349553,1109758.680,-7409401,4752400,-830087
807,1046199#xad2eZt0R,-8014579,753943,-3331290.220,-6693091,-6928236,-208989
808,7419533#5RG42jypz,-1144145,-3111075,-4050827.440,7372544,-6321106,-2790745
809,2553473#Nka0rV3Z1,-7271433,374582,5925974.330,-3708486,4633790,-2190646
810,7106566#oxMdzVVze,3088204,4041307,2545062.200,2495154,2661096,-3321504
811,84929#HpUe0BUwO,2688876,7399217,2315221.660,963825,-5180006,-6022855
812,56633#Q63PaG4Jt,-1317105,2663381,4435453.160,7907534,-805204,5627178
813,5856579#lR6D9dWWu,-1740549,-6560873,-6744834.340,4698401,3517284,-7459018
814,6480212#quOSM78nI,-6725919,-3051245,4274074.840,-6025421,542677,-6292559
815,1788080#G6XQTQ8Kp,3578811,-6407599,2128351.200,-7396531,3710493,-1118156
816,6885404#0d5NFucQE,-6316677,1356718,-796132.000,208729,1603446,1144368
817,1272197#VfK9Bbfvu,-6895943,-3468577,-5073702.530,-1073555,-4097111,-1450747
818,4936739#uUbAPXoJ0,-2947471,-6401275,2672224.000,5639676,-4274021,-7836318
819,3271499#9JJ1SxB3x,-3322561,-7259617,5074933.500,6596075,6626103,-6560472
820,4960789#YcMCqPafI,-5878877,6472889,7490565.400,5283205,5137316,2360294
821,7112319#AfYyz7KPn,900410,-2997200,-2087096.090,5451522,-7470122,-3134783
822,5086775#jUbpSFWCu,5757193,1015478,-2383106.040,-2831224,4357134,-5017763
823,5907188#5lpoau1Sm,-3348234,5106494,2693942.750,-4973403,-2135748,-160460
824,4231696#RQhuhmVGn,2350261,6364476,-5335520.000,5366387,3952682,4631421
825,7285621#Y9RYeSiVW,5384618,438298,-5423499.250,-4785938,-6377441,6321441
826,2907295#3n5WRsK5v,1411084,2364817,1860474.120,1776214,4854718,-5860052
827,1615708#cMrXS0qDi,-7724043,8136290,6696415.300,-5991305,-6837457,-2494099
828,391528#vZy6beaMV,7799468,-7746343,-4849599.840,-3041113,5939414,-2767207
829,6301148#cjW4xonTO,6147956,-903381,-5123643.260,2337505,3515832,-6215522
830,5925018#njgvODmuv,-3739819,1208657,-4793910.300,-5442832,-5094144,-8175478
831,4286112#1RDu7AxCu,-6655251,2587298,409150.860,-1208869,-2735461,-8187535
832,416922#SfiJWpzsH,7149626,-3370675,-449414.080,4393432,4414923,6612590
833,5906550#BlvInZ5nM,-835485,-2162237,6119009.440,-585415,-7503989,-247211
834,6368830#MKrMhms5g,3985216,-2885772,1296131.160,6628135,-6934307,-6961642
835,2822759#pBjsHZ6ca,3264887,8241566,7453757.800,3350665,6947155,-3960519
836,6275485#c3SLWb1bh,6751518,1847676,2733460.480,3021755,3738431,4183740
837,3225741#GX7hWNB2M,-1737805,3511934,-193159.780,2806871,6113391,4423294
838,1104833#0MF5D6k4P,8125903,-3013852,-347592.840,-7385965,6593641,5600497
839,7703853#kgYY2dcNC,-1417083,15762,1888133.250,845167,8270411,4587437
840,6291619#PJuqP2M0Z,7657478,-8221422,3253980.400,6835905,-4432448,1411012
841,2051327#hgxqTukaJ,-5311578,-7615775,-880284.000,-312445,2434125,1855231
842,5169265#5kUtpmLNd,-4730040,-2757833,-3323478.680,-4460816,-4123635,2232459
843,5341450#cxnj2POvL,-3720752,-3935140,-454639.910,8306473,-1175278,2253911
844,4159752#QgYgwvcRg,2719360,-249312,-4277894.240,-8054692,8083386,-6005237
845,6419587#Euqd3InJU,-2935832,7078787,-4747917.300,-3971144,-8072805,6419023
846,114635#HcmqnaAhj,-5097746,5991667,3350790.020,-3329020,4772527,-5001828
847,3201387#sREyoLV0S,3051891,127035,-6428695.250,-262784,7841959,-4188152
848,4384687#Qwm6X137Q,-2057090,-1375760,-6362448.640,-218548,7219996,8142697
849,1982872#N5no9hrOF,587581,-5860708,-1389527.910,-6761454,4928746,-4088880
850,2951378#qNc6hmD1x,8386777,-1378114,3969211.500,6870033,-374459,-4513752
851,1375397#DO2KLTqLW,-6273869,4868647,5056975.870,8437227,5174503,-3885857
852,3929998#wwAxuhuCt,5970663,-2202092,-2777185.120,-5189529,-2596829,-4202207
853,7821670#jPFG5QcEf,-7809313,-3662728,-3395707.610,-2121666,-8484236,5737900
854,3697478#4pn5JPICp,6536730,5558362,7383914.000,-7904906,-8385983,-3698232
855,388212#quOSM78nI,-5144856,4522549,3073447.000,6616824,1779505,-3533473
856,5237571#yd2NtuhaA,-6607953,-371453,1178747.680,-7869026,5047326,-881081
857,1110803#zdN1kwLj5,-8511454,800143,-3537763.220,-7107791,-7357526,-222426
858,7878280#TX8ohDpYP,-1215170,-3303342,-4301436.440,7829269,-6712130,-2963945
859,2710821#12fT9rUk3,-7720808,397907,6292142.830,-3937824,4920429,-2326033
860,7545102#C8ZN5lFwU,3279254,4291032,2701793.200,2649454,2825832,-3525985
861,89670#jPFG5QcEf,2854489,7855867,2457974.660,1023247,-5499777,-6394405
862,59796#9eYNzbesF,-1398145,2826947,4708949.660,8394043,-854667,5973128
863,6216445#ZbLbX8eeQ,-1847237,-6964923,-7159043.340,4987001,3734157,-7918093
864,6878103#m09baAQjc,-7139369,-3238695,4536427.840,-6395774,575940,-6679059
865,1897204#srNlIT6wS,3797911,-6800299,2258815.200,-7850381,3937710,-1186356
866,7306981#y62ZSnKwx,-6703702,1440422,-844757.000,222129,1701807,1214768
867,1349491#9Bswm7w5E,-7318293,-3680477,-5384357.030,-1138805,-4347896,-1539647
868,5237941#oRyMNKEan,-3127221,-6792950,2835424.000,5984976,-4535553,-8315168
869,3470992#N1nP8Oe3B,-3525261,-7702417,5384758.500,6998213,7030082,-6961047
870,5262875#JwpkpQuF4,-6237765,6867239,7947698.900,5605405,5450807,2504719
871,7544978#UTux59941,955847,-3179250,-2214110.590,5783143,-7924837,-3325233
872,5396028#Psw6RVnoM,6107493,1077075,-2528034.540,-3003899,4622399,-5323213
873,6265501#jouKxSk7E,-3552109,5417194,2858005.250,-5275178,-2265270,-170635
874,4488290#TS2dThAqk,2492411,6751151,-5659220.000,5691887,4192145,4912181
875,7726944#kgRcMRiof,5711330,464560,-5752225.750,-5075856,-6763368,6704897
876,3082689#L3NAQx6DS,1496459,2507755,1973155.120,1883914,5149072,-6214189
877,1712797#rzKFRmkjT,-8191543,8627749,7101510.300,-6353555,-7250317,-2644674
878,414788#ASciXUBIY,8270068,-8214668,-5142813.840,-3224888,6298340,-2934707
879,6680682#YV0FPf7qg,6519187,-957606,-5432090.260,2478605,3728022,-6590597
880,6281395#qYiDGVooI,-3964894,1281807,-5083200.800,-5771232,-5400752,-8667928
881,4543493#DTfyszk5Y,-7055751,2742773,434103.860,-1281644,-2899694,-8679785
882,441830#MKrMhms5g,7579701,-3573775,-476711.080,4657507,4680797,7010015
883,6260616#CqXN4URcW,-885885,-2292287,6486193.440,-620940,-7954441,-261486
884,6750166#IpFP4Ba0i,4224129,-3059072,1374018.160,7025985,-7349931,-7378867
885,2991630#hHtPHcD8G,3460503,8735066,7899691.800,3550815,7363079,-4197369
886,6650697#VtfKLpd7Y,7155218,1957601,2896694.480,3201905,3961582,4433415
887,3418055#ECsyYi7ws,-1841280,3721159,-204531.280,2974877,6478310,4687732
888,1170519#pfh5PirC7,8610278,-3193552,-368351.840,-7826990,6986636,5934347
889,8162605#7MIZySFZ0,-1501858,16512,2000370.750,895263,8762761,4861165
890,6666060#Al3e1DGbe,8113303,-8711147,3447745.900,7243005,-4696710,1494887
891,2173253#ONvLCylTA,-5627066,-8067975,-932084.000,-331195,2578254,1965481
892,5475858#Jhe9kEPI0,-5010840,-2921983,-3520805.680,-4726266,-4368319,2365359
893,5657996#jHn2OPnTC,-3941102,-4168140,-481058.410,8799448,-1244664,2387536
894,4406140#LztPtibGY,2880610,-264200,-4531517.240,-8532167,8562667,-6361325
895,6799008#6Zk0BOhTG,-3109944,7497600,-5029034.300,-4205669,-8550291,6798923
896,121363#MRnpRM4vC,-5399071,6346367,3549083.520,-3525820,5054078,-5296978
897,3389991#KiaTPWGgw,3232391,134885,-6808732.750,-278309,8304842,-4435002
898,4642900#SxM6CONfk,-2178402,-1456635,-6737195.140,-231298,7645157,8622822
899,2099524#9xbe9qe1v,622243,-6206383,-1471307.410,-7160079,5219500,-4329868
900,3124687#Qwm6X137Q,8880702,-1458992,4202983.000,7274083,-396497,-4779602
901,1455879#VHUlOOjKC,-6642869,5154666,5353944.370,8933227,5478404,-4114607
902,4160245#RsKME17ef,6321163,-2330855,-2939863.120,-5493729,-2749001,-4448345
903,8279807#SXPRbU0Gm,-8266763,-3877178,-3594526.110,-2246616,-8981592,6074574
904,3913545#qBVwwZAVj,6919080,5884312,7816064.000,-8367656,-8877329,-3914919
905,410796#9eYNzbesF,-5445206,4787099,3253377.000,7003324,1883875,-3739923
906,5543201#cnDrw2dwq,-6994053,-393353,1247736.680,-8328651,5342252,-932074
907,1175406#8oaLy3bpp,-9008329,846343,-3744236.220,-7522491,-7786816,-235864
908,8337028#Psw6RVnoM,-1286195,-3495609,-4552045.440,8285994,-7103154,-3137145
909,2868170#FyeSo4g4i,-8170183,421232,6658311.330,-4167161,5207068,-2461421
910,7983639#QKKqbZTBL,3470304,4540757,2858524.200,2803754,2990568,-3730466
911,94411#IMqeRNBbO,3020101,8312517,2600727.660,1082668,-5819548,-6765955
912,62960#d8XnYiDHX,-1479186,2990512,4982446.160,8880552,-904130,6319078
913,6576311#tdW9iugsV,-1953924,-7368973,-7573252.340,5275601,3951030,-8377168
914,7275994#S25LIoldA,-7552819,-3426145,4798780.840,-6766128,609203,-7065559
915,2006329#xRS0hN8Li,4017011,-7192999,2389279.200,-8304231,4164926,-1254556
