550,1911524#9xbe9qe1v,5423227,-892846,2566582.500,4445733,-242234,-2918652
551,892505#bUHwxn5ks,-4059869,3152536,3275164.870,5461227,3351097,-2513357
552,2548516#lMYER677Z,3867663,-1429517,-1801117.120,-3364329,-1683797,-2725382
553,5072851#kLVWbfJLs,-5064613,-2376028,-2202796.610,-1371966,-5500097,3717856
554,2401079#5asLveNER,4242630,3602662,4791014.000,-5128406,-5437910,-2398107
555,252705#vgyh9t7jY,-3342756,2935249,1993867.000,4297824,1153285,-2294773
556,3403788#ASciXUBIY,-4291353,-240053,764813.680,-5111276,3277770,-575120
557,723182#O3jRvXSpa,-5530204,522943,-2298925.220,-4619591,-4781786,-141801
558,5125795#MGMUJ8u8c,-789020,-2149740,-2797782.440,5088919,-4365986,-1924745
559,1766730#wKUaJbRtJ,-5024558,257957,4095131.830,-2561799,3200595,-1513708
560,4913883#efKHNbHue,2132954,2792682,1761407.200,1723654,1837416,-2299099
561,61224#UR4gcFyH4,1860814,5115967,1601456.660,666718,-3581151,-4165105
562,40815#rwRetvJG5,-911902,1845554,3067970.660,5474989,-557889,3897428
563,4057249#R4FTV3z9P,-1207112,-4540623,-4673789.340,3255401,2432919,-5163643
564,4490757#mBtUK0NtY,-4658669,-2113995,2962309.840,-4173653,376362,-4360059
565,1242457#sMYwsbGeY,2483311,-4444099,1476031.200,-5127281,2574411,-777156
566,4777516#lMYER677Z,-4381552,938195,-553007.000,141729,1111641,792368
567,885724#V00xtQKmd,-4784193,-2409077,-3520430.030,-747305,-2843189,-1006247
568,3430732#GBYMO9P92,-2048721,-4442900,1856224.000,3913176,-2966358,-5442068
569,2274034#1KDbtEwym,-2309061,-5045617,3525808.500,4585388,4606208,-4557597
570,3450362#8h802p7Or,-4084440,4501139,5204897.900,3672205,3569858,1638169
571,4949021#xpgy5QC7A,623222,-2086950,-1452023.590,3793414,-5196547,-2182533
572,3540507#R7EH2ozJu,4005693,707496,-1658463.540,-1967849,3030809,-3490513
573,4115623#MMKDMMXlb,-2328859,3552994,1873630.250,-3464528,-1488135,-109585
574,2948723#zBp1NkDea,1639511,4431101,-3717020.000,3738887,2755367,3227618
575,5079006#9xwLIhzzm,3751055,306985,-3779866.750,-3336345,-4447809,4404161
576,2030322#DQmM8x1vw,984209,1650130,1297069.120,1237714,3382948,-4089364
577,1130263#Nwhn7v7Lv,-5386543,5678995,4670940.300,-4180055,-4773157,-1741224
578,275231#3lOmip0WE,5446468,-5404718,-3383529.840,-2122238,4144784,-1929707
579,4403475#u1ed34qke,4291801,-632256,-3581408.260,1632005,2454882,-4340147
