1909,15886384.000,7181055,-2825260,11384843,7328115.560,-1.453097275E7,-9897377,2017-01-25 10:43:11.000,-15651410,false,2186669.4,8893076,1.900245922E7,16835032#jZGLyUwJ6dtoN0aj,3690086,8434646.940,true,-16125814.41,8121537#fHaIRFt1dGLBU89y,12179238#XScGJurot7sgpnnVo7
1910,-10260240.000,14337124,-11934852,1758046,-15008668.100,1.498065429E7,2517669,2016-08-12 21:43:10.000,-7257663,false,-388009.7,-12615245,-5312031.77,2468883#jLmIKSC8hOlQWy9C,-5738095,862508.030,true,-10652010.09,16542323#S6NiJQiJo7bDj5Zr,7751675#xCV901Y8zeaAzpDx9b
1911,-15997744.000,3244909,-14355033,-7920567,-14624177.480,-1.252789694E7,-18208831,2015-06-03 09:13:10.000,-16634482,true,6245964.0,12417769,1.151850533E7,15202299#uQ7OkviL4LqLitEB,5282616,7704453.920,false,7588613.48,6131501#dTEIe6d3dzTFjaYF,3752059#aUCDmKwimSHwjuCB5q
1912,1336976.000,-10030147,6172338,5777412,-17424882.360,-1.245853997E7,-7928013,2018-02-12 13:35:59.000,-13390734,false,9161360.6,-5167397,-1.571487121E7,10192846#nQD173cKufMV3XPM,-8727529,2859447.790,false,13845118.21,11803661#e5vNNnNa8HR59ef2,11947542#HpiwUZxPPgGdYZt7j9
1913,-894608.000,3274653,-3588850,-7054919,-8984201.040,-1.382786263E7,14730873,2017-08-25 16:36:44.000,13622213,false,4463529.8,-6663134,-8102862.84,14460879#2Tn0OANznmESEQPf,-8809547,-16056395.390,false,4314646.32,18482997#CikBTSCi5BMTDhNo,4124992#XmH7Za7FGWtH7FJZyB
1914,-9610560.000,-17696431,-7169556,-10043536,16680234.400,-9427657.89,-5441456,2017-10-01 17:00:58.000,-10382067,true,18880414.7,-17895309,-6037766.57,1499362#w5j1i0Ni5gw8c11K,-14853367,3735190.900,true,-19046046.34,1306470#lsKk072LiQQJi7Va,17371899#Ywpn9emfTsNEY5tLGp
1915,6372208.000,-10456028,4764439,2590100,17571696.200,-1.587771204E7,15344397,2020-01-10 13:53:53.000,9775936,false,10826599.2,-8563995,-6218127.42,12813646#td3u4WADFzCBY9xY,-4835895,4711824.390,true,19044066.98,5208187#RspHnA9Nqud6J2xx,9119042#TEgg2ARTNnQyjKzuRQ
1916,-18185856.000,8374630,6490020,-5672409,-9335933.200,3903071.07,-18321650,2018-05-20 04:40:48.000,14177084,true,18764891.5,-4771869,-1930567.76,13914276#CjgJmP74m4rfajYR,-9650360,11169055.070,false,-5616572.73,378698#B5BLgoynHFGBtfbX,5413766#qhHP55SoQ44IKxvuW6
1917,2941584.000,13439306,-9895839,3354048,5713184.500,8102780.96,1574060,2019-12-20 14:51:51.000,-5588041,false,-3879523.3,16292400,-6690856.03,5563660#glVV4WcNf9qzArTS,18919598,-9781213.620,false,7362244.03,7255789#hrPwcGSP5XHNFwzw,14470684#p7TzkSuAtXkhoUgPLn
1918,2640240.000,-10028629,3612133,-9962747,-1136737.940,1.248162388E7,-13750667,2019-11-04 06:44:52.000,14051918,false,-11192423.5,2483465,1.304408999E7,12203834#xxRzQ06ufzOrZIjy,9922498,15231090.790,false,329261.86,7581265#49Mfxs23NW6UcPpZ,1807445#fHTwZBJikII64gd4LL
