367,576546#UrnKpdJMs,-3094793,-1561477,-2277812.030,-486305,-1840051,-650647
368,2225926#gGDbChB1g,-1329721,-2876200,1203424.000,2531976,-1920228,-3526668
369,1476062#BcLr7CwVU,-1498261,-3274417,2286508.500,2976838,2990292,-2955297
370,2242020#HQ0kqZIvz,-2648890,2923739,3376363.900,2383405,2315892,1060469
371,3218383#rml5wipij,401472,-1358750,-943965.590,2466928,-3377687,-1420733
372,2303493#DTfyszk5Y,2604493,461110,-1078749.540,-1277149,1969749,-2268713
373,2682371#ZGT3Prd70,-1513359,2310194,1217380.250,-2257428,-970045,-68885
374,1922345#X1h1Yqg1a,1070911,2884401,-2422220.000,2436887,1797515,2104576
375,3313714#YxOTcEY6X,2444205,201935,-2464960.750,-2176671,-2904103,2870337
376,1328744#SIZo1W1lN,642709,1078380,846345.120,806914,2205532,-2672814
377,741907#YdNq58SG3,-3516543,3713159,3050560.300,-2731055,-3121717,-1138924
378,182193#jCPEfvAzv,3564068,-3531418,-2210673.840,-1387138,2709080,-1259707
379,2885337#903Z8S8tq,2806877,-415356,-2347620.260,1067605,1606122,-2839847
380,2717620#o2OIhTCEA,-1714144,550307,-2190295.800,-2487232,-2334677,-3743428
381,1969683#oOwmekJEQ,-3050751,1188023,184573.860,-553894,-1257359,-3757285
382,192755#9FPFXYDmf,3278951,-1542775,-203741.080,2016757,2022052,3035765
383,2719956#59fUcy2PS,-381885,-991787,2814353.440,-265690,-3449921,-118736
384,2936801#V4CuELO8u,1835004,-1326072,595148.160,3047485,-3193696,-3206617
385,1302915#XRT6TQ0Xe,1504343,3800066,3440351.800,1549315,3203834,-1828869
386,2898582#HofiTr9js,3118218,858351,1264354.480,1400405,1730072,1936665
387,1494920#EJZuYohPw,-806530,1628909,-90816.280,1294817,2829120,2043352
388,513659#wfOxFv655,3766528,-1396552,-160761.840,-3416740,3056691,2595847
389,3575090#poLry0eTt,-654108,9012,877995.750,394298,3839261,2123885
390,2921650#t5auFSyYs,3555053,-3813897,1510090.900,3172005,-2054095,656137
391,953993#gUCnBQdvL,-2472191,-3545975,-414084.000,-143695,1136969,862981
392,2409928#vvUG2P2qB,-2202840,-1280483,-1547535.680,-2071766,-1921474,1036359
393,2492536#ZPVLRqH2m,-1737602,-1838140,-216873.410,3869698,-550799,1051286
394,1942260#AyQyYEP8c,1268110,-115325,-1995287.240,-3757417,3769857,-2800450
395,3004798#3iefcxNNw,-1368819,3309475,-2217864.300,-1860419,-3775436,2999923
396,54083#eN7DdUe1q,-2385821,2799367,1566148.520,-1557820,2238563,-2345478
397,1503951#QXCyqbUSm,1427391,56385,-3008357.750,-123059,3676012,-1966502
398,2060770#mAdahRA8U,-965277,-647885,-2989730.140,-103798,3393552,3821572
399,933004#DkFzhmrbN,275618,-2749633,-653512.410,-3173829,2311960,-1919993
400,1391597#Dh5cRbX1n,3941452,-650212,1865268.000,3233583,-176122,-2121102
401,651059#ohc9sH6R4,-2952869,2294481,2384259.370,3973227,2439394,-1827107
402,1857775#jUbpSFWCu,2816163,-1043230,-1313083.120,-2451729,-1227281,-1986970
403,3698442#EJereVYG8,-3692263,-1732678,-1606341.110,-997116,-4008027,2707834
404,1752880#UsaTbXoOg,3095580,2624812,3494564.000,-3740156,-3963874,-1748044
405,184951#QXCyqbUSm,-2441706,2141599,1454077.000,3138324,840175,-1675423
406,2486896#gBZxhsPuF,-3133053,-174353,557846.680,-3732401,2392992,-422139
407,529371#ZGT3Prd70,-4039579,384343,-1679506.220,-3375491,-3493916,-101489
408,3749553#zTCkGWa1P,-575945,-1572939,-2045955.440,3718744,-3192914,-1405145
409,1294685#moljPuxG0,-3676433,187982,2996626.330,-1873786,2340678,-1107546
410,3598274#nqIHj4msY,1559804,2043507,1291214.200,1260754,1343208,-1685656
411,47001#32POZRMFM,1363976,3746017,1173197.660,488453,-2621838,-3050455
412,31325#CpjcxfUkv,-668781,1354857,2247481.160,4015462,-409500,2859578
413,2977651#jteknpKHc,-887049,-3328473,-3431162.340,2389601,1782300,-3786418
414,3297084#36Byq5pzx,-3418319,-1551645,2175250.840,-3062593,276573,-3200559
415,915084#36Byq5pzx,1826011,-3265999,1084639.200,-3765731,1892761,-572556
416,3512784#bFrcM0PPL,-3220477,687082,-407132.000,101529,816558,581168
417,653841#yJ8jDrhZO,-3517143,-1773377,-2588466.530,-551555,-2090835,-739547
418,2527127#MXURQBApT,-1509471,-3267875,1366624.000,2877276,-2181761,-4005518
419,1675555#hk3Z1u0vq,-1700961,-3717217,2596333.500,3378975,3394271,-3355872
420,2544105#QcKpq24TF,-3007777,3318089,3833497.400,2705605,2629384,1204894
421,3651043#FpA2mpajG,456910,-1540800,-1070980.090,2798550,-3832402,-1611183
422,2612747#sh3Xt754P,2954793,522706,-1223678.040,-1449824,2235014,-2574163
423,3040684#O3EvKoajl,-1717234,2620894,1381442.750,-2559203,-1099568,-79060
424,2178940#PtLYbWVWU,1213061,3271076,-2745920.000,2762387,2036978,2385337
425,3755037#XEKwFsURb,2770918,228198,-2793687.250,-2466590,-3290029,3253793
426,1504139#zpARuXDBW,728084,1221317,959026.120,914614,2499886,-3026952
427,838996#jHn2OPnTC,-3984043,4204618,3455655.300,-3093305,-3534577,-1289499
428,205452#Niw8HHI4Z,4034668,-3999743,-2503887.840,-1570913,3068006,-1427207
429,3264872#N5no9hrOF,3178108,-469581,-2656067.260,1208705,1818312,-3214922
430,3073998#wwAxuhuCt,-1939219,623457,-2479586.300,-2815632,-2641284,-4235878
431,2227064#nHF7t3tbj,-3451251,1343498,209526.860,-626669,-1421593,-4249535
432,217662#AmKfb8Wah,3709026,-1745875,-231038.080,2280832,2287927,3433190
433,3074022#6j6uK1LuT,-432285,-1121837,3181537.440,-301215,-3900373,-133011
434,3318138#tM0qMmB4J,2073916,-1499372,673035.160,3445335,-3609319,-3623842
435,1471787#9jvI2K2gN,1699959,4293566,3886285.800,1749465,3619759,-2065719
436,3273793#5fxm1QatV,3521918,968276,1427588.480,1580555,1953223,2186340
437,1687233#MaTLuGhq3,-910005,1838134,-102187.780,1462823,3194039,2307790
438,579345#X1h1Yqg1a,4250903,-1576252,-181520.840,-3857765,3449685,2929697
439,4033841#yJ8jDrhZO,-738883,9762,990233.250,444395,4331611,2397613
440,3296091#elHNvyZYl,4010878,-4303622,1703856.400,3579105,-2318356,740012
441,1075919#YThuSt45Q,-2787678,-3998175,-465884.000,-162445,1281097,973231
442,2716521#En8me65Ij,-2483640,-1444633,-1744862.680,-2337216,-2166159,1169259
443,2809082#vLDisJZ9j,-1957952,-2071140,-243291.910,4362673,-620186,1184911
444,2188648#ORBtuMVVC,1429360,-130212,-2248910.240,-4234892,4249138,-3156537
445,3384219#iodBf3nU5,-1542932,3728287,-2498981.300,-2094944,-4252921,3379823
446,60811#wApsU512E,-2687146,3154067,1764442.020,-1754620,2520115,-2640628
447,1692555#hk3Z1u0vq,1607891,64235,-3388395.250,-138584,4138895,-2213352
448,2318983#vwhl7LGul,-1086590,-728760,-3364476.640,-116548,3818712,4301697
449,1049656#4VqdhTgkQ,310281,-3095308,-735291.910,-3572454,2602714,-2160980
450,1564906#N7xE0qM2n,4435377,-731090,2099039.500,3637633,-198159,-2386952
451,731541#MHZVdNbgJ,-3321869,2580499,2681227.870,4469227,2743295,-2055857
452,2088022#6j6uK1LuT,3166663,-1171992,-1475761.120,-2755929,-1379453,-2233107
453,4156578#x8htxJEI0,-4149713,-1947128,-1805159.610,-1122066,-4505384,3044508
454,1968946#s6dwZrCDq,3477930,2950762,3926714.000,-4202906,-4455219,-1964732
455,207536#ZPVLRqH2m,-2742056,2406149,1634007.000,3524824,944545,-1881873
456,2792527#UtqTUYQgd,-3519153,-196253,626835.680,-4192026,2687918,-473133
457,593975#z0JBwbC0D,-4536454,430543,-1885979.220,-3790191,-3923206,-114926
458,4208300#JEjAfiNHM,-646970,-1765206,-2296564.440,4175469,-3583938,-1578345
459,1452033#uTe9QjFs8,-4125808,211307,3362794.830,-2103124,2627317,-1242933
460,4036810#0wv9ENdh9,1750854,2293232,1447945.200,1415054,1507944,-1890137
461,51742#hyKu2NIpe,1529589,4202667,1315950.660,547875,-2941609,-3422005
462,34488#78s7dCUpM,-749821,1518423,2520977.660,4501971,-458963,3205528
463,3337517#NMgBRbLCS,-993737,-3732523,-3845371.340,2678201,1999173,-4245493
464,3694975#z0JBwbC0D,-3831769,-1739095,2437603.840,-3432946,309836,-3587059
465,1024208#cnxG0Iy1C,2045111,-3658699,1215103.200,-4219581,2119978,-640756
466,3934361#ntlaJBo8C,-3607502,770786,-455757.000,114929,914919,651568
467,731135#9F7EII7iK,-3939493,-1985277,-2899121.030,-616805,-2341620,-828447
468,2828329#xRS0hN8Li,-1689221,-3659550,1529824.000,3222576,-2443293,-4484368
469,1875048#uwJIZFBpE,-1903661,-4160017,2906158.500,3781113,3798250,-3756447
470,2846191#eHnAUCRnI,-3366665,3712439,4290630.900,3027805,2942875,1349319
471,4083702#e8WzjqWHx,512347,-1722850,-1197994.590,3130171,-4287117,-1801633
472,2922000#19rYaJD9Z,3305093,584303,-1368606.540,-1622499,2500279,-2879613
473,3398997#lsTCyRFJt,-1921109,2931594,1545505.250,-2860978,-1229090,-89235
474,2435534#LBsGNaoxQ,1355211,3657751,-3069620.000,3087887,2276441,2666097
475,4196360#PK2W5Wc8u,3097630,254460,-3122413.750,-2756508,-3675956,3637249
476,1679533#5RG42jypz,813459,1364255,1071707.120,1022314,2794240,-3381089
477,936085#cpHxe9ion,-4451543,4696077,3860750.300,-3455555,-3947437,-1440074
478,228712#EuBCiplWK,4505268,-4468068,-2797101.840,-1754688,3426932,-1594707
479,3644406#8oaLy3bpp,3549339,-523806,-2964514.260,1349805,2030502,-3589997
480,3430375#Z0iqj33RM,-2164294,696607,-2768876.800,-3144032,-2947892,-4728328
481,2484445#ZbLbX8eeQ,-3851751,1498973,234479.860,-699444,-1585826,-4741785
482,242570#KXbb0xpvu,4139101,-1948975,-258335.080,2544907,2553801,3830615
483,3428088#28u7MltWm,-482685,-1251887,3548721.440,-336740,-4350825,-147286
484,3699474#ShiGv1HYI,2312829,-1672672,750922.160,3843185,-4024943,-4041067
485,1640658#FfdWkQKR8,1895575,4787066,4332219.800,1949615,4035683,-2302569
486,3649005#Wds75ynmi,3925618,1078201,1590822.480,1760705,2176374,2436015
487,1879547#n1GzunFrm,-1013480,2047359,-113559.280,1630829,3558958,2572228
488,645031#yjQbh5OHb,4735278,-1755952,-202279.840,-4298790,3842680,3263547
489,4492593#ad8m8HMr4,-823658,10512,1102470.750,494491,4823961,2671341
490,3670532#SUKWva9pv,4466703,-4793347,1897621.900,3986205,-2582618,823887
491,1197845#4MBSclARS,-3103166,-4450375,-517684.000,-181195,1425226,1083481
492,3023114#3bwgYnd5v,-2764440,-1608783,-1942189.680,-2602666,-2410843,1302159
493,3125628#3rIgDS3NT,-2178302,-2304140,-269710.410,4855648,-689572,1318536
