369,878,2235617.94,true,0.160,-1049493,205118.0,-1954518.68,214.6500,-1367251,-1884464,-1805492
370,808,2116745.59,true,0.280,-3286379,142218.4,-764045.93,1885.2400,-312346,3453303,1560155
371,629,1527803.52,true,-0.150,3114310,-208843.8,-2654838.24,-1359.2200,2618950,415059,-2240710
372,465,1051530.57,true,-0.196,3124548,138456.6,725799.99,1005.9900,-3045233,-668417,1512813
373,965,-87531.55,true,-0.236,1685445,203958.1,-1446008.11,1333.7500,1186639,-3375127,-443009
374,651,2204502.16,true,0.253,2495253,56881.4,-2604079.89,-658.7000,-920040,2460658,-3451581
375,259,-969099.16,false,-0.135,2127684,101660.4,-1837108.34,2573.9600,497537,1945872,3562827
376,873,2470213.46,false,0.236,-732638,-123956.2,-2194318.06,-82.8400,154100,-1189752,-2945943
377,1284,2141072.84,true,-0.179,1398535,15739.7,1806528.53,-1970.7700,-651114,1115809,-905751
378,161,1394133.86,true,-0.138,-389246,-150274.6,-750492.84,135.3800,1991128,2590370,470137
379,795,-3643694.27,false,0.176,1607755,96778.9,1356262.84,1909.8800,947622,-3576900,2285512
380,920,9869.49,true,0.166,-1049970,67850.4,-1092722.98,1016.9500,2765243,-2211160,3106827
381,630,2144755.03,false,-0.130,3783020,168023.8,1513129.64,628.2400,1295740,420695,-470560
382,1028,2154526.56,false,-0.231,-828393,-219323.3,2164919.47,-756.1800,-1858981,185254,-122533
383,867,-497833.56,false,-0.154,-3808709,132881.6,1384366.12,279.1520,-2858319,-401979,2717396
384,340,2111057.24,false,0.168,774306,95643.5,1278616.89,787.7300,-1678504,3416212,-2635407
385,1166,-133366.02,true,-0.180,3304894,197269.2,1617080.57,1134.6000,-3339793,1222937,281411
386,1195,3346299.12,false,-0.253,1080385,167931.2,-3026119.21,-2151.0100,-2131089,3405983,-1809895
387,906,654760.32,false,-0.190,319616,175896.9,539644.65,1393.5300,1754088,2513569,2826097
388,948,-1489820.86,true,0.278,2583764,-195703.9,-525782.09,-1383.2900,1173866,-1262277,-3166139
389,614,-828334.73,false,0.201,209262,-86934.5,2254762.62,-719.0500,1120452,-2678016,500582
390,1039,1186888.34,true,0.241,-861584,236809.3,-2418058.99,-2644.2100,1151323,-3629480,-3288766
391,451,-1849826.39,false,0.202,2196929,-192790.5,2655349.58,-1515.5800,2239983,-3184215,-2963928
392,168,1214983.94,true,0.153,154811,-26588.3,2618545.57,-1296.6100,-2729114,-3199923,1626650
393,735,2476613.18,false,0.286,2947669,111716.4,-1657449.05,-770.2200,1380031,2405372,-2054524
394,829,-3469904.21,false,0.235,392250,-124613.7,-2260679.8,-375.1152,-387716,-1847922,61917
395,125,-1662067.7,false,0.215,1932252,-17597.1,1273916.75,-559.0700,3275624,-1444129,2270535
396,1066,2061203.19,false,0.259,-801208,-62704.6,2964373.62,-1963.5800,2979295,-2389464,-2505584
397,119,3104094.85,false,0.268,-1926111,-229839.8,2295047.27,-1429.6900,-3966701,1995676,301673
398,923,2336173.42,false,-0.151,-3441965,-37494.7,-1776687.65,-1769.7000,-1658518,457436,-1685741
399,345,1099948.43,true,-0.249,-70245,201633.2,526032.79,652.5100,-2438049,1011566,225142
400,848,-3802747.11,true,0.301,-1859730,-224302.5,-2339685.24,-1099.9100,165014,2286003,-1048854
401,317,2827687.36,true,-0.138,-569963,-117519.4,1267216.72,834.5900,-692860,731311,524433
402,414,-3485116.83,true,0.199,-307134,163713.1,3356549.79,1960.4800,1821028,-3578520,-339178
403,5,-2290912.75,false,0.219,435934,-60968.4,-2130788.8,349.2500,-819043,-2219551,1219195
404,435,-2776862.92,true,0.210,3638522,-23634.7,-973650.27,1818.9700,-3581109,1195093,-534461
405,348,979831.12,true,-0.292,2265976,160709.2,-3754656.53,-1067.6700,2792930,1906752,-1059365
406,680,-81196.21,true,-0.155,2313225,-10211.7,3912331.2,2293.1200,2541739,3416665,-3747570
407,1092,3750010.15,true,0.251,-3147199,-3527.1,2157271.27,2120.3500,315429,1247593,726224
408,741,931299.06,false,-0.151,2698841,-8821.3,-1932079.58,841.9900,1022590,-635035,-3950145
409,1018,4017981.93,false,0.213,620562,-152007.8,-1533315.86,-1172.2100,-2068085,1758285,-787554
410,418,-384922.16,true,-0.295,-1989373,-152629.6,-984442.76,-524.7400,-746525,-901760,202651
411,734,357147.04,true,-0.146,1173964,197752.6,-440276.56,-2590.3300,4070985,-2042107,848087
412,916,2296983.21,true,0.224,-1850429,243265.6,3465047.08,803.7300,-1937646,-1042088,-233844
413,724,-2454377.67,true,-0.128,-2754136,212841.9,-3204557.48,-119.7800,3765379,-3420455,-780611
414,739,-3629697.21,true,0.205,-1594638,-6711.8,-1737585.33,-895.7200,-3481757,534230,3342475
415,148,3132100.1,false,-0.297,2460408,10538.4,-2658384.03,-2354.1600,-2431495,479040,-1083309
416,261,-3309155.55,true,-0.195,-1413047,-126677.6,1678840.79,-1767.5700,2334452,1483960,3518299
417,324,-429642.09,false,-0.145,689809,240935.1,-1042319.41,282.9000,-1936591,1553555,1476557
418,1190,-3035893.97,true,-0.167,1306761,-26975.9,1991415.58,-155.6500,-2620512,219647,3334636
419,922,2538817.94,true,0.188,-1193043,233288.5,-2218518.68,199.6500,-1551498,-2140664,-2051342
420,377,2401545.59,true,0.309,-3730529,161526.9,-867245.93,2135.2400,-355086,3918816,1771005
421,1101,1733403.52,true,-0.175,3534714,-237994.3,-3013238.24,-1603.7200,2971462,470321,-2543460
422,858,1193930.57,true,-0.221,3545773,157614.6,823399.99,1137.4900,-3454836,-757255,1714838
423,587,-99531.55,false,-0.261,1912195,231865.1,-1640408.11,1522.2500,1346108,-3828177,-502734
424,6,2499702.16,true,0.281,2829503,63753.9,-2952079.89,-739.7000,-1043229,2788758,-3913331
425,101,-1099499.16,true,-0.160,2410847,114026.4,-2081908.34,2854.9600,564264,2204672,4038227
426,113,2799013.46,true,0.264,-829788,-139346.2,-2487118.06,-72.3400,175194,-1348302,-3338368
427,686,2424272.84,false,-0.204,1582985,17446.7,2046528.53,-2268.2700,-737350,1264309,-1024801
428,1119,1577333.86,true,-0.163,-440696,-169744.6,-850492.84,185.8800,2255231,2933776,531987
429,1235,-4123694.27,false,0.204,1820830,108744.4,1535462.84,2146.3800,1072555,-4049300,2586437
430,820,12269.49,true,0.195,-1188770,77313.9,-1235922.98,1120.9500,3129437,-2503410,3516427
431,477,2426355.03,true,-0.155,4279095,189475.3,1710729.64,702.2400,1466051,477045,-533310
432,953,2437726.56,true,-0.256,-937193,-247682.8,2447319.47,-885.6800,-2102529,210679,-138308
433,957,-562633.56,true,-0.179,-4305634,149816.6,1565966.12,278.8520,-3231411,-454217,3073401
434,1110,2385457.24,true,0.197,874606,109084.5,1445816.89,854.7300,-1896738,3862324,-2977757
435,914,-151766.02,false,-0.205,3735069,223849.7,1826680.57,1219.6000,-3772302,1380812,317186
436,329,3779899.12,false,-0.278,1220635,189645.7,-3417319.21,-2366.5100,-2406525,3846558,-2045457
437,1019,739560.32,true,-0.215,361766,198694.9,609244.65,1612.5300,1981397,2839169,3191966
