916,7728559#MF0p7qh96,-7090727,1524127,-893382.000,235529,1800168,1285168
917,1426786#hGQgUetS7,-7740643,-3892377,-5695011.530,-1204055,-4598680,-1628547
918,5539142#0sGNtDtgk,-3306971,-7184625,2998624.000,6330276,-4797086,-8794018
919,3670485#c3SLWb1bh,-3727961,-8145217,5694583.500,7400350,7434061,-7361622
920,5564960#d8XnYiDHX,-6596652,7261589,8404832.400,5927605,5764299,2649144
921,7977638#AmiNBdyED,1011285,-3361300,-2341125.090,6114765,-8379552,-3515683
922,5705282#uYQsOvh4G,6457793,1138671,-2672963.040,-3176574,4887664,-5628663
923,6623814#iaW9MMHIp,-3755984,5727894,3022067.750,-5576953,-2394793,-180810
924,4744885#M6660BjBe,2634561,7137826,-5982920.000,6017387,4431608,5192942
925,8168267#ydUoOrBSi,6038043,490823,-6080952.250,-5365775,-7149294,7088353
926,3258084#36Byq5pzx,1581834,2650692,2085836.120,1991614,5443426,-6568327
927,1809886#LIgILTb8r,-8659043,9119208,7506605.300,-6715805,-7663177,-2795249
928,438047#HY2D25q5d,8740668,-8682993,-5436027.840,-3408663,6657266,-3102207
929,7060217#dozMhCZTE,6890418,-1011831,-5740537.260,2619705,3940212,-6965672
930,6637773#FL5yiihzv,-4189969,1354957,-5372491.300,-6099632,-5707359,-9160378
931,4800874#AIrhWyc6C,-7456251,2898248,459056.860,-1354419,-3063928,-9172035
932,466737#6u8DGmRS0,8009776,-3776875,-504008.080,4921582,4946672,7407440
933,6614682#YV0FPf7qg,-936285,-2422337,6853377.440,-656465,-8404893,-275761
934,7131503#fd6HOT0nD,4463041,-3232372,1451905.160,7423835,-7765554,-7796092
935,3160502#9RBeE20TR,3656119,9228566,8345625.800,3750965,7779004,-4434219
936,7025908#z9iKhtaea,7558918,2067526,3059928.480,3382055,4184733,4683090
937,3610368#EfU51eICV,-1944755,3930384,-215902.780,3142883,6843229,4952170
938,1236205#WkigbX4Gd,9094653,-3373252,-389110.840,-8268015,7379630,6268197
939,8621356#ZiPCJ5f0b,-1586633,17262,2112608.250,945360,9255111,5134893
940,7040501#jouKxSk7E,8569128,-9200872,3641511.400,7650105,-4960971,1578762
941,2295179#pEri3kkH4,-5942553,-8520175,-983884.000,-349945,2722382,2075731
942,5782451#ZDWOMyGWf,-5291640,-3086133,-3718132.680,-4991716,-4613004,2498259
943,5974542#fm19ouc2j,-4161452,-4401140,-507476.910,9292423,-1314051,2521161
944,4652528#vZy6beaMV,3041860,-279087,-4785140.240,-9009642,9041948,-6717412
945,7178429#yoo35LbbM,-3284057,7916412,-5310151.300,-4440194,-9027776,7178823
946,128091#elHNvyZYl,-5700396,6701067,3747377.020,-3722620,5335630,-5592128
947,3578595#ITgSTSwwo,3412891,142735,-7188770.250,-293834,8767725,-4681852
948,4901113#0gDOs3tH5,-2299715,-1537510,-7111941.640,-244048,8070317,9102947
949,2216176#Qj8V53eYO,656906,-6552058,-1553086.910,-7558704,5510254,-4570855
950,3297996#jHn2OPnTC,9374627,-1539870,4436754.500,7678133,-418534,-5045452
951,1536361#ntlaJBo8C,-7011869,5440684,5650912.870,9429227,5782305,-4343357
952,4390492#28ePd8g5N,6671663,-2459617,-3102541.120,-5797929,-2901173,-4694482
953,8737943#MsxK2Sgqe,-8724213,-4091628,-3793344.610,-2371566,-9478949,6411248
954,4129611#BVs7DgCV0,7301430,6210262,8248214.000,-8830406,-9368674,-4131607
955,433381#uIERlTqZV,-5745556,5051649,3433307.000,7389824,1988245,-3946373
956,5848832#8tC3VCUcL,-7380153,-415253,1316725.680,-8788276,5637178,-983068
957,1240010#oBxEhLkMF,-9505204,892543,-3950709.220,-7937191,-8216106,-249301
958,8795775#jUbpSFWCu,-1357220,-3687876,-4802654.440,8742719,-7494178,-3310345
959,3025518#eEra2Jfou,-8619558,444557,7024479.830,-4396499,5493707,-2596808
960,8422175#aBqtyyhjB,3661354,4790482,3015255.200,2958054,3155304,-3934947
961,99152#xaQSXtV5O,3185714,8769167,2743480.660,1142090,-6139319,-7137505
962,66123#lWCgt3nbX,-1560226,3154078,5255942.660,9367061,-953593,6665028
963,6936177#L1BdRdOJF,-2060612,-7773023,-7987461.340,5564201,4167903,-8836243
964,7673885#M6660BjBe,-7966269,-3613595,5061133.840,-7136481,642466,-7452059
965,2115453#NxhlbKNB9,4236111,-7585699,2519743.200,-8758081,4392143,-1322756
966,8150136#eitTgKoCn,-7477752,1607831,-942007.000,248929,1898529,1355568
967,1504080#G6XQTQ8Kp,-8162993,-4104277,-6005666.030,-1269305,-4849465,-1717447
968,5840344#q2tRZhmO1,-3486721,-7576300,3161824.000,6675576,-5058618,-9272868
969,3869978#UTux59941,-3930661,-8588017,6004408.500,7802488,7838040,-7762197
970,5867046#KBNbuizde,-6955540,7655939,8861965.900,6249805,6077790,2793569
971,8410297#1cyqqhdtB,1066722,-3543350,-2468139.590,6446386,-8834267,-3706133
972,6014535#b800JWFAI,6808093,1200268,-2817891.540,-3349249,5152929,-5934113
973,6982127#MXURQBApT,-3959859,6038594,3186130.250,-5878728,-2524315,-190985
974,5001479#ytyyuQx23,2776711,7524501,-6306620.000,6342887,4671071,5473702
975,8609590#0meS4QisS,6364755,517085,-6409678.750,-5655693,-7535221,7471809
976,3433478#4pn5JPICp,1667209,2793630,2198517.120,2099314,5737780,-6922464
977,1906975#z0JBwbC0D,-9126543,9610667,7911700.300,-7078055,-8076037,-2945824
978,461307#SGMsRq6Xi,9211268,-9151318,-5729241.840,-3592438,7016192,-3269707
979,7439751#LWQsxGMbQ,7261649,-1066056,-6048984.260,2760805,4152402,-7340747
980,6994150#mAHXnkxYi,-4415044,1428107,-5661781.800,-6428032,-6013967,-9652828
981,5058255#f2pzcbHOs,-7856751,3053723,484009.860,-1427194,-3228161,-9664285
982,491645#MUl0U7dVB,8439851,-3979975,-531305.080,5185657,5212546,7804865
