845,1622,1,1,7,62,4291295#duTXFsecj,1041950,5330474,26866.9,2294659,-97.720,2018-06-18 23:02:07.000,false,-393041,-5250724,2572222,2911542.52
846,1524,1,1,14,42,2318549#5P8UZwBAp,1489078,5545030,-458349.2,256115,3747.520,2015-07-14 02:51:39.000,true,-1359808,-4493174,1216276,-1466417.57
847,741,1,1,5,107,2597202#HMKCqPGYO,5416779,791660,-191768.1,-5471605,-4655.860,2017-12-15 01:25:01.000,false,-4739289,-4319507,5407485,-5632637.38
848,1344,1,1,10,296,3035575#XGfnzCJX0,4562995,-5934429,-188065.5,-3729994,-3175.210,2019-10-16 06:44:50.000,false,4222231,7735065,7577040,-1944903.54
849,1027,1,1,12,23,6719493#88lCletca,2782146,-1527342,53598.7,1526814,2476.970,2019-11-18 18:42:22.000,true,-1025045,-3835505,3977005,-1032413.88
850,840,1,1,4,69,8036316#vDNcgByyv,-1342313,4647909,-59655.4,-1196731,2836.720,2011-07-06 16:01:27.000,true,-902876,-3455019,7319537,-2765720.92
851,842,1,1,4,238,1295632#e8fDdMVzR,1118808,4954035,-425327.3,8006269,350.370,2013-10-18 05:22:38.000,true,-5055713,-5406112,-3435590,-8267683.4
852,512,1,1,11,113,5600233#siJ0ugF10,6280606,-8185001,315932.1,-1153021,-40.770,2011-10-05 23:58:13.000,true,5335364,5173931,-5756928,-4242327.06
853,767,1,1,3,277,3861551#X1ya5iPGd,7012796,7149242,276827.9,-5581896,-2671.750,2016-05-13 13:23:32.000,true,6318278,1472505,-4487600,-357372.12
854,342,1,1,11,301,3242680#ecOzAjTyS,6158421,8009770,124543.2,2293779,-2363.940,2017-08-02 22:49:00.000,false,-1350084,2510469,8084885,-780035.87
855,1332,1,1,12,19,3428894#wfC8gkKUj,5070520,-314301,-55183.6,87789,-3388.960,2014-08-28 14:03:13.000,true,1355214,-6391645,-7179690,4274654.96
856,1011,1,1,13,233,6104438#eT74GhbBl,1156861,-1670145,249137.9,-5844082,-4515.260,2011-07-10 12:27:06.000,true,5256348,-3600778,-1209888,-4903562.55
857,932,1,1,12,214,1015488#g7TCfMJiJ,3820132,23983,119227.8,311927,-420.754,2015-12-29 08:46:47.000,false,-5593547,7620059,-5327353,3571514.0
858,1551,1,1,11,95,2907263#2U5mxoR2W,-6242020,-665644,313330.2,-934554,-3755.910,2019-04-14 05:14:06.000,true,-429243,413655,6720471,-3060347.72
859,58,1,1,13,194,1128505#c0YeQudgR,6130200,4688893,396029.9,4607056,2859.560,2015-02-27 13:44:29.000,false,5294656,-4073019,2772090,4242504.6
860,607,1,1,11,309,4168335#ZAMPTflqx,3553455,-5172532,-300961.1,567421,-2412.510,2019-01-05 11:49:06.000,true,2272892,-1418142,-5720278,-3651443.8
861,416,1,1,4,242,5255786#BjxYDvWha,-4298733,-2853418,-441368.2,1410147,-4739.260,2013-12-06 14:26:22.000,false,-6414416,-4467959,-3909104,2450382.33
862,166,1,1,3,134,7244498#YelNZkafC,8066397,608755,-47707.2,8568138,-719.750,2012-11-16 08:01:32.000,true,-8222364,-5314769,-1111959,1445496.5
863,490,1,1,7,163,5935232#hVxsOwdep,4833490,-311294,370701.8,6272369,511.340,2017-09-12 15:53:02.000,true,-4509019,-3743355,7159236,4515757.5
864,81,1,1,11,269,2682791#4pgL1ZpcS,-778028,-1545725,10461.1,2665077,-3588.190,2014-07-31 19:08:04.000,true,1442651,-6234969,-2881888,3753912.66
865,1053,1,1,9,238,389106#m4XdtVX9X,-5653438,-664890,316030.1,8516106,2402.800,2016-08-29 02:35:39.000,false,-1676260,-4743436,-7226502,606161.4
866,37,1,1,3,156,6317672#PQv9h7Lrp,-3865707,5260512,-157620.4,-1703162,-2855.710,2012-11-25 01:17:02.000,false,6652901,-953695,2688942,2641008.11
867,136,1,1,6,260,3032633#SxafFZ0ue,-8251209,-2164755,391256.7,432426,-2255.550,2019-03-22 02:26:51.000,false,-671921,-8274493,2605846,-174878.76
868,5,1,1,4,271,813963#w8E6QH6oY,3614924,-6730248,280880.4,-546885,1217.020,2019-02-13 17:55:49.000,false,-6692204,6795597,1794463,3366805.55
869,1397,1,1,14,247,7888125#ncyUHimGE,4358834,-1347398,-439825.0,8170899,3929.040,2017-07-14 21:44:16.000,true,-3274453,6470937,719697,-5875018.05
870,740,1,1,12,112,830274#eRWVLulAA,3151467,-1139680,255262.1,-3655197,91.830,2015-01-11 04:30:36.000,false,-795025,6673765,2185721,2236463.46
871,1593,1,1,13,289,618632#e8fDdMVzR,-3817170,7007389,404917.9,4677667,1555.980,2013-01-04 08:53:42.000,false,-4399005,5601577,2687254,145713.05
872,173,1,1,14,242,1383119#wT6CJ05HJ,4676205,-3911171,390789.7,-283857,2270.190,2017-02-18 13:40:09.000,false,-2271466,-262580,-312540,-7248446.38
873,709,1,1,11,77,7735846#PY13TGvpD,-3338020,2794134,-171135.0,7471014,-2257.560,2012-06-21 23:09:30.000,false,2615214,1092391,-4241963,-4787208.6
874,1284,1,1,6,183,5920351#2Rt5h6QW7,16068,8569129,-184120.0,-1770377,-4004.030,2016-09-21 21:03:50.000,true,-1474412,-3736314,-8521209,2088228.06
875,399,1,1,7,114,1319476#4zCHr3idy,6250353,-1499158,-237387.5,-5215021,-672.270,2012-07-16 09:31:22.000,true,-3179833,5568077,3403748,-2602793.82
876,497,1,1,9,198,768328#YfFCxyMm7,1918633,-8389485,-18371.2,-576703,-3973.790,2019-07-04 05:20:07.000,true,5238177,2780272,-8195426,-3051785.68
877,720,1,1,10,227,3431900#roIt17j4o,-3832372,-99182,76476.1,-7331808,-179.040,2011-05-13 03:26:34.000,false,3760065,5097136,1103691,-3910184.99
878,1356,1,1,3,89,1630447#8wqk2KGU0,2390062,7284075,316811.8,-5145155,-3096.470,2017-11-25 18:41:38.000,false,-6927095,-7474551,-1773369,5949322.46
879,1540,1,1,3,311,7040643#zbJ5iSrO6,-2762252,3925316,-268405.2,-7764897,466.190,2017-03-17 00:13:43.000,false,3821590,-2730219,6030999,-2940982.14
880,779,1,1,7,71,6559577#ySNX7mH2k,-762130,4372075,-68575.5,-2685912,3346.230,2014-08-01 07:38:34.000,false,-6929898,4762105,-489468,4187099.35
881,375,1,1,10,79,7497485#dplz7sd74,-4661913,1956986,-37890.8,7068965,-2212.740,2014-06-19 08:30:26.000,true,8100058,3388691,-7135271,6793099.78
882,354,1,1,4,29,5590435#9n40eUnPP,3185309,4513206,-88261.7,8089400,-990.770,2010-11-20 17:36:29.000,false,-7929800,1583467,6336467,4609314.86
883,257,1,1,10,92,3594577#ySNX7mH2k,-113790,-8538206,225913.7,6458020,4662.670,2011-08-26 20:36:33.000,false,5878038,-4352086,-7934860,1671838.81
884,28,1,1,5,109,4638980#YyeG5jnhN,6209949,-4695023,150090.1,-2820701,1376.110,2019-01-14 19:26:53.000,false,-5138738,5180766,3393130,5977816.55
885,196,1,1,5,84,3987050#WJu3MmtKD,-8652607,-7532064,283371.3,-6527359,3855.880,2015-11-17 21:04:41.000,false,6618175,1552584,5628886,-2215198.13
886,114,1,1,1,227,7467141#zR2DnKfJU,-7270692,6562479,13924.3,6280094,2148.740,2013-11-28 11:17:36.000,true,-7271918,1341237,-5070244,6477320.52
887,1283,1,1,10,65,3788176#3amAUpAHm,6931807,-345539,27639.7,3713975,-3641.820,2013-08-05 23:32:57.000,true,7109147,-6203966,-5023372,-6516213.87
888,1382,1,1,14,255,3892033#qEjZKvbMt,6606975,-3856776,239812.3,2146599,3961.620,2011-07-29 22:22:51.000,true,-8271104,-6727663,-3426263,192778.94
889,1330,1,1,4,235,1469286#t3lMiDiNM,7332004,-7184705,-405532.9,3659434,2973.500,2015-11-29 18:51:06.000,true,-851120,7057538,-686620,-7969751.24
890,734,1,1,12,86,7349662#RZFtwgAhs,-5188346,-725364,-68316.5,5830946,2481.880,2017-01-21 08:27:43.000,true,6979154,-1084861,-1392360,95512.23
891,414,1,1,4,232,4691622#bnxZKCHER,-3689304,-7459176,-232296.6,-3420252,-4593.410,2014-05-12 07:57:10.000,true,4391749,-2461619,7708929,-5258366.37
892,1340,1,1,14,212,5752403#mfMn1tvaY,4064781,4141295,151265.6,-7740586,-121.450,2017-07-15 16:37:11.000,false,-5634542,-3994561,-1435449,1980179.71
893,1156,1,1,6,71,99818#ZfF2fou9x,8254272,-5136962,-185154.5,-2268754,3303.580,2015-09-23 22:18:23.000,true,478217,5409262,-3671173,2612557.75
894,986,1,1,10,120,8333745#jRaaGbabN,4207493,-7267006,-46025.1,-7666480,-1514.150,2014-01-16 02:54:14.000,true,-7050779,3735715,-3889864,7720538.1
