1781,-11570697,1.3453024E7,3207869#Zb8AjKmkvRB,-7920177.0,-10379937.170,10054751,1.561871656E7,4824888,16256670#eIBqxBuYassGHwCVF4
1782,-13398366,5643795.0,421530#7RWzo0DgbhT,1036853.0,-9718810.600,14677744,-8989117.1,2547171,11539800#xWRAZRNwaQ9Y4YVXLZ
1783,14664467,1831104.2,14804707#Cf8lysmwwXv,406668.0,13867382.250,-7551514,4897571.13,15099190,7718725#8fvOC8v17n3vJZoJQR
1784,685461,-1.512246E7,11944236#tSqs1OpGyiz,13549232.5,17068112.810,-10054376,-8026633.87,9424560,531132#MvJ2V3sRvDcBoSphIh
1785,-15185248,2776449.0,4515231#meTeVMNIC8F,-16413942.0,5356838.860,-11231518,428433.35,-8577018,4524499#iMxeF5L4GAgfJYS1gn
1786,-14876699,1.3780818E7,11775904#5DImd0nzatq,15880489.1,-11046824.110,227232,2938190.62,-14153333,6350291#GobWdusdMZKyUn9gvV
1787,-4591326,1.3529468E7,9917972#eeucJlMdfZH,-6902550.5,-10246536.750,-16345948,-1.564526812E7,7169494,3515587#HdYbKHyViGMA8M5VHC
1788,17009745,-3741561.5,8858426#VTMAXd85lO7,-4841297.0,-16668654.570,-11490211,-1.119112024E7,14143076,4256584#KoSfWLJzlkcQ4gBokX
1789,2826468,-552252.7,12359038#jzgxo7Pvoln,-17497139.0,-9228293.430,526933,-8585756.58,6450974,225621#ES7hhFTW9QCpv0nKsG
1790,-15052449,1.0770435E7,2711460#ni5TTRe9F8l,1936163.0,-4827167.080,5691085,-6210977.53,5243783,7421542#Z1HlDjDOu2QT5LV0xn
1791,12940725,1.5324667E7,9734128#94P4bObIgsN,-16032399.9,-9959719.410,-12693708,3717962.67,12267826,8391662#HdJ2YilryLP7ibNtaB
1792,17761824,1.715567E7,10699959#nndJpZLHRuG,5101355.5,-7467007.730,-11635622,-2638264.85,10692762,15932258#EM9LAyKEfvpLJh0gHa
1793,9789086,-2719650.8,12663034#0qgjbXYvJ2Y,-17644365.2,-11188278.340,-14978533,1.32445321E7,12504196,10624452#OJGxiIy6LlLt5kFfar
1794,12685235,-1.2564559E7,11558449#B3c6tcgRP5n,9294464.5,-1165371.320,8502589,-1.561498577E7,1566418,11510242#e0mgsdnIuHsfFSGl9l
1795,-3479787,-6612506.0,6383090#hVx8jumjqPy,-225699.2,14830572.940,-10108685,-919553.0,2401299,10734340#KOJI7ciKf0IaTYbrI3
1796,-16473340,-1.6640738E7,1109338#nHfKo1psj4L,17771300.5,-6721602.810,17628403,1.421902929E7,1684800,6657507#U0ukydPvKaIOK9YV4t
