397,1019,1764,1,885,-1006431.25,3591481,-2849687,3594822.8
398,295,455,1,1115,-3335662.76,-61414,-127138,-2111057.8
399,338,10,1,1039,3929782.87,60525,-1987199,3096753.5
400,733,87,1,927,-275899.57,2174744,-3598433,550292.94
401,1187,530,1,736,17175.82,-401567,-844847,-520330.5
402,520,1223,1,465,2388340.42,-3255920,-2050983,3134328.0
403,140,2,1,1095,1732968.47,1752368,244029,1539011.2
404,900,771,1,732,-462291.06,-1146898,430234,-1877459.8
405,745,1103,1,206,348744.0,579665,1630789,-2507747.8
406,1041,798,1,515,-550870.73,3133340,502761,-2875362.2
407,870,1347,1,807,2012043.95,-1129695,646085,-741546.8
408,678,716,1,566,-2528419.52,-672908,3170852,-1533893.5
409,877,1512,1,976,-2880381.41,1260422,2437835,2293652.2
410,949,28,1,415,-551855.64,-1252383,-3915216,-2395446.8
411,322,837,1,1039,3257422.78,1928444,1773035,-179338.84
412,431,1270,1,750,3538885.77,1541029,1659473,-2398757.5
413,491,539,1,390,773326.79,3992316,2089925,3231886.8
414,1153,1621,1,629,2092549.95,-3080284,675974,-2156874.0
415,644,188,1,19,3591482.01,-3106960,2727110,1647285.2
416,1193,806,1,189,-1490685.52,897699,2402660,-77546.47
417,912,1472,1,642,-3901414.56,-1695905,4158769,-1923058.2
418,772,843,1,62,976236.35,4022112,1243028,-4178431.2
419,1188,381,1,1147,-3311415.04,2474352,848688,-1892887.1
420,377,748,1,67,-1124047.25,-1498507,3984405,3042721.0
421,607,953,1,702,-3960468.08,-368695,3184890,2867768.0
422,1036,574,1,192,146336.83,3163670,-3170083,3262263.0
423,102,1030,1,124,-1938703.72,-4140524,515007,-1618619.4
424,805,784,1,744,-2750902.03,2299335,3952089,3440900.5
425,239,320,1,1134,-794159.2,342053,2332054,-4148749.0
426,461,1165,1,937,1651158.52,3437382,1298084,-2691024.2
427,814,37,1,115,-754100.06,-2016787,1050089,2674362.0
428,171,1622,1,280,-383875.63,3201021,1805145,-871211.5
429,213,916,1,322,3147997.23,-2675275,2391649,-3664481.5
430,156,793,1,901,-1359890.53,1664816,-2337802,3700338.2
431,1093,1713,1,1024,-590179.9,-1118883,-1933060,3638723.2
432,1142,1307,1,815,199000.69,-266336,4010223,538365.1
433,924,1724,1,801,3783953.96,436432,-404906,-1470084.1
434,523,875,1,623,312829.56,-591125,2048214,-1671944.4
435,916,1439,1,1119,1567884.6,2599397,932037,2122312.8
436,846,1402,1,409,-3616176.62,-837463,-3233554,1049643.0
437,349,1010,1,784,-3987941.5,3409068,3668570,-1659690.6
438,1118,1640,1,206,-4196847.89,-4367793,-4313826,341203.0
439,71,939,1,568,1585453.09,-3522561,-362960,-3321190.8
440,870,447,1,727,2445622.68,-4129913,3229189,2390875.8
441,41,1694,1,128,4278743.14,885060,-1904566,-125276.67
442,103,25,1,848,-2706301.22,-3993365,1279507,-2097626.2
443,576,557,1,169,-1177888.78,-3295416,-872795,-2847073.0
444,841,1250,1,556,2157211.39,1752110,-4093520,2931970.2
445,626,181,1,61,-2962512.67,748641,-1366858,-1528770.1
446,108,90,1,366,-2894598.07,-401155,-2021161,2884177.8
447,97,889,1,845,-1132031.25,4044944,-3208690,4047622.8
448,887,1545,1,493,-3755662.76,-69814,-142722,-2375057.8
449,636,1685,1,483,4421782.87,67075,-2235597,3484753.5
450,1017,512,1,938,-311099.57,2446132,-4049181,619092.94
451,912,580,1,1091,20375.82,-452630,-950468,-585130.5
452,175,73,1,216,2685940.42,-3661820,-2306832,3523928.0
453,876,695,1,703,1948968.47,1969168,273610,1731011.2
454,333,1071,1,56,-518291.06,-1289098,482606,-2108659.8
455,67,953,1,461,391144.0,651365,1833078,-2816547.8
456,558,764,1,45,-618070.73,3518620,563787,-3230562.2
457,398,497,1,758,2259243.95,-1268695,725756,-831946.8
458,1028,591,1,389,-2838019.52,-755608,3560566,-1722693.5
459,581,1662,1,841,-3232381.41,1414722,2736265,2572852.2
460,310,878,1,829,-619055.64,-1405708,-4393530,-2687446.8
461,792,805,1,47,3652622.78,2161944,1988344,-201738.84
462,1053,145,1,959,3967685.77,1728029,1859715,-2690757.5
463,993,214,1,1094,867726.79,4474916,2342569,3623086.8
464,1023,171,1,873,2344549.95,-3451534,758361,-2418474.0
465,915,88,1,813,4023482.01,-3481922,3055062,1844885.2
466,786,531,1,791,-1669885.52,1006649,2690357,-87946.47
467,810,247,1,32,-4369414.56,-1899205,4658122,-2153458.2
468,664,293,1,709,1093836.35,4503512,1392823,-4677631.5
469,570,1581,1,380,-3705815.04,2769052,948868,-2118487.0
470,510,1723,1,225,-1258447.25,-1676085,4457621,3404321.0
471,775,853,1,134,-4430868.08,-412245,3563088,3207768.0
472,414,949,1,99,163136.83,3539695,-3545339,3647863.0
473,635,1455,1,327,-2166703.72,-4629124,576557,-1809019.4
474,692,942,1,1102,-3075702.03,2569473,4418997,3847300.5
475,727,420,1,1135,-888559.2,381503,2606087,-4635949.0
476,583,1340,1,152,1845558.52,3839932,1451384,-3007824.2
477,60,587,1,729,-841300.06,-2252462,1173466,2986362.0
478,235,147,1,744,-428675.63,3575221,2016526,-973611.5
479,113,1304,1,994,3514397.23,-2988125,2669402,-4092481.5
480,835,1593,1,65,-1518290.53,1857591,-2608635,4131538.2
481,996,1388,1,162,-658179.9,-1249208,-2156356,4061923.2
482,652,332,1,201,222200.69,-296611,4473601,599965.1
483,216,1530,1,961,4221553.96,485788,-450759,-1639684.1
484,543,1525,1,620,349629.56,-658975,2283751,-1865544.4
485,421,139,1,730,1747084.6,2897584,1039617,2367112.8
486,654,1427,1,1124,-4030576.62,-932513,-3604400,1169643.0
487,177,760,1,554,-4444741.5,3799393,4087666,-1848490.6
488,342,1215,1,1124,-4675247.89,-4865968,-4805521,380403.0
489,351,964,1,682,1767053.09,-3922711,-403870,-3700390.8
490,440,1347,1,101,2724022.68,-4599535,3596746,2662875.8
491,1145,319,1,475,4762743.14,984660,-2120959,-138876.67
492,92,650,1,271,-3011901.22,-4445102,1424960,-2334426.2
493,737,1157,1,1159,-1310688.78,-3667728,-970763,-3169473.0
494,425,656,1,279,2399611.39,1950085,-4553760,3263170.2
495,1010,1381,1,805,-3295312.67,832766,-1519325,-1700770.1
496,672,1165,1,1085,-3219398.07,-446380,-2248573,3206577.8
497,390,14,1,805,-1257631.25,4498406,-3567693,4500422.5
498,265,861,1,1038,-4175662.76,-78214,-158307,-2639057.8
499,934,1585,1,1094,4913782.87,73625,-2483996,3872753.5
500,87,937,1,949,-346299.57,2717519,-4499930,687892.94
501,637,630,1,279,23575.82,-503693,-1056089,-649930.5
502,1044,698,1,1134,2983540.42,-4067720,-2562680,3913528.0
503,398,1389,1,311,2164968.47,2185968,303191,1923011.2
504,980,1371,1,547,-574291.06,-1431298,534979,-2339859.8
505,603,803,1,717,433544.0,723065,2035366,-3125347.8
506,75,729,1,742,-685270.73,3903899,624813,-3585762.2
507,1140,1422,1,709,2506443.95,-1407695,805427,-922346.8
508,164,466,1,212,-3147619.52,-838308,3950280,-1911493.5
509,285,37,1,706,-3584381.41,1569022,3034694,2852052.2
510,885,1728,1,76,-686255.64,-1559033,-4871843,-2979446.8
511,48,774,1,222,4047822.78,2395444,2203653,-224138.84
512,462,795,1,1,4396485.77,1915029,2059958,-2982757.5
513,281,1664,1,631,962126.79,4957516,2595213,4014286.8
514,893,496,1,1117,2596549.95,-3822784,840747,-2680074.0
515,1186,1763,1,440,4455482.01,-3856885,3383014,2042485.2
516,379,256,1,226,-1849085.52,1115599,2978055,-98346.47
517,708,797,1,589,-4837414.56,-2102505,5157475,-2383858.2
518,556,1518,1,189,1211436.35,4984912,1542617,-5176831.5
519,1166,1006,1,781,-4100215.04,3063752,1049048,-2344087.0
520,643,923,1,383,-1392847.25,-1853663,4930836,3765921.0
521,943,753,1,733,-4901268.08,-455795,3941286,3547768.0
522,1006,1324,1,6,179936.83,3915720,-3920595,4033463.0
523,1168,105,1,530,-2394703.72,-5117724,638106,-1999419.4
524,579,1099,1,293,-3400502.03,2839610,4885905,4253700.5
525,1,520,1,1136,-982959.2,420953,2880120,-5123149.0
526,705,1515,1,534,2039958.52,4242482,1604683,-3324624.2
527,519,1137,1,176,-928500.06,-2488137,1296842,3298362.0
528,298,447,1,41,-473475.63,3949421,2227907,-1076011.5
