2360,308,302,656,840,-0.6730,-8763035,0.7116,0.97,6903410#Gv4fOfWBEBQoOol4e25NtaYkQO,-6518125,-22921426.0,11594786#1IPRmoAK3v,21490128.000,6838190.1,19659448#zC8lcAbxmPoF,-15226911,2689632.0,-3258522
2361,102,150,110,105,0.7609,12645709,-0.7483,-4.54,6492809#MvFxA6CHipwDuQWIOhu0eWLn4m,4732819,9605396.4,16447360#UNUjvpm9JE,-3787428.000,-8381463.98,5366498#W2aq0C8ox5TG,543615,-2873750.0,6232359
2362,1155,256,524,623,-0.7786,-22245962,0.7222,4.79,5153858#tN2DlmBc2qN3u08dZYqTrTSdui,-17207911,6781922.3,23483236#WYsozL0wJB,-2660896.000,-1.533826533E7,22541701#YPGRK0g9jL0v,-10814603,20503521.0,-19053458
2363,578,455,1078,240,-0.7489,9520728,-0.6679,-0.53,3675374#UNJNjnXsD4rFH5SOvm2QljK1PA,10872478,-18109371.2,7143730#VDRR1kWjN1,-14663056.000,-1.130669399E7,11857253#iZDzmIsii8jJ,22070841,13163081.0,10653103
2364,3217,233,824,1149,-0.7077,3003656,0.6828,4.90,11557499#OdLxPoNY706PY4PuQ7Auh1qoS8,1544906,4693422.6,17168790#9YnsjJ5Akv,-17472624.000,-9939833.2,6735174#0Gk2hCiYOv7p,-3958510,-10839025.6,-8961735
2365,1067,202,460,491,-0.7795,-6080243,0.6531,1.93,21045309#SjlKWnMhRoC5LktFznkoVQjmDg,14245224,14343685.6,22555674#GRf9JaIao7,-15089008.000,1.847484675E7,19742537#nUhLRHIRlAjW,-6749401,-3107123.4,-7646195
2366,785,231,136,1126,0.6934,7018689,0.6534,2.40,1716287#2T0A5tnnSq8gr13vd35RhWIV58,-20442854,22234943.6,30189#4yGGwYaLUg,20400272.000,1.166730803E7,22653234#BN4y6TuUyWln,-644825,1093868.0,-9976530
2367,3076,233,57,987,-0.6881,-12045492,-0.7201,2.02,12953085#vyO0p36qkWYAs1ytyUVAegSQdd,4404622,-23134501.4,16793106#fNb9lZ8XIi,-15528684.000,-2.143799865E7,15525545#rH432QPCCj4U,-12425193,12457010.5,-18615610
2368,2192,34,171,859,0.7730,9271620,0.7590,-0.91,11359885#ScDoihXRjqZXZbhvwtUPvgHClR,3379356,-8568517.8,1639919#7rTLNtDedb,-19322880.000,7118144.25,8497500#58x7U00Jn1yW,-4956017,-19090336.0,-13142519
2369,723,360,600,706,0.6743,-16111075,0.6943,-2.28,13557790#x2mrLKqto3NdaTmssaVJZ43VEi,18694393,-14922125.1,20275295#sFu0Ql1lN9,9846384.000,1.679741452E7,21099157#vOn1DUj5BmjL,8889819,13967627.5,-1630889
2370,2351,22,615,552,-0.7150,-14283334,-0.7710,2.65,22266408#uE3QkORNf9VJxLhCz6JtyuYgoQ,15220481,20325316.2,22932481#grrzGJYLtz,5577056.000,490750.25,9202345#pp7bqEebDo72,-11156730,-14609172.0,3674865
2371,2013,437,902,943,-0.6263,-5336718,-0.7513,-2.57,15243349#JvEDa4UFswknT1Vx3WA9jpeJBv,-9000637,4385231.6,17409858#msmtm8pPqP,-10428544.000,6030330.38,7560523#B0sGzJi5qrv5,-12161749,-10284699.5,-12075128
2372,682,257,15,949,-0.7216,14390990,0.7603,-4.35,17438711#xcaSNT5Cgc2Hy4gFon67g3Wb8d,2860105,980039.0,4993711#rbEUqZ4tAb,-5823072.000,-4287578.57,19659710#xteVPSEIrKHL,11226031,9009401.0,-8075450
2373,2497,222,1166,923,0.7466,-7542768,-0.7319,-1.14,18653231#OohE6QoSkHSh4XE9i2oIzBhK7E,15314569,-2116304.6,19665416#MoWWh3j52X,7257072.000,-1.853831462E7,11163006#Fpc3bpfyIluU,-16933785,19943575.7,-16648251
2374,2476,155,132,515,-0.7022,-2353189,-0.6182,-5.04,9315822#DcMr5eLZb3DTLvppcUEpEKK6Fm,10606631,11548516.9,10154274#yjhTpXNHP8,4703984.000,1585868.35,21010015#0BoNrn0XPHPl,-14128891,8189856.0,19512872
2375,3093,326,560,6,0.8182,-4337239,0.6962,0.53,15465461#KqyAu3MjeUTTmzSulsPWEra6Mk,-19300124,-8481433.2,8122863#enRnoIdqdJ,19796864.000,1.79802238E7,14381783#Rt0T2LJVPnzh,15953342,-22378401.0,8438928
2376,160,305,448,561,0.6965,-23621019,0.7715,-2.47,5640935#yGhRDuK07KNCiPxXME3EM4N6Kt,-5001895,-7671887.4,8954255#aoX4D66rsl,-5198624.000,-1.21600887E7,19951508#BkutAYBYjRlt,7963651,10436264.0,23152229
2377,3140,14,550,409,-0.7731,13144114,-0.7331,-1.70,1462783#2T0K4xzLqTmsvR7hAuoL0qClbr,20310664,2947053.4,20856023#LtF0bwPv7Z,17414944.000,-1.642885349E7,11020575#j768M0kACrJZ,-4795225,17030086.7,11179331
2378,1964,32,591,1031,0.6671,-6180241,-0.6974,-4.85,22814930#duDFEXAK27sOoH6HhMFwKy2x7r,-12716953,-23453011.7,16473378#PuUDLQuVKz,-13852736.000,3042737.41,1549859#uHQPXJuvJynh,-17820911,7619578.8,-8587204
2379,200,365,492,873,0.7754,-15375588,0.6674,1.27,12604180#XRKEf4mIk1isOA3LR3blr1PvYK,7933819,-13037447.8,19422792#50B8hOYJMh,16417640.000,-8334870.13,13199027#fEtYNOK0M7k0,16629867,-21403663.2,21196492
2380,3524,425,355,95,-0.7107,-15878464,0.8228,3.43,1874439#syxocpwFBGDRcAkaaxS6SXjmLY,-16430349,23462523.3,8927470#CVjD7zT0fH,-7352880.000,1.637128073E7,3396742#34f7DuIeKmyZ,14494505,-5969359.0,7248830
2381,1033,95,446,292,0.7711,15221106,-0.7843,0.34,8566975#oFGA2AXxbnCWkxz6eNnhWd9U3m,9700165,1395308.0,14778527#Iiwi1fGJiV,21126748.000,-1099003.1,22955028#I0v558QRtSL1,3125093,1549190.0,-4240858
2382,1715,436,752,859,0.6784,-17172296,0.8304,3.58,9546874#5TYkDYIUCVA4Z6Zrhv7BLV7RNu,12471395,-6470789.1,19725458#ltuSk0sTBW,-13346000.000,6251247.67,12935402#PGwc57Di5gZX,16670220,21116046.0,5645409
2383,2637,373,1047,1104,0.8007,-20307330,0.7887,2.42,19941170#qvpqflkdvZwCVXPPVVf7hWDgeJ,-6057700,12037356.9,11987006#alKSC0ltRs,-4276640.000,3579299.92,5623923#utVgslxJbvBI,5017116,-15055729.9,14950812
2384,2437,76,693,314,-0.6652,9767926,0.6590,-2.17,17662587#uYFHbGkZd0W4SF7VppflvfqfKb,10430122,16974054.6,15017914#Nr6esEd7gR,-1403776.000,3210538.72,13559928#5mCLBJsqYcUf,-14866084,7680624.0,-16232660
2385,643,352,1177,323,0.7873,-22536561,-0.7075,1.53,189501#XxWb7sMVgQXzaalHMQx2ygyVYo,8137520,17306751.3,18364569#9rroMxBY8i,14575840.000,-5076486.36,15260509#lsrKYtroj8vw,16235105,-10300997.2,-10370585
2386,803,145,450,718,0.8116,-22116612,-0.6718,-1.72,3430111#7yfhyueB7TUQ6YONeCfyfISdG7,-13483144,1033371.2,1026839#XAODlyGoyj,11302032.000,-2.058642503E7,19041889#mEEjhvYUr0RZ,-21107212,7804017.5,-15572408
2387,3825,446,680,479,-0.6971,-4755618,0.7299,-2.58,14231754#O2aeRiO0tYwgzPaWdFWECONjxm,18845002,-13196519.9,11480616#CAPEZv0Jym,2625472.000,-1.485789374E7,18048637#CVM4L3z6rftz,-13695629,-11432716.5,23145658
2388,2215,212,144,1110,0.6502,-21054679,0.8092,0.56,7296195#5igO6zkJHoblT4h10PijHL6Efh,5468019,-18215187.2,8351365#xfKsFm7R09,-22208592.000,2.2356733E7,6529497#rMlo7obqVZ9O,-22861531,690564.0,17739839
2389,9,168,1182,54,-0.7367,-10862595,0.8305,3.39,6209740#q4H8uVzqh0fuLbNQn9kHujE4hR,3316574,7430735.2,12755602#yNYXEsxiNs,14640720.000,-1.337284449E7,8599766#iaL1HDZ0v21z,15801814,20242827.7,-12074026
2390,2243,111,774,239,-0.7114,11760683,-0.6270,-2.49,21867413#aGXf8XVMeUcb74qdT7JGIwfqgR,18694553,13631476.7,6639646#GWzoyZBPag,11277856.000,-1.719897186E7,3414134#1lTfwX6wkROc,-10765327,3861327.0,10201597
2391,65,235,1168,573,0.7312,15026652,0.7362,6.39,639616#MZEwI0xYDmrZF1D9AaO2pOvJ5s,-10572155,-7067259.6,13382093#mT5dB2BXfE,-5729184.000,-7692136.13,4209985#dCXpn8jf60mN,-448591,-13984555.0,2479122
2392,3874,134,438,131,0.8045,-9287920,-0.6956,0.41,7131887#IOldhhjHIYSNvBPIGUt1LnAc9P,-7996328,2107364.5,15921733#5bqdEnUYy7,-10709168.000,2.096967644E7,11170674#MGr1EX8Kao8z,-20058288,5503148.0,13348215
2393,498,353,666,580,-0.6909,-12137685,-0.6319,-1.77,14422409#MFHHTGMqa4CsJq40WbL5zDF6rX,-2736902,11589789.0,19640915#nyBlRYBi4r,567680.000,7162646.82,17904640#Hqcu501zSQxT,5331440,20209533.2,23276881
2394,1405,298,447,807,0.7121,-15019346,0.7221,-2.69,20191565#eNrr0CXYVjM03GaNqRCOlvXeDU,-19849956,15368820.5,16162738#2WkutjsWvR,13983776.000,1.984192974E7,9519439#jmIGgjm6boVj,-13669512,16405725.0,-18525420
2395,3362,358,182,705,0.8374,2090895,-0.7485,0.62,4521844#72OybnQO3OR4knXjXdAM1WrMsa,-5136259,20976083.0,19672455#ySng99JTjk,13942960.000,1.575616907E7,15637005#Eo3Vy9aQ8FNS,18770046,-16256169.5,-5985276
2396,3439,214,937,580,-0.7488,-7727239,0.6527,2.46,19717296#jq0iWiejlGnToGuXaTOGxliNnh,17702134,18446484.7,8119748#MDGCzzTMx0,-1831232.000,-2.181084433E7,11651150#LGJ4Dt7AS1PZ,10602061,-10084394.0,-18923981
2397,3455,205,31,960,0.7330,-16214521,0.7350,5.41,10404978#uOW0BN953kwClFYBleszlUINrp,-6377950,-12125287.3,22030443#25jRbYxZjQ,18564272.000,2.323674212E7,22165228#M82byvdBrIGq,7887083,13213826.0,14819611
2398,1074,73,1169,864,-0.6644,-17305360,-0.7294,-2.00,10377638#GBqlrUVMetLaOWQlFG51qlyVs8,-11674665,13453909.7,4043214#3p3gwqNE0R,-8419368.000,-1.08597513E7,15180207#6xLuGf1Xvxzj,-8857903,21136114.0,3141743
2399,3636,195,1135,160,-0.6637,-9790959,0.7036,-4.99,18196949#WxY0yvn9wSN0v4OzqjBv4OthXB,-18284452,-1368057.5,5359269#e2Q6OjpJMB,-2189040.000,-1.999423496E7,17007756#QDkrLJJha1Vo,4139611,15241869.0,-17441448
2400,3818,16,466,421,-0.7900,11718805,-0.8000,-2.07,12157758#MnCNYvZzmso0xhF5iYPZOWw6jL,18227263,19128918.8,321972#5GcvApjKe3,-17056320.000,-1.133790235E7,18164908#seLf7FWfxX9U,-8360047,2999648.0,-3856824
2401,3542,160,30,420,0.7623,-23037829,-0.8103,3.06,15165522#w0wn2RlKRtOJfbPkwo5YOerCPT,11332849,-18413922.4,18109654#kQDPVHssbT,-17628176.000,-1.544431192E7,2099803#UpzEtGdpR53u,11217757,20204796.6,12639911
2402,253,158,545,417,0.8086,-23861213,-0.6546,-2.15,14662879#1MRR6lTH5rylknjHYhhgjasi7N,-18684251,-6112613.0,1644646#GWzoyZBPag,-15595168.000,1.506184693E7,9782236#rIKkfQTsaqkJ,9660645,22390559.2,-22583739
2403,1028,198,374,563,-0.7309,-21161436,-0.6349,0.24,2693627#jzLJ0qzizI1snXAisY899jgsIv,4933566,-5867395.4,4433071#ZShAYEk9J8,-21193264.000,-1148308.23,19049188#ZyoN4JBjd9oy,10897502,-3595164.4,-6318393
2404,310,437,86,1061,0.7252,15853380,0.6952,5.66,13773793#PU1uq2vR5WZ1EKaOxp9ngB03Rh,-18018088,1558204.9,8223405#iB924zJqil,23608976.000,-7765473.42,9312948#Y76h5bFnmgCn,-19938121,10308467.0,3229231
2405,2762,228,1014,48,-0.7715,1012438,0.7551,5.23,5631350#axTmkjVQn38QDYGsBPTUmi9sv2,1540674,-20961324.0,22711913#tuY8b1Q8EW,7072880.000,-1.738687946E7,9706807#nSs7TwLYWAgZ,-22252177,-14010101.7,-14433759
