661,244,679,1,747,5233422.78,3095944,2849580,-291338.84
662,1115,970,1,628,5682885.77,2476029,2660685,-3858757.5
663,573,689,1,409,1245326.79,6405316,3353145,5187887.0
664,503,1471,1,682,3352549.95,-4936534,1087907,-3464874.0
665,785,1463,1,488,5751482.01,-4981772,4366870,2635285.2
666,372,1206,1,865,-2386685.52,1442449,3841147,-129546.47
667,402,672,1,1093,-6241414.56,-2712405,6655534,-3075058.2
668,232,1643,1,963,1564236.35,6429112,1992001,-6674431.5
669,526,1056,1,815,-5283415.04,3947852,1349588,-3020887.0
670,1042,298,1,857,-1796047.25,-2386397,6350483,4850721.0
671,233,453,1,196,-6312468.08,-586445,5075880,4567768.0
672,354,674,1,894,230336.83,5043795,-5046363,5190263.0
673,339,1380,1,1139,-3078703.72,-6583524,822755,-2570619.2
674,240,1572,1,200,-4374902.03,3650023,6286629,5472900.5
675,251,820,1,1139,-1266159.2,539303,3702219,-6584749.0
676,1071,265,1,513,2623158.52,5450132,2064582,-4275024.0
677,684,1012,1,851,-1190100.06,-3195162,1666972,4234362.0
678,489,1347,1,266,-607875.63,5072021,2862050,-1383211.5
679,927,1079,1,181,4979997.23,-4239525,3780412,-5804481.5
680,1123,1243,1,222,-2151890.53,2628691,-3691969,5856338.5
681,610,88,1,215,-930179.9,-1770508,-3049538,5754723.5
682,1120,1757,1,79,315000.69,-417711,6327113,846365.1
683,1026,754,1,434,5971953.96,683212,-634171,-2318084.0
684,623,575,1,608,496829.56,-930375,3225899,-2639944.2
685,869,264,1,341,2463884.6,4090334,1469935,3346312.8
686,1100,1527,1,483,-5688176.62,-1312713,-5087782,1649643.0
687,701,1535,1,801,-6271941.5,5360693,5764050,-2603690.5
688,880,1290,1,128,-6588847.89,-6858668,-6772299,537203.0
689,257,1064,1,1138,2493453.09,-5523311,-567508,-5217191.0
690,1148,1397,1,1098,3837622.68,-6478021,5066974,3750875.8
691,705,144,1,696,6698743.14,1383060,-2986531,-193276.67
692,48,1375,1,297,-4234301.22,-6252052,2006770,-3281626.2
693,165,7,1,451,-1841888.78,-5156978,-1362635,-4459073.0
694,1189,55,1,336,3369211.39,2741985,-6394718,4587970.0
695,116,856,1,280,-4626512.67,1169266,-2129193,-2388770.2
696,500,140,1,460,-4518598.07,-627280,-3158219,4496178.0
697,346,64,1,645,-1760031.25,6312256,-5003705,6311622.5
698,205,1673,1,884,-5855662.76,-111814,-220645,-3695057.8
699,912,1185,1,37,6881782.87,99825,-3477590,5424753.5
700,9,862,1,993,-487099.57,3803069,-6302924,963092.94
701,751,830,1,532,36375.82,-707945,-1478573,-909130.5
702,878,1423,1,138,4173940.42,-5691320,-3586074,5471928.0
703,914,613,1,1077,3028968.47,3053168,421515,2691011.2
704,1140,796,1,177,-798291.06,-2000098,744469,-3264659.8
705,319,203,1,572,603144.0,1009865,2844520,-4360548.0
706,571,591,1,29,-954070.73,5445017,868917,-5006562.0
707,466,1572,1,513,3495243.95,-1963695,1124111,-1283946.9
708,350,1741,1,671,-4386019.52,-1169108,5509136,-2666693.5
709,315,637,1,166,-4992381.41,2186222,4228412,3968852.2
710,757,1578,1,565,-955055.64,-2172333,-6785097,-4147446.8
711,714,648,1,922,5628622.78,3329444,3064889,-313738.84
712,524,1620,1,837,6111685.77,2663029,2860928,-4150757.5
713,1075,364,1,1113,1339726.79,6887916,3605789,5579087.0
714,373,21,1,926,3604549.95,-5307784,1170293,-3726474.0
715,1056,1363,1,115,6183482.01,-5356735,4694822,2832885.2
716,1179,931,1,300,-2565885.52,1551399,4128845,-139946.47
717,300,1222,1,483,-6709414.56,-2915705,7154887,-3305458.2
718,124,1093,1,443,1681836.35,6910512,2141795,-7173631.5
719,1122,481,1,49,-5677815.04,4242552,1449768,-3246487.0
720,1175,1273,1,1015,-1930447.25,-2563975,6823698,5212321.0
721,401,353,1,795,-6782868.08,-629995,5454078,4907768.0
722,946,1049,1,801,247136.83,5419820,-5421619,5575863.0
723,872,30,1,175,-3306703.72,-7072124,884304,-2761019.2
724,127,1729,1,558,-4699702.03,3920160,6753537,5879300.5
725,739,920,1,1140,-1360559.2,578753,3976252,-7071949.0
726,1193,440,1,895,2817558.52,5852682,2217881,-4591824.0
727,1143,1562,1,298,-1277300.06,-3430837,1790348,4546362.0
728,552,1647,1,730,-652675.63,5446221,3073431,-1485611.5
729,827,1466,1,853,5346397.23,-4552375,4058164,-6232481.5
730,588,268,1,553,-2310290.53,2821466,-3962803,6287538.5
731,514,1538,1,520,-998179.9,-1900833,-3272833,6177923.5
732,630,782,1,632,338200.69,-447986,6790491,907965.1
733,318,560,1,594,6409553.96,732568,-680024,-2487684.0
734,643,1225,1,605,533629.56,-998225,3461436,-2833544.2
735,374,739,1,1119,2643084.6,4388522,1577514,3591112.8
736,908,1552,1,31,-6102576.62,-1407763,-5458627,1769643.0
737,528,1285,1,571,-6728741.5,5751018,6183146,-2792490.5
738,104,865,1,1046,-7067247.89,-7356843,-7263993,576403.0
739,537,1089,1,85,2675053.09,-5923461,-608417,-5596391.0
740,718,522,1,472,4116022.68,-6947642,5434531,4022875.8
741,595,544,1,1043,7182743.14,1482660,-3202924,-206876.67
742,37,225,1,887,-4539901.22,-6703790,2152222,-3518426.2
743,325,607,1,274,-1974688.78,-5529291,-1460603,-4781473.0
744,773,1236,1,58,3611611.39,2939960,-6854957,4919170.0
745,499,281,1,1024,-4959312.67,1253391,-2281660,-2560770.2
746,1064,1215,1,12,-4843398.07,-672505,-3385630,4818578.0
747,638,964,1,605,-1885631.25,6765719,-5362708,6764422.5
748,797,988,1,262,-6275662.76,-120214,-236229,-3959057.8
749,1210,1085,1,648,7373782.87,106375,-3725988,5812753.5
750,293,1287,1,1004,-522299.57,4074457,-6753672,1031892.94
751,476,880,1,887,39575.82,-759008,-1584194,-973930.5
752,533,273,1,1056,4471540.42,-6097220,-3841923,5861528.0
