1408,6574512.0000,5881695,-12382770,-2116848,10017983
1409,-11652714.0000,8621993,2079330,-187027,-1892088
1410,-843831.0000,2419318,11181148,10532797,-6151353
1411,-12936172.0000,2527343,-11271411,-9131869,-4648433
1412,-12640808.0000,-13187271,-12352614,-12676222,252835
1413,-9243347.0000,-6174921,12033172,-1794569,972558
1414,4547363.0000,984906,11550146,-7246486,-3856974
1415,8190462.0000,-427604,2956246,-11100372,6984183
1416,5857899.9200,-11985217,-10009511,-8134816,-5260860
1417,-6850161.0000,5316958,3774624,-5233004,-9969622
1418,-329763.5000,258725,-39849,4329302,9456699
1419,-5638425.5000,-1186740,-9116111,-13302276,-439312
1420,-4781782.0000,-6038513,1961571,2415770,-9767223
1421,1160585.0000,-5011361,-5609074,-8882812,-11571546
1422,1523194.0000,13987179,13525174,5650661,-13210247
1423,3637937.6400,-7851273,1008445,-13508152,3989125
1424,6429632.0000,2836846,-1678527,10829822,-4361599
1425,10574402.0000,4053086,-8960835,2027387,-9133607
1426,2001934.5000,-2259392,8531151,11193779,8241398
1427,-614348.5000,-4237133,-5672564,6930111,10826880
1428,12913419.6800,-3373811,9958728,-6065987,-11679123
1429,2764015.0000,-1243787,4725526,-12928688,-4502022
1430,4690073.0000,4969588,7720899,-370519,3187200
1431,8214147.9700,3502621,-10435193,-4432397,14283354
1432,-3287032.0000,1367178,11730111,11658028,-1165379
1433,3177555.0000,-11004248,-533151,6954833,-526965
1434,1956071.0000,-5375602,3545912,7303076,10876287
1435,-9330478.0000,-7527002,-6618815,-6446361,8763862
1436,-4188688.0000,9467772,-6347207,-2573941,10762550
1437,-6173250.7500,11894022,4713727,-10148690,-1622267
1438,-1106852.0000,10978250,8739806,-2929276,11719614
1439,9332488.0000,-4141081,-5647349,6761682,8407160
1440,-12341136.0000,-3902277,9744681,-10117261,8936003
1441,5109740.0000,-14009966,10472824,5268770,-6347252
1442,-2560328.0000,-13844455,-6321100,-297259,12834771
1443,1209488.9100,-3782641,1272553,1213095,-2483588
1444,-13275692.0000,-6754920,-1421477,-6215120,5635238
1445,-6162170.0000,-14330044,6241383,-2213174,10128338
1446,1109402.0000,-4078750,9421865,14161891,-5012525
1447,-7798888.2500,-6464603,-57565,11420463,1896432
1448,8246794.0000,3444112,525140,556185,-10631514
1449,-6747204.0000,-13048858,-9526410,14410573,14058025
1450,-1518591.0000,-4644361,11729956,-3134371,-13311255
1451,9985818.5000,10372032,5385503,407148,13533227
1452,-11109293.0000,-10204101,-1958442,-9236049,2412603
1453,1862726.7900,14017671,-12491584,-4627268,3741512
1454,5360766.2400,-8882915,-10318721,11954095,4190304
1455,13449334.0000,-4303661,5744918,-151000,8460637
1456,8621792.0000,10400065,11092035,2319615,1974223
1457,6514180.5000,8829012,-2496193,5030190,-9163323
1458,6808299.5000,6090282,-12822620,-2191740,10373496
1459,-12066014.0000,8928275,2152955,-193464,-1958972
1460,-874006.0000,2504829,11577761,10906197,-6369153
1461,-13394772.0000,2616723,-11670886,-9455450,-4813398
1462,-13088708.0000,-13654127,-12789764,-13124772,261535
1463,-9570697.0000,-6393444,12459097,-1857994,1006758
1464,4708438.0000,1020002,11958371,-7502511,-3993224
1465,8480162.0000,-442946,3060646,-11492722,7230933
1466,6064718.4200,-12408420,-10362774,-8421891,-5446906
1467,-7092211.0000,5504630,3907524,-5417729,-10321422
1468,-341301.0000,267884,-41599,4482227,9790149
1469,-5837450.5000,-1228901,-9437111,-13771038,-455112
1470,-4950207.0000,-6250842,2030321,2500495,-10110866
1471,1201735.0000,-5187532,-5806158,-9195662,-11978958
1472,1576944.0000,14478915,14000415,5849536,-13674460
1473,3765471.6400,-8126843,1043545,-13983127,4129600
1474,6655082.0000,2936239,-1737677,11209872,-4514456
1475,10945102.0000,4195563,-9275185,2098775,-9453795
1476,2071797.0000,-2338341,8830344,11586154,8530698
1477,-636023.5000,-4385480,-5871539,7173011,11206043
1478,13365397.6800,-3492045,10307594,-6278337,-12088398
1479,2860965.0000,-1287273,4890569,-13381207,-4659497
1480,4853948.0000,5143344,7990599,-383169,3298837
1481,8501441.4700,3624731,-10799974,-4587597,14782441
1482,-3402082.0000,1415087,12139863,12064878,-1206185
1483,3288505.0000,-11387992,-552001,7197308,-545090
1484,2024546.0000,-5563236,3669212,7557863,11255356
1485,-9655778.0000,-7789225,-6849690,-6670911,9069537
1486,-4334688.0000,9797653,-6568282,-2663891,11137175
1487,-6387738.2500,12307809,4877577,-10501640,-1678767
1488,-1145552.0000,11360013,9043849,-3030826,12127164
1489,9656888.0000,-4284960,-5843812,6996457,8699128
1490,-12769636.0000,-4037880,10083081,-10468236,9246535
1491,5287140.0000,-14495967,10835974,5451833,-6567502
1492,-2648928.0000,-14324674,-6540175,-307434,13279521
1493,1251557.4100,-3913958,1316616,1254789,-2569688
1494,-13735542.0000,-6988747,-1471036,-6430145,5830588
1495,-6375070.0000,-14825915,6457208,-2290017,10478688
1496,1147752.0000,-4219547,9747715,14651241,-5186063
1497,-8068375.7500,-6687716,-59665,11815263,1962132
1498,8531306.5000,3563139,543540,575110,-10998714
1499,-6980204.0000,-13499380,-9855147,14908073,14542775
1500,-1570966.0000,-4804422,12134106,-3242671,-13769930
1501,10330193.5000,10729532,5570809,421148,13999752
1502,-11491780.5000,-10555405,-2026192,-9554199,2495953
1503,1926648.2900,14500125,-12921459,-4786518,3870187
1504,5545194.2400,-9188560,-10673609,12365345,4334154
1505,13911434.0000,-4451667,5942355,-156037,8751537
1506,8918142.0000,10757405,11472785,2398952,2041873
1507,6737605.5000,9131939,-2582081,5202815,-9477848
1508,7042087.0000,6298869,-13262470,-2266632,10729008
1509,-12479314.0000,9234556,2226580,-199902,-2025856
1510,-904181.0000,2590340,11974373,11279597,-6586953
1511,-13853372.0000,2706103,-12070361,-9779031,-4978364
1512,-13536608.0000,-14120983,-13226914,-13573322,270235
1513,-9898047.0000,-6611966,12885022,-1921419,1040958
1514,4869513.0000,1055098,12366596,-7758536,-4129474
1515,8769862.0000,-458287,3165046,-11885072,7477683
1516,6271536.9200,-12831624,-10716036,-8708966,-5632952
1517,-7334261.0000,5692303,4040424,-5602454,-10673222
1518,-352838.5000,277042,-43349,4635152,10123599
1519,-6036475.5000,-1271062,-9758111,-14239801,-470912
1520,-5118632.0000,-6463171,2099071,2585220,-10454510
1521,1242885.0000,-5363704,-6003242,-9508512,-12386371
1522,1630694.0000,14970650,14475657,6048411,-14138672
1523,3893005.6400,-8402413,1078645,-14458102,4270075
1524,6880532.0000,3035632,-1796827,11589922,-4667314
1525,11315802.0000,4338040,-9589535,2170162,-9773982
1526,2141659.5000,-2417290,9129538,11978529,8819998
1527,-657698.5000,-4533827,-6070514,7415911,11585205
1528,13817375.6800,-3610279,10656459,-6490687,-12497673
1529,2957915.0000,-1330760,5055613,-13833725,-4816972
1530,5017823.0000,5317099,8260299,-395819,3410475
1531,8788734.9700,3746841,-11164755,-4742797,15281529
1532,-3517132.0000,1462996,12549614,12471728,-1246991
1533,3399455.0000,-11771736,-570851,7439783,-563215
1534,2093021.0000,-5750870,3792512,7812651,11634424
1535,-9981078.0000,-8051447,-7080565,-6895461,9375212
1536,-4480688.0000,10127533,-6789357,-2753841,11511800
1537,-6602225.7500,12721595,5041427,-10854590,-1735267
1538,-1184252.0000,11741777,9347893,-3132376,12534714
1539,9981288.0000,-4428838,-6040274,7231232,8991097
1540,-13198136.0000,-4173482,10421481,-10819211,9557067
1541,5464540.0000,-14981968,11199124,5634895,-6787752
1542,-2737528.0000,-14804893,-6759250,-317609,13724271
1543,1293625.9100,-4045276,1360678,1296482,-2655788
1544,-14195392.0000,-7222574,-1520595,-6645170,6025938
1545,-6587970.0000,-15321786,6673033,-2366861,10829038
1546,1186102.0000,-4360344,10073565,15140591,-5359600
1547,-8337863.2500,-6910829,-61765,12210063,2027832
1548,8815819.0000,3682166,561940,594035,-11365914
1549,-7213204.0000,-13949903,-10183885,15405573,15027525
1550,-1623341.0000,-4964483,12538256,-3350971,-14228605
1551,10674568.5000,11087032,5756115,435148,14466277
1552,-11874268.0000,-10906710,-2093942,-9872349,2579303
1553,1990569.7900,14982579,-13351334,-4945768,3998862
1554,5729622.2400,-9494205,-11028496,12776595,4478004
1555,14373534.0000,-4599673,6139793,-161075,9042437
1556,9214492.0000,11114746,11853535,2478288,2109523
1557,6961030.5000,9434866,-2667968,5375440,-9792373
1558,7275874.5000,6507456,-13702320,-2341524,11084521
1559,-12892614.0000,9540838,2300205,-206339,-2092740
1560,-934356.0000,2675851,12370986,11652997,-6804753
1561,-14311972.0000,2795483,-12469836,-10102612,-5143329
1562,-13984508.0000,-14587839,-13664064,-14021872,278935
1563,-10225397.0000,-6830489,13310947,-1984844,1075158
1564,5030588.0000,1090194,12774821,-8014561,-4265724
1565,9059562.0000,-473629,3269446,-12277422,7724433
1566,6478355.4200,-13254827,-11069299,-8996041,-5818998
1567,-7576311.0000,5879975,4173324,-5787179,-11025022
1568,-364376.0000,286201,-45099,4788077,10457049
1569,-6235500.5000,-1313223,-10079111,-14708563,-486712
1570,-5287057.0000,-6675500,2167821,2669945,-10798153
1571,1284035.0000,-5539875,-6200326,-9821362,-12793783
1572,1684444.0000,15462386,14950898,6247286,-14602885
1573,4020539.6400,-8677983,1113745,-14933077,4410550
1574,7105982.0000,3135025,-1855977,11969972,-4820171
1575,11686502.0000,4480517,-9903885,2241550,-10094170
1576,2211522.0000,-2496239,9428731,12370904,9109298
1577,-679373.5000,-4682174,-6269489,7658811,11964368
1578,14269353.6800,-3728513,11005325,-6703037,-12906948
1579,3054865.0000,-1374246,5220656,-14286244,-4974447
1580,5181698.0000,5490855,8529999,-408469,3522112
1581,9076028.4700,3868951,-11529536,-4897997,15780616
1582,-3632182.0000,1510905,12959366,12878578,-1287797
1583,3510405.0000,-12155480,-589701,7682258,-581340
1584,2161496.0000,-5938504,3915812,8067438,12013493
1585,-10306378.0000,-8313670,-7311440,-7120011,9680887
1586,-4626688.0000,10457414,-7010432,-2843791,11886425
1587,-6816713.2500,13135382,5205277,-11207540,-1791767
1588,-1222952.0000,12123540,9651936,-3233926,12942264
1589,10305688.0000,-4572717,-6236737,7466007,9283065
1590,-13626636.0000,-4309085,10759881,-11170186,9867599
1591,5641940.0000,-15467969,11562274,5817958,-7008002
1592,-2826128.0000,-15285112,-6978325,-327784,14169021
1593,1335694.4100,-4176593,1404741,1338176,-2741888
1594,-14655242.0000,-7456401,-1570154,-6860195,6221288
1595,-6800870.0000,-15817657,6888858,-2443704,11179388
1596,1224452.0000,-4501141,10399415,15629941,-5533138
1597,-8607350.7500,-7133942,-63865,12604863,2093532
1598,9100331.5000,3801193,580340,612960,-11733114
1599,-7446204.0000,-14400425,-10512622,15903073,15512275
1600,-1675716.0000,-5124544,12942406,-3459271,-14687280
1601,11018943.5000,11444532,5941421,449148,14932802
1602,-12256755.5000,-11258014,-2161692,-10190499,2662653
1603,2054491.2900,15465033,-13781209,-5105018,4127537
1604,5914050.2400,-9799850,-11383384,13187845,4621854
1605,14835634.0000,-4747679,6337230,-166112,9333337
1606,9510842.0000,11472086,12234285,2557625,2177173
1607,7184455.5000,9737793,-2753856,5548065,-10106898
1608,7509662.0000,6716043,-14142170,-2416416,11440033
1609,-13305914.0000,9847119,2373830,-212777,-2159624
1610,-964531.0000,2761362,12767598,12026397,-7022553
1611,-14770572.0000,2884863,-12869311,-10426193,-5308295
