793,486,1207,1,97,-2107488.78,-5901603,-1558571,-5103873.0
794,357,642,1,948,3854011.39,3137935,-7315197,5250370.0
795,883,1481,1,601,-5292112.67,1337516,-2434127,-2732770.2
796,414,515,1,731,-5168198.07,-717730,-3613042,5140978.0
797,931,89,1,565,-2011231.25,7219181,-5721711,7217222.5
798,175,304,1,807,-6695662.76,-128614,-251814,-4223058.0
799,294,985,1,92,7865782.87,112925,-3974387,6200753.5
800,577,1712,1,1015,-557499.57,4345844,-7204421,1100692.9
801,201,930,1,75,42775.82,-810071,-1689815,-1038730.5
802,188,898,1,807,4769140.42,-6503120,-4097771,6251128.0
803,1172,225,1,293,3460968.47,3486768,480677,3075011.2
804,6,1396,1,1159,-910291.06,-2284498,849214,-3727059.8
805,177,1678,1,1083,687944.0,1153265,3249097,-4978148.0
806,819,522,1,256,-1088470.73,6215576,990969,-5716962.0
807,736,1647,1,415,3989643.95,-2241695,1283453,-1464746.9
808,1050,1491,1,317,-5005219.52,-1334508,6288564,-3044293.5
809,937,937,1,1063,-5696381.41,2494822,4825271,4527252.5
810,693,1503,1,226,-1089455.64,-2478983,-7741724,-4731446.5
811,440,585,1,105,6419022.78,3796444,3495507,-358538.84
812,555,1145,1,88,6969285.77,3037029,3261413,-4734757.5
813,865,1489,1,187,1528526.79,7853116,4111077,6361487.0
814,113,671,1,247,4108549.95,-6050284,1335066,-4249674.0
815,384,1163,1,536,7047482.01,-6106660,5350726,3228085.2
816,365,381,1,337,-2924285.52,1769299,4704240,-160746.47
817,96,547,1,430,-7645414.56,-3322305,8153593,-3766258.2
818,1122,1768,1,570,1917036.35,7873312,2441384,-8172031.5
819,1100,1106,1,850,-6466615.04,4831952,1650128,-3697687.0
820,227,1448,1,164,-2199247.25,-2919131,7770129,5935521.0
821,737,153,1,826,-7723668.08,-717095,6210474,5587768.0
822,916,24,1,615,280736.83,6171870,-6172131,6347063.0
823,724,880,1,581,-3762703.72,-8049324,1007403,-3141819.2
824,1115,269,1,107,-5349302.03,4460435,7687353,6692100.5
825,501,1120,1,1142,-1549359.2,657653,4524318,-8046349.0
826,223,790,1,492,3206358.52,6657782,2524480,-5225424.0
827,848,887,1,359,-1451700.06,-3902187,2037101,5170362.0
828,679,472,1,491,-742275.63,6194621,3496193,-1690411.5
829,627,466,1,1030,6079197.23,-5178075,4613669,-7088481.5
830,732,93,1,48,-2627090.53,3207016,-4504470,7149938.5
831,321,888,1,1130,-1134179.9,-2161483,-3719424,7024323.5
832,864,607,1,571,384600.69,-508536,7717247,1031165.1
833,116,172,1,914,7284753.96,831280,-771730,-2826884.0
834,683,750,1,599,607229.56,-1133925,3932510,-3220744.2
835,598,1689,1,341,3001484.6,4984897,1792673,4080712.8
836,524,1602,1,294,-6931376.62,-1597863,-6200318,2009643.0
837,183,785,1,111,-7642341.5,6531668,7021338,-3170090.5
838,980,15,1,548,-8024047.89,-8353193,-8247382,654803.0
839,1097,1139,1,313,3038253.09,-6723761,-690236,-6354791.0
840,1072,547,1,387,4672822.68,-7886885,6169645,4566875.5
841,375,1344,1,570,8150743.14,1681860,-3635710,-234076.67
842,15,1475,1,900,-5151101.22,-7607265,2443127,-3992026.2
843,646,32,1,1087,-2240288.78,-6273916,-1656539,-5426273.0
844,1155,48,1,670,4096411.39,3335910,-7775436,5581570.0
845,52,906,1,178,-5624912.67,1421641,-2586594,-2904770.2
846,978,1590,1,283,-5492998.07,-762955,-3840453,5463378.0
847,9,989,1,525,-2136831.25,7672644,-6080714,7670022.5
848,767,1394,1,185,-7115662.76,-137014,-267398,-4487058.0
849,592,885,1,703,8357782.87,119475,-4222785,6588753.5
850,861,362,1,1026,-592699.57,4617232,-7655169,1169492.9
851,1140,980,1,430,45975.82,-861134,-1795436,-1103530.5
852,1057,1523,1,558,5066740.42,-6909020,-4353620,6640728.0
853,694,918,1,1068,3676968.47,3703568,510258,3267011.2
854,653,1696,1,483,-966291.06,-2426698,901586,-3958259.8
855,713,1528,1,171,730344.0,1224965,3451386,-5286948.0
856,336,488,1,953,-1155670.73,6600856,1051995,-6072162.0
857,264,797,1,366,4236843.95,-2380695,1363124,-1555146.9
