436,438,1,4,4,6,1046,1300542,769965.0000,-2990298.000
437,1133,2,1,2,7,947,-2596759,261545.5600,1522480.500
438,77,2,2,5,4,1515,-607294,-116260.2500,-3269702.000
439,1038,2,4,7,1,180,1327249,4173517.0700,3284423.750
440,479,1,3,8,3,812,-3062165,1907394.5000,564264.800
441,330,1,6,1,8,1533,-850678,2888039.7300,1929457.000
442,403,2,3,2,5,1499,4258306,1600959.8800,-2258708.000
443,1013,1,1,2,9,897,3569609,232726.6500,2553548.000
444,670,2,1,7,5,604,-1673423,1325674.3800,-266432.000
445,718,1,2,2,6,1279,304493,355303.3900,-2145217.000
446,293,2,5,8,3,658,-4043907,-2204352.4800,4344188.020
447,819,2,3,6,6,1672,52948,245047.6400,3056259.500
448,107,2,6,7,2,1446,734742,4050580.3800,-4338800.000
449,94,1,1,6,6,499,-2823845,-2124806.1000,1122244.320
450,7,2,2,9,2,93,-3348271,-3175506.7500,53345.000
451,123,1,1,3,3,566,-2327284,908809.6000,1417851.000
452,1159,2,1,7,4,1689,785624,-967634.0700,2261859.120
453,333,1,5,8,9,955,2035058,927895.7100,-1324904.250
454,1064,1,6,3,1,611,-2475340,-246.2800,2168768.000
455,708,1,2,8,1,593,4496607,3565098.5500,1629838.000
456,125,2,3,8,9,1712,238123,3380599.7500,-159166.000
457,97,1,6,5,4,1204,3743598,-4485210.7500,-2573716.500
458,447,1,3,7,4,1618,-1779579,1182675.3700,-2994008.000
459,1027,2,3,6,6,1039,3231189,4447036.7400,-1256151.500
460,118,1,1,2,9,687,2139697,1692359.5000,-1018288.000
461,800,2,5,5,4,1384,-676398,-1146069.2400,-4327327.500
462,867,1,2,1,2,1720,-3822965,-2366734.3400,1871619.660
463,60,1,4,8,5,1000,-2345751,-4089869.4600,-4084596.000
464,873,1,3,7,1,163,-412948,3514007.6600,-2973136.000
465,684,2,2,6,7,465,-1300558,137392.7500,-4200606.000
466,474,2,1,3,8,499,-2742080,2306515.3300,1513156.000
467,1011,2,6,2,9,1274,3701696,2348282.2300,2218815.000
468,143,1,5,2,2,1649,2686561,-2430665.8000,3614208.000
469,709,2,4,7,5,1102,-854641,-2041368.4400,-3601875.000
470,831,1,5,3,2,593,-4027570,-4397352.9000,-4635960.000
471,1068,2,6,4,7,1425,2689815,702656.7700,-1258140.500
472,82,2,5,4,1,365,1167016,1242510.0500,3254044.000
473,308,2,5,2,2,1378,53311,3631324.2700,2483279.500
474,204,2,1,3,4,1748,-1241088,4110231.2300,2001385.000
475,364,1,4,9,7,1639,2120901,-1312381.7500,-1569946.500
476,991,1,6,2,2,76,2044415,-4733937.8400,-4036652.000
477,547,1,1,4,1,1317,-372990,1059538.6300,-239433.000
478,545,1,1,2,6,906,2325855,2101906.4700,110979.000
479,909,2,6,2,8,892,4612291,1091209.7200,-1268178.000
480,846,1,2,2,5,1394,-188465,-4206905.6000,-4737408.000
481,884,2,3,3,9,719,-4488507,-352456.5100,-4351156.000
482,947,2,5,9,5,929,-1207772,-2906662.9800,4563896.840
483,823,1,1,3,7,1647,-516814,-102224.3100,-4437619.000
484,869,1,3,5,9,980,-209986,-2838534.3600,-2011495.000
485,74,2,4,1,4,204,4313992,434676.0000,2958122.000
486,844,1,5,5,8,1696,1449804,858565.0000,-3333923.000
487,343,2,4,5,9,1622,-2894076,290339.5600,1696005.500
488,389,1,4,9,4,1190,-675999,-129622.7500,-3641952.000
489,1157,1,4,2,7,255,1479207,4647848.5700,3659336.250
490,1083,1,1,4,9,612,-3410265,2123244.5000,628385.800
491,947,1,2,7,1,483,-947589,3214453.7300,2148307.000
492,688,2,2,9,8,1224,4738899,1782304.3800,-2513608.000
493,1104,2,5,5,1,300,3971500,258154.1500,2841748.000
494,607,2,1,8,3,4,-1862003,1475137.8800,-295432.000
495,630,1,4,4,2,454,339217,394600.8900,-2386267.000
496,964,2,3,4,1,333,-4497676,-2450521.4800,4830431.520
497,147,1,5,9,4,747,58339,272978.6400,3397684.500
498,122,2,2,4,1,1571,816021,4502717.8800,-4824000.000
499,479,1,3,2,4,211,-3137427,-2360501.1000,1247228.320
500,661,2,6,7,7,343,-3719295,-3529253.7500,59445.000
501,1130,2,1,1,3,566,-2584436,1009889.6000,1574301.000
502,1153,2,3,2,4,1389,872721,-1075467.0700,2512962.120
503,855,1,3,9,9,1030,2258880,1029736.7100,-1471066.750
504,316,1,4,7,9,186,-2748149,-337.2800,2408368.000
505,256,1,5,1,4,918,4991458,3955989.0500,1808338.000
506,514,2,3,9,4,352,263506,3751037.2500,-176553.500
507,769,2,2,6,7,154,4153825,-4974848.2500,-2855741.500
508,213,1,2,8,4,1543,-1972999,1310994.8700,-3319808.000
509,646,2,1,4,4,1589,3583225,4931630.7400,-1393276.500
510,810,1,4,1,9,1212,2373032,1875857.0000,-1129088.000
511,161,2,2,8,2,484,-749552,-1270911.2400,-4796802.500
512,615,2,4,5,2,1145,-4237574,-2623137.8400,2075116.160
513,790,2,1,4,4,1700,-2598507,-4531015.4600,-4525996.000
514,1092,1,3,4,2,1013,-457324,3892392.1600,-3294436.000
515,839,1,2,6,7,715,-1439464,151230.2500,-4652506.000
516,889,2,1,5,3,612,-3036879,2553659.3300,1676456.000
517,226,2,5,3,3,699,4098533,2600654.2300,2455865.000
518,551,1,3,7,6,1524,2973516,-2689933.3000,4000408.000
519,1010,2,4,6,1,1577,-946061,-2258318.9400,-3985425.000
520,848,1,3,7,4,493,-4455997,-4865863.9000,-5129760.000
521,865,2,4,6,4,100,2974364,776550.2700,-1391715.500
522,1032,2,5,6,2,15,1290459,1375130.0500,3598069.000
523,99,1,3,9,7,403,57974,4015298.7700,2745454.500
524,523,2,5,6,5,323,-1371014,4544057.2300,2212510.000
525,80,1,3,4,2,326,2343172,-1450713.2500,-1735921.500
526,65,1,4,2,9,1,2258791,-5231904.8400,-4461702.000
527,159,1,3,9,3,104,-411610,1169798.1300,-264483.000
528,940,1,1,4,6,1581,2569623,2320793.4700,122504.000
529,589,2,2,3,4,1592,5092722,1205393.7200,-1400078.000
530,820,1,6,2,7,1203,-207122,-4645769.1000,-5231208.000
531,969,1,5,2,1,744,-4955596,-388892.0100,-4802556.000
532,437,2,3,5,8,144,-1332320,-3208957.4800,5037077.840
533,247,1,2,4,5,322,-570449,-113802.8100,-4897269.000
534,414,2,3,3,8,105,-232116,-3131748.8600,-2220082.500
535,423,2,5,3,9,1204,4758824,479421.0000,3263822.000
536,53,1,6,7,9,571,1599066,947165.0000,-3677548.000
537,750,2,6,8,2,522,-3191394,319133.5600,1869530.500
538,701,2,6,4,4,865,-744704,-142985.2500,-4014202.000
539,79,2,4,6,4,330,1631165,5122180.0700,4034248.750
540,490,1,5,9,6,412,-3758365,2339094.5000,692506.800
541,367,1,4,4,2,1208,-1044500,3540867.7300,2367157.000
542,974,2,6,6,2,949,5219493,1963648.8800,-2768508.000
543,1195,2,3,8,2,1478,4373391,283581.6500,3129948.000
544,544,2,1,9,1,1179,-2050582,1624601.3800,-324432.000
545,543,1,6,6,7,1404,373941,433898.3900,-2627317.000
546,438,2,1,8,8,8,-4951445,-2696690.4800,5316675.020
547,672,2,1,3,2,1597,63729,300909.6400,3739109.500
