332,1005,552,1,7,32,2464796,2002-11-18 18:59:38.000,1680879,-2631119
333,2941,677,3,2,18,699242,2013-08-09 03:27:08.000,-1103956,2447890
334,801,669,1,7,22,15765,2003-09-02 03:48:58.000,209256,2272548
335,56,646,1,9,2,-216775,2013-02-26 15:13:29.000,-3251589,-2459651
336,9,294,3,7,55,-2025318,2010-01-18 08:15:22.000,-826846,-1935612
337,2152,1511,2,3,5,3001962,2002-10-20 19:11:47.000,-1056554,-2153785
338,607,219,1,7,19,1226106,2013-05-13 00:36:57.000,-77974,118079
339,3306,598,3,6,26,583970,2012-09-26 15:58:00.000,-1978082,-75409
340,1837,917,2,13,16,2934672,2018-05-01 08:35:50.000,3041339,2747306
341,1033,664,2,5,5,-1313868,2014-01-27 12:00:09.000,712151,704213
342,3893,80,1,10,10,1190067,2008-03-28 09:02:43.000,-1479068,1652538
343,3177,920,3,8,13,2731974,2011-05-11 12:15:51.000,-2901519,-2284684
344,2478,1396,3,2,20,-2953270,2004-11-13 05:03:14.000,-2356471,-627751
345,123,561,1,13,17,454631,2003-11-27 16:41:22.000,209130,2488889
346,1956,60,2,11,11,169420,2005-03-21 04:03:48.000,2142207,3095553
347,3098,23,1,3,33,-3124147,2004-03-11 00:46:21.000,-1319639,537269
348,3452,1309,3,1,2,1617643,2020-02-26 08:45:40.000,1667025,-1572843
349,1541,1303,3,9,5,-1427305,2007-12-20 17:56:17.000,-834252,-2693449
350,769,1113,1,8,47,-2234313,2015-08-13 10:45:50.000,-3491585,-1743860
351,397,940,2,6,35,3312962,2004-10-02 10:39:31.000,-1892822,2461442
352,2459,199,3,14,50,3275679,2013-06-06 15:04:18.000,541312,-239145
353,2018,570,2,2,66,-462002,2013-04-23 12:25:46.000,-962045,2085876
354,2543,386,2,3,41,1084922,2015-11-09 22:04:03.000,2746108,2312110
355,63,249,2,11,7,255969,2005-05-31 12:12:34.000,1780605,3489065
356,3266,674,2,7,28,-2605774,2020-03-08 06:06:56.000,3240858,2267022
357,3831,428,1,3,43,-396839,2015-05-17 17:12:10.000,2142614,-3025335
358,3462,376,2,13,61,-1833122,2009-05-28 10:59:54.000,-1137649,3342124
359,8,1602,2,2,56,514781,2007-12-11 18:17:55.000,-2269662,1448425
360,2415,984,2,3,66,-1436443,2009-09-12 10:54:07.000,-1004292,-2628807
361,2025,311,3,10,44,3304846,2005-02-11 13:25:36.000,-393024,-1242544
362,1316,164,1,4,35,2210388,2017-12-27 03:02:38.000,-906054,-1324044
363,2494,1454,3,14,14,3386874,2013-01-29 17:00:09.000,-1858467,-3362575
364,2622,978,1,14,4,187162,2017-09-17 10:14:42.000,2281176,3210915
365,2177,1205,2,5,36,3279409,2018-04-26 22:43:08.000,551524,2731736
366,1168,772,1,9,28,1763846,2006-09-16 07:07:19.000,-2533885,1704604
367,1672,782,3,14,27,821567,2014-11-13 07:19:30.000,-1830251,-1953518
368,2311,517,2,3,25,-151964,2017-06-20 21:05:44.000,292419,-235475
369,3071,987,3,10,69,-2887360,2009-11-29 02:01:12.000,-3103997,2840548
370,2291,765,2,6,69,700260,2009-05-26 09:33:59.000,2273103,-2673988
371,1150,101,2,13,68,-742834,2004-12-15 19:49:08.000,-830192,-623935
372,2957,1225,1,7,18,-1829114,2006-08-20 00:22:39.000,-1797290,-884395
373,3369,159,2,12,51,409859,2018-02-16 19:05:25.000,2918104,1073482
374,3416,712,1,8,22,-73117,2004-12-03 21:00:12.000,-2332665,-584637
375,3700,1044,3,5,65,-3262979,2014-09-19 09:19:05.000,-1499816,-2144413
376,74,688,1,5,50,2125143,2005-09-05 18:59:56.000,2612217,-2729697
377,2873,218,2,4,15,-1874990,2012-05-23 09:48:50.000,1897282,-2253442
378,1708,1157,1,4,9,1679134,2008-01-03 14:41:10.000,180426,-1960434
379,450,68,1,1,9,2023221,2006-10-23 07:59:16.000,-974992,-415365
380,2897,516,3,9,50,-2339102,2003-03-27 19:38:39.000,-2251412,-226084
381,2134,1055,1,13,6,-1369378,2012-03-17 19:13:56.000,-3706177,1378308
382,3620,1056,3,11,6,2837288,2003-04-04 02:01:35.000,1932529,-3026532
383,2584,26,2,8,56,805041,2013-09-30 02:11:43.000,-1268681,2814215
384,2050,437,2,12,16,17166,2004-01-10 08:58:03.000,240843,2613313
385,2329,314,2,1,26,-247825,2013-04-23 03:41:25.000,-3735814,-2827001
386,1142,1033,2,12,4,-2327609,2010-04-08 09:16:35.000,-950596,-2222462
387,559,26,2,10,31,3448366,2003-03-07 00:18:45.000,-1213854,-2474660
388,847,416,1,4,43,1408666,2013-07-05 23:43:42.000,-89886,136529
389,2286,1417,2,8,50,670314,2012-11-24 14:03:45.000,-2270570,-87222
390,3172,1161,2,2,46,3366056,2018-05-16 03:32:30.000,3488314,3150294
391,2873,678,2,8,20,-1506719,2014-03-16 22:07:13.000,815651,806488
392,830,679,3,5,24,1363302,2008-06-30 22:15:50.000,-1695793,1893163
393,2849,195,2,13,24,3131473,2011-07-20 10:42:26.000,-3325150,-2616347
394,3493,1081,3,10,41,-3382008,2005-03-14 12:04:55.000,-2699384,-717963
395,2001,651,2,4,53,521485,2004-04-04 15:44:32.000,240786,2849458
396,2926,1506,3,14,68,193079,2005-07-17 19:03:24.000,2452682,3542566
397,3759,1438,3,4,63,-3573575,2004-07-15 20:12:53.000,-1508376,615731
398,787,318,3,2,56,1848844,2020-02-26 18:12:34.000,1906233,-1800061
399,3234,606,2,7,48,-1630796,2008-03-26 17:25:14.000,-952877,-3079699
400,3914,1119,2,1,3,-2554267,2015-09-18 20:05:37.000,-3989285,-1991762
401,1532,1275,1,13,35,3784829,2005-02-02 00:18:39.000,-2161647,2811317
402,1307,681,2,12,28,3742225,2013-07-30 09:14:01.000,618937,-274395
403,3028,1382,3,8,34,-526290,2013-06-17 06:09:59.000,-1098795,2381801
404,3258,788,2,1,55,1237613,2015-12-14 10:44:16.000,3135308,2639135
405,203,1023,2,3,16,292933,2005-09-26 01:05:59.000,2030130,3981315
406,2106,846,2,13,52,-2972443,2020-03-08 09:54:28.000,3696583,2586722
407,1926,473,2,4,49,-451038,2015-06-25 03:02:53.000,2441739,-3448247
408,1297,657,3,11,65,-2089620,2009-08-22 09:14:58.000,-1296474,3809347
409,1348,549,3,11,46,586555,2008-03-18 08:37:37.000,-2586212,1650389
410,187,370,1,2,50,-1636248,2009-12-05 02:57:27.000,-1143354,-2993348
411,1473,84,1,7,26,3761512,2005-06-11 18:44:34.000,-446849,-1414994
412,1006,644,1,11,65,2515432,2018-01-13 18:59:30.000,-1031442,-1506231
413,2461,288,3,7,12,3854398,2013-03-27 12:23:38.000,-2115817,-3824537
414,624,185,1,9,11,212416,2017-10-07 07:21:17.000,2593243,3652465
415,906,1466,2,6,63,3729733,2018-05-11 23:51:20.000,626955,3105111
416,440,764,2,10,57,2004877,2007-01-02 01:30:21.000,-2880646,1938654
417,2922,1316,1,11,15,932336,2014-12-25 22:31:53.000,-2079314,-2220968
418,281,323,1,4,10,-173074,2017-07-12 17:32:34.000,333294,-267575
419,862,970,1,12,44,-3277467,2010-02-19 09:12:07.000,-3524034,3226248
420,876,1045,3,7,52,794957,2009-08-20 19:44:23.000,2581053,-3036413
421,1960,1252,2,5,6,-842828,2005-04-16 20:08:19.000,-942942,-706910
422,1507,1114,1,4,24,-2074346,2006-12-06 15:55:01.000,-2037702,-1001938
423,3941,575,3,13,60,464094,2018-03-05 09:53:22.000,3308528,1216482
424,1843,141,2,6,4,-83889,2005-04-05 07:28:13.000,-2644265,-663712
425,900,197,1,6,49,-3697564,2014-11-02 09:02:49.000,-1700178,-2430675
426,554,1528,2,7,9,2407933,2005-12-31 06:38:11.000,2960080,-3092922
427,2233,330,3,7,8,-2123948,2012-07-25 02:05:14.000,2148782,-2553073
428,3338,1099,1,11,36,1900088,2008-04-10 12:31:28.000,204000,-2218953
429,2713,1105,2,7,17,2291385,2007-02-07 21:36:49.000,-1102517,-471199
430,2674,439,1,5,50,-2646680,2003-08-11 03:38:05.000,-2548950,-255418
431,2612,855,3,9,37,-1548440,2012-05-21 01:20:01.000,-4193465,1559833
432,2270,1560,2,1,50,3209779,2003-08-18 09:03:33.000,2184179,-3421944
433,2227,986,3,1,24,910840,2013-11-21 00:56:17.000,-1433406,3180540
434,3298,205,3,2,9,18567,2004-05-19 14:07:07.000,272431,2954079
435,636,1593,3,7,50,-278874,2013-06-17 16:09:21.000,-4220039,-3194351
436,2274,161,1,3,22,-2629900,2010-06-27 10:17:47.000,-1074346,-2509312
437,2932,153,2,4,57,3894770,2003-07-22 05:25:42.000,-1371154,-2795535
438,1087,613,3,14,66,1591225,2013-08-28 22:50:28.000,-101799,154979
439,1266,626,2,10,5,756659,2013-01-22 12:09:31.000,-2563057,-99034
440,542,1405,3,6,8,3797440,2018-05-30 22:29:10.000,3935289,3553281
441,748,692,3,11,35,-1699570,2014-05-04 08:14:17.000,919151,908763
442,1732,1278,1,14,38,1536537,2008-10-03 11:28:57.000,-1912518,2133788
443,2522,1081,1,3,35,3530973,2011-09-28 09:09:00.000,-3748781,-2948009
444,543,766,3,4,62,-3810746,2005-07-13 19:06:36.000,-3042296,-808176
445,3878,740,1,9,20,588339,2004-08-11 14:47:43.000,272442,3210026
446,3896,1341,2,3,55,216738,2005-11-13 10:02:59.000,2763157,3989578
