443,1,840,855690,-99606,true,-952293.1
444,1,903,-1609041,2547798,false,4192794.83
445,1,89,-3673199,-2617620,true,-1074426.36
446,1,884,-1978988,-581948,true,1454885.92
447,1,583,-4238204,-2078028,false,3551212.55
448,1,92,-1423255,-4309021,false,3763908.32
449,1,1081,-3826491,-250355,false,1805153.27
450,1,363,3333760,1683821,true,-3612281.05
451,1,212,1110626,4000844,false,745773.53
452,1,677,-4154913,-3132095,false,-2031610.23
453,1,589,3841357,-2127183,false,-3336296.62
454,1,1039,-2620002,2592825,false,1648845.77
455,1,933,-3040438,937740,false,1767827.13
456,1,400,659279,1767910,false,-2973157.51
457,1,229,4431650,-4325610,true,4518466.23
458,1,421,-1707624,3163968,true,3268483.35
459,1,1107,2561339,3627288,true,2505313.89
460,1,787,2544449,-2363942,true,-101179.24
461,1,789,3908288,-2333747,true,-4475693.54
462,1,390,1956372,-2820769,true,-4095519.9
463,1,29,-840147,-4282806,false,-2585971.23
464,1,977,-1142236,3567290,false,-2389150.4
465,1,1059,2929853,-1486436,false,822516.55
466,1,438,-1834565,-1446026,true,-4538489.75
467,1,274,-704153,-539925,true,1486633.51
468,1,1071,-4131581,-2979382,true,971152.38
469,1,141,1742582,-3793385,false,2524770.1
470,1,543,-2901142,-3580211,false,98000.67
471,1,201,-828766,-1028725,false,4121246.23
472,1,1008,265870,4466096,false,-129456.38
473,1,219,1362214,4615724,true,3599238.16
474,1,540,2016427,-1583394,true,4640406.63
475,1,61,-2669670,-3942380,false,4649503.1
476,1,1099,1015528,311589,false,-1432904.95
477,1,728,4274160,2162654,true,-3243676.29
478,1,1060,-435404,4777325,true,1396960.15
479,1,1041,1738229,-2731745,false,-4154904.25
480,1,247,93575,4608581,true,3485149.95
481,1,375,1143053,-4679288,true,-1362674.02
482,1,318,1508833,1684920,false,1477439.6
483,1,283,-3063554,-2958402,false,-1090018.63
484,1,309,2747555,-1585460,true,-3064508.83
485,1,1163,4050712,-3877668,true,2419318.38
486,1,192,-2284209,-1737935,false,-3721512.33
487,1,582,4452159,1546008,true,-4551098.17
488,1,891,-469365,1348607,false,-3888409.2
489,1,1004,-3310011,-3627286,false,-2647145.36
490,1,1072,-3132173,2613738,false,2531647.65
491,1,997,-2899395,4575442,true,-3763415.57
492,1,89,-3347146,-3262641,false,-3092191.83
493,1,154,952609,-111381,true,-1060293.1
494,1,151,-1790618,2834948,true,4665594.83
495,1,142,-4086254,-2912045,false,-1194426.36
496,1,739,-2201167,-646573,false,1618085.92
497,1,345,-4712514,-2311078,true,3948012.55
498,1,665,-1582644,-4789096,false,4183908.32
499,1,505,-4251790,-279280,false,2006753.27
500,1,1162,3703932,1871271,true,-4013081.05
501,1,1024,1233108,4444697,true,827373.53
502,1,184,-4613597,-3479220,true,-2255610.23
503,1,182,4265509,-2361583,false,-3705096.62
504,1,1125,-2908766,2878175,false,1831245.77
505,1,561,-3375140,1041621,false,1961427.13
506,1,561,731472,1962410,false,-3299557.51
507,1,942,4917171,-4798592,true,5012066.23
508,1,782,-1894580,3510268,true,3624483.35
509,1,416,2839885,4022863,false,2778113.89
510,1,634,2820410,-2620153,false,-112379.24
511,1,522,4331714,-2585979,false,-4961293.54
512,1,999,2167070,-3124994,false,-4538719.9
513,1,489,-931429,-4746231,false,-2864371.23
514,1,1017,-1265318,3952040,false,-2647550.4
515,1,532,3244863,-1646299,true,910516.55
516,1,933,-2030668,-1601326,false,-5024889.75
517,1,903,-779034,-597300,true,1646633.51
518,1,332,-4573414,-3297557,false,1075952.38
519,1,287,1928590,-4198435,true,2794370.1
520,1,407,-3208804,-3961023,false,109200.67
521,1,590,-917388,-1138300,true,4558046.23
522,1,908,294210,4938284,true,-142256.38
523,1,775,1506556,5102899,false,3980038.16
524,1,1108,2228458,-1750736,true,5130806.63
525,1,767,-2951610,-4357655,false,5138303.1
526,1,850,1121707,345002,false,-1583304.95
527,1,757,4722624,2389254,false,-3582876.29
528,1,454,-480233,5276775,false,1542560.15
529,1,868,1919164,-3016845,true,-4587704.25
530,1,21,103372,5087718,true,3847549.95
531,1,934,1262137,-5166738,true,-1504274.02
532,1,594,1665862,1859570,true,1631039.6
533,1,143,-3381047,-3265552,false,-1203618.63
534,1,420,3031257,-1748810,false,-3382108.83
535,1,1145,4467886,-4277918,false,2668118.38
536,1,123,-2518937,-1917123,false,-4104712.33
537,1,535,4908269,1705658,true,-5017498.17
538,1,30,-516497,1487232,true,-4287609.2
539,1,840,-3648588,-3998686,false,-2918345.36
540,1,6,-3452716,2880604,true,2790047.65
541,1,617,-3194287,5041417,false,-4145815.57
542,1,396,-3687106,-3594747,true,-3407391.83
543,1,665,1049527,-123156,true,-1168293.1
544,1,596,-1972194,3122098,false,5138394.83
545,1,196,-4499308,-3206470,true,-1314426.36
546,1,594,-2423347,-711198,false,1781285.92
547,1,107,-5186824,-2544128,true,4344812.55
548,1,41,-1742034,-5269171,true,4603908.32
549,1,1125,-4677090,-308205,true,2208353.27
550,1,764,4074104,2058721,false,-4413881.05
551,1,639,1355590,4888551,true,908973.53
552,1,888,-5072280,-3826345,false,-2479610.23
553,1,972,4689660,-2595983,true,-4073896.62
554,1,14,-3197530,3163525,true,2013645.77
555,1,189,-3709842,1145502,true,2155027.13
556,1,722,803665,2156910,true,-3625957.51
557,1,458,5402693,-5271575,true,5505666.23
558,1,1142,-2081535,3856568,false,3980483.35
559,1,922,3118431,4418438,true,3050913.89
560,1,481,3096372,-2876363,false,-123579.24
561,1,255,4755140,-2838210,false,-5446893.54
562,1,411,2377768,-3429219,false,-4981919.9
563,1,950,-1022711,-5209656,true,-3142771.23
564,1,1058,-1388399,4336790,true,-2905950.4
565,1,5,3559873,-1806161,false,998516.55
566,1,231,-2226771,-1756626,false,-5511289.75
567,1,335,-853916,-654675,true,1806633.51
568,1,790,-5015246,-3615732,true,1180752.38
569,1,434,2114598,-4603485,false,3063970.1
570,1,271,-3516466,-4341836,false,120400.67
571,1,979,-1006010,-1247875,true,4994846.23
572,1,807,322551,5410471,true,-155056.38
573,1,133,1650897,5590074,false,4360838.16
574,1,479,2440489,-1918078,true,5621206.63
575,1,276,-3233549,-4772930,true,5627103.1
576,1,601,1227886,378414,false,-1733704.95
577,1,785,5171088,2615854,false,-3922076.29
578,1,1045,-525063,5776225,false,1688160.15
579,1,695,2100099,-3301945,true,-5020504.25
580,1,992,113169,5566856,false,4209949.95
581,1,295,1381221,-5654188,false,-1645874.02
582,1,870,1822890,2034220,true,1784639.6
583,1,3,-3698540,-3572702,false,-1317218.63
584,1,531,3314959,-1912159,false,-3699708.83
585,1,1127,4885061,-4678168,false,2916918.38
586,1,54,-2753666,-2096310,true,-4487912.33
587,1,488,5364379,1865308,true,-5483898.17
588,1,366,-563630,1625857,false,-4686809.2
589,1,677,-3987165,-4370086,false,-3189545.36
590,1,137,-3773259,3147469,false,3048447.65
591,1,237,-3489179,5507392,true,-4528215.57
592,1,703,-4027066,-3926853,false,-3722591.83
593,1,1176,1146446,-134931,true,-1276293.1
594,1,1041,-2153771,3409248,true,5611194.83
595,1,249,-4912363,-3500895,false,-1434426.36
596,1,449,-2645526,-775823,true,1944485.92
597,1,1066,-5661134,-2777178,false,4741612.55
598,1,614,-1901423,-5749246,true,5023908.32
599,1,549,-5102389,-337130,true,2409953.27
600,1,366,4444276,2246171,false,-4814681.05
601,1,254,1478072,5332404,false,990573.53
602,1,395,-5530964,-4173470,true,-2703610.23
603,1,565,5113812,-2830383,true,-4442696.62
604,1,100,-3486294,3448875,true,2196045.77
605,1,1014,-4044544,1249383,true,2348627.13
606,1,883,875858,2351410,true,-3952357.51
607,1,1171,5888214,-5744557,true,5999266.23
608,1,306,-2268491,4202868,false,4336483.35
609,1,231,3396977,4814013,false,3323713.89
610,1,328,3372333,-3132574,true,-134779.24
611,1,1185,5178566,-3090442,true,-5932493.54
612,1,1020,2588466,-3733444,true,-5425119.9
613,1,213,-1113993,-5673081,true,-3421171.23
614,1,1098,-1511481,4721540,true,-3164350.4
615,1,675,3874883,-1966024,true,1086516.55
616,1,726,-2422874,-1911926,true,-5997689.75
617,1,964,-928797,-712050,true,1966633.51
618,1,51,-5457079,-3933907,false,1285552.38
619,1,580,2300606,-5008535,true,3333570.1
620,1,135,-3824128,-4722648,false,131600.67
621,1,171,-1094632,-1357450,false,5431646.23
622,1,707,350891,5882659,false,-167856.38
623,1,689,1795239,6077249,true,4741638.16
624,1,1047,2652520,-2085420,true,6111606.63
625,1,982,-3515489,-5188205,true,6115903.1
626,1,352,1334065,411827,false,-1884104.95
627,1,814,5619552,2842454,true,-4261276.29
628,1,439,-569892,6275675,true,1833760.15
629,1,522,2281034,-3587045,false,-5453304.25
630,1,766,122966,6045993,false,4572349.95
631,1,854,1500305,-6141638,false,-1787474.02
632,1,1146,1979919,2208870,false,1938239.6
633,1,1060,-4016033,-3879852,false,-1430818.63
634,1,642,3598661,-2075509,true,-4017308.83
635,1,1109,5302235,-5078418,true,3165718.38
636,1,1182,-2988394,-2275498,true,-4871112.33
637,1,441,5820489,2024958,true,-5950298.17
638,1,702,-610762,1764482,true,-5086009.2
639,1,513,-4325742,-4741486,false,-3460745.36
640,1,268,-4093802,3414335,true,3306847.65
641,1,1054,-3784071,5973367,false,-4910615.57
642,1,1010,-4367026,-4258959,true,-4037791.83
643,1,490,1243364,-146706,true,-1384293.1
644,1,289,-2335347,3696398,false,6083994.83
645,1,303,-5325417,-3795320,true,-1554426.36
646,1,304,-2867706,-840448,true,2107685.92
647,1,828,-6135444,-3010228,false,5138412.55
648,1,1187,-2060813,-6229321,false,5443908.32
649,1,1169,-5527689,-366055,false,2611553.27
650,1,1165,4814448,2433621,true,-5215481.05
651,1,1066,1600554,5776258,false,1072173.53
652,1,1099,-5989647,-4520595,false,-2927610.23
653,1,158,5537963,-3064783,false,-4811496.62
654,1,186,-3775058,3734225,false,2378445.77
655,1,642,-4379246,1353264,false,2542227.13
656,1,1044,948051,2545910,false,-4278757.51
657,1,687,6373736,-6217540,true,6492866.23
658,1,666,-2455446,4549168,true,4692483.35
659,1,737,3675523,5209588,true,3596513.89
660,1,175,3648295,-3388784,true,-145979.24
661,1,918,5601992,-3342673,true,-6418093.54
662,1,432,2799164,-4037669,true,-5868319.9
663,1,674,-1205275,-6136506,false,-3699571.23
