1267,811,1,1,2,212,4427661#6y5vJymtm,-12062409,-3166955,569524.7,630818,-3355.550,2019-09-11 17:32:22.000,false,-982721,-12094229,3805746,-258078.76
1268,230,1,1,6,131,1186799#wX9evJeQg,5277348,-9830248,412996.4,-800277,1645.020,2019-08-24 04:04:36.000,false,-9780604,9923753,2618311,4915605.55
1269,122,1,1,10,99,11515621#oyKYQTGHm,6362434,-1969498,-646781.0,11932967,5529.040,2018-10-29 20:54:00.000,true,-4785153,9451369,1047197,-8582218.05
1270,1715,1,1,8,300,1210066#PejqzXQ7o,4602467,-1662680,370098.1,-5334677,67.830,2017-07-15 17:01:40.000,false,-1162425,9745065,3186121,3260463.46
1271,1118,1,1,9,157,898972#1YlZwQDp9,-5573170,10222037,594745.9,6826567,2327.980,2016-07-02 16:23:12.000,false,-6421005,8176801,3918454,209713.05
1272,598,1,1,10,98,2014463#APPizyCSE,6824805,-5702995,567669.7,-417137,3386.190,2018-08-17 09:04:50.000,false,-3312066,-387360,-455940,-1.057004638E7
1273,809,1,1,9,301,11275866#1Lhwu3BNK,-4864620,4076134,-246295.0,10889778,-3265.560,2016-03-26 22:54:36.000,false,3811414,1590119,-6181511,-6982408.6
1274,1759,1,1,14,163,8628907#awPPY5wNk,19068,12488829,-271616.0,-2580733,-5608.030,2018-06-02 22:41:00.000,true,-2146912,-5442030,-12425009,3048228.06
1275,1474,1,1,9,226,1920624#EzQZ923Vh,9109313,-2185358,-349843.5,-7599037,-1140.270,2016-04-11 19:40:18.000,true,-4637833,8109225,4959348,-3793193.82
1276,622,1,1,9,234,1117064#JUogJuIqc,2792233,-12224585,-24251.2,-839035,-5865.790,2019-11-05 21:45:41.000,true,7631577,4051800,-11940226,-4446985.68
1277,95,1,1,8,147,4993692#AuypA8R6a,-5576172,-147782,109816.1,-10680360,-219.040,2015-09-08 07:08:31.000,false,5478465,7420796,1604115,-5695784.99
1278,381,1,1,9,209,2371823#v3Dgk2N9x,3475534,10600875,462395.8,-7486911,-4604.470,2019-01-11 09:35:04.000,false,-10081095,-10875955,-2584517,8656522.46
1279,1540,1,1,5,19,10242087#AxjgDUHhE,-4016952,5710716,-388985.2,-11296353,766.190,2018-09-04 12:44:52.000,false,5556790,-3973603,8771799,-4278582.14
1280,454,1,1,11,31,9537293#Y3Tw6jHJf,-1106330,6360075,-102839.5,-3909688,4894.230,2017-05-05 00:31:08.000,false,-10077598,6928069,-713068,6094299.35
1281,1475,1,1,2,107,10898697#IewEN8WVH,-6779513,2845386,-55626.8,10274389,-3156.740,2017-04-14 09:47:42.000,true,11776458,4928375,-10370671,9877899.78
1282,127,1,1,8,13,8123279#QbJL2rsrQ,4634309,6556206,-132645.7,11755464,-1658.770,2015-06-21 22:02:10.000,false,-11526600,2297631,9207067,6695714.86
1283,457,1,1,12,208,5218969#TOXGOqnJ6,-168790,-12406606,331485.7,9387072,6782.670,2015-11-12 14:31:11.000,false,8539638,-6325150,-11526660,2433438.81
