1069,7657738,8909922.0,305932#IT6fjkb28xz,3601413.5,3423781.590,4578354,-326135.37,6826011,3713084#uqTrgvNroo4GB15ipM
1070,3216460,-3415829.8,342306#5beA82GvxCX,2132850.5,-4521844.840,-3688001,1528343.74,1246841,3920397#ldwH0Tl9RjQgxAOzst
1071,3411722,-8866778.0,10629605#VTr9CHoWo9Q,-9718790.0,-9510235.190,-7572753,1286607.08,2775877,8707507#U0ukydPvKaIOK9YV4t
1072,-8984406,969782.06,3388004#2mICYewWB1r,2513164.0,-10460392.570,-10614600,-2805638.28,-5279645,1588944#DUf10CBgk1K8gVzIno
1073,1248101,-1342272.6,413112#vcOTNgbcgza,2989755.0,-247578.920,10273982,-2269008.58,3345511,977012#ugBkiDyQ40ZvbU96eG
1074,8262200,2874606.5,8047112#vcOTNgbcgza,7888334.0,-4463200.710,-4501157,1.026388981E7,2876365,9326739#VRJ7Xdc0pEdo496Q9d
1075,-97360,1506252.4,8571245#zG3rrwmzEVv,1586289.0,-3139871.520,2888486,-7137450.37,-1525888,2517013#dQSXRzbnm7UK7gXtWA
1076,770289,1618667.4,9620106#985Vkn2tMnP,1997944.0,-2283263.370,2090038,1.001764459E7,7372964,7427104#jSUx0XsCIwZSXhbrGd
1077,-2817641,-2941171.2,8672820#O4fkCmcqxKv,2226582.5,-4555741.710,-5897205,-377265.99,567275,8118451#0RpPs73iqcTi4odVV3
1078,-6189940,-5699984.5,1056887#m1O32BIJFkI,5457407.0,-6182709.400,-8951622,-2689044.67,4414208,2292022#srggbQsJ4WDGeiUdFb
1079,-1885599,5730244.5,6136753#5F6k4SL5xOZ,-6503358.4,10243289.770,5492181,1.064417174E7,-3900186,3480907#Rsl8gik89dHe77vzxo
1080,1997813,-1897865.4,9263985#RYI6PN4NCM3,-5166474.0,-2025918.850,-2516796,6605819.13,10324480,9118174#jHyslbrhSzYJ1GYCCo
1081,-7020172,8166624.0,1947393#wmrlmbSPxbs,-4808677.0,-6297124.170,6104931,9481116.56,2925879,9868127#Hg9uWiEZJpojBbsW6E
1082,-8134191,3426195.2,258003#TgH0sM3AZZB,628403.0,-5897265.600,8909044,-5461117.1,1547711,7008525#RjQFsd7QJQ88fQXJyx
1083,8907667,1114304.2,8993909#y6IdlUBZtid,247068.0,8424644.250,-4590430,2971171.13,9167670,4689447#5LRBNdXo7DhAJ1wfTB
1084,417186,-9186460.0,7260508#bRzbbWYvVei,8233369.5,10370995.810,-6108812,-4879433.87,5728434,322742#ZnQ4mameIDNlJTkAZR
1085,-9231748,1690048.9,2744987#AjHqaYrnBYK,-9980942.0,3257013.860,-6825074,260433.35,-5210816,2751623#yVIvOUUABMbGw7eBYs
1086,-9048849,8382417.5,7161007#vSs0yikdAsq,9656747.1,-6718360.110,137198,1784590.62,-8607996,3863758#3mt3mhztNNO5oBkExi
1087,-2795826,8231868.0,6035100#qkQRD4PQBIb,-4200900.5,-6229894.750,-9939226,-9518868.12,4364622,2141389#XnbA1DbxAZE0w4FHor
1088,10350078,-2274361.5,5391690#5YoTCuFoqQt,-2943072.0,-10140027.570,-6990338,-6811920.24,8607245,2590822#JlQlXOZykUaBhcubeT
1089,1722218,-339452.7,7526000#CkG6a0M4Xuy,-10651839.0,-5614879.430,322967,-5225756.58,3927257,137645#znKcyNNRY6LpHRGfXb
1090,-9169649,6559235.0,1654712#drLwSSt8jWO,1181213.0,-2940394.080,3468095,-3780577.53,3194925,4521869#fY0OFGHguG2xdW5FXS
1091,7881825,9332667.0,5931385#8ZSbHXuB5be,-9763507.9,-6065031.410,-7728965,2261962.67,7469781,5112743#wdTkNL6Hju4IHjzATf
1092,10820974,1.0458069E7,6524165#DYEjqelKrxz,3106488.5,-4549995.730,-7087519,-1607864.85,6518683,9711477#75jQuK9Ht9aZCBWucf
