2318,2441,1006,2,14,61,-975254,2019-10-21 02:31:56.000,1886544,-1487375
2319,185,324,3,9,41,-18101533,2018-09-12 18:06:47.000,-19485459,17882848
2320,2616,408,1,3,8,4393443,2018-08-17 22:19:57.000,14283153,-16808563
2321,1020,1474,2,9,46,-4642600,2017-12-26 08:17:07.000,-5227442,-3859960
2322,1917,99,1,2,45,-11393143,2018-03-27 06:25:00.000,-11173377,-5468591
2323,1906,273,2,9,57,2525005,2019-11-26 20:15:14.000,18144659,6650482
2324,1563,997,3,9,60,-493225,2017-12-30 21:12:55.000,-14485065,-3668562
2325,1555,231,3,2,43,-20211813,2019-05-31 22:44:46.000,-9313953,-13308650
2326,2934,1228,1,13,38,13153934,2018-02-12 16:51:32.000,16178855,-16895472
2327,1703,1364,2,9,68,-11584352,2019-01-31 20:28:01.000,11705782,-13939051
2328,1838,506,3,11,27,10296321,2018-06-18 02:22:44.000,1099812,-12042656
2329,1458,236,1,11,64,12481617,2018-04-18 11:23:34.000,-5948467,-2592891
2330,2149,754,3,7,50,-14334625,2017-10-16 19:16:11.000,-13855375,-1370091
2331,932,1310,1,6,42,-8352796,2019-01-26 17:11:37.000,-22710390,8457783
2332,2515,1380,3,13,47,17364456,2017-10-22 12:17:54.000,11746879,-18447619
2333,556,413,3,10,69,4931202,2019-04-18 01:10:21.000,-7692956,17100890
2334,3161,1055,2,5,38,71805,2017-12-05 17:51:48.000,1472756,15903168
2335,3726,254,2,11,65,-1458755,2019-03-28 09:50:49.000,-22620589,-17153651
2336,1694,856,2,11,16,-14116958,2018-10-25 01:03:37.000,-5776846,-13409612
2337,1892,127,2,9,10,20858122,2017-10-30 07:50:06.000,-7348554,-14988785
2338,2277,44,2,7,62,8528486,2019-04-10 13:07:07.000,-554474,856079
2339,2156,1158,1,2,20,4037750,2019-03-11 11:48:19.000,-13677582,-547909
2340,3692,1011,1,13,63,20190032,2019-12-13 22:22:32.000,20920339,18866806
2341,3263,1224,1,13,53,-9027908,2019-05-18 08:42:47.000,4852151,4795213
2342,323,1486,1,6,18,8119467,2018-08-05 09:47:18.000,-10148068,11277538
2343,1972,918,2,6,39,18711954,2019-01-06 21:58:54.000,-19846759,-15551184
2344,3428,73,3,14,32,-20102790,2018-02-24 22:10:29.000,-16072971,-4236251
2345,3853,919,1,3,8,3128791,2018-01-11 02:48:09.000,1475370,16911629
2346,1106,1515,2,5,63,1115780,2018-03-18 03:47:23.000,14561207,20976053
2347,1783,238,3,7,40,-21101287,2018-01-29 10:27:41.000,-8869139,3675769
2348,3907,333,3,7,3,10865683,2020-03-13 02:41:35.000,11235365,-10661583
2349,1856,810,2,13,69,-9566945,2018-08-03 21:14:05.000,-5579252,-18143449
2350,3654,1353,3,14,61,-15032493,2019-08-07 23:57:01.000,-23399585,-11659960
2351,2182,1452,1,6,35,22187642,2018-03-06 04:44:54.000,-12645822,16456442
2352,3939,147,2,10,18,21937539,2019-04-26 21:33:09.000,3646312,-1649145
2353,2768,850,3,4,28,-3033542,2019-04-22 01:54:23.000,-6432045,13922876
2354,3388,356,3,1,49,7192582,2019-08-22 00:52:46.000,18314108,15393110
2355,1698,600,2,13,22,1734529,2018-04-14 23:49:18.000,11761605,23179065
2356,481,1130,1,1,22,-17272534,2020-03-14 13:48:08.000,21469858,15055022
2357,2966,617,2,1,56,-2564799,2019-08-01 03:00:18.000,14107614,-19941835
2358,127,339,3,3,14,-12093042,2018-10-25 13:02:45.000,-7490649,22031044
2359,2063,1368,2,12,50,3385761,2018-08-19 15:26:12.000,-14931662,9526985
2360,545,569,1,13,47,-9428623,2018-11-11 05:07:21.000,-6566792,-17210427
2361,3755,877,2,8,14,21571506,2018-04-13 10:04:49.000,-2546024,-8140544
2362,811,32,2,12,42,14412148,2019-12-03 16:57:08.000,-5921554,-8611544
2363,1194,1533,3,8,23,22087834,2019-04-21 00:39:28.000,-12152467,-21841075
2364,2022,1478,1,10,8,1197342,2019-11-21 14:38:01.000,14763856,20872915
2365,2882,348,2,3,12,21292389,2019-12-19 20:10:53.000,3568764,17666736
2366,3748,452,2,7,15,11405106,2018-07-05 22:29:00.000,-16404305,11066604
2367,127,1199,1,14,30,5252347,2019-07-15 15:35:11.000,-11792751,-12651518
2368,411,812,1,1,46,-996364,2019-11-11 22:58:46.000,1927419,-1519475
