663,2299,902,3,11,5,6192018,2014-01-05 13:21:03.000,-3402567,-6134350
664,2532,1053,1,12,46,338689,2018-01-14 16:54:12.000,4153578,5860215
665,2481,1157,2,11,60,5981356,2018-07-26 05:32:18.000,1004110,4971986
666,762,724,1,1,64,3210035,2008-06-23 21:25:34.000,-4614448,3108904
667,1242,764,3,7,24,1486184,2015-07-27 02:33:51.000,-3324626,-3558218
668,2026,964,2,9,4,-278624,2017-10-29 23:46:41.000,537669,-428075
669,1712,885,3,11,54,-5228002,2011-04-06 21:06:40.000,-5624222,5154748
670,1731,834,2,12,33,1268442,2010-10-26 22:36:26.000,4120803,-4848538
671,2045,560,2,7,38,-1342798,2006-12-17 21:44:13.000,-1506692,-1121785
672,2187,556,1,3,54,-3300503,2008-06-01 21:36:51.000,-3239765,-1589656
673,2839,1044,2,4,36,735266,2018-05-27 11:53:05.000,5260651,1931482
674,1911,508,1,7,49,-137749,2006-12-08 11:48:18.000,-4202265,-1059087
675,2760,795,3,11,35,-5870492,2015-06-10 07:41:30.000,-2701991,-3861988
676,2954,895,1,3,11,3821880,2007-08-05 16:49:25.000,4699392,-4909047
677,2998,890,2,8,39,-3368738,2013-06-03 11:27:11.000,3406282,-4051228
678,3558,809,1,4,33,3004855,2009-08-13 01:42:57.000,321870,-3511545
679,2130,1457,1,9,60,3632205,2008-07-29 17:44:32.000,-1740142,-750369
680,1562,57,3,13,50,-4184567,2005-06-22 19:35:12.000,-4036637,-402085
681,1034,1466,1,14,54,-2443750,2013-04-07 07:50:30.000,-6629902,2467458
682,3450,858,3,7,60,5072237,2005-06-29 20:13:20.000,3442429,-5399007
683,442,953,2,5,5,1439835,2014-08-07 18:39:12.000,-2257031,5012165
684,1611,656,2,11,46,25572,2006-03-01 15:52:28.000,430368,4657906
685,104,1544,2,9,32,-434122,2014-03-22 06:29:01.000,-6641164,-5031101
686,7,634,2,14,43,-4141355,2011-08-01 15:23:49.000,-1693096,-3943562
687,2899,785,2,13,49,6126790,2005-06-07 07:00:30.000,-2157654,-4399910
688,2287,1598,1,11,46,2504023,2014-05-25 18:24:14.000,-161361,247229
689,131,1501,2,6,56,1188381,2013-11-13 02:38:18.000,-4025495,-158097
690,3252,1014,2,9,22,5954360,2018-08-12 21:12:30.000,6170164,5568219
691,2018,762,2,12,41,-2663825,2015-01-01 10:49:36.000,1436651,1420138
692,2277,1051,3,3,39,2402712,2010-01-19 05:34:31.000,-2996143,3336913
693,884,678,2,12,21,5528470,2012-09-12 01:21:53.000,-5866936,-4606322
694,1653,802,3,2,29,-5954436,2007-03-12 06:15:00.000,-4756859,-1259238
695,1371,1188,2,6,62,922609,2006-05-18 10:03:33.000,430722,5012869
696,816,516,3,4,62,335033,2007-06-29 13:00:56.000,4315532,6224641
697,3760,262,3,13,33,-6270146,2006-08-15 16:52:05.000,-2640801,1086506
698,657,816,3,5,32,3236050,2020-02-29 02:53:57.000,3341484,-3163372
699,1497,1257,2,9,30,-2851742,2009-10-29 14:18:54.000,-1664627,-5397199
700,2959,1155,2,4,12,-4473994,2016-04-24 04:04:18.000,-6975485,-3479177
701,412,63,1,13,35,6616031,2007-02-07 10:13:27.000,-3774597,4910567
702,2322,351,2,3,37,6541504,2014-06-17 22:12:21.000,1084687,-485895
703,1158,1424,3,2,49,-912021,2014-05-11 16:35:17.000,-1919295,4157351
704,3583,1589,2,14,1,2153762,2016-07-08 14:45:35.000,5470508,4601285
705,1043,834,2,11,1,514717,2007-09-01 06:26:30.000,3527280,6934815
706,3076,270,2,10,58,-5172457,2020-03-09 08:39:39.000,6430933,4504922
707,2391,743,2,10,13,-776232,2016-02-10 14:07:06.000,4236489,-5985722
708,202,732,3,13,20,-3628608,2011-01-19 22:45:24.000,-2249424,6612685
709,1458,675,3,9,52,1017202,2009-10-24 22:35:52.000,-4485512,2862173
710,2682,1516,1,7,23,-2835075,2011-04-21 03:17:26.000,-1977729,-5180591
711,2129,330,1,6,56,6501511,2007-06-03 02:38:27.000,-769799,-2449694
712,3111,302,1,8,35,4345696,2018-04-29 18:40:40.000,-1783767,-2599356
713,2266,1347,3,4,3,6659542,2014-03-03 08:44:32.000,-3659917,-6596312
714,534,260,1,7,53,363943,2018-02-03 14:00:47.000,4465645,6301765
715,1210,1418,2,12,18,6431680,2018-08-10 06:40:30.000,1079541,5345361
716,34,716,2,2,24,3451066,2008-10-09 15:48:37.000,-4961209,3342954
717,2492,1298,1,4,12,1596953,2015-09-07 17:46:15.000,-3573689,-3825668
718,3961,770,1,10,58,-299734,2017-11-20 20:13:31.000,578544,-460175
719,3468,868,1,13,29,-5618109,2011-06-28 04:17:35.000,-6044259,5540448
720,316,1114,3,13,16,1363139,2011-01-21 08:46:51.000,4428753,-5210963
721,2855,100,2,13,45,-1442792,2007-04-18 22:03:23.000,-1619442,-1204760
722,737,445,1,14,60,-3545735,2008-09-18 13:09:14.000,-3480177,-1707199
723,3411,1460,3,5,45,789501,2018-06-13 02:41:02.000,5651075,2074482
724,338,1548,2,5,31,-148521,2007-04-09 22:16:19.000,-4513865,-1138162
725,3925,1559,1,12,19,-6305077,2015-07-24 07:25:14.000,-2902353,-4148250
