1425,-131222,1993452.4,11358974#Xw23bc9vNJo,2105339.0,-4164013.520,3829521,-9461450.37,-2024838,3336139#a2jr0CDizOoeJImYn2
1426,1017840,2145067.2,12746610#1xcKckxMIyf,2648244.0,-3023135.370,2766875,1.327684459E7,9767996,9841439#GnXrHn86RR6tPEpi6P
1427,-3736433,-3898771.2,11489578#oVhrDqXeX6M,2947757.5,-6033210.710,-7814760,-500465.99,751837,10754080#6mSYC02B5ONCRpiTcT
1428,-8198327,-7547984.5,1399912#jUMWPkLjKCP,7226482.0,-8188041.400,-11856601,-3562644.67,5845446,3033371#i0wOTeAAd0lByDV5fv
1429,-2496216,7589444.5,8126657#RKSCnAQNzof,-8611033.9,13563358.270,7273986,1.409937174E7,-5164974,4608275#PVgHbiSqqOxLR3f2Lg
1430,2646055,-2513865.5,12264804#EJQBBH3KdP7,-6843236.5,-2682347.350,-3333080,8745019.13,13670532,12072125#xZkZCrnyPN9W5Whti7
1431,-9295434,1.0809824E7,2577631#3WgPcf0KHv3,-6364427.0,-8338530.670,8079841,1.254991656E7,3875384,13062399#1u0VLL0Ms9rXyeDLsZ
1432,-10766279,4534995.0,339767#3T0FyaiE4hw,832628.0,-7808038.100,11793394,-7225117.1,2047441,9274162#WZlZTm7uENAlwNSV5z
1433,11786067,1472704.2,11899308#xxcFjWWHnJC,326868.0,11146013.250,-6070972,3934371.13,12133430,6204086#UOkxZvr59lXVDzAqgS
1434,551324,-1.215446E7,9602372#QqxQHW5zknb,10891301.0,13719554.310,-8081594,-6453033.87,7576497,426937#VEaeluc5uOwpHfBXpq
1435,-12208498,2233249.0,3630109#76p10HbigBN,-13197442.0,4306926.360,-9028296,344433.35,-6893917,3638061#wjoTk5RvaaKW2flWYm
1436,-11962774,1.1081618E7,9468455#YoymgawJK2z,12768618.1,-8882592.110,182215,2361390.62,-11380665,5107024#yyLdPvYt4kqaHzrW8c
1437,-3693576,1.0880668E7,7976536#2InrWi4aZ9x,-5551725.5,-8238215.750,-13142587,-1.258206812E7,5767058,2828488#sePIxj1QP4ALpILspX
1438,13679912,-3007961.5,7125058#zWnHLbWV92R,-3892184.5,-13404341.070,-9240275,-9001520.24,11375161,3423703#HtcJEun4ZWUsis3Lf2
1439,2274343,-445852.7,9942519#M28z6jFDhw6,-14074489.0,-7421586.430,424950,-6905756.58,5189116,181633#IbOyAyrwnPvUvUl5h5
1440,-12111049,8664835.0,2183086#ErJlGQj5r1u,1558688.0,-3883780.580,4579590,-4995777.53,4219354,5971705#axV4T8rouVz0oUG38g
1441,10411275,1.2328667E7,7832756#6ihtgvTvLyL,-12897953.9,-8012375.410,-10211336,2989962.67,9868803,6752202#fFJBBujNjXfcyBrU2Y
1442,14291399,1.3806869E7,8612062#zG1lzvTqzxm,4103922.0,-6008501.730,-9361570,-2123064.85,8605722,12821868#3DZVtvMo283aTo0w5z
1443,7877823,-2187650.8,10192205#4YCzheaef2K,-14201327.7,-9003287.840,-12053685,1.06573321E7,10064650,8551132#MvJ2V3sRvDcBoSphIh
1444,10210080,-1.0111759E7,9305247#SxP0mbucHR8,7482777.0,-939659.820,6842577,-1.256858577E7,1261890,9264841#sVpkAfP7imT5DqoyMy
1445,-2800787,-5324506.0,5140317#AUQX6NcAQdm,-182386.7,11939033.940,-8137033,-740353.0,1932166,8641840#j4rdwf3eRaUwrDYMBp
1446,-13262398,-1.3398338E7,893636#8Ejd6t88MvZ,14306521.0,-5411202.810,14192407,1.144702929E7,1356994,5361233#W9Dq35Mpu37bdkY2OS
1447,12346192,9764313.0,8640959#nndJpZLHRuG,-9556675.5,-7604809.970,4916271,-1866059.21,-7725429,4709583#Geuk262eScFxe7nm9l
1448,313377,-1525226.1,2962170#oABdaMXq8MW,6870857.7,14452582.350,-3860481,229172.52,7771678,10732862#HhRbtfcoYMOB1dZ9Cj
1449,-1125879,7958361.5,3423893#60MG2yRwlbH,-1093746.0,9326776.260,-11120297,1.390889812E7,-4755441,5022525#RjQFsd7QJQ88fQXJyx
1450,1726861,-1.2324574E7,2313964#BXC1LzYztv2,5698533.5,-1092221.140,5267433,-4088661.12,-7214893,8066457#UPuGJFYYyHjbrlaLce
1451,10387492,1.1347121E7,9722232#qSZqv6rqETN,12486875.7,6394773.620,13174700,1.16569745E7,322218,12921039#hOS23FZ6z5FHoYtzGd
1452,9281675,3978001.8,2853518#0w4LX3pmBQJ,-115171.2,2051064.530,1353123,-3180284.18,-697118,9254903#lJX9GMDed2qfFrv3qf
1453,12896899,-5956375.0,4603955#8bg1aL6bfrz,14229969.5,-10563130.050,-7791313,1.158243726E7,3578773,12340974#bIOWZ7tuaA4c43hW8n
1454,-12152069,-1736389.4,1576407#3BE5nBwichd,3276971.5,5637290.890,3000733,-1355325.98,-6627164,5675397#ldwH0Tl9RjQgxAOzst
1455,9705867,7635658.5,12161727#6GurLRSIfC8,-4351805.8,5326160.680,-8301277,-271573.85,-13950420,3152383#Tl0kNds7T0a1kn96Ol
1456,7446205,1.2470452E7,8542527#uGo2Lx8rZ4f,-9536.0,3507653.870,-10474596,-1.393494171E7,13694280,400724#6OE5xYGrkXqaj2XPTk
1457,6045401,1.0393688E7,5698900#vXs02hdkegm,-404430.0,7416764.520,-6531383,1645859.54,-6135829,1120329#uyvONp7dQejRfWLosv
1458,-13089256,9908070.0,12830805#BySSKnEfect,5773626.0,-5810601.970,-8146859,1.016896948E7,-12314622,1951370#FqlvnMbGhA5HvQMp5V
1459,-11367278,1.1433717E7,12659032#D7ioeOpLzeY,11114061.0,13959039.990,-2407364,-1.434711301E7,-13087395,12152914#gAPNAtcznXmAS4dPO6
1460,2172719,1.0891562E7,4347849#ON7T6Ixa4y5,-9529175.0,-1325338.400,8018127,5817029.94,11304641,1306263#rlcMtWbXL2oYCL5te4
1461,-12408300,-1.4501468E7,7864596#aiSVavWwFej,-3260075.3,-1239077.680,5336531,3412564.85,9957569,8084240#jXEOzvlBsTz2P1SraU
1462,14590551,-2741707.2,6987841#XreqO72svst,-963366.0,7689306.970,-1133425,8405202.75,-2733838,5187660#pORdrSwAcrwq3odMM2
1463,-13873131,-9431797.0,2750441#srkQXjHpWcU,-14122878.5,10163371.210,-8438730,-1804354.6,-5246232,3029442#g9NEzmtifO1XGYESLk
1464,1189472,-2667406.5,2426575#eciLomLzmbo,580199.4,11356263.700,-9182855,-1.124686784E7,-2714320,9148237#Sa0rMFHlLhvTnx6Aor
1465,-8853253,3113972.0,1867505#ohe6Q5KcPxR,-3984621.0,-6776773.640,958503,-6170802.61,4904311,4788150#EJJ9XX6ssBr7aycdyr
1466,9318579,-1.0392066E7,4812903#XXoo8vDF51Z,-3079342.4,-4986056.880,6375667,1.16989802E7,-11915277,3425833#fG5O22lasvpcuu2A0T
1467,383759,-1.3560487E7,12046422#STFv6XzIYAy,-14461734.5,-13031199.420,-4043870,5113471.93,1969541,11195904#Or2Aaw2yz23SUlUdLW
1468,-8588566,-4041819.2,8101462#KiDVzyQKSAm,-14136404.0,9038297.900,2319203,-1.12314502E7,-1391015,11739224#ty3jl4NFxu4UfS5kbC
1469,10525638,1.2244322E7,420252#MUM50yK1yaF,4950013.5,4706161.590,6290814,-447735.37,9380823,5102056#SYP2gSRpMTkIlP8hGL
1470,4416660,-4689429.5,468154#ggQI2DRsmyA,2933150.5,-6213036.840,-5064453,2097943.74,1716381,5382813#OGF35kIi8KZE6mQnp6
1471,4688070,-1.2181978E7,14598601#PL6TFG8Ne8q,-13345190.0,-13062331.190,-10403289,1766607.08,3816213,11956947#VvFfYxXHeH6IZCeuSO
1472,-12333206,1334582.1,4650184#a5XBImEWDRh,3450864.0,-14361280.570,-14575748,-3848838.28,-7247909,2180980#Z9G1uNfIJIES7JiDmX
1473,1714737,-1841472.6,565448#RrV83ldKvHz,4101355.0,-336926.920,14107630,-3113808.58,4592035,1340840#j4rdwf3eRaUwrDYMBp
1474,11343000,3943406.5,11040756#6ihtgvTvLyL,10825534.0,-6126900.710,-6174125,1.408468981E7,3946853,12798027#M8BjV6wMxIZnWJaPFl
1475,-136060,2063052.4,11757221#Ev5wqxE1z34,2179489.0,-4310319.520,3963954,-9793450.37,-2096116,3453157#iJNoIpuyZ9uCSXOXXv
1476,1053205,2220267.2,13193254#QX2lPq3crFu,2741144.0,-3128831.370,2863566,1.374244459E7,10110144,10186344#WLrT0KbzT01W3GPcNF
