604,2225490.2400,-3686950,-4285634,4962845,1744854
605,5593634.0000,-1787559,2388480,-65362,3515337
606,3583842.0000,4325276,4619285,970895,824173
607,2715955.5000,3679253,-1036106,2095565,-3816398
608,2833912.0000,2544303,-5345170,-918576,4329783
609,-5039914.0000,3721489,901330,-84027,-821944
610,-361031.0000,1051142,4835348,4558397,-2666553
611,-5598572.0000,1097263,-4879811,-3954573,-2008985
612,-5474408.0000,-5717575,-5358214,-5499422,113635
613,-4005747.0000,-2678561,5218372,-779769,425358
614,1970163.0000,423370,5018546,-3150086,-1676974
615,3555262.0000,-182140,1285846,-4822772,3036183
616,2548803.9200,-5213961,-4357311,-3541616,-2284124
617,-2977361.0000,2314198,1648224,-2277404,-4340822
618,-145163.5000,112189,-11849,1882502,4121499
619,-2454025.5000,-512164,-3980111,-5802076,-186512
620,-2086982.0000,-2641249,861571,1060170,-4268927
621,502185.0000,-2192617,-2455730,-3877212,-5052946
622,663194.0000,6119411,5921310,2468661,-5782847
623,1597393.6400,-3442153,446845,-5908552,1741525
624,2822432.0000,1246558,-732127,4749022,-1915879
625,4643202.0000,1773454,-3931235,885187,-4010607
626,884134.5000,-996208,3744055,4915779,3612598
627,-267548.5000,-1863581,-2488964,3043711,4760280
628,5681771.6800,-1482067,4376880,-2668387,-5130723
629,1212815.0000,-548003,2084830,-5688392,-1982422
630,2068073.0000,2189500,3405699,-168119,1401000
631,3617451.9700,1548861,-4598697,-1949197,6297954
632,-1446232.0000,600634,5174087,5148428,-512483
633,1402355.0000,-4864344,-231551,3075233,-236965
634,860471.0000,-2373458,1573112,3226476,4811191
635,-4125678.0000,-3331442,-2924815,-2853561,3873062
636,-1852688.0000,4189684,-2810007,-1134741,4768550
637,-2741450.7500,5273438,2092127,-4501490,-718267
638,-487652.0000,4870034,3875110,-1304476,5198814
639,4142088.0000,-1839025,-2503949,3005282,3735664
640,-5485136.0000,-1732637,4330281,-4501661,3967491
641,2271340.0000,-6233950,4662424,2339770,-2823252
642,-1142728.0000,-6160951,-2815900,-134459,5718771
643,536392.9100,-1681561,567553,545999,-1105988
644,-5918092.0000,-3013688,-628533,-2774720,2509638
645,-2755770.0000,-6396108,2788183,-983678,4522738
646,495802.0000,-1825998,4208265,6332291,-2235925
647,-3487088.2500,-2894795,-23965,5103663,845232
648,3694594.0000,1539680,230740,253385,-4756314
649,-3019204.0000,-5840498,-4266610,6450573,6302025
650,-680591.0000,-2083385,5263556,-1401571,-5972455
651,4475818.5000,4652032,2420607,183148,6068827
652,-4989493.0000,-4583229,-874442,-4145649,1079003
653,839982.7900,6298407,-5613584,-2079268,1682712
654,2409918.2400,-3992595,-4640521,5374095,1888704
655,6055734.0000,-1935565,2585918,-70400,3806237
656,3880192.0000,4682617,5000035,1050231,891823
657,2939380.5000,3982180,-1121993,2268190,-4130923
658,3067699.5000,2752890,-5785020,-993468,4685296
659,-5453214.0000,4027771,974955,-90464,-888828
660,-391206.0000,1136653,5231961,4931797,-2884353
661,-6057172.0000,1186643,-5279286,-4278154,-2173950
662,-5922308.0000,-6184431,-5795364,-5947972,122335
663,-4333097.0000,-2897084,5644297,-843194,459558
664,2131238.0000,458466,5426771,-3406111,-1813224
665,3844962.0000,-197482,1390246,-5215122,3282933
666,2755622.4200,-5637164,-4710574,-3828691,-2470170
667,-3219411.0000,2501870,1781124,-2462129,-4692622
668,-156701.0000,121348,-13599,2035427,4454949
669,-2653050.5000,-554325,-4301111,-6270838,-202312
670,-2255407.0000,-2853578,930321,1144895,-4612570
671,543335.0000,-2368788,-2652814,-4190062,-5460358
672,716944.0000,6611147,6396551,2667536,-6247060
673,1724927.6400,-3717723,481945,-6383527,1882000
674,3047882.0000,1345951,-791277,5129072,-2068736
675,5013902.0000,1915931,-4245585,956575,-4330795
676,953997.0000,-1075157,4043248,5308154,3901898
677,-289223.5000,-2011928,-2687939,3286611,5139443
678,6133749.6800,-1600301,4725746,-2880737,-5539998
679,1309765.0000,-591489,2249873,-6140911,-2139897
680,2231948.0000,2363256,3675399,-180769,1512637
681,3904745.4700,1670971,-4963478,-2104397,6797041
682,-1561282.0000,648543,5583839,5555278,-553289
683,1513305.0000,-5248088,-250401,3317708,-255090
684,928946.0000,-2561092,1696412,3481263,5190260
685,-4450978.0000,-3593665,-3155690,-3078111,4178737
686,-1998688.0000,4519565,-3031082,-1224691,5143175
687,-2955938.2500,5687225,2255977,-4854440,-774767
688,-526352.0000,5251797,4179153,-1406026,5606364
689,4466488.0000,-1982904,-2700412,3240057,4027632
690,-5913636.0000,-1868240,4668681,-4852636,4278023
691,2448740.0000,-6719951,5025574,2522833,-3043502
692,-1231328.0000,-6641170,-3034975,-144634,6163521
693,578461.4100,-1812878,611616,587693,-1192088
694,-6377942.0000,-3247515,-678092,-2989745,2704988
695,-2968670.0000,-6891979,3004008,-1060521,4873088
696,534152.0000,-1966795,4534115,6821641,-2409463
697,-3756575.7500,-3117908,-26065,5498463,910932
698,3979106.5000,1658707,249140,272310,-5123514
699,-3252204.0000,-6291020,-4595347,6948073,6786775
700,-732966.0000,-2243446,5667706,-1509871,-6431130
701,4820193.5000,5009532,2605913,197148,6535352
702,-5371980.5000,-4934533,-942192,-4463799,1162353
703,903904.2900,6780861,-6043459,-2238518,1811387
704,2594346.2400,-4298240,-4995409,5785345,2032554
705,6517834.0000,-2083571,2783355,-75437,4097137
706,4176542.0000,5039957,5380785,1129568,959473
707,3162805.5000,4285107,-1207881,2440815,-4445448
708,3301487.0000,2961477,-6224870,-1068360,5040808
709,-5866514.0000,4334052,1048580,-96902,-955712
710,-421381.0000,1222164,5628573,5305197,-3102153
711,-6515772.0000,1276023,-5678761,-4601735,-2338916
712,-6370208.0000,-6651287,-6232514,-6396522,131035
713,-4660447.0000,-3115606,6070222,-906619,493758
714,2292313.0000,493562,5834996,-3662136,-1949474
715,4134662.0000,-212823,1494646,-5607472,3529683
716,2962440.9200,-6060368,-5063836,-4115766,-2656216
717,-3461461.0000,2689543,1914024,-2646854,-5044422
718,-168238.5000,130506,-15349,2188352,4788399
719,-2852075.5000,-596486,-4622111,-6739601,-218112
720,-2423832.0000,-3065907,999071,1229620,-4956214
721,584485.0000,-2544960,-2849898,-4502912,-5867771
722,770694.0000,7102882,6871793,2866411,-6711272
723,1852461.6400,-3993293,517045,-6858502,2022475
