1,1742,1,1,1,32,10559#jDc46anaF,2758,5020,-2010.3,6732,-66.130,2007-05-06 07:08:08.000,true,-7988,-9964,-10201,-12483.4
2,587,1,1,4,122,16107#j1TvaVDKf,12281,-10339,80.6,-11930,-185.270,2003-04-01 21:06:16.000,false,16914,3041,-4128,-12727.06
3,1267,1,1,10,62,17001#bJIsbIXlq,20696,22417,-1980.5,-16309,-478.750,2012-06-28 06:46:15.000,false,24241,-1708,-19150,-3772.12
4,667,1,1,9,209,15374#OVUSAW6tX,30133,46120,8773.2,12455,-255.940,2014-12-11 03:52:53.000,false,-5512,9250,34535,-4835.87
5,707,1,1,14,36,26080#lOGKA7T59,24495,-8887,3619.3,-2965,-362.960,2009-01-16 12:56:35.000,true,14126,-38787,-40965,31454.96
6,624,1,1,1,311,47398#aeNjas2Z6,15948,-5845,11035.9,-45620,-120.760,2002-09-22 22:47:22.000,true,40748,-30311,-11711,-34762.55
7,182,1,1,8,289,13754#ElfoWOA5E,38754,5496,746.3,6037,-461.554,2011-09-21 04:36:30.000,false,-53247,58059,-46303,21914.0
8,1576,1,1,13,135,34408#pV4BH32JU,-49132,2030,-5113.8,-5742,-304.910,2018-05-07 16:47:06.000,false,-10618,9115,59021,-27547.72
9,1708,1,1,11,287,13042#jEo4tAMq7,70550,41943,-2348.0,50656,445.560,2010-01-10 18:27:05.000,false,57279,-45498,35727,40104.6
10,1036,1,1,14,8,54913#ofNiAmw2i,44230,-63182,-5858.1,-2767,256.490,2017-10-19 15:45:17.000,false,35267,-16764,-60128,-33843.8
11,516,1,1,2,39,74127#2e39gOrKV,-53833,-36730,1711.2,17439,-463.760,2007-07-16 17:44:34.000,false,-74266,-61380,-52654,29582.33
12,983,1,1,1,118,105255#UjWD05wMj,117622,15455,-10009.7,126550,240.750,2005-05-26 12:56:30.000,false,-118889,-79262,-23534,17496.5
13,1265,1,1,6,254,90241#GsVowCD45,66265,3630,-790.6,98454,383.840,2015-02-21 00:25:14.000,false,-63731,-57619,103386,68557.5
14,1006,1,1,4,39,46771#ykj8faKwD,-16428,-30388,-9564.8,44391,100.810,2008-10-30 02:59:31.000,true,26551,-109070,-55638,54712.66
15,603,1,1,5,198,14256#RMXZn6KQ5,-105063,-15490,11900.1,138353,-427.700,2013-01-11 12:17:18.000,false,-22432,-81619,-119338,7761.4
16,462,1,1,11,191,124572#uL4EPdFrG,-70457,99737,-10179.4,-38088,17.290,2005-05-31 00:31:37.000,false,127349,-12898,44592,57008.11
17,1586,1,1,7,283,68198#rjI0ndTdH,-152409,-35080,12437.2,10843,81.950,2018-03-18 03:22:38.000,true,-11471,-157554,56059,1921.24
18,1080,1,1,5,213,21686#mlwE766tK,82273,-142748,133.9,-8427,307.520,2018-01-02 23:22:10.000,true,-129354,148266,43786,75605.55
19,1222,1,1,12,48,179696#p0eogPdIL,101184,-25436,-43.5,176505,529.040,2014-10-15 23:31:04.000,true,-64215,137519,23759,-122218.05
20,1552,1,1,3,147,23216#IRLMcArLj,68092,-28305,11235.6,-86302,142.830,2009-09-11 13:54:35.000,true,-14300,147252,59871,60463.46
21,1493,1,1,4,17,22909#gvCRZPVMB,-85670,176262,1533.4,111254,-84.520,2005-08-04 07:58:30.000,false,-102255,129226,70954,9713.05
22,823,1,1,5,74,41513#2JZB7AqKi,110430,-103545,14919.7,-637,-101.310,2013-12-18 20:25:14.000,true,-60191,2576,-7815,-190046.38
23,1384,1,1,10,75,213304#wKuCjrD6k,-93995,69884,-11420.0,206141,-115.560,2004-06-24 05:41:10.000,false,73289,34719,-120423,-122408.6
24,1384,1,1,6,265,164670#cDUlh4l5w,9693,239766,1809.0,-48370,-595.530,2013-02-14 08:37:22.000,true,-45349,-111667,-225634,48228.06
25,111,1,1,5,192,42037#9ATpGFpN1,175063,-40983,1581.4,-148987,322.230,2004-08-05 20:57:24.000,true,-81583,168137,98098,-73193.82
26,897,1,1,9,161,27264#kostUuKXd,62233,-239898,-5876.2,-19248,46.710,2018-10-12 06:25:47.000,false,152202,78275,-237726,-86985.68
27,495,1,1,9,81,113092#VinXvdkk6,-126797,4092,5628.6,-216135,-94.040,2002-03-05 10:34:54.000,false,108465,159359,40290,-115784.99
28,1431,1,1,13,229,55023#PGWuFXalt,83434,235875,7445.8,-168924,108.030,2015-07-05 02:03:06.000,false,-224845,-246567,-49679,196522.46
29,1540,1,1,4,181,237575#XGfnzCJX0,-96015,131341,-12172.7,-260553,-171.310,2014-01-31 21:37:31.000,true,134290,-88028,206799,-98582.14
30,1692,1,1,12,314,231931#cxGjQerfT,-30705,147575,4235.4,-85388,56.730,2008-09-19 22:46:53.000,true,-241035,159431,-14318,134299.35
31,700,1,1,2,59,269910#ANdJRlvqH,-162013,69136,-201.8,257439,-206.740,2008-06-21 11:46:15.000,true,287708,116862,-260046,237899.78
32,1502,1,1,6,142,208141#zR2DnKfJU,106184,171831,6054.2,299014,428.730,2001-02-23 02:11:55.000,true,-286600,65869,236442,175714.86
33,1607,1,1,4,43,142744#pi0nS5eH1,3084,-317856,1573.2,233784,157.670,2002-09-13 00:32:55.000,false,222138,-159325,-302285,53438.81
34,1153,1,1,13,206,186791#4pgL1ZpcS,242099,-172708,11548.6,-100905,220.110,2017-10-25 15:15:03.000,true,-193013,192567,139372,238616.55
35,796,1,1,9,146,165025#f2MY8KF09,-347895,-298139,7869.3,-251376,209.380,2011-05-05 05:40:05.000,false,256775,69580,213910,-79998.13
36,139,1,1,2,83,308670#cDUlh4l5w,-290067,270779,-5778.6,255549,23.740,2007-04-18 21:53:41.000,true,-295755,57006,-201444,262120.52
37,896,1,1,8,212,162646#0iuD7kYh0,290757,-10214,3508.2,149449,-335.320,2006-08-23 23:49:45.000,true,295972,-264846,-202172,-273813.87
38,1344,1,1,7,117,168328#YfFCxyMm7,290625,-158214,19730.3,93688,0.620,2002-06-27 10:09:32.000,false,-361004,-284399,-154613,2378.94
39,230,1,1,10,232,68920#TF8VurQF8,322054,-318405,-19445.9,166903,245.000,2011-05-21 11:22:46.000,false,-30445,307484,-28295,-353751.24
40,1559,1,1,12,181,337306#VRTFr5Llc,-224032,-34637,-4626.0,264704,-238.120,2013-09-25 22:51:52.000,true,305379,-44801,-64660,312.23
