885,1,1,436,2019-09-15 16:32:46.000,3690143,-4501586.600,-6435455.0,-2914354,-6279267,-239721.2,true
886,1,1,1647,2015-05-29 23:06:30.000,6480677,-4558997.860,-7945088.5,-210223,1320235,221837.7,false
887,1,1,880,2015-05-13 08:35:56.000,7209655,-7868084.910,-4992833.0,2253288,-981187,414852.3,true
888,1,1,325,2020-01-19 12:23:44.000,558679,-3495585.640,3020187.5,-8584987,5367423,-108892.2,false
889,1,1,356,2011-08-06 03:37:23.000,-3818875,-5356510.330,56588.42,-4346526,8513431,121608.4,false
890,1,1,1575,2012-03-30 09:12:39.000,2891956,3732617.600,-1559914.0,8340294,-3920618,287388.1,false
891,1,1,867,2016-09-20 03:21:46.000,-3985838,-5981411.890,-1514951.4,-462733,7193075,370093.5,true
892,1,1,235,2013-09-18 04:15:04.000,-2579540,-7080989.040,-8255699.5,2155293,2069878,-274502.3,false
893,1,1,354,2016-09-22 15:35:32.000,1290327,8246907.070,137602.14,1343379,-1834928,-346836.1,false
894,1,1,431,2017-11-14 09:44:09.000,-4639023,869506.200,6316390.0,811375,-1142524,193019.1,true
895,1,1,1360,2012-10-02 19:13:08.000,1661143,6537402.000,6314751.0,1958559,-8169381,182776.5,true
896,1,1,151,2016-02-16 03:44:58.000,1301243,-1730391.790,1424559.0,8630157,-8580055,-93950.0,true
897,1,1,763,2010-11-20 09:46:27.000,1978765,2198748.460,-7828529.5,-6995260,-8069679,34440.8,true
898,1,1,814,2012-01-31 15:15:39.000,6325732,-5156544.140,2410824.5,7815976,1664131,-57307.5,true
899,1,1,326,2010-06-30 03:12:50.000,5357494,-6978054.590,-7440940.5,794479,7499540,303191.5,false
900,1,1,1363,2019-12-21 20:34:48.000,7598377,8943866.500,-4054939.2,-8533580,1601857,22668.3,true
901,1,1,129,2012-06-16 15:30:29.000,-5493987,676867.640,240080.66,-29546,3471936,-379981.3,true
902,1,1,184,2010-05-20 16:09:42.000,-5523926,3959034.820,-2333384.2,-893351,-5965854,311236.8,false
903,1,1,714,2011-02-28 11:45:00.000,-7329432,-6266651.230,1957445.8,340097,-9013311,235879.5,true
904,1,1,520,2014-06-03 04:20:31.000,100973,2396717.700,1118841.2,3899649,-2637079,-71734.5,true
905,1,1,1573,2010-09-30 07:40:51.000,-8706172,6221728.250,-8363476.5,-3939904,-9000574,400241.9,false
906,1,1,606,2012-09-10 09:10:52.000,-8074351,-8957284.060,-8702923.0,8183713,-5556656,-143888.7,false
907,1,1,727,2017-10-24 04:20:34.000,-6216733,4187041.290,450245.97,3758618,-5198968,-243546.6,false
908,1,1,424,2019-02-02 23:24:45.000,185181,-2418133.990,3711414.5,-3751613,-3748485,-132798.1,false
909,1,1,1466,2020-03-03 19:28:52.000,4204479,6593781.420,-7861979.5,-6046432,1129967,351705.3,false
910,1,1,400,2017-04-05 07:56:25.000,-8121587,-4390077.300,2159869.2,-2576968,3447781,158693.9,false
911,1,1,1751,2019-01-21 22:26:51.000,4340823,-1740139.980,-8824944.0,8061436,-1442637,-459087.2,true
912,1,1,1439,2010-07-02 05:17:05.000,2963211,7428267.090,-7859018.5,982145,6065981,-262373.1,false
913,1,1,641,2015-08-23 11:24:29.000,-2177370,4456393.380,3638855.8,8418201,1339152,47385.5,false
914,1,1,233,2018-10-03 07:30:11.000,-6399945,-6032757.120,3387824.0,-7186602,-4525389,282192.8,false
915,1,1,350,2016-07-17 22:45:19.000,-9027699,-1704910.520,-1473425.4,1610599,-5237720,254277.6,false
916,1,1,1255,2011-09-25 22:22:58.000,4005193,2809291.870,4521996.0,-6187744,3489796,-321468.9,true
917,1,1,1268,2011-12-14 15:50:20.000,3427701,-2762332.010,974317.8,-4607759,7464941,-172876.9,true
918,1,1,517,2019-06-16 19:24:21.000,-7012236,-2103192.140,7577124.0,-8838930,8794742,107622.4,true
919,1,1,1736,2015-04-13 17:54:48.000,314331,-4343349.650,4712134.5,-2952562,-2964058,147053.4,false
920,1,1,9,2013-11-20 05:58:28.000,-7933443,-2384637.750,122777.2,8231692,-1974101,141621.7,false
921,1,1,1216,2017-09-24 18:08:05.000,7006729,-6406474.610,1506173.5,-2827120,-9124951,298694.1,true
922,1,1,1504,2011-02-23 07:54:34.000,7856625,-217494.840,-5498388.5,-7406921,8428097,413834.1,false
923,1,1,1433,2016-06-02 20:24:09.000,-7803449,-3155010.980,9207002.0,-4753877,6261338,-370949.3,true
924,1,1,620,2017-03-28 10:11:46.000,-866997,6609560.930,4135441.0,672262,6497583,165455.6,false
925,1,1,789,2013-09-16 23:06:20.000,-3806844,-6815646.750,-7576281.5,-916846,6544140,196865.9,true
926,1,1,1590,2020-01-11 15:40:53.000,-2566821,-2136467.340,-1268786.1,6047919,-2233071,208664.4,true
927,1,1,844,2015-01-02 13:35:10.000,-9137591,1601420.070,-7152737.5,3158942,7215477,331313.9,true
928,1,1,905,2015-05-24 12:53:48.000,6845731,6229207.460,6182653.0,8860713,-8227497,-331514.8,true
929,1,1,887,2019-02-13 18:39:37.000,7160643,3056166.080,-8118823.0,-4754866,356464,-67406.2,false
930,1,1,1472,2015-09-04 09:13:07.000,2520059,-1969903.030,6836787.0,8473497,6471743,335092.0,true
931,1,1,1127,2017-09-13 09:56:47.000,5327852,-8754628.260,6944412.5,8753054,1401315,-440818.6,false
932,1,1,110,2016-07-01 06:10:24.000,1644685,-4631674.260,3672995.0,-1627558,7221105,374918.1,true
933,1,1,583,2011-12-12 00:47:24.000,18257,-6968831.480,5786935.5,-1946633,-3757926,226769.0,true
934,1,1,1074,2019-12-16 00:09:44.000,-4822809,-9211963.250,1455469.8,-2306868,-8669822,458143.4,false
935,1,1,86,2019-09-25 21:42:09.000,3898355,-4756024.600,-6798655.0,-3079185,-6633487,-252760.2,true
936,1,1,160,2015-09-05 11:24:23.000,6846277,-4816237.860,-8393889.0,-222273,1394844,234089.2,false
937,1,1,280,2015-08-20 21:59:53.000,7616005,-8311556.410,-5274433.0,2380613,-1036271,437927.8,true
938,1,1,350,2020-01-22 16:09:10.000,590129,-3692249.640,3190587.5,-9068137,5670031,-115385.2,true
939,1,1,731,2012-01-30 14:21:13.000,-4033775,-5658283.830,59788.42,-4591326,8991752,128380.4,false
940,1,1,375,2012-09-10 15:04:55.000,3054375,3942122.100,-1647114.0,8808644,-4140956,303760.6,false
941,1,1,1617,2016-12-01 02:34:00.000,-4209575,-6316788.890,-1599751.4,-488233,7596807,390315.5,true
942,1,1,691,2014-01-30 09:32:48.000,-2724440,-7477545.040,-8718100.0,2276156,2186084,-289526.8,true
943,1,1,642,2016-12-03 15:17:54.000,1363039,8709181.570,144802.14,1418904,-1937423,-366565.6,true
944,1,1,806,2018-01-01 18:22:57.000,-4898373,917683.700,6669990.0,856850,-1206554,203358.1,true
945,1,1,1572,2013-03-06 09:16:55.000,1754143,6903162.000,6667551.0,2067847,-8626096,193090.5,false
946,1,1,1051,2016-05-10 21:00:07.000,1373918,-1826830.290,1504559.0,9112220,-9058932,-98749.5,true
947,1,1,1638,2011-06-02 04:56:40.000,2089515,2321668.960,-8264529.5,-7384927,-8519516,35937.3,true
948,1,1,439,2012-07-18 17:28:29.000,6678395,-5444128.140,2545224.5,8251226,1756698,-60516.0,false
949,1,1,1001,2011-01-18 13:16:06.000,5655469,-7366025.090,-7855340.5,839004,7916495,320306.0,false
950,1,1,763,2019-12-26 16:40:48.000,8020040,9440391.000,-4279739.0,-9008097,1690296,24347.3,false
951,1,1,429,2012-11-25 11:32:12.000,-5799037,713949.640,252880.66,-30946,3664101,-401574.8,true
952,1,1,1284,2010-12-12 02:31:34.000,-5830526,4178200.820,-2462184.2,-942651,-6296217,328465.8,true
953,1,1,89,2011-09-05 21:11:45.000,-7735132,-6613521.730,2065445.8,358472,-9511864,249419.0,false
954,1,1,445,2014-10-02 10:33:34.000,106873,2528732.700,1180441.2,4114899,-2783156,-76036.5,true
955,1,1,1773,2011-04-16 20:05:09.000,-9187122,6565100.750,-8825877.0,-4157329,-9498213,422672.9,false
956,1,1,906,2013-02-15 05:09:51.000,-8519614,-9451784.560,-9183723.0,8635188,-5863749,-152020.7,false
957,1,1,1252,2017-12-13 11:42:55.000,-6559767,4417877.290,475045.97,3965807,-5485346,-257360.1,false
958,1,1,574,2019-02-26 10:05:42.000,195587,-2551010.490,3915414.5,-3957863,-3955283,-139785.6,false
959,1,1,741,2020-03-04 11:41:47.000,4435266,6956225.420,-8294779.5,-6378807,1192076,370599.8,false
960,1,1,1425,2017-06-06 11:31:24.000,-8568012,-4631226.300,2278269.2,-2719052,3636922,167759.9,true
961,1,1,1501,2019-02-15 03:48:23.000,4579098,-1835870.980,-9309744.0,8503511,-1522058,-484343.2,false
962,1,1,564,2011-01-23 13:37:07.000,3125961,7835345.590,-8290218.5,1036132,6397998,-276719.1,true
963,1,1,1560,2015-11-28 02:43:09.000,-2296620,4700581.380,3838055.8,8878826,1412360,50128.0,true
964,1,1,696,2018-11-03 01:03:56.000,-6750545,-6362286.120,3573424.0,-7579252,-4772954,297987.8,false
965,1,1,1375,2016-10-03 15:43:49.000,-9521274,-1798244.520,-1553425.4,1698624,-5523398,268182.1,false
966,1,1,155,2012-03-24 00:01:57.000,4223981,2962357.870,4768396.0,-6525769,3679883,-339316.9,true
967,1,1,534,2012-06-07 07:01:08.000,3614385,-2912908.510,1027917.8,-4859159,7871913,-182687.4,true
968,1,1,817,2019-07-02 17:15:24.000,-7394511,-2217252.140,7989924.0,-9320705,9273495,113325.4,false
969,1,1,598,2015-07-27 18:08:52.000,331518,-4579118.150,4968134.5,-3113148,-3124968,155562.4,false
970,1,1,834,2014-04-04 04:14:26.000,-8364318,-2513902.750,129177.2,8678798,-2081768,149766.2,false
971,1,1,1487,2017-11-16 14:38:50.000,7387007,-6754220.110,1587773.5,-2980695,-9620774,314784.1,false
972,1,1,1066,2011-09-05 05:51:41.000,8282475,-229572.840,-5796788.5,-7808971,8884771,436484.6,false
973,1,1,783,2016-08-22 22:24:27.000,-8225649,-3325705.980,9706202.0,-5011702,6601011,-390983.8,true
974,1,1,920,2017-05-31 01:27:57.000,-914347,6967589.430,4359441.0,708875,6849560,174326.6,true
975,1,1,389,2014-02-03 11:10:39.000,-4012419,-7184272.250,-7985881.5,-966646,6898260,207444.4,true
976,1,1,434,2020-01-15 09:56:36.000,-2705771,-2251709.340,-1336786.1,6374669,-2353706,219452.9,false
977,1,1,1569,2015-04-24 12:46:34.000,-9630566,1687437.570,-7538337.5,3329017,7604748,348823.9,true
978,1,1,655,2015-09-05 06:07:10.000,7214831,6565235.960,6516253.0,9338013,-8670515,-349379.3,true
979,1,1,1525,2019-03-09 03:59:18.000,7545968,3220742.080,-8555623.0,-5010566,375217,-71465.7,true
980,1,1,1072,2015-12-11 06:16:42.000,2655134,-2076232.030,7204787.0,8928597,6819963,353546.0,false
981,1,1,977,2017-11-06 13:36:48.000,5614002,-9224651.260,7317212.5,9222904,1476897,-464423.6,true
982,1,1,1060,2016-09-19 12:31:01.000,1732735,-4880145.760,3869795.0,-1714858,7608258,395486.1,false
983,1,1,933,2012-06-08 03:48:45.000,19129,-7341823.980,6097335.5,-2050621,-3958806,238601.0,false
984,1,1,780,2019-12-21 09:18:14.000,-5081009,-9705350.750,1533869.8,-2430648,-9133547,482400.4,true
985,1,1,1511,2019-10-06 02:51:31.000,4106568,-5010462.600,-7161855.0,-3244016,-6987706,-265799.2,true
986,1,1,447,2015-12-12 23:42:16.000,7211877,-5073477.860,-8842689.0,-234323,1469454,246340.7,true
987,1,1,1455,2015-11-28 11:23:50.000,8022355,-8755027.910,-5556033.0,2507938,-1091355,461003.3,true
988,1,1,375,2020-01-25 19:54:36.000,621579,-3888913.640,3360987.5,-9551287,5972640,-121878.2,true
989,1,1,1106,2012-07-26 01:05:03.000,-4248675,-5960057.330,62988.42,-4836126,9470073,135152.4,true
990,1,1,950,2013-02-21 20:57:10.000,3216793,4151626.600,-1734314.0,9276994,-4361293,320133.1,true
991,1,1,592,2017-02-11 01:46:14.000,-4433313,-6652165.890,-1684551.4,-513733,8000539,410537.5,false
992,1,1,1147,2014-06-13 14:50:31.000,-2869340,-7874101.040,-9180500.0,2397018,2302289,-304551.3,false
