994,3778,523,3,8,17,-8526864,2009-03-09 00:25:06.000,-6814334,-1800513
995,741,114,2,8,2,1323733,2008-06-30 04:22:34.000,620658,7176280
996,2671,1137,3,8,56,476987,2009-06-10 06:58:28.000,6178382,8906716
997,3761,697,3,8,3,-8966717,2008-09-14 13:31:17.000,-3773226,1557281
998,527,1314,3,8,8,4623256,2020-03-02 11:35:20.000,4776735,-4526683
999,3725,297,2,11,12,-4072688,2011-06-03 11:12:34.000,-2376377,-7714699
1000,2004,1191,2,7,21,-6393721,2016-11-28 12:02:58.000,-9961685,-4966592
1001,3257,462,1,13,35,9447233,2009-02-11 20:08:16.000,-5387547,7009817
1002,3337,21,2,8,46,9340783,2015-05-06 11:10:41.000,1550437,-697395
1003,3253,1466,3,10,64,-1297752,2015-04-05 03:00:34.000,-2739795,5932901
1004,3908,779,2,13,16,3069911,2017-01-31 18:46:53.000,7805708,6563435
1005,1883,645,2,5,55,736501,2009-08-06 11:47:00.000,5024430,9888315
1006,81,1305,2,7,64,-7372471,2020-03-10 07:24:50.000,9165283,6423122
1007,2856,1013,2,2,46,-1101426,2016-09-28 01:11:19.000,6031239,-8523197
1008,3072,807,3,1,44,-5167596,2012-06-18 12:15:49.000,-3202374,9416023
1009,1568,801,3,7,58,1447849,2011-06-02 12:34:06.000,-6384812,4073957
1010,1212,1051,1,12,65,-4033902,2012-09-04 03:37:25.000,-2812104,-7367834
1011,2785,576,1,5,17,9241510,2009-05-24 10:32:21.000,-1092749,-3484394
1012,1251,1571,1,5,5,6175960,2018-08-13 18:21:51.000,-2536092,-3692481
1013,2071,795,3,1,63,9464686,2015-02-07 05:05:26.000,-5204017,-9368087
1014,444,335,1,5,26,515470,2018-06-02 20:40:17.000,6338047,8951065
1015,1514,1370,2,4,42,9133627,2018-11-08 13:29:39.000,1532127,7585611
1016,3593,668,2,8,60,4897255,2010-07-18 06:06:52.000,-7041772,4747254
1017,2062,1280,1,11,9,2261570,2016-05-20 13:00:36.000,-5068064,-5430368
1018,3676,1217,1,2,37,-426394,2018-03-31 22:54:28.000,823794,-652775
1019,2109,766,1,14,14,-7958751,2012-11-02 23:23:04.000,-8564484,7854648
1020,3721,1183,3,5,49,1931321,2012-06-22 21:49:18.000,6276453,-7385513
1021,3750,559,2,7,15,-2042756,2009-04-19 23:58:28.000,-2295942,-1702610
1022,3932,1387,1,10,27,-5017124,2010-07-02 10:23:26.000,-4922652,-2412460
1023,2881,734,3,11,30,1114908,2018-09-20 19:28:42.000,7993622,2932482
1024,2798,1344,2,4,58,-213153,2009-04-13 13:04:26.000,-6383465,-1612612
1025,2985,1310,1,4,58,-8912590,2016-04-13 05:47:39.000,-4104528,-5865825
1026,2349,331,2,3,69,5801407,2009-10-29 02:17:08.000,7134430,-7451622
1027,2483,63,3,1,56,-5111444,2014-08-16 05:21:54.000,5166782,-6148645
1028,3073,403,1,11,15,4551530,2011-06-29 10:35:01.000,486888,-5321175
1029,2108,661,2,9,50,5509353,2010-08-21 17:07:22.000,-2632817,-1141207
1030,4,1132,1,13,50,-6337610,2008-02-02 03:31:10.000,-6119400,-607420
1031,412,66,3,11,64,-3697184,2014-07-01 02:33:09.000,-10040915,3738133
1032,1930,1164,2,7,20,7679677,2008-02-08 21:27:02.000,5203979,-8166894
1033,1908,1229,3,9,60,2180428,2015-08-06 09:51:16.000,-3410106,7576440
1034,2420,643,3,14,69,35379,2008-08-29 03:55:58.000,651481,7043265
1035,151,831,3,9,62,-651468,2015-04-14 21:44:33.000,-10030739,-7602551
1036,4,974,1,7,31,-6257392,2013-02-11 22:32:16.000,-2559346,-5951512
1037,3647,60,2,10,24,9251618,2008-01-23 18:49:12.000,-3258754,-6646035
1038,2,1366,3,14,3,3781939,2015-06-07 12:11:31.000,-244749,376379
1039,921,794,2,6,17,1792793,2014-12-30 13:18:36.000,-6072907,-240784
1040,702,1111,3,6,29,8974048,2018-11-24 09:49:11.000,9298989,8389131
1041,3003,860,3,5,8,-4013782,2015-12-06 09:39:04.000,2161151,2136063
1042,661,411,1,10,68,3615357,2011-11-12 02:06:19.000,-4513218,5021288
1043,2557,436,1,1,29,8324967,2014-01-14 14:27:55.000,-8832353,-6927959
1044,828,208,3,2,38,-8955602,2009-07-08 07:26:46.000,-7157246,-1890726
1045,2618,203,1,13,38,1390587,2008-11-06 03:25:45.000,652314,7536848
1046,3641,972,2,11,43,500646,2009-10-06 21:58:04.000,6488857,9353728
1047,457,501,2,10,32,-9416146,2009-01-19 08:57:49.000,-3961964,1635744
1048,1827,323,3,8,61,4854457,2020-03-02 21:02:14.000,5015944,-4753902
1049,1453,1211,1,9,55,-4276179,2011-09-08 10:41:31.000,-2495002,-8100949
1050,1184,1197,2,1,45,-6713676,2017-01-03 21:22:45.000,-10459385,-5214495
1051,427,797,3,6,35,9919100,2009-06-14 09:47:24.000,-5656372,7359692
1052,2184,503,1,7,25,9807330,2015-06-29 05:20:24.000,1628062,-732645
1053,298,668,1,2,32,-1362041,2015-05-29 20:44:47.000,-2876545,6228826
1054,658,1181,1,10,30,3222603,2017-03-07 07:27:06.000,8194908,6890460
1055,2023,1419,2,11,64,773465,2009-12-02 00:40:25.000,5273955,10380565
1056,2886,1478,3,14,19,-7739140,2020-03-10 11:12:21.000,9621008,6742822
1057,951,1058,3,3,51,-1155625,2016-11-05 11:02:01.000,6330364,-8946110
1058,907,1088,1,13,48,-5424094,2012-09-12 10:30:54.000,-3361199,9883246
1059,2908,1359,2,2,47,1519624,2011-09-08 02:53:49.000,-6701362,4275921
1060,2950,436,3,10,49,-4233706,2012-11-26 19:40:45.000,-2951167,-7732374
1061,2234,348,1,3,68,9698177,2009-09-21 15:51:19.000,-1146574,-3656844
1062,941,440,3,11,34,6481004,2018-08-31 10:18:42.000,-2661479,-3874669
1063,2039,1240,3,7,62,9932210,2015-04-05 00:28:55.000,-5461367,-9830050
1064,2412,1153,1,14,33,540725,2018-06-22 17:46:52.000,6650114,9392615
1065,243,19,2,5,69,9583952,2018-11-23 14:37:51.000,1607558,7958986
1066,2864,660,3,9,20,5138287,2010-11-03 00:29:54.000,-7388532,4981304
1067,3312,203,2,7,66,2372340,2016-07-02 04:12:59.000,-5317126,-5697818
1068,1646,1023,3,3,22,-447504,2018-04-22 19:21:18.000,864669,-684875
1069,3865,749,2,3,57,-8348858,2013-01-24 06:33:58.000,-8984522,8240348
1070,2306,1463,3,6,31,2026018,2012-09-17 07:59:43.000,6584403,-7747938
1071,595,98,2,13,21,-2142750,2009-08-20 00:17:39.000,-2408692,-1785585
1072,2482,1275,1,7,33,-5262355,2010-10-19 01:55:48.000,-5163065,-2530004
1073,3454,1150,1,12,39,1169142,2018-10-07 10:16:38.000,8384047,3075482
1074,1226,773,2,1,39,-223925,2009-08-13 23:32:27.000,-6695065,-1691687
1075,185,463,2,5,41,-9347176,2016-05-27 05:31:23.000,-4304891,-6152088
1076,2829,1171,3,5,28,6084196,2010-02-22 13:55:23.000,7482292,-7814847
1077,1843,175,1,4,48,-5360402,2014-10-17 21:38:17.000,5418282,-6448276
1078,738,345,3,4,42,4772483,2011-10-05 08:25:19.000,510462,-5579693
1079,405,87,3,1,59,5777517,2010-12-07 06:44:55.000,-2760342,-1197041
1080,3747,1056,2,9,50,-6645187,2008-06-17 11:30:35.000,-6416937,-636753
1081,889,1477,2,6,26,-3876246,2014-09-03 08:39:15.000,-10528202,3919658
1082,580,57,1,11,63,8052169,2008-06-24 04:28:59.000,5455629,-8562307
1083,1551,578,2,1,29,2286227,2015-09-27 08:35:50.000,-3574831,7942765
1084,3669,411,1,5,63,36780,2009-01-06 09:05:02.000,683068,7384030
1085,2424,499,1,1,17,-682518,2015-06-09 10:12:29.000,-10514964,-7969901
1086,1137,102,3,12,49,-6559683,2013-05-02 23:33:28.000,-2683096,-6238362
1087,2054,186,2,3,50,9698022,2008-06-08 23:56:09.000,-3416054,-6966910
1088,242,1563,3,11,27,3964499,2015-07-31 11:18:16.000,-256661,394829
1089,3866,2,1,8,41,1879137,2015-02-27 11:24:22.000,-6365395,-252597
1090,2037,1355,3,9,59,9405432,2018-12-09 04:45:51.000,9745964,8792119
1091,878,874,3,8,23,-4206633,2016-01-23 19:46:08.000,2264651,2238338
